# F2a DERIVATIONAL TABLE

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| correct (via incorrect) | incorrectness | N/A | incorrect + -ness (quality suffix) | the quality of being incorrect, inaccuracy | Nominal form for the quality of being incorrect. Less common than "error" or "inaccuracy" but attested in formal usage. | [CORE] |
| correct | uncorrected | N/A | un- (negation) + corrected (past participle) | not corrected, not amended | Describes errors or texts that have not been corrected. Common in editorial and academic contexts ("uncorrected proof"). | [CORE] |
| accurate | accurately | N/A | accurate + -ly (adverbial suffix) | in an accurate manner, precisely, exactly | Adverbial form indicating accurate manner. Common across all registers, especially in technical and descriptive contexts. | [CORE] |
| accurate | accuracy | N/A | accurate + -cy (quality suffix, from Latin -cia) | precision, exactness, the quality of being accurate | Nominal form for the quality of being accurate. Extremely common in technical, scientific, and everyday contexts. | [CORE] |
| accurate | inaccurate | N/A | in- (negation prefix) + accurate | not accurate, imprecise, incorrect | Negates accuracy; evaluates statements or measurements as imprecise or incorrect. Common across all registers. | [CORE] |
| accurate (via inaccurate) | inaccurately | N/A | inaccurate + -ly (adverbial suffix) | in an inaccurate manner, imprecisely, incorrectly | Adverbial form indicating inaccurate manner. Common in descriptive and critical contexts. | [CORE] |
| accurate (via inaccurate) | inaccuracy | N/A | inaccurate + -cy (quality suffix) | lack of accuracy, error, imprecision | Nominal form for lack of accuracy or for specific errors. Common in technical, editorial, and critical contexts. | [CORE] |
| genuine | genuinely | N/A | genuine + -ly (adverbial suffix) | in a genuine manner, authentically, sincerely | Adverbial form indicating genuine manner. Common across all registers to emphasize sincerity or authenticity. | [CORE] |
| genuine | genuineness | N/A | genuine + -ness (quality suffix) | authenticity, sincerity, the quality of being genuine | Nominal form for the quality of being genuine. Less common than "authenticity" but attested in formal usage. | [CORE] |
| genuine | ingenuine | N/A | in- (negation prefix) + genuine | not genuine, fake, insincere | Negates genuineness. Much less common than "fake," "false," or "insincere"; appears occasionally in formal or academic writing. | [MARGINAL] |
| authentic | authentically | N/A | authentic + -ally (adverbial suffix) | in an authentic manner, genuinely | Adverbial form indicating authentic manner. Common in aesthetic, cultural, and personal contexts. | [CORE] |
| authentic | authenticity | N/A | authentic + -ity (quality suffix, from Latin authenticitas) | genuineness, the quality of being authentic | Nominal form for the quality of being authentic. Very common in art, cultural, historical, and personal contexts. | [CORE] |
| authentic | authenticate | N/A | authentic + -ate (verb-forming suffix) | to verify as authentic, to prove genuine | Verb meaning to verify or prove something as authentic. Common in legal, historical, and technical contexts (especially digital authentication). | [CORE] |
| authentic (via authenticate) | authentication | N/A | authenticate + -ion (noun suffix) | verification of authenticity, proof of genuineness | Nominal form for the process or result of authenticating. Very common in legal, historical, and especially digital/computer security contexts. | [CORE] |
| authentic (via authenticate) | authenticator | N/A | authenticate + -or (agent noun suffix) | one who authenticates, authentication device | Refers to persons or devices that authenticate. Common in digital security contexts ("two-factor authenticator"). | [CORE] |
| authentic | inauthentic | N/A | in- (negation prefix) + authentic | not authentic, fake, insincere | Negates authenticity; evaluates objects or behavior as not genuine. Common in aesthetic, cultural, and philosophical contexts. | [CORE] |
| authentic (via inauthentic) | inauthenticity | N/A | inauthentic + -ity (quality suffix) | lack of authenticity, fakeness | Nominal form for lack of authenticity. Used in aesthetic, cultural, and philosophical contexts, especially existentialist philosophy. | [CORE] |
| authentic (via authenticate) | unauthenticated | N/A | un- (negation) + authenticated (past participle) | not verified, not authenticated | Describes items or claims that have not been verified as authentic. Common in historical, legal, and digital security contexts. | [CORE] |
| real | really | N/A | real + -ly (adverbial suffix) | actually, truly, very | Adverbial form with multiple functions: emphasizing reality/truth, intensifying adjectives, or expressing surprise. Extremely common across all registers. | [CORE] |
| real | reality | N/A | real + -ity (quality suffix, from Latin realitas) | the state of being real, actual existence, the real world | Nominal form for the quality of being real or for the actual world/state of affairs. Fundamental term across all contexts. | [CORE] |
| real | realism | N/A | real + -ism (doctrine/practice suffix) | acceptance of reality, realistic approach; artistic/philosophical movement | Refers to practical acceptance of reality or to specific artistic and philosophical movements. Common in philosophical, artistic, and political contexts. | [CORE] |
| real (via realism) | realist | N/A | real + -ist (adherent suffix) | one who accepts reality, pragmatist; adherent of realism | Describes persons who accept reality pragmatically or who adhere to realist movements. Common in philosophical, political, and everyday contexts. | [CORE] |
| real (via realism) | realistic | N/A | realist + -ic (adjective suffix) | accepting reality, practical, lifelike | Evaluates persons, approaches, or representations as practical or lifelike. Very common across all contexts. | [CORE] |
| real (via realistic) | realistically | N/A | realistic + -ally (adverbial suffix) | in a realistic manner, practically | Adverbial form indicating realistic manner. Common in planning, assessment, and descriptive contexts. | [CORE] |
| real (via realistic) | unrealistic | N/A | un- (negation) + realistic | not realistic, impractical, not lifelike | Negates realism; evaluates expectations, plans, or representations as impractical or not lifelike. Very common in critical and planning contexts. | [CORE] |
| real (via unrealistic) | unrealistically | N/A | unrealistic + -ally (adverbial suffix) | in an unrealistic manner, impractically | Adverbial form indicating unrealistic manner. Common in critical and evaluative contexts. | [CORE] |
| real | unreal | N/A | un- (negation) + real | not real, imaginary, fantastic; (slang) amazing | Negates reality; evaluates things as not real or imaginary. Also used as slang intensifier meaning "amazing." Common across registers. | [CORE] |
| real (via unreal) | unreality | N/A | unreal + -ity (quality suffix) | lack of reality, imaginary quality, dreamlike state | Nominal form for lack of reality or dreamlike quality. Less common than "unrealness" but attested in literary and philosophical contexts. | [CORE] |
| real | realize / realise | N/A | real + -ize (verb-forming suffix) | to make real, to achieve; to become aware of, to understand | Verb with two main senses: making something real/achieving it, or becoming aware of something. Extremely common across all contexts. | [CORE] |
| real (via realize) | realization / realisation | N/A | realize + -ation (noun suffix) | act of realizing, achievement; awareness, understanding | Nominal form for the act of making real or becoming aware. Common across all contexts. | [CORE] |
| real (via realize) | realizable / realisable | N/A | realize + -able (capable of being) | capable of being realized, achievable | Describes goals or plans as achievable. Common in planning and business contexts. | [CORE] |
| valid | validly | N/A | valid + -ly (adverbial suffix) | in a valid manner, legitimately | Adverbial form indicating valid manner. Common in logical, legal, and formal contexts. | [CORE] |
| valid | validity | N/A | valid + -ity (quality suffix, from Latin validitas) | soundness, legitimacy, the quality of being valid | Nominal form for the quality of being valid. Very common in logical, legal, scientific, and everyday contexts. | [CORE] |
| valid | validate | N/A | valid + -ate (verb-forming suffix) | to make valid, to confirm, to verify | Verb meaning to confirm or verify validity. Very common in legal, technical, and everyday contexts (especially "validate feelings/experiences"). | [CORE] |
| valid (via validate) | validation | N/A | validate + -ion (noun suffix) | act of validating, confirmation, verification | Nominal form for the act or result of validating. Very common in technical, legal, and psychological contexts. | [CORE] |
| valid (via validate) | validator | N/A | validate + -or (agent noun suffix) | one who validates, validation device | Refers to persons or devices that validate. Common in technical contexts (especially software/data validation). | [CORE] |
| valid | invalid | N/A | in- (negation prefix) + valid | not valid, unsound, illegitimate | Negates validity; evaluates arguments, documents, or claims as not valid. Common in logical, legal, and technical contexts. | [CORE] |
| valid (via invalid) | invalidly | N/A | invalid + -ly (adverbial suffix) | in an invalid manner, illegitimately | Adverbial form indicating invalid manner. Less common than "invalid" but attested in formal usage. | [CORE] |
| valid (via invalid) | invalidity | N/A | invalid + -ity (quality suffix) | lack of validity, unsoundness | Nominal form for lack of validity. Common in legal and logical contexts. | [CORE] |
| valid (via invalid) | invalidate | N/A | invalid + -ate (verb-forming suffix) | to make invalid, to nullify, to disprove | Verb meaning to make something invalid or to nullify it. Common in legal, scientific, and everyday contexts. | [CORE] |
| valid (via invalidate) | invalidation | N/A | invalidate + -ion (noun suffix) | act of invalidating, nullification | Nominal form for the act or result of invalidating. Common in legal and technical contexts. | [CORE] |
| valid (via validate) | revalidate | N/A | re- (again) + validate | to validate again, to renew validation | Verb meaning to validate again or renew validation. Common in professional licensing and technical contexts. | [CORE] |
| valid (via revalidate) | revalidation | N/A | revalidate + -ion (noun suffix) | act of revalidating, renewal of validation | Nominal form for the process of revalidating. Common in professional and technical contexts. | [CORE] |
| sound | soundly | N/A | sound + -ly (adverbial suffix) | in a sound manner, thoroughly, reliably | Adverbial form with multiple senses related to soundness: thoroughly ("soundly defeated"), reliably, or deeply ("soundly asleep"). Common across registers. | [CORE] |
| sound | soundness | N/A | sound + -ness (quality suffix) | reliability, validity, structural integrity | Nominal form for the quality of being sound. Used in logical, structural, and financial contexts ("soundness of mind," "financial soundness"). | [CORE] |
| sound | unsound | N/A | un- (negation) + sound | not sound, unreliable, invalid, structurally weak | Negates soundness; evaluates arguments, structures, or minds as unreliable or invalid. Common in logical, structural, and medical contexts. | [CORE] |
| sound (via unsound) | unsoundness | N/A | unsound + -ness (quality suffix) | lack of soundness, unreliability, invalidity | Nominal form for lack of soundness. Less common than "unsound" but attested in formal usage. | [CORE] |
| reliable | reliably | N/A | reliable + -ly (adverbial suffix) | in a reliable manner, dependably, consistently | Adverbial form indicating reliable manner. Common across all contexts. | [CORE] |
| reliable | reliability | N/A | reliable + -ity (quality suffix) | dependability, consistency, the quality of being reliable | Nominal form for the quality of being reliable. Very common in technical, scientific, and everyday contexts. | [CORE] |
| reliable | unreliable | N/A | un- (negation) + reliable | not reliable, undependable, inconsistent | Negates reliability; evaluates sources, persons, or instruments as undependable. Very common across all contexts. | [CORE] |
| reliable (via unreliable) | unreliably | N/A | unreliable + -ly (adverbial suffix) | in an unreliable manner, undependably | Adverbial form indicating unreliable manner. Common in descriptive and critical contexts. | [CORE] |
| reliable (via unreliable) | unreliability | N/A | unreliable + -ity (quality suffix) | lack of reliability, undependability | Nominal form for lack of reliability. Common in technical and critical contexts. | [CORE] |
| faithful | faithfully | N/A | faithful + -ly (adverbial suffix) | in a faithful manner, loyally, accurately | Adverbial form indicating faithful manner. Common in contexts of loyalty, accuracy of reproduction, and formal letter closings ("Yours faithfully"). | [CORE] |
| faithful | faithfulness | N/A | faithful + -ness (quality suffix) | loyalty, accuracy, the quality of being faithful | Nominal form for the quality of being faithful. Common in contexts of loyalty and accuracy of representation. | [CORE] |
| faithful | unfaithful | N/A | un- (negation) + faithful | not faithful, disloyal, inaccurate | Negates faithfulness; evaluates persons as disloyal or representations as inaccurate. Common in personal and aesthetic contexts. | [CORE] |
| faithful (via unfaithful) | unfaithfully | N/A | unfaithful + -ly (adverbial suffix) | in an unfaithful manner, disloyally, inaccurately | Adverbial form indicating unfaithful manner. Less common than "unfaithful" but attested. | [CORE] |
| faithful (via unfaithful) | unfaithfulness | N/A | unfaithful + -ness (quality suffix) | disloyalty, infidelity, inaccuracy | Nominal form for lack of faithfulness. Common in personal and moral contexts. | [CORE] |
| veridical | veridicality | N/A | veridical + -ity (quality suffix) | truth-telling quality, accuracy of perception | Technical term in philosophy and psychology for the property of accurately representing reality. Rare; primarily academic usage. | [MARGINAL] |
| truthful | truthfully | N/A | truthful + -ly (adverbial suffix) | in a truthful manner, honestly | Adverbial form indicating truthful manner. Common across all registers. | [CORE] |
| truthful | truthfulness | N/A | truthful + -ness (quality suffix) | honesty, veracity, the quality of being truthful | Nominal form for the quality of being truthful. Common in moral and epistemic contexts. | [CORE] |
| truthful | untruthful | N/A | un- (negation) + truthful | not truthful, dishonest, lying | Negates truthfulness; evaluates persons or statements as dishonest. Common in moral contexts. | [CORE] |
| truthful (via untruthful) | untruthfully | N/A | untruthful + -ly (adverbial suffix) | in an untruthful manner, dishonestly | Adverbial form indicating untruthful manner. Common in moral and descriptive contexts. | [CORE] |
| truthful (via untruthful) | untruthfulness | N/A | untruthful + -ness (quality suffix) | dishonesty, mendacity, lack of truthfulness | Nominal form for lack of truthfulness. Common in moral contexts. | [CORE] |
| honest | honestly | N/A | honest + -ly (adverbial suffix) | in an honest manner, truthfully; (discourse marker) frankly | Adverbial form indicating honest manner; also used as discourse marker introducing frank statements. Extremely common across all registers. | [CORE] |
| honest | honesty | N/A | honest + -y (quality suffix, from Latin honestas) | truthfulness, integrity, the quality of being honest | Nominal form for the quality of being honest. Fundamental term in moral discourse. | [CORE] |
| honest | dishonest | N/A | dis- (negation/reversal prefix) + honest | not honest, untruthful, fraudulent | Negates honesty; evaluates persons or actions as untruthful or fraudulent. Very common in moral and legal contexts. | [CORE] |
| honest (via dishonest) | dishonestly | N/A | dishonest + -ly (adverbial suffix) | in a dishonest manner, untruthfully, fraudulently | Adverbial form indicating dishonest manner. Common in moral and legal contexts. | [CORE] |
| honest (via dishonest) | dishonesty | N/A | dishonest + -y (quality suffix) | untruthfulness, fraud, lack of honesty | Nominal form for lack of honesty. Very common in moral and legal contexts. | [CORE] |
| sincere | sincerely | N/A | sincere + -ly (adverbial suffix) | in a sincere manner, genuinely, honestly | Adverbial form indicating sincere manner; also used in letter closings ("Sincerely yours"). Very common across all registers. | [CORE] |
| sincere | sincerity | N/A | sincere + -ity (quality suffix, from Latin sinceritas) | genuineness, honesty, the quality of being sincere | Nominal form for the quality of being sincere. Common in personal and moral contexts. | [CORE] |
| sincere | insincere | N/A | in- (negation prefix) + sincere | not sincere, dishonest, hypocritical | Negates sincerity; evaluates persons or expressions as not genuine. Common in moral and social contexts. | [CORE] |
| sincere (via insincere) | insincerely | N/A | insincere + -ly (adverbial suffix) | in an insincere manner, dishonestly, hypocritically | Adverbial form indicating insincere manner. Common in moral and social contexts. | [CORE] |
| sincere (via insincere) | insincerity | N/A | insincere + -ity (quality suffix) | lack of sincerity, dishonesty, hypocrisy | Nominal form for lack of sincerity. Common in moral and social contexts. | [CORE] |
| legitimate | legitimately | N/A | legitimate + -ly (adverbial suffix) | in a legitimate manner, lawfully, validly | Adverbial form indicating legitimate manner. Common in legal, political, and everyday contexts. | [CORE] |
| legitimate | legitimacy | N/A | legitimate + -cy (quality suffix, from Latin legitimitas) | lawfulness, validity, the quality of being legitimate | Nominal form for the quality of being legitimate. Very common in legal, political, and social contexts. | [CORE] |
| legitimate | legitimize / legitimise | N/A | legitimate + -ize (verb-forming suffix) | to make legitimate, to authorize, to validate | Verb meaning to make something legitimate or to validate it. Common in political, legal, and social contexts. | [CORE] |
| legitimate (via legitimize) | legitimization / legitimisation | N/A | legitimize + -ation (noun suffix) | act of legitimizing, validation | Nominal form for the process of legitimizing. Common in political and social analysis. | [CORE] |
| legitimate | illegitimate | N/A | il- (negation prefix, variant of in-) + legitimate | not legitimate, unlawful, born out of wedlock | Negates legitimacy; evaluates claims, authority, or birth status as not legitimate. Common in legal, political, and historical contexts. | [CORE] |
| legitimate (via illegitimate) | illegitimately | N/A | illegitimate + -ly (adverbial suffix) | in an illegitimate manner, unlawfully | Adverbial form indicating illegitimate manner. Common in legal and political contexts. | [CORE] |
| legitimate (via illegitimate) | illegitimacy | N/A | illegitimate + -cy (quality suffix) | unlawfulness, invalidity, birth out of wedlock | Nominal form for lack of legitimacy. Common in legal, political, and historical contexts. | [CORE] |
| spurious | spuriously | N/A | spurious + -ly (adverbial suffix) | in a spurious manner, falsely, deceptively | Adverbial form indicating spurious manner. Less common than "spurious" but attested in formal usage. | [CORE] |
| spurious | spuriousness | N/A | spurious + -ness (quality suffix) | falseness, deceptiveness, the quality of being spurious | Nominal form for the quality of being spurious. Less common than "spurious" but attested in formal and academic usage. | [CORE] |
| counterfeit | counterfeiter | N/A | counterfeit + -er (agent noun suffix) | one who counterfeits, forger | Describes persons who produce counterfeit goods or currency. Common in legal and commercial contexts. | [CORE] |
| counterfeit | counterfeiting | N/A | counterfeit + -ing (gerund suffix) | act of counterfeiting, forgery | Nominal form for the act or practice of counterfeiting. Common in legal contexts. | [CORE] |
| apt | aptly | N/A | apt + -ly (adverbial suffix) | in an apt manner, fittingly, appropriately | Adverbial form indicating apt manner. Common in descriptive and evaluative contexts. | [CORE] |
| apt | aptness | N/A | apt + -ness (quality suffix) | appropriateness, suitability, the quality of being apt | Nominal form for the quality of being apt. Less common than "aptly" but attested in formal usage. | [CORE] |
| apt | inapt | N/A | in- (negation prefix) + apt | not apt, inappropriate, unsuitable | Negates aptness; evaluates descriptions or comparisons as inappropriate. Less common than "inappropriate" but attested in formal usage. | [CORE] |
| apt (via inapt) | inaptly | N/A | inapt + -ly (adverbial suffix) | in an inapt manner, inappropriately | Adverbial form indicating inapt manner. Rare but attested in formal usage. | [MARGINAL] |
| veracious | veraciously | N/A | veracious + -ly (adverbial suffix) | in a veracious manner, truthfully | Adverbial form indicating veracious manner. Rare; primarily formal or literary usage. | [MARGINAL] |
| veracious | veracity | N/A | veracious + -ity (quality suffix, from Latin veracitas) | truthfulness, accuracy, the quality of being veracious | Nominal form for the quality of being truthful or accurate. More common than "veracious"; used in formal contexts. | [CORE] |
| fallacious | fallaciously | N/A | fallacious + -ly (adverbial suffix) | in a fallacious manner, deceptively, erroneously | Adverbial form indicating fallacious manner. Used in logical and critical discourse. | [CORE] |
| fallacious | fallaciousness | N/A | fallacious + -ness (quality suffix) | deceptiveness, erroneousness, the quality of being fallacious | Nominal form for the quality of being fallacious. Less common than "fallacy" but attested in formal usage. | [CORE] |
| (Latin fallacia, related to fallacious) | fallacy | N/A | Latin fallacia "deception, trick" | false reasoning, logical error, mistaken belief | Refers to errors in reasoning or mistaken beliefs. Very common in logical, philosophical, and critical discourse. | [CORE] |
| erroneous | erroneously | N/A | erroneous + -ly (adverbial suffix) | in an erroneous manner, mistakenly, incorrectly | Adverbial form indicating erroneous manner. Common in formal and academic contexts. | [CORE] |
| erroneous | erroneousness | N/A | erroneous + -ness (quality suffix) | incorrectness, the quality of being erroneous | Nominal form for the quality of being erroneous. Less common than "error" but attested in formal usage. | [CORE] |
| (Latin error, related to erroneous) | error | N/A | Latin error "wandering, mistake" | mistake, inaccuracy, wrong action or belief | Refers to mistakes or incorrect beliefs/actions. Extremely common across all contexts. | [CORE] |
| mistaken | mistakenly | N/A | mistaken + -ly (adverbial suffix) | in a mistaken manner, by mistake, erroneously | Adverbial form indicating mistaken manner or occurrence by mistake. Very common across all contexts. | [CORE] |
| (verb/noun) | mistake | N/A | mis- (wrongly) + take (Old Norse taka) | error, misunderstanding; to misunderstand, to err | As noun, refers to errors or misunderstandings; as verb, means to misunderstand or identify incorrectly. Extremely common across all contexts. | [CORE] |
| mendacious | mendaciously | N/A | mendacious + -ly (adverbial suffix) | in a mendacious manner, lyingly, untruthfully | Adverbial form indicating mendacious manner. Rare; primarily formal or literary usage. | [MARGINAL] |
| mendacious | mendacity | N/A | mendacious + -ity (quality suffix, from Latin mendacitas) | untruthfulness, lying, the quality of being mendacious | Nominal form for the quality of being mendacious or for lies themselves. More common than "mendacious"; used in formal contexts. | [MARGINAL] |
| apocryphal | apocryphally | N/A | apocryphal + -ly (adverbial suffix) | in an apocryphal manner, dubiously, questionably | Adverbial form indicating apocryphal manner. Less common than "apocryphal" but attested in formal usage. | [CORE] |
| (Greek apokrypha, related to apocryphal) | apocrypha | N/A | Greek apokrypha "hidden things" (plural) | texts of doubtful authenticity, especially biblical texts | Refers to texts (especially biblical) of uncertain authorship or authenticity. Used in religious and historical contexts. | [CORE] |
