# F2b Constructions Table — Yoruba Truth/Falsehood Domain

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| òtítọ́ | Wọ́n ń wá òtítọ́ | wọ́n ń wá òtítọ́ | They are seeking the truth, they are searching for truth | Describes the process of investigation or inquiry aimed at discovering what is true. | [CORE] |
| òtítọ́ | A rí òtítọ́ níbẹ̀ | a rí òtítọ́ níbẹ̀ | We found truth there, we discovered the truth there | Indicates successful discovery or recognition of truth through investigation or experience. | [CORE] |
| òtítọ́ | Ó kọ́ òtítọ́ | ó kọ́ òtítọ́ | He/she rejected the truth, he/she denied the truth | Describes refusal to accept or acknowledge what is true, often despite evidence. | [CORE] |
| òtítọ́ | Mo mọ òtítọ́ ọ̀rọ̀ náà | mo mọ òtítọ́ ọ̀rọ̀ náà | I know the truth of that matter | Expresses knowledge or awareness of what is true regarding a specific situation or claim. | [CORE] |
| òtítọ́ | Ní òtítọ́, kò ṣẹlẹ̀ bẹ́ẹ̀ | ní òtítọ́, kò ṣẹlẹ̀ bẹ́ẹ̀ | In truth, it didn't happen that way | Adverbial phrase used to introduce a truthful statement or correction, emphasizing sincerity or accuracy. | [CORE] |
| òtítọ́ | Ọ̀rọ̀ rẹ̀ jẹ́ òtítọ́ | ọ̀rọ̀ rẹ̀ jẹ́ òtítọ́ | Your statement is true, what you said is truth | Affirms that a statement or account corresponds to reality. Common in validating testimony or claims. | [CORE] |
| òtítọ́ | Òtítọ́ ọ̀rọ̀ náà ni pé... | òtítọ́ ọ̀rọ̀ náà ni pé... | The truth of the matter is that... | Fixed expression introducing the accurate account or real facts of a situation. | [CORE] |
| òtítọ́ | Ó dúró lórí òtítọ́ | ó dúró lórí òtítọ́ | He/she stood on truth, he/she maintained truthfulness | Indicates steadfast commitment to truth, especially in difficult circumstances. Emphasizes moral courage. | [CORE] |
| òtítọ́ | Ó kọ́ mi ní òtítọ́ | ó kọ́ mi ní òtítọ́ | He/she taught me truthfulness, he/she instructed me in truth | Describes moral education or instruction in truthful conduct and honest character. | [CORE] |
| òtítọ́ | Ó fi òtítọ́ ṣe é | ó fi òtítọ́ ṣe é | He/she did it with truth, he/she acted truthfully | Indicates that an action was performed honestly or in accordance with truth. | [CORE] |
| irọ́ | sọ irọ́ | sọ irọ́ | to tell a lie, to speak falsely | Standard expression for lying. Used interchangeably with purọ́ in everyday speech. | [CORE] |
| irọ́ | pa irọ́ | pa irọ́ | to tell a lie, to fabricate falsehood | Alternative expression for lying, literally "to strike/make a lie." Common in everyday speech. | [CORE] |
| irọ́ | gbé irọ́ ró | gbé irọ́ ró | to fabricate a lie, to concoct falsehood | Describes deliberately constructing or inventing lies. Emphasizes the intentional nature of deception. | [CORE] |
| irọ́ | fi irọ́ bò | fi irọ́ bò | to cover with lies, to conceal with falsehood | Describes using lies to hide truth or cover up facts. Used in contexts of deception and concealment. | [CORE] |
| irọ́ | mú irọ́ | mú irọ́ | to catch in a lie, to expose falsehood | Describes detecting or proving that someone has lied. Common in confrontational contexts. | [CORE] |
| irọ́ | irọ́ tí ó pọ̀ | irọ́ tí ó pọ̀ | many lies, excessive lying | Describes habitual or frequent lying. Used to characterize someone who lies often. | [CORE] |
| irọ́ | irọ́ funfun | irọ́ funfun | white lie, harmless falsehood | Describes minor or well-intentioned lies. Used to distinguish trivial from serious deception. | [CORE] |
| irọ́ | irọ́ dúdú | irọ́ dúdú | black lie, serious/harmful falsehood | Describes serious, malicious, or harmful lies. Contrasts with irọ́ funfun. | [CORE] |
| irọ́ | jẹ́wọ́ irọ́ | jẹ́wọ́ irọ́ | to confess to lying, to admit falsehood | Describes acknowledging that one has lied. Used in contexts of confession or admission. | [CORE] |
| irọ́ | kọ irọ́ | kọ irọ́ | to reject lies, to refuse falsehood | Describes refusing to accept or participate in lying. Used in moral contexts. | [CORE] |
| irọ́ | irọ́ ẹnu | irọ́ ẹnu | verbal lie, spoken falsehood | Emphasizes that the lie is spoken. Distinguishes verbal from other forms of deception. | [CORE] |
| irọ́ | irọ́ ìṣe | irọ́ ìṣe | lie in action, deceptive deed | Describes deception through actions rather than words. Used when behavior misrepresents reality. | [CORE] |
| irọ́ | Ó pa irọ́ | ó pa irọ́ | He/she told a lie, he/she lied | Standard expression for lying, equivalent to purọ́. The verb pa (to kill/strike/do) combines with irọ́. | [CORE] |
| irọ́ | Ó sọ irọ́ fún mi | ó sọ irọ́ fún mi | He/she told me a lie, he/she lied to me | Alternative expression for lying using the verb sọ (to say/tell). Common in narrative contexts. | [CORE] |
| irọ́ | Ó pa irọ́ lé mi | ó pa irọ́ lé mi | He/she lied about me, he/she told lies concerning me | Indicates that lies are directed at or concern a specific person, often with intent to harm reputation. | [CORE] |
| irọ́ | Wọ́n mú u ní irọ́ | wọ́n mú u ní irọ́ | They caught him/her in a lie, they exposed his/her lie | Describes detecting or proving that someone has lied. Common in contexts of confrontation or investigation. | [CORE] |
| irọ́ | Ó fi irọ́ rẹ̀ hàn | ó fi irọ́ rẹ̀ hàn | He/she revealed his/her lie, the lie was exposed | Indicates that a lie has been made visible or proven false, often through evidence. | [CORE] |
| irọ́ | Ó jẹ́wọ́ pé ó pa irọ́ | ó jẹ́wọ́ pé ó pa irọ́ | He/she confessed that he/she lied | Describes admission or confession of having lied, acknowledging one's falsehood. | [CORE] |
| irọ́ | Wọ́n gbà irọ́ rẹ̀ | wọ́n gbà irọ́ rẹ̀ | They believed his/her lie, they accepted the falsehood | Indicates that a lie was believed or accepted as true, often implying successful deception. | [CORE] |
| irọ́ | Ó kọ irọ́ sílẹ̀ | ó kọ irọ́ sílẹ̀ | He/she fabricated a lie, he/she constructed a falsehood | Describes deliberate construction or invention of lies, emphasizing premeditation. | [CORE] |
| irọ́ | Irọ́ rẹ̀ ti jáde | irọ́ rẹ̀ ti jáde | His/her lie has come out, the lie has been exposed | Indicates that a previously hidden or believed lie has been revealed or discovered. | [CORE] |
| irọ́ | Ó ní irọ́ lára | ó ní irọ́ lára | It contains lies, there are lies in it | Describes a statement or account as containing falsehoods, not entirely false but mixed with lies. | [CORE] |
| irọ́ | Ọ̀rọ̀ rẹ̀ jẹ́ irọ́ | ọ̀rọ̀ rẹ̀ jẹ́ irọ́ | Your statement is a lie, what you said is false | Direct assertion that a statement is false. Used to contradict or reject claims. | [CORE] |
| irọ́ | Ọ̀rọ̀ rẹ̀ kún fún irọ́ | ọ̀rọ̀ rẹ̀ kún fún irọ́ | Your account is full of lies, your statement is filled with falsehoods | Emphasizes that an account contains many lies or is predominantly false. | [CORE] |
| irọ́ | Ó dúró lórí irọ́ | ó dúró lórí irọ́ | He/she persisted in the lie, he/she maintained the falsehood | Describes continuing to assert a lie despite evidence or challenges, refusing to admit the truth. | [CORE] |
| irọ́ | Ó fi irọ́ ṣe é | ó fi irọ́ ṣe é | He/she did it with lies, he/she accomplished it through deception | Indicates that something was achieved through lying or deceptive means. | [CORE] |
| irọ́ | Irọ́ kò lẹ́sẹ̀ | irọ́ kò lẹ́sẹ̀ | A lie has no legs (proverb: lies don't last) | Proverbial expression indicating that lies are eventually exposed or cannot be sustained indefinitely. | [CORE] |
| tọ́ | ó tọ́ gan-an | ó tọ́ gan-an | it is absolutely true, it is certainly correct | Emphatic affirmation of truth or correctness. The intensifier gan-an strengthens the assertion. | [CORE] |
| tọ́ | kò tọ́ rárá | kò tọ́ rárá | it is not true at all, it is completely false | Emphatic negation. The intensifier rárá strengthens the denial. | [CORE] |
| tọ́ | bí ó ṣe tọ́ | bí ó ṣe tọ́ | as it is correct, as it truly is | Introduces accurate description or proper method. Used to frame correct accounts. | [CORE] |
| tọ́ | kí ó tọ́ | kí ó tọ́ | let it be correct, may it be true | Expresses wish or hope that something be true or correct. Used in optative contexts. | [CORE] |
| tọ́ | ṣé ó tọ́? | ṣé ó tọ́? | is it true? is it correct? | Standard question form asking about truth or correctness. Very common in conversation. | [CORE] |
| tọ́ | tọ́ tán | tọ́ tán | to be completely correct, to be entirely true | Emphasizes completeness or totality of correctness. Used for full accuracy. | [CORE] |
| tọ́ | tọ́ jù | tọ́ jù | to be more correct, to be truer | Comparative construction indicating greater correctness or accuracy than something else. | [CORE] |
| tọ́ | tọ́ ju... lọ | tọ́ ju... lọ | to be more correct than..., to surpass in truth | Full comparative construction explicitly comparing two things for correctness. | [CORE] |
| tọ́ | bí ó bá tọ́ | bí ó bá tọ́ | if it is true, if it is correct | Conditional construction introducing hypothetical based on truth. Common in reasoning. | [CORE] |
| tọ́ | tọ́ lóòótọ́ | tọ́ lóòótọ́ | to be truly correct, to be genuinely true | Emphatic construction emphasizing genuine or authentic correctness. Used for strong affirmation. | [CORE] |
| tọ́ | Ó ṣe tọ́ | ó ṣe tọ́ | It is correct, it is right, it is proper | Common construction affirming correctness or appropriateness. Can refer to statements, actions, or situations. | [CORE] |
| tọ́ | Kò tọ́ rárá | kò tọ́ rárá | It is not correct at all, it is completely wrong | Emphatic negation using rárá (at all) to stress complete incorrectness or falsity. | [CORE] |
| tọ́ | Ó tọ́ gan-an | ó tọ́ gan-an | It is absolutely correct, it is exactly right | Emphatic affirmation using gan-an (exactly, precisely) to stress complete accuracy. | [CORE] |
| tọ́ | Bí ó ṣe tọ́ ni mo ṣe é | bí ó ṣe tọ́ ni mo ṣe é | I did it as it should be done, I did it correctly | Describes doing something in the proper or correct manner, following appropriate standards. | [CORE] |
| tọ́ | Ó tọ́ lọ́nà | ó tọ́ lọ́nà | It is correct in method, it is right in approach | Evaluates whether a method or approach is the proper one for achieving a goal. | [CORE] |
| tọ́ | Ó tọ́ létí mi | ó tọ́ létí mi | It sounds right to me, it rings true to me | Expresses intuitive or initial judgment that something sounds accurate or believable. | [CORE] |
| tọ́ | Ó tọ́ lọ́kàn rẹ̀ | ó tọ́ lọ́kàn rẹ̀ | He/she is sincere, his/her heart is true | Evaluates inner sincerity or genuineness of disposition, assessing alignment between inner state and outer expression. | [CORE] |
| tọ́ | Jẹ́ kó tọ́ | jẹ́ kó tọ́ | Let it be correct, let it be right | Expresses wish or permission for something to be correct or proper. Can be used in corrections or adjustments. | [CORE] |
| tọ́ | Ṣe kó tọ́ | ṣe kó tọ́ | Make it correct, set it right | Imperative construction directing someone to correct or adjust something to make it right. | [CORE] |
| tọ́ | Ó tọ́ fún mi | ó tọ́ fún mi | It is right for me, it is appropriate for me | Indicates that something is suitable or appropriate for a particular person or situation. | [CORE] |
| tọ́ | Kì í tọ́ láti ṣe bẹ́ẹ̀ | kì í tọ́ láti ṣe bẹ́ẹ̀ | It is not right to do that, it is improper to do so | Emphatic negation (using kì í) indicating that something is improper or should not be done. | [CORE] |
| tọ́ | Bí ó bá tọ́, a ó ṣe é | bí ó bá tọ́, a ó ṣe é | If it is correct, we will do it | Conditional construction making action contingent on correctness or appropriateness. | [CORE] |
| tọ́ | Ó tọ́ sí i | ó tọ́ sí i | It is directed toward it correctly, it leads to it properly | Indicates that something correctly leads to or is properly oriented toward a goal or destination. | [CORE] |
| tọ́ | Kò lè tọ́ | kò lè tọ́ | It cannot be correct, it cannot be right | Expresses impossibility of correctness, often used to reject implausible claims. | [CORE] |
| tọ́ | Yóò tọ́ bẹ́ẹ̀ | yóò tọ́ bẹ́ẹ̀ | It will be correct that way, it will be right like that | Future construction indicating that something will be correct or appropriate in a specified manner. | [CORE] |
| purọ́ | purọ́ fún | purọ́ fún | to lie to (someone) | Specifies the recipient of the lie. Common in narrative and accusatory contexts. | [CORE] |
| purọ́ | purọ́ mọ́ | purọ́ mọ́ | to lie against, to lie about | Indicates the target or subject of the lie. Used when someone is being lied about. | [CORE] |
| purọ́ | purọ́ sí | purọ́ sí | to lie to, to deceive | Alternative construction for specifying recipient. Used interchangeably with purọ́ fún. | [CORE] |
| purọ́ | purọ́ jáde | purọ́ jáde | for a lie to be exposed, for falsehood to come to light | Describes revelation or discovery of lies. Common in contexts of exposure. | [CORE] |
| purọ́ | purọ́ tán | purọ́ tán | to finish lying, to lie completely | Indicates completion of lying or thorough deception. Used to emphasize extent. | [CORE] |
| purọ́ | máa purọ́ | máa purọ́ | to habitually lie, to keep lying | Describes habitual or ongoing lying. The auxiliary máa indicates continuous action. | [CORE] |
| purọ́ | kò purọ́ | kò purọ́ | did not lie, does not lie | Simple negation asserting that someone did not or does not lie. | [CORE] |
| purọ́ | má purọ́ | má purọ́ | don't lie | Imperative prohibition against lying. Common in admonitions. | [CORE] |
| purọ́ | purọ́ pọ̀ | purọ́ pọ̀ | to lie excessively, to lie a lot | Describes frequent or excessive lying. Used to characterize habitual liars. | [CORE] |
| purọ́ | bẹ̀rẹ̀ sí purọ́ | bẹ̀rẹ̀ sí purọ́ | to begin to lie, to start lying | Describes the onset of lying. Used in narrative contexts. | [CORE] |
| purọ́ | Ó máa ń purọ́ | ó máa ń purọ́ | He/she habitually lies, he/she is always lying | Indicates habitual or characteristic lying behavior using the habitual marker máa. | [CORE] |
| purọ́ | Ó purọ́ fún mi | ó purọ́ fún mi | He/she lied to me | Specifies the recipient or target of the lie using the benefactive preposition fún. | [CORE] |
| purọ́ | Ó purọ́ sí mi | ó purọ́ sí mi | He/she lied to me | Alternative construction specifying the target of lying using the locative/directional sí. | [CORE] |
| purọ́ | Ó purọ́ mọ́ mi | ó purọ́ mọ́ mi | He/she lied to me, he/she deceived me | Specifies the target of deception using mọ́ (on/to), emphasizing the interpersonal deception. | [CORE] |
| purọ́ | Ó purọ́ lé mi | ó purọ́ lé mi | He/she lied about me, he/she told lies concerning me | Indicates that lies concern or are about a specific person, often with harmful intent. | [CORE] |
| purọ́ | Kò purọ́ | kò purọ́ | He/she didn't lie, it's not a lie | Simple negation denying that lying occurred or that something is false. | [CORE] |
| purọ́ | Má ṣe purọ́ mọ́ mi | má ṣe purọ́ mọ́ mi | Don't lie to me | Negative imperative warning or commanding someone not to lie. Common in confrontational contexts. | [CORE] |
| purọ́ | Ó purọ́ pé ó ti lọ | ó purọ́ pé ó ti lọ | He/she lied that he/she had gone | Introduces the content of the lie using the complementizer pé (that). | [CORE] |
| purọ́ | Irọ́ rẹ̀ purọ́ jẹ | irọ́ rẹ̀ purọ́ jẹ | His/her lie succeeded, the lie was believed | Indicates that a lie achieved its intended effect of deceiving others. | [MARGINAL] |
| purọ́ | Ó bẹ̀rẹ̀ sí purọ́ | ó bẹ̀rẹ̀ sí purọ́ | He/she began to lie, he/she started lying | Indicates the inception of lying behavior, often marking a change in conduct. | [CORE] |
| purọ́ | Dẹ́kun purọ́ | dẹ́kun purọ́ | Stop lying | Imperative commanding cessation of lying behavior. | [CORE] |
| purọ́ | Ó fẹ́ purọ́ | ó fẹ́ purọ́ | He/she wants to lie, he/she intends to lie | Indicates intention or desire to lie, often used to warn of suspected deception. | [CORE] |
| purọ́ | Ó lè purọ́ | ó lè purọ́ | He/she can lie, he/she is capable of lying | Indicates capacity or possibility of lying, often used to express suspicion about someone's character. | [CORE] |
| purọ́ | Ó kọ́ láti purọ́ | ó kọ́ láti purọ́ | He/she refused to lie, he/she declined to lie | Indicates refusal to engage in lying, often implying moral integrity. | [CORE] |
| purọ́ | Ó purọ́ tán | ó purọ́ tán | He/she finished lying, he/she has lied completely | Indicates completion of lying or that someone has lied extensively. The completive tán emphasizes thoroughness. | [CORE] |
| òdodo | ṣe òdodo | ṣe òdodo | to do righteousness, to act justly | Describes acting in accordance with moral or legal standards. Common in moral discourse. | [CORE] |
| òdodo | ní òdodo | ní òdodo | to have righteousness, to possess justice | Describes possessing righteous character or just qualities. Used in character evaluation. | [CORE] |
| òdodo | jẹ́ òdodo | jẹ́ òdodo | to be righteous, to be just | Copular construction describing righteous state or character. Common in moral evaluation. | [CORE] |
| òdodo | ọ̀nà òdodo | ọ̀nà òdodo | the way of righteousness, the path of justice | Metaphorical expression for righteous living. Common in religious and moral discourse. | [CORE] |
| òdodo | ìwà òdodo | ìwà òdodo | righteous character, just conduct | Describes character marked by righteousness. Used in moral evaluation of persons. | [CORE] |
| òdodo | fún ni ní òdodo | fún ni ní òdodo | to give someone justice, to treat justly | Describes treating someone fairly or justly. Used in contexts of fair treatment. | [CORE] |
| òdodo | òdodo Ọlọ́run | òdodo Ọlọ́run | God's righteousness, divine justice | Refers specifically to divine righteousness or justice. Common in religious discourse. | [CORE] |
| òdodo | nínú òdodo | nínú òdodo | in righteousness, justly | Adverbial expression indicating righteous manner. Used to frame just actions. | [CORE] |
| òdodo | Ó ṣe òdodo | ó ṣe òdodo | He/she did what is right, he/she acted justly | Standard expression for acting in accordance with moral or legal standards. | [CORE] |
| òdodo | Ó jẹ́ òdodo | ó jẹ́ òdodo | It is righteous, it is just | Affirms that something conforms to standards of righteousness or justice. | [CORE] |
| òdodo | Ó ní òdodo nínú | ó ní òdodo nínú | He/she has righteousness within, he/she possesses integrity | Describes someone as possessing inner righteousness or moral character. | [CORE] |
| òdodo | Ó fi òdodo ṣe é | ó fi òdodo ṣe é | He/she did it with justice, he/she acted righteously | Indicates that an action was performed in accordance with justice or righteousness. | [CORE] |
| òdodo | Ó dájọ́ ní òdodo | ó dájọ́ ní òdodo | He/she judged righteously, he/she made a just judgment | Describes making judgments that conform to standards of justice and fairness. | [CORE] |
| òdodo | Ó rìn ní òdodo | ó rìn ní òdodo | He/she walks in righteousness, he/she lives righteously | Metaphorical expression for living according to moral standards, conducting one's life righteously. | [CORE] |
| òdodo | Ó kọ́ wọn ní òdodo | ó kọ́ wọn ní òdodo | He/she taught them righteousness, he/she instructed them in justice | Describes moral education or instruction in righteous conduct. | [CORE] |
| òdodo | Ó gbé ní òdodo | ó gbé ní òdodo | He/she lives in righteousness, he/she dwells in justice | Describes habitual righteous living or being characterized by justice. | [CORE] |
| òdodo | Ó fẹ́ òdodo | ó fẹ́ òdodo | He/she loves righteousness, he/she desires justice | Describes disposition of valuing and desiring righteousness as a character trait. | [CORE] |
| òdodo | Ẹ wá òdodo | ẹ wá òdodo | Seek righteousness, pursue justice | Imperative exhortation to pursue or seek righteous conduct and justice. | [CORE] |
| òdodo | Ó pa òdodo mọ́ | ó pa òdodo mọ́ | He/she held fast to righteousness, he/she maintained justice | Indicates steadfast adherence to righteousness, especially under pressure or temptation. | [CORE] |
| òdodo | Ó kọ òdodo sílẹ̀ | ó kọ òdodo sílẹ̀ | He/she abandoned righteousness, he/she forsook justice | Describes abandoning or rejecting righteous conduct, often in moral criticism. | [CORE] |
| òdodo | Ó dúró fún òdodo | ó dúró fún òdodo | He/she stood for righteousness, he/she advocated for justice | Describes actively supporting or defending righteousness and justice. | [CORE] |
| òdodo | Òdodo àti òtítọ́ ni ìpìlẹ̀ ìtẹ́ rẹ̀ | òdodo àti òtítọ́ ni ìpìlẹ̀ ìtẹ́ rẹ̀ | Righteousness and truth are the foundation of his throne | Fixed pair in religious/moral discourse emphasizing both moral rectitude and factual accuracy as foundations. | [CORE] |
| òdodo | Ó jà fún òdodo | ó jà fún òdodo | He/she fought for righteousness, he/she struggled for justice | Describes actively contending or struggling to establish or maintain justice. | [CORE] |
| gbàgbọ́ | gbàgbọ́ pé | gbàgbọ́ pé | to believe that... | Introduces propositional content of belief. Standard construction for expressing beliefs. | [CORE] |
| gbàgbọ́ | gbàgbọ́ nínú | gbàgbọ́ nínú | to believe in, to have faith in | Expresses belief or trust in something or someone. Common in religious contexts. | [CORE] |
| gbàgbọ́ | gbàgbọ́ sí | gbàgbọ́ sí | to believe in, to trust in | Alternative construction for expressing belief. Used interchangeably with gbàgbọ́ nínú. | [CORE] |
| gbàgbọ́ | gbàgbọ́ fún | gbàgbọ́ fún | to believe (someone), to trust (someone) | Specifies the person being believed or trusted. Common in interpersonal contexts. | [CORE] |
| gbàgbọ́ | kò gbàgbọ́ | kò gbàgbọ́ | does not believe, refuses to believe | Simple negation expressing disbelief or lack of belief. | [CORE] |
| gbàgbọ́ | má gbàgbọ́ | má gbàgbọ́ | don't believe | Imperative warning against believing. Used to caution against misplaced trust. | [CORE] |
| gbàgbọ́ | gbàgbọ́ tán | gbàgbọ́ tán | to believe completely, to be fully convinced | Emphasizes complete or total belief. Used for full acceptance. | [CORE] |
| gbàgbọ́ | gbàgbọ́ gidigidi | gbàgbọ́ gidigidi | to believe firmly, to have strong faith | Emphasizes strength or firmness of belief. The ideophone gidigidi intensifies. | [CORE] |
| gbàgbọ́ | gbàgbọ́ láì rí | gbàgbọ́ láì rí | to believe without seeing, to have faith without evidence | Describes belief not based on direct observation. Common in religious contexts about faith. | [CORE] |
| gbàgbọ́ | bẹ̀rẹ̀ sí gbàgbọ́ | bẹ̀rẹ̀ sí gbàgbọ́ | to begin to believe, to start believing | Describes the onset of belief. Used in conversion or persuasion contexts. | [CORE] |
| gbàgbọ́ | gbàgbọ́ jù | gbàgbọ́ jù | to believe too much, to be overly credulous | Describes excessive or naive belief. Used to criticize lack of skepticism. | [CORE] |
| gbàgbọ́ | ṣé o gbàgbọ́? | ṣé o gbàgbọ́? | do you believe? | Standard question form asking about belief. Common in persuasive and religious discourse. | [CORE] |
| gbàgbọ́ | Mo gbàgbọ́ pé ó tọ́ | mo gbàgbọ́ pé ó tọ́ | I believe that it is true | Introduces the content of belief using the complementizer pé (that). Very common construction. | [CORE] |
| gbàgbọ́ | Mo gbàgbọ́ nínú Ọlọ́run | mo gbàgbọ́ nínú Ọlọ́run | I believe in God | Expresses belief or faith in something or someone using nínú (in/within). Common in religious contexts. | [CORE] |
| gbàgbọ́ | Mo gbàgbọ́ sí i | mo gbàgbọ́ sí i | I believe in it, I trust in it | Alternative construction for expressing belief using the directional sí (to/toward). | [CORE] |
| gbàgbọ́ | Kò gbàgbọ́ ọ̀rọ̀ náà | kò gbàgbọ́ ọ̀rọ̀ náà | He/she doesn't believe that statement, he/she disbelieves it | Simple negation expressing disbelief or lack of belief. | [CORE] |
| gbàgbọ́ | Mo gbàgbọ́ fún un | mo gbàgbọ́ fún un | I believe him/her, I trust him/her | Expresses trust in a person using the benefactive fún. | [CORE] |
| gbàgbọ́ | Má gbàgbọ́ ọ̀rọ̀ rẹ̀ | má gbàgbọ́ ọ̀rọ̀ rẹ̀ | Don't believe his/her words | Negative imperative warning against believing something or someone. | [CORE] |
| gbàgbọ́ | Mo gbàgbọ́ tán | mo gbàgbọ́ tán | I believe completely, I am fully convinced | Emphasizes complete or total belief using the completive tán. | [CORE] |
| gbàgbọ́ | Ó gbàgbọ́ láì rí | ó gbàgbọ́ láì rí | He/she believed without seeing | Describes belief not based on direct observation, emphasizing faith. Common in religious discourse. | [CORE] |
| gbàgbọ́ | Mo lè gbàgbọ́ ọ́ | mo lè gbàgbọ́ ọ́ | I can believe you, I am able to trust you | Expresses capacity or possibility of believing, often indicating conditional trust. | [CORE] |
| gbàgbọ́ | Ó kọ́ láti gbàgbọ́ | ó kọ́ láti gbàgbọ́ | He/she refused to believe | Indicates refusal or unwillingness to believe despite evidence or testimony. | [CORE] |
| gbàgbọ́ | Ó gbàgbọ́ jù | ó gbàgbọ́ jù | He/she believes too much, he/she is gullible | Describes excessive or uncritical belief, implying lack of proper skepticism. | [CORE] |
| gbàgbọ́ | Mo fẹ́ gbàgbọ́ ọ́ | mo fẹ́ gbàgbọ́ ọ́ | I want to believe you | Expresses desire or willingness to believe, often with some reservation or condition. | [CORE] |
| gbàgbọ́ | Ó bẹ̀rẹ̀ sí gbàgbọ́ | ó bẹ̀rẹ̀ sí gbàgbọ́ | He/she began to believe | Indicates the inception of belief, often marking a change in epistemic stance. | [CORE] |
| gbàgbọ́ | Ó dẹ́kun gbàgbọ́ | ó dẹ́kun gbàgbọ́ | He/she stopped believing | Indicates cessation of belief, loss of faith or trust. | [CORE] |
| gbàgbọ́ | Mo gbàgbọ́ gidigidi | mo gbàgbọ́ gidigidi | I believe firmly, I have strong faith | Emphasizes strength or firmness of belief using the ideophone gidigidi (firmly, strongly). | [CORE] |
| ìgbàgbọ́ | ní ìgbàgbọ́ | ní ìgbàgbọ́ | to have faith, to possess belief | Describes possessing belief or faith. Common in religious contexts. | [CORE] |
| ìgbàgbọ́ | ìgbàgbọ́ tí ó lágbára | ìgbàgbọ́ tí ó lágbára | strong faith, powerful belief | Describes belief that is deeply held or unwavering. Used to characterize intensity. | [CORE] |
| ìgbàgbọ́ | ìgbàgbọ́ ẹ̀sìn | ìgbàgbọ́ ẹ̀sìn | religious faith, religious belief | Specifically refers to religious belief. Common in discussions of religion. | [CORE] |
