# F4 Construction Table — Yoruba (yo)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| REDUPLICATION (EMPHASIS) | Gidi gidi | Gidi gidi | Very genuine, absolutely real | **Gidi gidi** is a fixed expression for absolute genuineness. Very common in colloquial speech. | [CORE] |
| COMPARATIVE CONSTRUCTION | Òtítọ́ dára jù irọ́ lọ | Òtítọ́ dára jù irọ́ lọ | Truth is better than lies | **Jù...lọ** 'exceed...go' is standard comparative. Common in moral evaluations and proverbs. | [CORE] |
| COMPARATIVE CONSTRUCTION | Irọ́ kékeré kò tó irọ́ ńlá | Irọ́ kékeré kò tó irọ́ ńlá | A small lie is not as bad as a big lie | **Kò tó** 'not reach' marks inferiority. Used in comparative moral reasoning. | [CORE] |
| POSSESSION | Òtítọ́ rẹ̀ | Òtítọ́ rẹ̀ | His/her truthfulness | Possessive pronouns attach directly. Very common for expressing personal qualities and attributes. | [CORE] |
| POSSESSION | Ìwà ti ọmọlúàbí | Ìwà ti ọmọlúàbí | Character of a virtuous person | **Ti** 'of' marks N-N possession. Standard in formal and proverbial discourse. | [CORE] |
| EXISTENTIAL/LOCATIVE | Òtítọ́ wà nínú ọ̀rọ̀ rẹ̀ | Òtítọ́ wà nínú ọ̀rọ̀ rẹ̀ | There is truth in his/her words | **Wà** marks existence/location. Common metaphor for truth as substance that can be present or absent. | [CORE] |
| EXISTENTIAL/LOCATIVE | Kò sí irọ́ nínú rẹ̀ | Kò sí irọ́ nínú rẹ̀ | There is no lie in him/her | **Kò sí** 'not exist' is standard negative existential. Common in character assessments. | [CORE] |
| SERIAL VERB CONSTRUCTION | Ó sọ òtítọ́ jáde | Ó sọ òtítọ́ jáde | He/She revealed the truth | **Sọ...jáde** 'tell...come.out' is a fixed serial for 'reveal'. Very common in truth-revelation contexts. | [CORE] |
| SERIAL VERB CONSTRUCTION | Wá òtítọ́ rí | Wá òtítọ́ rí | Seek and find the truth | **Wá...rí** 'seek...find' is common in hortative and philosophical discourse about truth-seeking. | [CORE] |
| FOCUS CONSTRUCTION | Òtítọ́ ni mo sọ | Òtítọ́ ni mo sọ | It is the truth that I told | Cleft focus with **ni** is primary strategy for contrastive emphasis. Extremely common in assertions and rebuttals. | [CORE] |
| FOCUS CONSTRUCTION | Ní òtítọ́ ni mo gbàgbọ́ | Ní òtítọ́ ni mo gbàgbọ́ | It is in truth that I believe | Locative/manner focus with **ní...ni**. Used to emphasize the manner or basis of belief. | [CORE] |
| CONDITIONAL | Bí ó bá tọ́, èmi yóò gbàgbọ́ | Bí ó bá tọ́, èmi yóò gbàgbọ́ | If it is true, I will believe | **Bí...bá** conditional is standard. Very common in truth-conditional reasoning and negotiations. | [CORE] |
| CONDITIONAL | Tí o bá purọ́, a ó mọ̀ | Tí o bá purọ́, a ó mọ̀ | If you lie, we will know | **Tí...bá** is alternative conditional marker. Both **bí** and **tí** are freely used. | [CORE] |
| TEMPORAL ASPECT (PROGRESSIVE) | Ó ń pa irọ́ | Ó ń pa irọ́ | He/She is lying | Progressive **ń** marks ongoing action. Common in accusations and observations of deceptive behavior. | [CORE] |
| TEMPORAL ASPECT (PROGRESSIVE) | Mo ti gbàgbọ́ tẹ́lẹ̀ | Mo ti gbàgbọ́ tẹ́lẹ̀ | I already believed / I have believed | Perfective **ti** marks completed action with current relevance. Often used with **tẹ́lẹ̀** 'already'. | [CORE] |
| MODAL CONSTRUCTION (OBLIGATION/NECESSITY) | Ó yẹ kí o sọ òtítọ́ | Ó yẹ kí o sọ òtítọ́ | You should tell the truth | **Ó yẹ kí** 'it is fitting that' is primary deontic modal. Extremely common in moral instruction. | [CORE] |
| MODAL CONSTRUCTION (OBLIGATION/NECESSITY) | Kò yẹ kí o purọ́ | Kò yẹ kí o purọ́ | You should not lie | Negated obligation with **kò yẹ kí**. Standard form for moral prohibitions. | [CORE] |
| MODAL CONSTRUCTION (ABILITY/POSSIBILITY) | Mo lè sọ òtítọ́ | Mo lè sọ òtítọ́ | I can tell the truth | **Lè** 'can' marks ability/possibility. Common in assertions of capacity or willingness. | [CORE] |
| MODAL CONSTRUCTION (ABILITY/POSSIBILITY) | Ó ṣe é ṣe kí ó jẹ́ òtítọ́ | Ó ṣe é ṣe kí ó jẹ́ òtítọ́ | It is possible that it is true | **Ṣe é ṣe** marks epistemic possibility. Common in hedged assertions and uncertainty expressions. | [CORE] |
| EVIDENTIAL/REPORTATIVE | Ó ní pé òtítọ́ ni | Ó ní pé òtítọ́ ni | He/She says that it is true | **Ó ní pé** 'he/she says that' is standard reportative. Very common in gossip and testimony contexts. | [CORE] |
| EVIDENTIAL/REPORTATIVE | Bí mo ṣe gbọ́, ó purọ́ | Bí mo ṣe gbọ́, ó purọ́ | As I heard, he/she lied | **Bí mo ṣe gbọ́** marks hearsay evidence. Common in reporting unverified information. | [CORE] |
| QUOTATIVE CONSTRUCTION | Ó sọ pé "Òtítọ́ ni" | Ó sọ pé "Òtítọ́ ni" | He/She said 'It is true' | **Sọ pé** introduces quotations. No formal distinction between direct and indirect speech in most contexts. | [CORE] |
| QUOTATIVE CONSTRUCTION | Mo gbọ́ pé ó purọ́ | Mo gbọ́ pé ó purọ́ | I heard that he/she lied | **Gbọ́ pé** 'hear that' for reported information. Very common in gossip and testimony. | [CORE] |
| REASON/CAUSE CONSTRUCTION | Mo gbàgbọ́ nítorí pé ó tọ́ | Mo gbàgbọ́ nítorí pé ó tọ́ | I believe because it is true | **Nítorí pé** 'because that' is standard causal marker. Common in explanations and justifications. | [CORE] |
| REASON/CAUSE CONSTRUCTION | Ó purọ́ torí pé ó bẹ̀rù | Ó purọ́ torí pé ó bẹ̀rù | He/She lied because he/she was afraid | **Torí pé** is alternative causal marker. Both forms are freely used in causal explanations. | [CORE] |
| CONCESSIVE CONSTRUCTION | Bí ó tilẹ̀ jẹ́ pé ó purọ́, mo gbàgbọ́ | Bí ó tilẹ̀ jẹ́ pé ó purọ́, mo gbàgbọ́ | Even though he/she lied, I believe | **Bí ó tilẹ̀ jẹ́ pé** marks concessive. Common in complex reasoning about trust despite evidence. | [CORE] |
| CONCESSIVE CONSTRUCTION | Ó sọ òtítọ́, àmọ́ kò gbàgbọ́ | Ó sọ òtítọ́, àmọ́ kò gbàgbọ́ | He/She told the truth, but (they) didn't believe | **Àmọ́** 'but/however' marks adversative. Very common in narrative and argumentative discourse. | [CORE] |
| COORDINATION | Òtítọ́ àti òdodo | Òtítọ́ àti òdodo | Truth and righteousness | **Àti** 'and' is standard coordinator. **Òtítọ́ àti òdodo** is a fixed expression in moral discourse. | [CORE] |
| COORDINATION | Òtítọ́ tàbí irọ́ | Òtítọ́ tàbí irọ́ | Truth or falsehood | **Tàbí** 'or' marks disjunction. Common in binary truth-value contexts and philosophical discourse. | [CORE] |
