# CLCA Protocol v3.2 — F1 VOCABULARY TABLE
# Language: Yoruba (yo)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| purọ́ jáde | purọ́ jáde | purọ́ (lie) + jáde (come out/emerge) | to be exposed as a lie, for a lie to come to light | Describes the revelation or discovery of falsehood. Used when lies are uncovered. | [CORE] |
| mú irọ́ | mú irọ́ | mú (catch/hold) + irọ́ (lie) | to catch in a lie, to expose a falsehood | Describes detecting or proving that someone has lied. Common in contexts of investigation or confrontation. | [CORE] |
| irọ́ tí ó pọ̀ | irọ́ tí ó pọ̀ | irọ́ (lie) + tí (that) + ó (it) + pọ̀ (be many/excessive) | excessive lies, many lies, habitual lying | Describes someone who lies frequently or excessively. Emphasizes the quantity or habit of lying. | [CORE] |
| irọ́ tí ó burú | irọ́ tí ó burú | irọ́ (lie) + tí (that) + ó (it) + burú (be bad) | serious lie, harmful falsehood, wicked deception | Describes lies that are particularly harmful or morally reprehensible. Used to distinguish degrees of dishonesty. | [CORE] |
| ẹ̀tàn | ẹ̀tàn | Root meaning deception/trick | deception, trick, fraud, cunning falsehood | Related to irọ́ but emphasizes clever or cunning deception. Used for sophisticated or planned dishonesty. | [CORE] |
| tan ni | tan ni | tan (deceive/trick) + ni (person/someone) | to deceive someone, to trick | Verb form describing the act of deceiving. Common in contexts of fraud and trickery. | [CORE] |
| gbàgbọ́ nínú | gbàgbọ́ nínú | gbàgbọ́ (believe) + ní (in) + inú (inside/within) | to believe in, to have faith in | Expresses belief or trust in something or someone. Common in religious and interpersonal trust contexts. | [CORE] |
| gbàgbọ́ sí | gbàgbọ́ sí | gbàgbọ́ (believe) + sí (to/toward) | to believe in, to trust in | Alternative construction for expressing belief or trust. Used interchangeably with gbàgbọ́ nínú. | [CORE] |
| má gbàgbọ́ | má gbàgbọ́ | má (don't) + gbàgbọ́ (believe) | don't believe, do not trust | Imperative warning against believing something or someone. Used to caution against misplaced trust. | [CORE] |
| kò gbàgbọ́ | kò gbàgbọ́ | kò (not) + gbàgbọ́ (believe) | does not believe, refuses to believe, disbelieves | Describes lack of belief or active disbelief. Used for skepticism or rejection of claims. | [CORE] |
| agbàgbọ́ | agbàgbọ́ | a- (agent prefix) + gbàgbọ́ (believe) | believer, one who believes/trusts | Refers to someone who believes, especially in religious contexts. Characterizes someone by their faith or trust. | [CORE] |
| aláìgbàgbọ́ | aláìgbàgbọ́ | a- (one who) + làì (without) + gbàgbọ́ (believe) | unbeliever, skeptic, one without faith | Describes someone who does not believe, especially in religious contexts. Can indicate skepticism or lack of faith. | [CORE] |
| ìgbàgbọ́ tí ó lágbára | ìgbàgbọ́ tí ó lágbára | ìgbàgbọ́ (belief) + tí (that) + ó (it) + ní (has) + agbára (strength) | strong belief, firm faith, conviction | Describes belief that is deeply held or unwavering. Used to characterize the intensity of faith or trust. | [CORE] |
| ìgbàgbọ́ àìlẹ́gbẹ́ | ìgbàgbọ́ àìlẹ́gbẹ́ | ìgbàgbọ́ (belief) + àì (without) + lẹ́gbẹ́ (doubt) | belief without doubt, unwavering faith | Emphasizes complete trust without skepticism or hesitation. Used in religious and interpersonal contexts. | [CORE] |
| gbàgbọ́ ọ̀rọ̀ | gbàgbọ́ ọ̀rọ̀ | gbàgbọ́ (believe) + ọ̀rọ̀ (word/statement) | to believe a statement, to accept what is said | Describes accepting the truth of what someone says. Common in contexts of testimony and claims. | [CORE] |
| gbàgbọ́ ẹni | gbàgbọ́ ẹni | gbàgbọ́ (believe) + ẹni (person) | to believe someone, to trust a person | Expresses trust in a person's reliability or truthfulness. Used in interpersonal contexts. | [CORE] |
| ìgbàgbọ́ ẹ̀sìn | ìgbàgbọ́ ẹ̀sìn | ìgbàgbọ́ (belief) + ẹ̀sìn (religion) | religious faith, religious belief | Specifically refers to religious belief or faith. Common in discussions of religion and spirituality. | [CORE] |
| gbàgbọ́ pé | gbàgbọ́ pé | gbàgbọ́ (believe) + pé (that/complementizer) | to believe that... | Introduces the content of belief. Used when specifying what is believed. | [CORE] |
| ìgbàgbọ́ òtítọ́ | ìgbàgbọ́ òtítọ́ | ìgbàgbọ́ (belief) + òtítọ́ (truth) | belief in truth, true faith, genuine belief | Describes belief that is itself true or genuine, or belief specifically in truth. Used to distinguish authentic from false belief. | [CORE] |
| gbàgbọ́ fún | gbàgbọ́ fún | gbàgbọ́ (believe) + fún (for/to) | to believe for, to trust on behalf of | Describes believing or trusting for someone else's sake or benefit. Less common construction. | [MARGINAL] |
| ìgbàgbọ́ àìyé | ìgbàgbọ́ àìyé | ìgbàgbọ́ (belief) + àìyé (world/earthly) | worldly belief, secular faith, temporal trust | Distinguishes belief in worldly or temporal matters from spiritual faith. Used to categorize types of belief. | [CORE] |
| gbàgbọ́ tán | gbàgbọ́ tán | gbàgbọ́ (believe) + tán (completely/finish) | to believe completely, to be fully convinced | Emphasizes complete or total belief without reservation. Used to indicate full acceptance. | [CORE] |
| ìgbàgbọ́ ọkàn | ìgbàgbọ́ ọkàn | ìgbàgbọ́ (belief) + ọkàn (heart/mind) | heartfelt belief, sincere faith, inner conviction | Emphasizes that belief is genuine and comes from the heart rather than being superficial. Used to evaluate sincerity. | [CORE] |
| gbàgbọ́ láì rí | gbàgbọ́ láì rí | gbàgbọ́ (believe) + láì (without) + rí (see) | to believe without seeing, to have faith without evidence | Describes belief that is not based on direct observation. Common in religious contexts about faith. | [CORE] |
| ìgbàgbọ́ àṣà | ìgbàgbọ́ àṣà | ìgbàgbọ́ (belief) + àṣà (custom/tradition) | traditional belief, customary faith, cultural belief | Refers to beliefs rooted in tradition or culture. Used to distinguish traditional from modern or foreign beliefs. | [CORE] |
| gbàgbọ́ jù | gbàgbọ́ jù | gbàgbọ́ (believe) + jù (exceed/too much) | to believe too much, to be overly credulous, to be gullible | Describes excessive or naive belief. Used to criticize lack of skepticism or discernment. | [CORE] |
| jẹ́jẹ́ | jẹ́jẹ́ | Ideophone suggesting genuineness or authenticity | genuine, real, authentic, veritable | Emphasizes the authentic or true nature of something, often used to confirm that something is exactly what it appears or claims to be. | [CORE] |
| àṣẹ | àṣẹ | Noun meaning "mistake, error, fault" | mistake, error, fault, wrong | Used to identify inaccuracies in statements, actions, or judgments. Common in evaluating correctness across various domains. | [CORE] |
| ṣètò | ṣètò | Verb meaning "to arrange properly, to set right" | to correct, to put right, to arrange properly | Used when restoring accuracy or proper order to something that was wrong or disordered. Implies bringing something into conformity with how it should be. | [CORE] |
| bójúmu | bójúmu | "resemble" or "look like" | to resemble, to look like, to be similar to | Used to evaluate resemblance or similarity between things, particularly in assessing whether representations match their referents. | [CORE] |
| yẹ | yẹ | Verb meaning "to be fitting, to be appropriate" | to be fitting, to be right, to be proper, to suit | Used to evaluate whether something is appropriate, suitable, or as it should be in a given context. Common in moral and social evaluations. | [CORE] |
| tọ̀nà | tọ̀nà | "tọ́" (be straight) + "ọ̀nà" (way/path) | to be correct, to be on the right path, to be proper | Used to evaluate whether conduct, methods, or statements follow the correct or proper course. Often used in moral and practical guidance. | [CORE] |
| rere | rere | Adjective meaning "good" | good, fine, beautiful, right | Used broadly to evaluate positively across moral, aesthetic, and practical domains. Can modify both concrete objects and abstract qualities. | [CORE] |
| burúkú | burúkú | Adjective meaning "bad, evil" | bad, evil, wicked, wrong | Used to evaluate negatively across moral, aesthetic, and practical domains. Opposite of "rere" in evaluative contexts. | [CORE] |
| ṣòro | ṣòro | Verb meaning "to be difficult, to be serious" | to be serious, to be grave, to be important, to be difficult | Used to evaluate the seriousness or gravity of situations, statements, or conduct. Indicates that something requires careful attention or has significant consequences. | [CORE] |
| dájú | dájú | "dá" (create/make) + "ojú" (eye/face) - "to be certain" | to be certain, to be sure, to be definite | Used to express or evaluate certainty about statements or situations. Indicates high confidence in the accuracy or reliability of information. | [CORE] |
| ṣe pàtàkì | ṣe pàtàkì | "to be important/significant" | to be important, to be significant, to matter | Used to evaluate the significance or importance of statements, events, or matters. Indicates that something deserves attention or consideration. | [CORE] |
| ìdájú | ìdájú | Noun form of "dájú" (certainty) | certainty, assurance, confidence | Refers to the state of being certain or the quality of reliability. Used in evaluating the trustworthiness of information or claims. | [CORE] |
| ṣàìṣe | ṣàìṣe | Noun meaning "innocence" (literally "not-doing") | innocence, blamelessness | Used in moral and legal contexts to characterize persons as free from wrongdoing or fault. Evaluates moral status regarding specific accusations or generally. | [CORE] |
| ẹ̀ṣẹ̀ | ẹ̀ṣẹ̀ | Noun meaning "sin, offense, wrongdoing" | sin, offense, wrongdoing, guilt | Used in moral and religious contexts to evaluate conduct as transgressive or wrong. Indicates violation of moral or divine standards. | [CORE] |
| ìjẹ́rìí | ìjẹ́rìí | Noun meaning "testimony, witness, evidence" | testimony, witness, evidence, proof | Used in legal and epistemic contexts to refer to evidence supporting claims. Evaluates the basis for accepting statements as accurate. | [CORE] |
| fẹsẹ̀ múlẹ̀ | fẹsẹ̀ múlẹ̀ | "place foot on ground" - to confirm, to verify | to confirm, to verify, to establish as true | Used when establishing or verifying the accuracy of claims through evidence or investigation. Indicates making something certain or reliable. | [CORE] |
| ṣe òdodo | ṣe òdodo | ṣe-òdodo (do-righteousness) | to do what is right, to act justly | Used to describe acting in accordance with moral or legal standards, doing what is proper. | [CORE] |
| olódodo | olódodo | oní-òdodo (possessor-righteousness) | righteous person, just person | Used to characterize persons who habitually act justly and in accordance with moral standards. | [CORE] |
| ìwà òdodo | ìwà òdodo | ìwà-òdodo (character-righteousness) | righteous character, just conduct | Used to describe character or conduct that consistently conforms to moral and legal standards. | [CORE] |
| òdodo ìdájọ́ | òdodo ìdájọ́ | òdodo-ìdájọ́ (righteousness-judgment) | just judgment, fair verdict | Used in legal contexts to evaluate whether judgments are fair and in accordance with justice. | [CORE] |
| ọ̀nà òdodo | ọ̀nà òdodo | ọ̀nà-òdodo (way-righteousness) | the path of righteousness, the just way | Used in moral instruction to indicate the proper course of conduct or the morally correct path. | [CORE] |
| òdodo àti òtítọ́ | òdodo àti òtítọ́ | òdodo-àti-òtítọ́ (righteousness-and-truth) | righteousness and truth, justice and honesty | Fixed pair used in moral and religious discourse to emphasize both moral rectitude and factual accuracy. | [CORE] |
| ìṣe òdodo | ìṣe òdodo | ìṣe-òdodo (deed-righteousness) | righteous deed, just action | Used to characterize specific actions as morally right or in accordance with justice. | [CORE] |
| àìṣe òdodo | àìṣe òdodo | àì-ṣe-òdodo (NEG-do-righteousness) | unrighteousness, injustice | Used to characterize conduct that violates moral or legal standards, the opposite of righteous action. | [CORE] |
| aláìṣe òdodo | aláìṣe òdodo | oní-àì-ṣe-òdodo (possessor-NEG-do-righteousness) | unrighteous person, unjust person | Used to characterize persons who habitually act unjustly or in violation of moral standards. | [CORE] |
| òdodo rẹ̀ | òdodo rẹ̀ | òdodo-rẹ̀ (righteousness-2SG.POSS) | your righteousness, your justice | Used in moral evaluation or religious discourse to refer to someone's personal righteousness or just conduct. | [CORE] |
| fi òdodo ṣe | fi òdodo ṣe | fi-òdodo-ṣe (use-righteousness-do) | to act with justice, to do righteously | Used to describe acting in a manner characterized by justice or righteousness, using justice as the principle. | [CORE] |
| òdodo Ọlọ́run | òdodo Ọlọ́run | òdodo-Ọlọ́run (righteousness-God) | God's righteousness, divine justice | Used in religious discourse to refer to divine standards of righteousness or God's just nature. | [CORE] |
| jẹ́ òdodo | jẹ́ òdodo | jẹ́-òdodo (be-righteousness) | to be righteous, to be just | Used to characterize someone or something as possessing the quality of righteousness or justice. | [CORE] |
| òdodo ẹ̀ | òdodo ẹ̀ | òdodo-ẹ̀ (righteousness-2PL.POSS) | your (plural) righteousness | Used in addressing groups about their collective righteousness or just conduct. | [MARGINAL] |
| ìfẹ́ òdodo | ìfẹ́ òdodo | ìfẹ́-òdodo (love-righteousness) | love of righteousness, love of justice | Used to describe the disposition of valuing and desiring righteousness, a character trait. | [CORE] |
| òdodo kò sí | òdodo kò sí | òdodo-kò-sí (righteousness-NEG-exist) | there is no justice, righteousness is absent | Used to lament or criticize situations where justice is lacking or moral standards are violated. | [CORE] |
| ọ̀nà tọ́ | ọ̀nà tọ́ | ọ̀nà-tọ́ (way-be.straight) | the right way, the correct path | Used in giving directions or moral guidance, indicating the proper method or course of action to follow. | [CORE] |
| tọ́ sí | tọ́ sí | tọ́-sí (be.straight-toward) | to be directed toward, to lead to correctly | Used when evaluating whether a path, method, or argument correctly leads to a destination or conclusion. | [CORE] |
| tọ́ tọ́ | tọ́ tọ́ | tọ́-tọ́ (be.straight-be.straight, reduplication) | very straight, completely correct, absolutely true | Emphatic form used to stress the complete accuracy or absolute correctness of something. | [CORE] |
| títọ́ | títọ́ | tí-tọ́ (PERF-be.straight, gerundive) | being straight/correct, the act of being true | Gerundive form used to refer to the process or state of being correct or true. | [CORE] |
| ṣe tọ́ | ṣe tọ́ | ṣe-tọ́ (do-be.straight) | to make correct, to set right | Used when correcting errors or making something conform to proper standards. | [CORE] |
| tọ́ ọ̀rọ̀ | tọ́ ọ̀rọ̀ | tọ́-ọ̀rọ̀ (be.straight-matter/word) | to speak truthfully, to get the matter right | Used when evaluating whether someone's account or statement accurately represents the facts. | [CORE] |
| tọ́ ẹ̀rí | tọ́ ẹ̀rí | tọ́-ẹ̀rí (be.straight-witness/testimony) | to give true testimony, to testify accurately | Used in legal contexts when evaluating whether testimony corresponds to what actually occurred. | [CORE] |
| ìtọ́sọ́nà | ìtọ́sọ́nà | ì-tọ́-sí-ọ̀nà (nominalizer-be.straight-to-way) | guidance, direction, proper instruction | Used for guidance that correctly directs someone toward proper conduct or correct understanding. | [CORE] |
| atọ́ | atọ́ | a-tọ́ (agent.nominalizer-be.straight) | one who is correct/truthful, accurate person | Used to characterize persons who habitually speak or act correctly. | [CORE] |
