# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 13 | Fi òtítọ́ hàn | Fi òtítọ́ hàn | [CORE] | Most general revelation construction. |
| 13 | Ó fi òtítọ́ hàn nípa ọ̀rọ̀ náà | Ó fi òtítọ́ hàn nípa ọ̀rọ̀ náà | [CORE] | Common in disclosure contexts. |
| 13 | Sọ òtítọ́ jáde | Sọ òtítọ́ jáde | [CORE] | Emphasizes verbal disclosure. |
| 13 | Ó mú òtítọ́ jáde | Ó mú òtítọ́ jáde | [CORE] | Emphasizes active extraction or exposure. |
| 14 | Fi irọ́ rẹ̀ hàn | Fi irọ́ rẹ̀ hàn | [CORE] | Standard construction for exposing lies. |
| 14 | Mo mú irọ́ rẹ̀ | Mo mú irọ́ rẹ̀ | [CORE] | Particularly common for detecting deception. |
| 14 | Wọ́n mú irọ́ náà jáde | Wọ́n mú irọ́ náà jáde | [CORE] | Frequent in investigative contexts. |
| 14 | Ẹ̀rí náà fi irọ́ rẹ̀ hàn | Ẹ̀rí náà fi irọ́ rẹ̀ hàn | [CORE] | Common in accusatory contexts. |
| 15 | Tún àṣìṣe náà ṣe | Tún àṣìṣe náà ṣe | [CORE] | Standard correction construction. |
| 15 | Mo tún ọ̀rọ̀ mi ṣe | Mo tún ọ̀rọ̀ mi ṣe | [CORE] | Common in self-correction contexts. |
| 15 | Ṣe àtúnṣe | Ṣe àtúnṣe | [CORE] | Nominal construction for correction. |
| 15 | Ó ṣe àtúnṣe ọ̀rọ̀ rẹ̀ | Ó ṣe àtúnṣe ọ̀rọ̀ rẹ̀ | [CORE] | Very common in editorial contexts. |
| 16 | Ó di olódodo | Ó di olódodo | [CORE] | Standard construction for character change. |
| 16 | Ó bẹ̀rẹ̀ sí ní ìwà rere | Ó bẹ̀rẹ̀ sí ní ìwà rere | [CORE] | Inchoative construction for character development. |
| 16 | Ó bẹ̀rẹ̀ sí ṣe ìwà rere | Ó bẹ̀rẹ̀ sí ṣe ìwà rere | [CORE] | Common in moral narratives about reform. |
| 17 | Ó bàjẹ́ | Ó bàjẹ́ | [CORE] | Intransitive verb specifically for moral decay. |
| 17 | Ìwà rẹ̀ bàjẹ́ | Ìwà rẹ̀ bàjẹ́ | [CORE] | Can take character as subject. |
| 17 | Ó di abàjẹ́ | Ó di abàjẹ́ | [CORE] | Agentive nominalization. |
| 17 | Ó bẹ̀rẹ̀ sí ní ìwà búburú | Ó bẹ̀rẹ̀ sí ní ìwà búburú | [CORE] | Common in moral discourse about decline. |
| 18 | Ó mú ọmọ náà bàjẹ́ | Ó mú ọmọ náà bàjẹ́ | [CORE] | Standard causative for moral corruption. |
| 18 | Ìbàṣepọ̀ búburú mú u bàjẹ́ | Ìbàṣepọ̀ búburú mú u bàjẹ́ | [CORE] | Common in moral warnings about bad influence. |
| 18 | Ó ba ìwà ọmọ náà jẹ́ | Ó ba ìwà ọmọ náà jẹ́ | [CORE] | Alternative causative emphasizing damage. |
| 19 | Pa òtítọ́ mọ́ | Pa òtítọ́ mọ́ | [CORE] | Most general preservation construction. |
| 19 | Dúró ní òtítọ́ | Dúró ní òtítọ́ | [CORE] | Emphasizes steadfastness. |
| 19 | Ó tọ́jú òtítọ́ | Ó tọ́jú òtítọ́ | [CORE] | Emphasizes active protection. |
| 20 | Òtítọ́ kò yí padà | Òtítọ́ kò yí padà | [CORE] | Most explicit negation of change. |
| 20 | Òtítọ́ wà títí láéláé | Òtítọ́ wà títí láéláé | [CORE] | Emphasizes permanence. |
| 20 | Òtítọ́ dúró ṣinṣin | Òtítọ́ dúró ṣinṣin | [CORE] | Emphasizes stability. |
| 21 | Òtítọ́ ń hàn díẹ̀díẹ̀ | Òtítọ́ ń hàn díẹ̀díẹ̀ | [CORE] | Progressive aspect with gradual marker. |
| 21 | Òtítọ́ ń jáde | Òtítọ́ ń jáde | [CORE] | Progressive emergence. |
| 21 | Òtítọ́ ń tú jáde | Òtítọ́ ń tú jáde | [CORE] | Common in investigative contexts. |
| 22 | Òtítọ́ jáde lójijì | Òtítọ́ jáde lójijì | [CORE] | Sudden revelation marker. |
| 22 | Òtítọ́ hàn kedere | Òtítọ́ hàn kedere | [CORE] | Common in narrative contexts. |
| 23 | Ìdájú mi ń pọ̀ sí i | Ìdájú mi ń pọ̀ sí i | [CORE] | Progressive increase of certainty. |
| 23 | Mo ń dájú sí i púpọ̀ sí i | Mo ń dájú sí i púpọ̀ sí i | [CORE] | Common in contexts of accumulating evidence. |
| 24 | Ìgbàgbọ́ rẹ̀ ń dínkù | Ìgbàgbọ́ rẹ̀ ń dínkù | [CORE] | Progressive decrease of belief. |
| 24 | Mo ń padà kúrò nínú ìgbàgbọ́ | Mo ń padà kúrò nínú ìgbàgbọ́ | [CORE] | Common in contexts of disillusionment. |
| 25 | Ó máa ṣòótọ́ | Ó máa ṣòótọ́ | [CORE] | Habitual aspect marker. |
| 25 | Ó ti di olótítọ́ | Ó ti di olótítọ́ | [CORE] | Development of habitual character trait. |
| 25 | Lẹ́yìn ìgbà díẹ̀, ó di olótítọ́ | Lẹ́yìn ìgbà díẹ̀, ó di olótítọ́ | [CORE] | Common in moral narratives. |
| 26 | Ó máa purọ́ | Ó máa purọ́ | [CORE] | Habitual lying marker. |
| 26 | Ó ti di apurọ́ | Ó ti di apurọ́ | [CORE] | Development of lying as character trait. |
| 26 | Díẹ̀díẹ̀, ó di apurọ́ | Díẹ̀díẹ̀, ó di apurọ́ | [CORE] | Common in moral warnings. |
| 27 | Dènà ẹ̀tàn | Dènà ẹ̀tàn | [CORE] | Standard prevention construction. |
| 27 | Ṣọ́ra fún ẹ̀tàn rẹ̀ | Ṣọ́ra fún ẹ̀tàn rẹ̀ | [CORE] | Common in warnings. |
| 27 | Má jẹ́ kí ó tan ọ | Má jẹ́ kí ó tan ọ | [CORE] | Negative permissive construction. |
| 28 | Wọ́n fi ipá mú u sọ òtítọ́ | Wọ́n fi ipá mú u sọ òtítọ́ | [CORE] | Coerced truth-telling with force marker. |
| 28 | Mú u sọ òtítọ́ | Mú u sọ òtítọ́ | [CORE] | General causative for forcing truth. |
| 29 | Mo kọ̀ láti purọ́ | Mo kọ̀ láti purọ́ | [CORE] | Refusal to lie. |
| 29 | Ó tako ìfẹ́ láti purọ́ | Ó tako ìfẹ́ láti purọ́ | [CORE] | Resisting temptation to lie. |
| 30 | Tẹ̀síwájú ní òtítọ́ | Tẹ̀síwájú ní òtítọ́ | [CORE] | Persistence in truth. |
| 30 | Dúró ṣinṣin ní òtítọ́ | Dúró ṣinṣin ní òtítọ́ | [CORE] | Standing firm in truth. |
| 30 | Ó dúró ní òtítọ́ láìbìkítà | Ó dúró ní òtítọ́ láìbìkítà | [CORE] | Common in moral exhortation. |
