| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| totuus | totuudenmukaisuus | — | totuudenmukainen + -uus | truthfulness, factual accuracy | **Totuudenmukaisuus** refers to factual faithfulness in an account or depiction. It is used in criticism, historiography, law, and media analysis. | [CORE] |
| totuus | totuudenmukaisesti | — | totuudenmukainen + -sti | truthfully, in accordance with the facts | This adverb is used in formal writing and testimony-related contexts. It refers to presenting something in a factually faithful way. | [CORE] |
| totuus | totuudellinen | — | totuus + -llinen | truthful, truth-bearing | **Totuudellinen** occurs in philosophical, theological, and literary language. It is less common than **totuudenmukainen** and somewhat more specialized. | [MARGINAL] |
| totuus | totuudellisuus | — | totuudellinen + -uus | truthfulness, truth-content | This noun appears in specialized philosophical, theological, and literary-critical usage. It is less frequent than **totuudenmukaisuus**. | [MARGINAL] |
| totuus | totuusarvo | — | totuus + arvo | truth value | **Totuusarvo** is a standard technical term in logic and semantics. It denotes whether a proposition is true or false. | [CORE] |
| totuus | totuusehto | — | totuus + ehto | truth condition | **Totuusehto** is used in semantics and philosophy of language. It refers to the conditions under which a statement is true. | [CORE] |
| totuus | totuuskomissio | — | totuus + komissio | truth commission | This compound is used in political and historical contexts, especially transitional justice. It refers to an official investigative body. | [CORE] |
| totuus | totuusseerumi | — | totuus + seerumi | truth serum | **Totuusseerumi** appears in journalism, fiction, and popular discussion. It usually refers to a supposed substance that compels truth-telling. | [MARGINAL] |
| totuus | totuudenetsijä | — | totuuden + etsijä | seeker of truth | This noun is used in philosophical, religious, and literary contexts. It refers to a person devoted to finding truth. | [MARGINAL] |
| totuus | totuudenetsintä | — | totuuden + etsintä | search for truth | This noun refers to inquiry aimed at establishing what is true. It appears in philosophy, law, journalism, and reflective prose. | [MARGINAL] |
| totuus | totuudenrakkaus | — | totuuden + rakkaus | love of truth | **Totuudenrakkaus** is used in philosophy, ethics, education, and rhetoric. It denotes a disposition to value truth and honest inquiry. | [MARGINAL] |
| todellinen | todellisuus | — | todellinen + -uus | reality | **Todellisuus** is the standard noun for reality as opposed to illusion, appearance, or fiction. It is common in both general and philosophical language. | [CORE] |
| todellinen | todella | — | adverb from the same family | really, truly, very | **Todella** is very common in everyday Finnish as an affirming adverb and intensifier. Its use often extends beyond literal reference to actuality. | [CORE] |
| todellinen | todellakin | — | todella + -kin | indeed, really | **Todellakin** is used to strengthen or confirm a statement. It is common in both speech and writing. | [CORE] |
| aito | aidosti | — | aito + -sti | genuinely, authentically | **Aidosti** evaluates the manner or sincerity of an action, feeling, or representation. It is common in speech and writing, for example in expressions like **aidosti kiinnostunut**. | [CORE] |
| aito | aitous | — | aito + -us | authenticity, genuineness | **Aitous** is the standard abstract noun for the quality of being genuine. It is used in cultural criticism, marketing, psychology, and everyday evaluation. | [CORE] |
| aito | epäaito | — | epä- ‘un-, non-’ + aito | inauthentic, fake, ungenuine | **Epäaito** is used for things, expressions, or performances judged not to be genuine or sincere. It occurs in criticism, psychology, and everyday evaluation. | [CORE] |
| aito | epäaidosti | — | epäaito + -sti | inauthentically, insincerely | This adverb is used in evaluative writing and criticism for behavior or expression lacking genuineness. It is less common than **aidosti** but established. | [MARGINAL] |
| aito | epäaitous | — | epäaito + -us | inauthenticity | **Epäaitous** is used in criticism, psychology, and cultural analysis. It refers to the quality of being fake or not genuine. | [MARGINAL] |
| oikea | oikein | — | adverb from oikea | correctly, properly, right | **Oikein** is common in instructions, assessment, and practical evaluation. It is also frequent in spoken Finnish as an intensifier in some contexts. | [CORE] |
| oikea | oikeus | — | oikea + -us | right; justice; legality | **Oikeus** is central in legal, moral, and political language. Depending on context it refers to entitlement, justice, or the judicial sphere. | [CORE] |
| oikea | oikeudenmukainen | — | oikeuden ‘of justice’ + mukainen ‘in accordance with’ | just, fair | This adjective is used for treatment, decisions, laws, and social arrangements judged to accord with justice. It is common in public debate, ethics, education, and law. | [CORE] |
| oikea | oikeudenmukaisuus | — | oikeudenmukainen + -uus | justice, fairness | **Oikeudenmukaisuus** is the standard abstract noun for justice or fairness. It is common in moral, political, legal, and philosophical discussion. | [CORE] |
| oikea | oikeudellinen | — | oikeus + -llinen | legal, juridical | **Oikeudellinen** is very common in legal and administrative language. It refers to legal status, consequences, interpretation, and juridical frameworks. | [CORE] |
| oikea | oikeudellisesti | — | oikeudellinen + -sti | legally, in juridical terms | This adverb is used in official, academic, and legal writing when evaluating something from a legal standpoint. It is common in phrases about legal validity or responsibility. | [CORE] |
| oikea | oikeutettu | — | from oikeus / oikeuttaa | entitled; justified; warranted | **Oikeutettu** is used in legal, moral, and argumentative contexts. It can refer either to having a right or to being justified. | [CORE] |
| oikea | oikeuttaa | — | derivational verb from oikeus | entitle; justify; warrant | **Oikeuttaa** is used when a law, fact, or reason gives someone a right or makes an action or reaction justified. It is common in legal and argumentative prose. | [CORE] |
| oikea | oikeutus | — | noun from oikeuttaa | justification, legitimation | **Oikeutus** is used in philosophy, politics, ethics, and social theory. It refers to grounds or legitimation for power, action, or belief. | [CORE] |
| oikea | oikeaoppinen | — | oikea + oppinen | orthodox | **Oikeaoppinen** is used especially in religious, ideological, and doctrinal contexts. It refers to conformity with accepted doctrine. | [CORE] |
| oikea | oikeakielinen | — | oikea + kielinen | linguistically correct, grammatically correct | This adjective is used in language teaching, editing, and style evaluation. It refers to correctness according to language norms. | [CORE] |
| oikea | oikeinkirjoitus | — | oikein + kirjoitus | orthography, correct spelling | **Oikeinkirjoitus** is the standard term in education, editing, and language guidance. It refers to spelling conventions and correct written form. | [CORE] |
| oikea | oikeinkirjoittaa | — | oikein + kirjoittaa | spell correctly; write according to orthographic norms | This verb is used in language instruction and proofreading contexts. It is less central than the noun **oikeinkirjoitus** but attested. | [MARGINAL] |
| oikea | oikeinymmärrys | — | oikein + ymmärrys | correct understanding | **Oikeinymmärrys** is used in theology, philosophy, pedagogy, and formal discussion. It refers to proper or correct interpretation or understanding. | [MARGINAL] |
| oikea | oikeamielinen | — | oikea + mielinen | righteous, upright | This adjective belongs to literary, religious, and moral language. It refers to a person of upright or righteous disposition. | [MARGINAL] |
| oikea | oikeamielisyys | — | oikeamielinen + -yys | righteousness, uprightness | **Oikeamielisyys** is used in religious, literary, and ethical discourse. It refers to moral uprightness rather than factual correctness. | [MARGINAL] |
| oikea | oikea-aikainen | — | oikea + aikainen | timely, at the right time | **Oikea-aikainen** is common in administration, medicine, logistics, and planning. It refers to proper timing rather than truth of content. | [CORE] |
| oikea | oikea-aikaisesti | — | oikea-aikainen + -sti | in a timely manner | This adverb is used in official and practical contexts for actions done at the proper time. It is frequent in service, policy, and procedural language. | [CORE] |
| oikea | oikeanlainen | — | oikea + -nlainen | the right kind of, suitable, proper | **Oikeanlainen** is very common in everyday and professional language. It is used for suitable methods, attitudes, materials, or persons. | [CORE] |
| oikein | oikeinkirjoitus | — | oikein + kirjoitus | orthography, correct spelling | **Oikeinkirjoitus** is standard in education, editing, and language guidance. It refers to spelling conventions and correct written form. | [CORE] |
| oikein | oikeinkirjoittaa | — | oikein + kirjoittaa | spell correctly; write according to orthographic norms | This verb is used in language instruction and proofreading contexts. It is less central than **oikeinkirjoitus** but established. | [MARGINAL] |
| oikein | oikeinymmärrys | — | oikein + ymmärrys | correct understanding | **Oikeinymmärrys** appears in theology, philosophy, pedagogy, and formal discussion. It refers to proper or correct interpretation. | [MARGINAL] |
| oikeus | oikeudenmukainen | — | oikeuden + mukainen | just, fair | This adjective is used for persons, decisions, laws, and treatment judged to accord with justice. It is common in moral, political, educational, and legal discussion. | [CORE] |
| oikeus | oikeudenmukaisuus | — | oikeudenmukainen + -uus | justice, fairness | **Oikeudenmukaisuus** is the standard abstract noun for justice or fairness. It is common in moral, political, legal, and philosophical discussion. | [CORE] |
| oikeus | oikeudellinen | — | oikeus + -llinen | legal, juridical | **Oikeudellinen** is very common in legal and administrative language. It refers to legal status, legal consequences, and juridical frameworks. | [CORE] |
| oikeus | oikeudellisesti | — | oikeudellinen + -sti | legally, in juridical terms | This adverb is used in official, academic, and legal writing. It evaluates something from a legal standpoint. | [CORE] |
| oikeus | oikeustoimi | — | oikeus + toimi | legal act | **Oikeustoimi** is a technical legal term for acts such as contracts and declarations with juridical effect. It is common in legal doctrine and official texts. | [CORE] |
| oikeus | oikeusvaltio | — | oikeus + valtio | rule-of-law state | This compound is common in political, legal, and constitutional discussion. It refers to a state governed by law and legal safeguards. | [CORE] |
| oikeus | oikeusturva | — | oikeus + turva | legal protection, due process safeguards | **Oikeusturva** is used in law, administration, and public policy for procedural safeguards and protection of rights. It is common in discussions of appeals and fair treatment. | [CORE] |
| oikeus | oikeuskäytäntö | — | oikeus + käytäntö | legal practice, case law practice | This term is used in legal analysis for established judicial or administrative practice. It is common in legal commentary and court-related discussion. | [CORE] |
| oikeus | oikeusjärjestys | — | oikeus + järjestys | legal order | **Oikeusjärjestys** is a formal term in jurisprudence and constitutional discussion. It refers to the system or order of law in force. | [CORE] |
| oikeus | oikeusjärjestelmä | — | oikeus + järjestelmä | legal system | This compound is common in comparative law, civics, and public discussion. It refers to the institutional and doctrinal system of law. | [CORE] |
| oikeus | oikeusperiaate | — | oikeus + periaate | legal principle | **Oikeusperiaate** is used in jurisprudence and legal reasoning. It refers to general principles guiding interpretation and application of law. | [CORE] |
| oikeus | oikeusnormi | — | oikeus + normi | legal norm | This is a technical term in legal theory and doctrinal writing. It refers to a norm belonging to the legal system. | [CORE] |
| oikeus | oikeuskelpoinen | — | oikeus + kelpoinen | legally competent; capable of holding rights | **Oikeuskelpoinen** is a formal legal term for entities capable of having rights and obligations. It is used in civil law and legal theory. | [CORE] |
| oikeus | oikeustoimikelpoinen | — | oikeus + toimi + kelpoinen | legally competent to act | This is a technical legal term concerning capacity to undertake legal acts. It is common in civil law and guardianship contexts. | [CORE] |
| oikeus | oikeutettu | — | from oikeus / oikeuttaa | entitled; justified | **Oikeutettu** is used in legal, moral, and argumentative contexts. It can refer to entitlement or to justified reactions and claims. | [CORE] |
| oikeus | oikeuttaa | — | derivational verb from oikeus | entitle; justify; warrant | **Oikeuttaa** is used when a law, fact, or reason gives someone a right or makes something justified. It is common in legal and argumentative prose. | [CORE] |
| oikeus | oikeutus | — | noun from oikeuttaa | justification, legitimation | **Oikeutus** is used in philosophy, politics, ethics, and social theory. It refers to grounds or legitimation for power, action, or belief. | [CORE] |
| oikeudenmukainen | oikeudenmukaisuus | — | oikeudenmukainen + -uus | justice, fairness | **Oikeudenmukaisuus** is the standard abstract noun corresponding to **oikeudenmukainen**. It is common in moral, political, legal, and philosophical discussion. | [CORE] |
| epäaito | epäaidosti | — | epäaito + -sti | inauthentically, insincerely | **Epäaidosti** is used in evaluative writing and criticism for behavior or expression lacking genuineness. It is less common than **aidosti** but established. | [MARGINAL] |
| epäaito | epäaitous | — | epäaito + -us | inauthenticity | **Epäaitous** refers to the quality of being fake or not genuine. It appears in criticism, psychology, and cultural analysis. | [MARGINAL] |
| luotettava | luotettavuus | — | luotettava + -uus | reliability, trustworthiness | **Luotettavuus** is the standard noun for reliability in relation to testimony, systems, measurements, and persons. It is frequent in academic, technical, media, and administrative evaluation. | [CORE] |
| uskottava | uskottavuus | — | uskottava + -uus | credibility | **Uskottavuus** is used for the credibility of a speaker, institution, narrative, or account. It is common in politics, media analysis, law, and rhetoric. | [CORE] |
