| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| aito | aito kiinnostus | — | “genuine interest” | This is common in interpersonal, educational, and professional contexts. It evaluates sincerity of attention or engagement. | **[CORE]** |
| aito | aito hymy | — | “genuine smile” | This expression contrasts sincere expression with forced politeness or performance. It is common in descriptive and everyday language. | **[CORE]** |
| aito | aito kokemus | — | “authentic experience” | This construction is common in tourism, cultural commentary, and personal reflection. It often contrasts lived or non-staged experience with artificial packaging. | **[CORE]** |
| aito | aito asia | — | “the real thing” | This is a colloquial evaluative expression for something genuinely original rather than imitation. It is established but less neutral than the more literal collocations above. | **[MARGINAL]** |
| aidosti | aidosti kiinnostunut | — | “genuinely interested” | This is a very common evaluative pattern for sincerity of feeling or engagement. It is frequent in both speech and writing. | **[CORE]** |
| aidosti | aidosti iloinen | — | “genuinely happy” | This pattern is common with emotion adjectives and participles. It emphasizes sincerity rather than mere outward appearance. | **[CORE]** |
| aidosti | aidosti oma itsensä | — | “genuinely oneself” / “truly oneself” | This is common in psychological, interpersonal, and self-help discourse. It frames authenticity as congruence with one’s real self. | **[CORE]** |
| autenttinen | autenttinen kokemus | — | “authentic experience” | This is common in tourism, branding, and cultural commentary. Compared with **aito**, it often sounds more formal or market-oriented. | **[CORE]** |
| autenttinen | autenttinen lähde | — | “authentic source” / “authentic document” | This construction appears in academic, archival, and historical contexts. It evaluates provenance and genuineness. | **[CORE]** |
| autenttinen | autenttinen tunnelma | — | “authentic atmosphere” | This is common in cultural, aesthetic, and commercial discourse. It often refers to a convincing sense of originality or historical fidelity. | **[CORE]** |
| väärennös | tehdä väärennös | — | “to make a forgery” | This is a straightforward legal and everyday construction for producing a forged item. It is common with documents, signatures, and artworks. | **[CORE]** |
| väärennös | väärennös paljastui | — | “the forgery was exposed” | This is common in journalism, police reporting, and art-authenticity contexts. It presents the item as discovered to be false. | **[CORE]** |
| väärennös | (no common expression identified) | — | — | No common fixed multi-word construction beyond ordinary compositional use is identified here. | **[UNCERTAIN]** |
| väärä | väärä tieto | — | “false information” | This is a very common attributive construction in everyday, media, and administrative language. It evaluates information as incorrect or false. | **[CORE]** |
| väärä | väärä vastaus | — | “wrong answer” | This is a basic educational and everyday expression for factual incorrectness. It is highly frequent. | **[CORE]** |
| väärä | soittaa väärälle henkilölle | — | “to call the wrong person” | This is a common practical-use pattern where **väärä** marks mismatch rather than falsity. It is frequent in everyday speech. | **[CORE]** |
| väärä | Se oli väärä hälytys. | — | “It was a false alarm.” | This is a standard expression in everyday and official contexts. It refers to an alarm or warning that turned out to be unfounded. | **[CORE]** |
| väärä | olla väärässä | — | “to be wrong” | This is one of the most common Finnish evaluative constructions. It is used for factual, practical, and sometimes moral error. | **[CORE]** |
| virheellinen | virheellinen tieto | — | “erroneous information” | This is common in formal, administrative, and technical language. It is more formal than **väärä tieto**. | **[CORE]** |
| virheellinen | virheellinen käsitys | — | “erroneous conception” / “mistaken notion” | This construction is common in academic, journalistic, and explanatory prose. It evaluates an understanding or belief as mistaken. | **[CORE]** |
| virheellinen | virheellinen tulkinta | — | “erroneous interpretation” | This is common in legal, academic, and critical discussion. It marks an interpretation as flawed rather than merely different. | **[CORE]** |
| oikea | oikea vastaus | — | “correct answer” | This is one of the most basic correctness constructions in Finnish. It is common in education and everyday evaluation. | **[CORE]** |
| oikea | oikea ratkaisu | — | “the right solution” | This construction is common in practical, moral, and analytical contexts. It can refer to correctness, suitability, or appropriateness. | **[CORE]** |
| oikea | oikea tapa tehdä tämä | — | “the right way to do this” | This is a common instructional and evaluative pattern. It is used for proper method or procedure. | **[CORE]** |
| oikea | Olet oikea henkilö tähän tehtävään. | — | “You are the right person for this task.” | This construction is common when evaluating suitability or fit. It is frequent in work, social, and practical contexts. | **[CORE]** |
| oikea | oikeaan aikaan | — | “at the right time” | This is a very common temporal construction. It concerns appropriateness of timing rather than truth. | **[CORE]** |
| oikein | tehdä oikein | — | “to do the right thing” / “to do correctly” | This is a very common construction covering both moral and practical correctness. Context determines whether the sense is ethical or procedural. | **[CORE]** |
| oikein | oikein ymmärretty | — | “understood correctly” | This participial pattern is common in explanation and clarification. It evaluates whether interpretation is correct. | **[CORE]** |
| oikein | Se on oikein tehty. | — | “It is done correctly.” | This is a common resultative evaluative pattern for work, procedure, or execution. It is frequent in instruction and assessment. | **[CORE]** |
| oikein | Se on oikein hyvä ajatus. | — | “That is quite a good idea.” | Here **oikein** functions as an intensifier rather than a correctness marker. This use is common in speech and writing. | **[CORE]** |
| oikeus | olla oikeassa | — | “to be right” | Although formally based on **oikea**, this is one of the central Finnish correctness constructions and belongs with the same lexical field. It is extremely common in everyday argument and evaluation. | **[CORE]** |
| oikeus | olla oikeus tehdä jotakin | — | “to have the right to do something” | This is a basic entitlement construction in legal, moral, and everyday contexts. It is highly frequent. | **[CORE]** |
| oikeus | ei ole oikeutta | — | “to have no right” | This negative entitlement pattern is common in argument, law, and interpersonal conflict. It denies legitimacy or entitlement. | **[CORE]** |
| oikeus | oikeus päättää omista asioistaan | — | “the right to decide about one’s own affairs” | This infinitival complement pattern is common in legal, ethical, and political discourse. It specifies the content of a right. | **[CORE]** |
| oikeudenmukainen | oikeudenmukainen kohtelu | — | “fair treatment” | This is one of the most common collocations with **oikeudenmukainen**. It is frequent in education, work life, politics, and law. | **[CORE]** |
| oikeudenmukainen | oikeudenmukainen päätös | — | “a just/fair decision” | This construction is common in legal, administrative, and moral evaluation. It assesses a decision against standards of fairness. | **[CORE]** |
| oikeudenmukainen | kohdella jotakuta oikeudenmukaisesti | — | “to treat someone fairly” | This adverbial pattern is common in everyday and institutional contexts. It evaluates conduct toward another person. | **[CORE]** |
| laillinen | laillinen oikeus | — | “legal right” | This is a standard legal and administrative collocation. It marks entitlement specifically as grounded in law. | **[CORE]** |
| laillinen | laillinen menettely | — | “lawful procedure” | This construction is common in official and legal contexts. It evaluates whether a procedure is legally valid. | **[CORE]** |
| laillinen | onko tämä laillista? | — | “is this legal?” | This is a very common predicative question in everyday and public discussion. It directly asks about conformity with law. | **[CORE]** |
| lainmukainen | lainmukainen menettely | — | “procedure in accordance with the law” | This is a formal official and juridical expression. It emphasizes compliance with legal norms more narrowly than everyday **laillinen**. | **[CORE]** |
| lainmukainen | lainmukainen päätös | — | “lawful decision” / “decision in accordance with the law” | This is common in administrative and court-related language. It evaluates a decision specifically against legal requirements. | **[CORE]** |
| lainmukainen | toimia lainmukaisesti | — | “to act in accordance with the law” | This adverbial construction is common in official and compliance-related discourse. It focuses on lawful conduct. | **[CORE]** |
| epäaito | epäaito hymy | — | “fake smile” / “inauthentic smile” | This is a natural evaluative construction for insincere expression. It is common in criticism, psychology, and everyday description. | **[CORE]** |
| epäaito | epäaito käytös | — | “inauthentic behavior” | This construction appears in interpersonal, psychological, and critical contexts. It evaluates behavior as lacking sincerity. | **[CORE]** |
| epäaito | kuulostaa epäaidolta | — | “to sound inauthentic” | This predicative pattern is common for speech, emotion, style, or performance. It evaluates perceived sincerity or genuineness. | **[CORE]** |
| epätosi | väite on epätosi | — | “the claim is false” | This is a standard formal and semi-formal truth-evaluative construction. It is common in logic, argumentation, and careful prose. | **[CORE]** |
| epätosi | osoittautua epätodeksi | — | “to turn out to be false” | This is a common evaluative construction for reports, assumptions, and claims. The translative **epätodeksi** is part of the same lexical item. | **[CORE]** |
| epätosi | epätosi tieto | — | “false information” | This is possible and attested, but less idiomatic in many contexts than **väärä tieto** or **virheellinen tieto**. It is more at home in formal truth-conditional evaluation. | **[MARGINAL]** |
| paikkansapitävä | paikkansapitävä tieto | — | “accurate / factually correct information” | This is a common formal collocation in journalism, administration, and careful prose. It evaluates information as factually sound. | **[CORE]** |
| paikkansapitävä | paikkansapitävä väite | — | “a valid / true claim” | This construction is common in analytical and journalistic contexts. It is used when assessing factual correctness. | **[CORE]** |
| paikkansapitävä | paikkansapitävä kuvaus | — | “an accurate description” | This is common in criticism, reporting, and official writing. It emphasizes correspondence with facts. | **[CORE]** |
| pitää paikkansa | Se pitää paikkansa. | — | “That is true.” / “That checks out.” | This is one of the most common Finnish expressions for factual correctness. It is widely used in both speech and writing. | **[CORE]** |
| pitää paikkansa | Pitääkö tämä paikkansa? | — | “Is this true?” | This interrogative form is very common for checking reports, claims, or rumors. It is neutral and widely usable. | **[CORE]** |
| pitää paikkansa | väite ei pidä paikkansa | — | “the claim is not true” | This negative pattern is common in journalism, official correction, and argumentation. It is a standard way to reject factual accuracy. | **[CORE]** |
| luotettava | luotettava lähde | — | “reliable source” | This is one of the most common collocations with **luotettava**. It is central in journalism, research, and everyday information evaluation. | **[CORE]** |
| luotettava | luotettava tieto | — | “reliable information” | This construction evaluates dependability rather than truth alone. It is common in media, administration, and technical contexts. | **[CORE]** |
| luotettava | luotettava ihminen | — | “a trustworthy person” | This is common in interpersonal and professional evaluation. It refers to dependability and trustworthiness of character. | **[CORE]** |
| luotettava | pitää jotakuta luotettavana | — | “to consider someone reliable” | This is a standard complement construction for judgments of trustworthiness. It is common in both everyday and formal contexts. | **[CORE]** |
| luotettavuus | arvioida luotettavuutta | — | “to assess reliability” | This is common in academic, technical, and media contexts. It treats reliability as an evaluable property of data, methods, or testimony. | **[CORE]** |
| luotettavuus | lähteen luotettavuus | — | “the reliability of the source” | This genitive construction is very common in research, journalism, and education. It is a standard way to frame source evaluation. | **[CORE]** |
| uskottava | uskottava selitys | — | “a credible explanation” | This is a common evaluative construction for explanations, accounts, and narratives. It concerns plausibility rather than guaranteed truth. | **[CORE]** |
| uskottava | uskottava tarina | — | “a believable story” | This is common in everyday, literary, and legal contexts. It evaluates whether a narrative seems plausible. | **[CORE]** |
| uskottava | vaikuttaa uskottavalta | — | “to seem credible” | This predicative pattern is very common in speech and writing. It marks appearance of credibility without asserting truth. | **[CORE]** |
| uskottava | tehdä jokin uskottavaksi | — | “to make something believable” | This translative construction is common in rhetoric, criticism, and narrative analysis. It focuses on producing an effect of credibility. | **[CORE]** |
| uskottavuus | menettää uskottavuutensa | — | “to lose one’s credibility” | This is a very common construction in politics, media, and public discourse. It evaluates damage to perceived trustworthiness or plausibility. | **[CORE]** |
| uskottavuus | lisätä uskottavuutta | — | “to increase credibility” | This is common in rhetoric, institutional communication, and analysis. It refers to strengthening perceived credibility. | **[CORE]** |
| uskottavuus | heikentää uskottavuutta | — | “to weaken credibility” | This is common in criticism, politics, and media analysis. It refers to factors that undermine confidence in a person, institution, or account. | **[CORE]** |
| alkuperäinen | alkuperäinen asiakirja | — | “original document” | This is a standard legal, archival, and administrative collocation. It contrasts the original with copies or later versions. | **[CORE]** |
| alkuperäinen | alkuperäinen versio | — | “original version” | This is common in publishing, software, art, and everyday discussion. It refers to the first or unmodified form. | **[CORE]** |
| alkuperäinen | alkuperäisessä muodossaan | — | “in its original form” | This adverbial construction is common in archival, technical, and descriptive contexts. It emphasizes preservation or reference to the initial state. | **[CORE]** |
| jäljitelmä | halpa jäljitelmä | — | “cheap imitation” | This is a common evaluative collocation in consumer and cultural contexts. It often carries a negative judgment about quality or authenticity. | **[CORE]** |
| jäljitelmä | pelkkä jäljitelmä | — | “mere imitation” | This construction is common in criticism and everyday evaluation. It contrasts imitation with originality or authenticity. | **[CORE]** |
| jäljitelmä | olla jäljitelmä jostakin | — | “to be an imitation of something” | This is a basic classificatory construction for identifying provenance or status relative to an original. It is common in descriptive and evaluative use. | **[CORE]** |
| olemus | asian olemus | — | “the essence/nature of the matter” | This genitive construction is common in philosophical, reflective, and literary prose. It refers to what something fundamentally is. | **[CORE]** |
| olemus | ihmisen olemus | — | “human nature” / “the essence of a person” | This is common in philosophical, psychological, and literary discussion. Meaning depends on context between ‘nature’ and ‘essential character’. | **[CORE]** |
| olemus | olemukseltaan | — | “in essence” / “by nature” | This essive-derived adverbial form is common in reflective and analytical prose. It characterizes something at the level of essential nature. | **[CORE]** |
| olemus | yliluonnollinen olento / olemus | — | “supernatural being” | With this sense, **olemus** occurs in literary, religious, and speculative contexts, but less centrally than **olento**. The construction is attested but not especially common in ordinary language. | **[MARGINAL]** |
| olemus | (no common expression identified) | — | — | No clearly common fixed multi-word construction is identified for this ‘entity/creature’ sense beyond ordinary compositional use. | **[UNCERTAIN]** |
| identtinen | identtinen kopio | — | “identical copy” | This is common in technical, legal, and descriptive contexts. It emphasizes exact sameness rather than mere similarity. | **[CORE]** |
| identtinen | olla identtinen jonkin kanssa | — | “to be identical with something” | This is a standard formal comparison construction in academic, technical, and analytical language. It marks strict identity. | **[CORE]** |
| identtinen | lähes identtinen | — | “almost identical” | This is a common scalar modifier pattern in formal and semi-formal usage. It softens the claim from exact identity to near-identity. | **[CORE]** |
