| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 2. NEGATIVE ATTRIBUTION (privative adjective) | Η πηγή είναι αναξιόπιστη. | *I pigí íne anaksiópistos.* | "The source is unreliable." | Privative-prefixed adjectives (αναξιόπιστος, αναληθής, ανακριβής) are preferred in formal, journalistic, and legal registers. Not all positive adjectives have a lexicalized privative counterpart, limiting productivity. | [CORE] in formal registers; [MARGINAL] in colloquial speech |
| 2. NEGATIVE ATTRIBUTION (privative adjective) | Η πηγή αποδείχθηκε αναξιόπιστη. | *I pigí apodíchthike anaksiópistos.* | "The source proved unreliable." | Formal register tendency; privative prefix (αν-/α-) is productive across most core items; not always interchangeable with sentential negation (e.g., άκυρος is the standard legal term, not δεν είναι έγκυρος). | [CORE] |
| 3. ADNOMINAL MODIFICATION | ψευδής κατάθεση | *psevdhís katáthesi* | "false testimony" | Semi-fixed collocations in legal and journalistic registers (ψευδής κατάθεση, ψευδής δήλωση) are highly established. Prenominal position is slightly marked (emphatic or literary); postnominal is the neutral default. Typical in legal and formal written registers; ψευδής in prenominal position is more restricted to formal/legal contexts than its predicative use. | [CORE] |
| 3. ADNOMINAL MODIFICATION | αξιόπιστη πηγή | *aksiópistos pigí* | "reliable source" | Common across journalistic and academic registers. Postnominal position is neutral; the collocation is not as rigidly fixed as legal examples but is frequent and idiomatic. | [CORE] |
| 3. ADNOMINAL MODIFICATION | αληθινή ιστορία | *alithiní istoría* | "true story" | Default attributive position; adjective precedes head noun and agrees in gender, number, and case; many collocations are conventionalized (γνήσιο αντίγραφο, ψευδής κατάθεση, έγκυρη ψήφος). Prenominal attributive position with full agreement is freely available; αληθινός is the preferred adjective in this position over αληθής in everyday and narrative registers. | [CORE] |
| 3. ADNOMINAL MODIFICATION | πλαστό διαβατήριο | *plastó diavatírio* | "a forged passport" | Fixed collocation with specific legal meaning; more frequent as a conventionalized phrase than as free attributive modification. | [CORE] |
| 3. ADNOMINAL MODIFICATION (postnominal attributive) | *(marked variant, no additional example attested beyond P4a note)* | — | — | Post-nominal position is grammatical but marked for emphasis or literary register; not attested with a distinct example in the corpus. | [MARGINAL] |
| 4. BECOME / INCHOATIVE | Αποδείχτηκε ψευδής. | *Apodhíchtike psevdhís.* | "It turned out to be false / was proven false." | The passive αποδείχτηκε is the natural and idiomatic expression for truth-value transitions in Greek. Common in formal, journalistic, and legal registers. | [CORE] |
| 4. BECOME / INCHOATIVE | Η πληροφορία αποδείχτηκε αναληθής. | *I pliroforía apodhíchtike analithís.* | "The information turned out to be untrue." | Formal register variant combining αποδείχτηκε with a privative adjective. The combination is natural in written and journalistic contexts. γίνομαι + truth-domain adjective is grammatical but noted as less natural for this specific semantic domain. | [CORE] in formal registers |
| 4. BECOME / INCHOATIVE | Ο ισχυρισμός αποδείχθηκε αληθής. | *O ishirismós apodíhthike alithís.* | "The claim proved to be true." | Standard construction in legal, journalistic, and argumentative discourse; αποδείχθηκε encodes both the evaluative process and its result. | [CORE] |
| 4. BECOME / INCHOATIVE | Αποδείχθηκε αναξιόπιστος. | *Apodíhthike anaksiópistos.* | "He proved to be unreliable." | Fully idiomatic; subject may be a person or a proposition. The bare γίνεται alternative is not attested as idiomatic in this domain. | [CORE] |
| 4. BECOME / INCHOATIVE | Ο ισχυρισμός αποδείχθηκε ψευδής. | *O ischirismós apodíchthike psevdís.* | "The claim proved to be false." | Most semantically specific inchoative in this domain; implies evidence has established the new truth-value; frequent in legal, journalistic, and scientific contexts. | [CORE] |
| 4. BECOME / INCHOATIVE | Η υπογραφή αποκαλύφθηκε ως πλαστή. | *I ipogrfí apokalífthike os plastí.* | "The signature was revealed to be forged." | Adds a disclosure component absent from αποδεικνύεται; implies an agent or process of revelation; formal and journalistic registers. | [CORE] |
| 5. CAUSATIVE | Απέδειξε ότι η κατάθεση ήταν ψευδής. | *Apédhikse óti i katáthesi ítan psevdhís.* | "He proved that the testimony was false." | Periphrastic causative via dedicated verbs (αποδεικνύω, επαληθεύω) is the only available strategy; no morphological causative exists. Common across formal, legal, and journalistic registers. | [CORE] |
| 5. CAUSATIVE | Διέψευσε τους ισχυρισμούς. | *Dhiépsefse tus ischirismús.* | "He refuted / disproved the claims." | διαψεύδω is well established in journalistic and formal registers for refutation. Each causative verb in this domain is lexically distinct rather than productively derived from adjectives. | [CORE] |
| 5. CAUSATIVE | Νόθευσε τα εκλογικά αποτελέσματα. | *Nóthefse ta eklogika apotelesmata.* | "He falsified the election results." | Lexical causative; νοθεύω is idiomatic in electoral, food-safety, and documentary contexts. No productive morphological causative exists for this domain. | [CORE] |
| 5. CAUSATIVE | Ακύρωσε τη σύμβαση. | *Akíro̱se ti símvasi.* | "He annulled the contract." | Lexical causative restricted to legal and administrative contexts; each verb in this domain (νοθεύω, πλαστογραφώ, ακυρώνω) is semantically restricted to its own sub-domain rather than being interchangeable. | [CORE] |
| 5. CAUSATIVE | Η έρευνα επαλήθευσε τους ισχυρισμούς. | *I érevna epalíthefse tus ischirismús.* | "The investigation verified the claims." | Dedicated lexical causative; causes something to be established as true; formal, investigative, and scientific contexts. No productive morphological causative exists in this domain. | [CORE] |
| 5. CAUSATIVE | Η κυβέρνηση διέψευσε τις φήμες. | *I kivérnisi diépsfefse tis fímes.* | "The government refuted the rumors." | Dedicated lexical causative; causes something to be established as false; journalistic and official register; distinct from επαληθεύω in directionality. | [CORE] |
| 6. ABSTRACT NOMINALIZATION | αλήθεια | *alíthia* | "truth" | Fully lexicalized; the most frequent and unmarked nominal in the truth domain. Occurs across all registers and contexts without restriction, from everyday speech to philosophy and law. Suffix choice (-εια, -ία, -τητα) is lexically determined and not rule-governed. | [CORE] |
| 6. ABSTRACT NOMINALIZATION | αξιοπιστία | *aksiopistía* | "credibility, reliability" | Common in journalistic, academic, legal, and formal registers. The -ία suffix is productive for this adjective class. -τητα and -ία nominalizations in this domain tend toward formal written use. | [CORE] |
| 6. ABSTRACT NOMINALIZATION | Αμφισβητήθηκε η εγκυρότητα της σύμβασης. | *Amfisviтíthike i engirotita tis símvasis.* | "The validity of the contract was disputed." | Most productive suffix (-ότητα) for quality nouns from adjectives in this domain; formal and legal registers; well-attested across the corpus. | [CORE] |
| 6. ABSTRACT NOMINALIZATION | Η επαλήθευση των στοιχείων διήρκεσε μέρες. | *I epalíthefsi ton stoichíon diírkese méres.* | "The verification of the data took days." | -ση suffix denotes act or process rather than abstract quality; formal and procedural contexts; distinct in meaning from -ότητα nominalizations. Verbal nominalizations in -ση (επαλήθευση, τεκμηρίωση) form a parallel set denoting processes rather than properties and are similarly well established in formal registers. | [CORE] |
| 7. AGENTIVE NOMINALIZATION | ψεύτης / ψεύτρα | *psévtis / psévtra* | "liar (masc. / fem.)" | Primary agentive for the liar; common across all registers including colloquial speech. The feminine form ψεύτρα is the standard counterpart. Gender distinction is fully productive. No common agentive noun for "truth-teller" is attested in everyday use; that concept is expressed periphrastically. | [CORE] |
| 7. AGENTIVE NOMINALIZATION | Ο ψεύτης αρνήθηκε τα πάντα. | *O psévtis arníthike ta pánda.* | "The liar denied everything." | Primary agentive nominalization in the truth domain; standard everyday word for "liar"; register-neutral. No parallel agentive noun for "truth-teller" is attested; that concept is expressed periphrastically. | [CORE] |
| 7. AGENTIVE NOMINALIZATION | αξιολογητής | *aksioloyitís* | "evaluator, assessor" | Restricted to formal, administrative, and academic contexts. A truth-teller agentive (*αληθευτής) is not in common use; the concept requires periphrastic expression. | [CORE] in formal/institutional registers |
| 7. AGENTIVE NOMINALIZATION | πλαστογράφος | *plastográfos* | "forger" | Register-restricted to legal and formal contexts; agentive nominalization in this domain is lexically restricted rather than productively derived. Standard legal term for document forger; compound form (-γράφος) restricted to the forgery subdomain. | [CORE] |
| 7. AGENTIVE NOMINALIZATION | ψευδοεπιστήμονας | *psevdoepistímonas* | "pseudoscientist" | ψευδο- compound pattern for pseudo-agents is productive; new formations are coined as needed across domains. | [CORE] |
| 7. AGENTIVE NOMINALIZATION | Ο πλαστογράφος συνελήφθη. | *O plastográfos sinelífthи.* | "The forger was arrested." | Standard legal term for document forger; formal and legal register; compound form (-γράφος) restricted to the forgery subdomain. | [CORE] |
| 8. DISCOURSE-FRAMING | Η αλήθεια είναι ότι δεν το ήξερα. | *I alíthia íne óti dhen to íksera.* | "The truth is that I didn't know." | Most frequent written form of the candor-introducing frame. Signals speaker stance (frankness, correction) rather than propositional truth evaluation. Common across written and spoken registers. | [CORE] |
| 8. DISCOURSE-FRAMING | Για να λέμε την αλήθεια, δεν συμφωνώ. | *Ya na léme tin alíthia, dhen simfonó.* | "To tell the truth, I don't agree." | Characteristic of spoken and informal registers. Pragmatically distinct from propositional attribution; functions as a sincerity or candor marker. The variant αν θέλεις την αλήθεια is similarly restricted to spoken use. | [CORE] in spoken registers |
| 8. DISCOURSE-FRAMING | Η αλήθεια είναι ότι δεν υπάρχουν αποδείξεις. | *I alíthia íne óti den ipárhun apodíksis.* | "The truth is that there is no evidence." | Sentence-initial or parenthetical; functions as a speaker-oriented frankness or correction marker rather than a propositional predicate. Common across spoken and written registers. | [CORE] |
| 8. DISCOURSE-FRAMING | Για να είμαι ακριβής, δεν το είπε ποτέ. | *Ya na íme akrivís, den to ípe poté.* | "To be precise, he never said it." | Precision-marking frame; syntactically parenthetical and speaker-oriented. More typical of careful written or formal spoken registers than casual conversation. | [CORE] |
| 8. DISCOURSE-FRAMING | Η αλήθεια είναι ότι δεν ήταν έτοιμοι. | *I alíthia íne óti den ítan étimi.* | "The truth is that they were not ready." | Fixed discourse frame; introduces a frank or corrective proposition; extremely frequent in everyday speech; functions as pragmatic framing device, not a truth predication. | [CORE] |
| 8. DISCOURSE-FRAMING | Για να λέμε την αλήθεια, η κατάσταση είναι σοβαρή. | *Ya na léme tin alíthia, i katástasi íne sovará.* | "To tell the truth, the situation is serious." | Signals candor; frequently precedes unwelcome or qualifying statements; fixed in form; sentence-initial position; extremely frequent in everyday speech. | [CORE] |
| 8. EVIDENTIAL / EPISTEMIC-STATUS MARKING | Αποδεδειγμένως ψευδής ισχυρισμός. | *Apodedeignménos psevdís ishirismós.* | "A demonstrably false claim." | Typical in legal and journalistic registers; adverbial and participial evidential markers form a productive paradigm in formal written Greek. | [CORE] |
| 8. EVIDENTIAL / EPISTEMIC-STATUS MARKING | Εικαζόμενος δράστης. | *Ikazómenos drástis.* | "The alleged perpetrator." | Strongly associated with legal and journalistic registers; εικαζόμενος functions as a conventionalized evidential modifier in reporting contexts, parallel to English "alleged." | [CORE] |
| 8. EPISTEMIC HEDGE | Ο δήθεν ειδικός δεν είχε καμία σχετική εκπαίδευση. | *O díthеn eidikós den íche kamía schetikí ekpédefsi.* | "The so-called expert had no relevant training." | Speaker signals ironic or skeptical distance; implies the attributed status is believed to be false; productive across registers; scopes over following NP or clause. | [CORE] |
| 8. EPISTEMIC HEDGE | Ο φερόμενος ως ιδιοκτήτης αρνήθηκε να δώσει στοιχεία. | *O ferómenos os idioktítis arníthike na dósi stoichía.* | "The purported owner refused to provide information." | Neutral hedging function (unconfirmed, not necessarily false); formal legal and journalistic registers; pragmatically distinct from δήθεν/τάχα, which carry ironic force. | [CORE] |
| 9. VERIFICATION / ESTABLISHMENT | Διαπίστωσε ότι τα έγγραφα ήταν πλαστά. | *Dhiapístoce óti ta éngrafa ítan plastá.* | "He established / found that the documents were forged." | Common in formal, journalistic, and legal registers. The verb selects either an ότι-complement or a direct object. Encodes an epistemic process rather than a static property, distinguishing it structurally from simple attribution. | [CORE] |
| 9. VERIFICATION / ESTABLISHMENT | Τεκμηριώνει τη θέση του με στοιχεία. | *Tekmirióni ti thési tu me stoichía.* | "He substantiates his position with evidence." | Restricted to formal, academic, and journalistic contexts. Passive forms (επαληθεύτηκε, τεκμηριώθηκε) are common in formal writing to background the agent of verification. | [CORE] in formal/academic registers |
| 10. PSEUDO-COMPOUND | ψευδοεπιστήμη | *psevdhoepistími* | "pseudoscience" | Productive across scientific, political, and rhetorical registers. The prefix ψευδο- combines freely with domain nouns; the compound is structurally distinct from simple negation in asserting a positive category of simulacrum. Fully productive combining form; freely attaches to nouns and adjectives across domains. New formations are coined as needed with no apparent morphological restriction. | [CORE] |
| 10. PSEUDO-COMPOUND | ψευδοδίλημμα | *psevdhodhílima* | "false dilemma" | Well established in rhetorical, philosophical, and academic contexts. The prefix is invariant; the compound follows the inflectional pattern of the base noun. No restriction on the base noun class has been noted. | [CORE] in rhetorical/academic registers |
| 10. PSEUDO-COMPOUND | ψευδοδημοκρατία | *psevdodimokratía* | "pseudo-democracy, sham democracy" | Productive in political and evaluative discourse; the pattern is open-ended and not register-restricted, appearing in both formal analysis and polemical writing. | [CORE] |
| CAUSATION (character) | (no common expression identified) | — | — | No construction for causing a person to become a liar or truth-teller as a character state is attested. The agentive noun ψεύτης labels the state but no causative construction for inducing it is present in the data. | — |
