| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ουσιαστικός | usiástikos / ussiastikós | from οὐσία (essence, substance, being); "of or pertaining to essence" | essential, substantive, real, fundamental, material | Used to distinguish what is genuinely or fundamentally the case from what is merely formal or superficial. In legal contexts, ουσιαστικό δίκαιο means "substantive law" as opposed to procedural law. Also used in everyday speech to mean "real" or "meaningful." Ουσιαστική διαφορά means "a substantive difference." | [CORE] |
| ουσία | ussía | from εἶναι (to be); "being, essence, substance" | essence, substance, matter, gist | Used in philosophical contexts for the fundamental nature of a thing, and in everyday contexts for the essential point or substance of a matter (e.g., η ουσία του ζητήματος, "the substance/gist of the matter"). Also used in legal contexts for "substance" as opposed to form. | [CORE] |
| τυπικός | tipikós | from τύπος (type, form, stamp); "of or pertaining to form or type" | formal, nominal, typical, perfunctory | Often used in contrast to ουσιαστικός to indicate that something satisfies formal requirements without genuine substance. Τυπική συμμόρφωση means "formal compliance." | [CORE] |
| κατ' ουσίαν | kat' usían | κατά (according to, in respect of) + οὐσία (essence); "in respect of essence" | essentially, substantially, in substance | A fixed prepositional expression used to indicate that something is true or the case at the level of substance or essence, as opposed to mere form. Common in legal and philosophical discourse. | [CORE] |
| ομοιότητα | omióтita | from όμοιος (similar, like); "likeness, resemblance" | resemblance, similarity, likeness | Used to describe the degree to which one thing resembles another, relevant in aesthetic evaluation (resemblance of a portrait to its subject) and in legal contexts (resemblance of a trademark to another). Participates in evaluative judgments about representation. | [CORE] |
| αντίγραφο | andígrafo | ἀντί (against, in place of) + γράφω (to write); "written in place of" | copy, reproduction, transcript | Used of documents, artworks, and files to indicate that something is a reproduction rather than the original. The distinction between αντίγραφο and πρωτότυπο (original) is central to legal and archival evaluation of authenticity. | [CORE] |
| πρωτότυπο | protótipo | πρῶτος (first) + τύπος (type, impression); "first impression, original" | original, prototype | Used to designate the original version of a document, artwork, or text as opposed to copies or translations. In aesthetic and legal contexts, the πρωτότυπο carries special authority or value. | [CORE] |
| παραποίηση | parapiísi | from παραποιώ (to alter, falsify); "alteration, falsification" | falsification, adulteration, distortion, tampering | Used in legal and everyday contexts to refer to the deliberate alteration of a document, substance, or account so as to misrepresent it. A παραποίηση εγγράφου is the falsification of a document, a criminal offense. | [CORE] |
| δήθεν | díthен | from δή (indeed, just) + θεν (suffix of origin/manner); "supposedly, allegedly" | supposedly, allegedly, so-called, ostensibly | A particle or adverb expressing skepticism or irony about a claim — that something is presented as being the case but the speaker doubts it. Frequently used with scare-quote force in everyday speech. | [CORE] |
| τάχα | tácha | originally "quickly, perhaps"; in modern usage, "supposedly, as if" | supposedly, allegedly, as if, ostensibly | Used colloquially to cast doubt on a claim or to indicate that something is presented as true but is not believed by the speaker. Often interchangeable with δήθεν in informal registers, though with slightly different pragmatic nuances. | [CORE] |
| φερόμενος ως | ferómenos os | present participle of φέρω (to carry, bear) + ως (as); "being carried/presented as" | alleged, purported, so-called, presented as | A fixed participial expression used in legal, journalistic, and formal contexts to indicate that something is described or presented as having a certain identity or status without that status being confirmed (e.g., φερόμενος ως ιδιοκτήτης, "the purported owner"). | [CORE] |
| κατά φαινόμενον | katá fenómenon | κατά (according to) + φαινόμενον (appearance); "according to appearance" | apparently, ostensibly, in appearance | A fixed prepositional expression contrasting with κατ' ουσίαν, used to indicate that something holds only at the level of appearance. Found in philosophical and formal registers. | [MARGINAL] |
| εικαζόμενος | eikazómenos / ikazómenos | present passive participle of εἰκάζω (to conjecture, liken); "conjectured, supposed" | alleged, supposed, presumed, putative, conjectured | Used in legal and journalistic contexts to describe a person or fact whose status has not been established (e.g., ο εικαζόμενος δράστης, "the alleged perpetrator"). Marks epistemic reservation about a claim. | [MARGINAL] |
| εικός | ikós | from ἔοικα (to seem, resemble); "that which seems likely, probable" | probable, likely, plausible, verisimilar | Found primarily in classical and formal philosophical registers to indicate what is probable or plausible as opposed to what is certain or demonstrated. Less common in contemporary everyday Greek but retained in set expressions and academic writing. | [MARGINAL] |
| αναληθής | analithís | ἀν- (privative) + αληθής; "not true" | untrue, false | A formal or literary negation of αληθής, used in philosophical and written contexts. Less common in everyday speech than ψευδής; tends to appear in contexts where the negation of truth-value is being discussed explicitly. | [MARGINAL] |
| κίβδηλος | kívdhilos / kívdilos | "adulterated, counterfeit" (of coins originally); "base, spurious" | counterfeit, spurious, base, debased, adulterated | Originally applied to debased or counterfeit coinage; extended metaphorically to persons, arguments, and values considered inauthentic or morally debased. Used in formal, literary, and philosophical registers to describe something that appears genuine but is not. Less common in everyday Modern Greek; more frequent in written and elevated registers than πλαστός or ψεύτικος. | [MARGINAL] |
| εικαστικός | eikastikós | from εικάζω (to represent by likeness, to conjecture); "of or pertaining to representation by likeness" | visual (arts), representational, figurative | In Modern Greek, primarily used in the fixed expression εικαστικές τέχνες ("visual/plastic arts"), referring to arts that produce visible representations. The term carries the sense of arts concerned with likeness and representation, though its evaluative dimension (resemblance, fidelity of representation) is more prominent in older or technical usage. | [MARGINAL] |
| αλήθεια (Root 1, anchor) | alíthia | αληθ- (truth) + -εια (abstract noun suffix); "the state of being unconcealed" | truth, truthfulness | The primary noun for truth in all registers. Already listed in P1; included here as the base form for the expansion. | [CORE] |
| αληθής (Root 1, anchor) | alithís | αληθ- (truth) + -ής (adjectival suffix) | true, truthful | Base adjective for truth-value; already in P1. Included as anchor form. | [CORE] |
| αληθινός (Root 1, anchor) | alithinós | αληθ- (truth) + -ινός (adjectival suffix indicating nature or material) | real, genuine, true | Already in P1. Included as anchor form. | [CORE] |
| αληθεύω | alithévo | αληθ- (truth) + -εύω (verbal suffix); "to be truthful, to tell the truth" | to speak the truth, to be truthful, to be accurate | Used in philosophical, literary, and formal registers to describe the act of telling the truth or being in a state of truthfulness. Less common in everyday speech than λέω την αλήθεια. Αληθεύει ότι… means "it is true that…" in formal writing. | [CORE] |
| επαληθεύω (Root 1) | epalithévo | επί (upon, further) + αληθ- (truth) + -εύω (verbal suffix) | to verify, to confirm, to validate | Already in P1. Included here as a derived verbal form. | [CORE] |
| επαλήθευση (Root 1) | epalíthefsi | επί + αληθ- + -ευση (verbal noun suffix) | verification, confirmation, validation | The noun corresponding to επαληθεύω. Used in scientific, administrative, journalistic, and legal contexts to refer to the process or act of verifying a claim, result, or document. | [CORE] |
| επαληθεύσιμος | epalithéfsimos | επαληθεύω (to verify) + -σιμος (adjectival suffix indicating possibility); "capable of being verified" | verifiable | Used in scientific, philosophical, and journalistic contexts to describe claims or hypotheses that can in principle be checked against evidence. Related to the concept of falsifiability in philosophy of science. | [CORE] |
| αληθοφανής | alithofanís | αληθο- (truth-) + φαίνομαι (to appear) + -ής (adjectival suffix); "appearing true" | verisimilar, plausible, lifelike, credible, truth-seeming | Applied to narratives, arguments, and representations that have the appearance of truth or reality without necessarily being true. Used in literary criticism, rhetoric, and philosophical discussion of probability, and in everyday evaluation of stories or claims. | [CORE] |
| αληθοφάνεια | alithofánia | αληθο- (truth-) + φαίνομαι (to appear) + -εια (abstract noun suffix); "the quality of appearing true" | verisimilitude, plausibility, appearance of truth | Used in literary criticism, rhetoric, and philosophy to describe the quality of appearing true or lifelike, without necessarily being true. Applied to narrative, argument, and representation. Corresponds to the classical concept of verisimilitude. Η αληθοφάνεια ενός μυθιστορήματος means "the verisimilitude of a novel." | [CORE] |
| αληθοφάνεια αφήγησης | alithofánia afígisis | αληθοφάνεια (verisimilitude) + αφήγηση (narration) | narrative verisimilitude | A fixed collocation used in literary theory and narratology to refer to the quality of a narrative that makes it seem true or realistic. Common in academic literary criticism and rhetoric. | [CORE] |
| αληθοφανής αφήγηση | alithofanís afígisi | αληθοφανής (verisimilar) + αφήγηση (narration) | verisimilar narrative, plausible account | Used in literary theory and narratology to describe a narrative that achieves the effect of reality or truth. Common in academic literary criticism and rhetoric. | [CORE] |
| αληθινά | alithiná | αληθινός (true, genuine) + -α (adverbial suffix); "truly, genuinely" | truly, really, genuinely | Common adverbial form used in everyday speech to intensify or affirm the truth of a statement. Also used as a discourse marker of sincerity. "Αληθινά δεν το ήξερα" = "I truly didn't know." | [CORE] |
| αληθώς | alithós | αληθ- (truth) + -ώς (adverbial suffix) | truly, verily, in truth | A formal or archaic adverb used in religious, liturgical, and elevated literary contexts. Appears in the Orthodox liturgical response Αληθώς ανέστη ("He is truly risen"). | [CORE] |
| Αληθώς ανέστη | Alithós anésti | αληθώς (truly) + ανέστη (he rose, aorist of ανίσταμαι) | He is truly risen | The liturgical response in the Greek Orthodox Easter service, spoken in reply to Χριστός ανέστη ("Christ is risen"). A fixed religious formula. | [CORE] |
| αλήθεια (exclamative) | alíthia | αλήθεια (truth); used as a discourse particle | Really? / Truly? / By the way | Used as a conversational interjection to express surprise ("Αλήθεια;" = "Really?") or to introduce a new topic ("Αλήθεια, ήθελα να σε ρωτήσω…" = "By the way, I wanted to ask you…"). Extremely frequent in spoken Greek. | [CORE] |
| στ' αλήθεια | st' alíthia | εις (to/in) + τη (the) + αλήθεια (truth); "in truth" | truly, in truth, honestly, really | Fixed adverbial phrase used in everyday speech to intensify or affirm a statement, or to ask whether something is genuinely the case. "Στ' αλήθεια, δεν ξέρω τι να πω" = "Honestly, I don't know what to say." | [CORE] |
| η αλήθεια είναι ότι | i alíthia íne óti | η αλήθεια (the truth) + είναι (is) + ότι (that) | the truth is that… | A fixed clausal frame used to introduce a frank or corrective statement, often conceding something the speaker might prefer not to admit. Functions to signal that what follows is the speaker's genuine assessment, often contrasting with a previous claim or expectation. Extremely common in both spoken and written Greek. | [CORE] |
| λέω την αλήθεια | léo tin alíthia | λέω (I say) + την αλήθεια (the truth) | to tell the truth | The standard colloquial expression for telling the truth. Used in everyday speech, legal contexts (witness testimony), and moral discourse. Functions as both a sincere assertion and a rhetorical marker. | [CORE] |
| για την αλήθεια | ya tin alíthia | για (for) + την αλήθεια (the truth) | for the sake of truth, to be honest, truthfully | A fixed prepositional phrase used as a discourse marker to signal that the speaker is about to say something frank or corrective. Common in everyday speech and informal writing. | [CORE] |
| αλήθεια να λέμε | alíthia na léme | αλήθεια (truth) + να (subjunctive particle) + λέμε (we say) | to tell the truth, honestly speaking, let's be honest | A fixed colloquial expression used to introduce a frank or candid statement. Functions as a hedging or framing device in everyday conversation and informal writing. | [CORE] |
| κατά την αλήθεια | katá tin alíthia | κατά (according to) + την αλήθεια (the truth) | in truth, truthfully, to tell the truth | A formal or literary adverbial phrase used to introduce a candid or corrective statement. More elevated in register than η αλήθεια είναι ότι. | [CORE] |
| αλήθεια ή ψέμα | alíthia í pséma | αλήθεια (truth) + ή (or) + ψέμα (lie) | truth or lie; true or false | Used as a binary framing in everyday speech and in game contexts. Also used rhetorically to demand a definitive answer. | [CORE] |
| αλήθεια ή τόλμη | alíthia í tólmi | αλήθεια (truth) + ή (or) + τόλμη (dare, boldness) | truth or dare | The name of the party game "truth or dare" as used in Greek. A direct calque of the English game name, but using the native αλήθεια. Used in everyday speech especially among younger speakers. | [CORE] |
| αλήθεια και ψέμα | alíthia ke pséma | αλήθεια (truth) + και (and) + ψέμα (lie) | truth and lies; truth and falsehood | A paired formula used to frame a binary opposition between truthfulness and deception. Common in everyday speech, journalism, and moral discourse. | [CORE] |
| αλήθεια και δικαιοσύνη | alíthia ke dhikiosíni | αλήθεια (truth) + και (and) + δικαιοσύνη (justice) | truth and justice | A paired formula used in legal, political, and moral discourse to invoke the twin values of truthfulness and fairness. Appears in official documents, political rhetoric, ethical discourse, and the names of political organizations. | [CORE] |
| αλήθεια και συμφιλίωση | alíthia ke simfiliosi | αλήθεια (truth) + και (and) + συμφιλίωση (reconciliation) | truth and reconciliation | Used in political and transitional justice contexts, often in reference to truth and reconciliation commissions. A calque of the international term. | [CORE] |
| αλήθεια του Θεού | alíthia tu Theú | αλήθεια (truth) + του Θεού (of God, gen.) | God's truth, the truth of God, the absolute truth | Used in religious discourse and as an emphatic oath in everyday speech. "Αλήθεια του Θεού!" is used to swear that something is absolutely true. | [CORE] |
| αλήθεια ενώπιον Θεού | alíthia enópion Theú | αλήθεια (truth) + ενώπιον (before, in the presence of) + Θεού (God, genitive) | truth before God | A religious and legal formula used in oath-taking and solemn declarations to invoke divine witness to the truthfulness of a statement. Appears in ecclesiastical and formal legal contexts. | [MARGINAL] |
| αληθινός Θεός | alithinós Theós | αληθινός (true, genuine) + Θεός (God) | the true God | Used in Christian theological and liturgical discourse to distinguish the God of Christian faith from false gods or idols. Appears in the Nicene Creed and other liturgical texts. | [CORE] |
| αληθής αξία | alithís aksía | αληθής (true) + αξία (value) | true value, real value | Used in financial, economic, and philosophical contexts to refer to the actual or intrinsic value of something as opposed to its nominal or market value. | [CORE] |
| αληθής αγάπη | alithís agápi | αληθής (true) + αγάπη (love) | true love | Used in literary, religious, and everyday contexts to describe love that is genuine and deep as opposed to superficial or feigned. Common in both secular and Christian discourse. | [CORE] |
| αληθινή αγάπη | alithiní agápi | αληθινή (true, genuine, feminine) + αγάπη (love) | true love, genuine love | A common collocation in everyday speech, literature, and popular culture to refer to love that is genuine and deep as opposed to superficial or pretended. | [CORE] |
| αληθινός φίλος | alithinós fílos | αληθινός (true, genuine) + φίλος (friend) | true friend, genuine friend | A common collocation used to distinguish a genuine, loyal friend from a superficial acquaintance. Appears frequently in everyday speech and proverbial expressions. | [CORE] |
| αληθινή ιστορία | alithiní istoría | αληθινή (true, real) + ιστορία (story, history) | true story, real story | Used to label narratives — in journalism, film, and everyday speech — as based on actual events rather than fiction. "Βασισμένο σε αληθινή ιστορία" = "Based on a true story." | [CORE] |
| αληθινός εαυτός | alithinós eaftós | αληθινός (true, authentic) + εαυτός (self) | true self, authentic self | Used in psychological, philosophical, and popular discourse to refer to a person's genuine identity as opposed to the persona they present to others. Common in self-help and therapeutic registers. | [CORE] |
| αληθινός στα λόγια | alithinós sta lóya | αληθινός (true) + στα (in the, plural) + λόγια (words) | true to one's word, honest in speech | A collocation used in everyday moral evaluation to describe a person who means what they say and keeps their word. Used in character assessments and informal moral discourse. | [MARGINAL] |
| μισή αλήθεια | misí alíthia | μισή (half) + αλήθεια (truth) | half-truth | A fixed collocation used in everyday and journalistic discourse to describe a statement that is technically accurate but misleading because it omits relevant information. Carries a negative evaluative force. | [CORE] |
| πικρή αλήθεια | pikrí alíthia | πικρή (bitter) + αλήθεια (truth) | bitter truth, hard truth | A fixed collocation used to describe a truth that is unpleasant or painful to acknowledge. Common in everyday speech and literary contexts. | [CORE] |
| αλήθεια πικρή | alíthia pikrí | αλήθεια (truth) + πικρή (bitter) | bitter truth | A fixed collocation used in everyday and literary registers to describe a truth that is unpleasant or painful to acknowledge. | [CORE] |
| γυμνή αλήθεια | gimní alíthia | γυμνή (naked, bare) + αλήθεια (truth) | naked truth, plain truth | A fixed collocation used to describe truth presented without embellishment or concealment. Used in rhetorical and literary contexts to emphasize directness and frankness. | [CORE] |
| αλήθεια είναι σκληρή | alíthia íne sklirí | αλήθεια (truth) + είναι (is) + σκληρή (hard, harsh) | the truth is hard/harsh | A common proverbial or semi-fixed expression used in everyday speech to acknowledge that a true statement may be difficult to hear or accept. | [CORE] |
| η αλήθεια πονάει | i alíthia ponái | η αλήθεια (the truth) + πονάει (hurts, third person singular) | the truth hurts | A fixed proverbial expression used in everyday speech to acknowledge that truthful statements can be painful. Functions as a cliché or proverb. | [CORE] |
| αναζήτηση της αλήθειας | anazítisi tis alíthias | αναζήτηση (search, seeking) + της αλήθειας (of truth, genitive) | the search for truth, the pursuit of truth | Used in philosophical, journalistic, and religious discourse to refer to the intellectual or moral project of discovering truth. Common in academic and public intellectual writing. | [CORE] |
| αλήθεια της στιγμής | alíthia tis stigmís | αλήθεια (truth) + της στιγμής (of the moment, genitive) | truth of the moment, moment of truth | Used in literary, philosophical, and journalistic registers to refer to a truth that is contingent on a particular moment or context, or to a decisive and revealing moment. Appears in cultural commentary and literary criticism. Likely a calque of the English "moment of truth." | [CORE] |
| αλήθεια της ζωής | alíthia tis zoís | αλήθεια (truth) + της ζωής (of life, gen.) | truth of life, life's truth, reality of life | Used in literary, philosophical, and everyday registers to refer to fundamental or existential truths about human experience. | [CORE] |
| αλήθεια ως αποκάλυψη | alíthia os apokalipsi | αλήθεια (truth) + ως (as) + αποκάλυψη (revelation, uncovering) | truth as revelation | A philosophical and theological collocation connecting the Greek concept of truth-as-unconcealment (aletheia) with the concept of revelation. Used in Heideggerian philosophy, theology, and hermeneutics. | [MARGINAL] |
| αλήθεια (ως) πρώτη αρχή | alíthia (os) próti archí | αλήθεια (truth) + ως (as) + πρώτη (first) + αρχή (principle) | truth as a first principle | Used in philosophical and ethical discourse to designate truth as a foundational value or axiom. Appears in academic writing and formal argumentation. | [MARGINAL] |
| αναλήθεια | analíthia | ἀν- (privative) + αλήθεια (truth); "untruth" | untruth, falsehood | A formal or literary term for a falsehood or untruth, used as a more elevated alternative to ψέμα. Appears in philosophical and journalistic writing. | [MARGINAL] |
| αναληθής (Root 1) | analithís | ἀν- (privative) + αληθής (true); "untrue" | untrue, false | A formal adjective used in philosophical and legal contexts to describe a statement or proposition that does not correspond to reality. Less common in everyday speech than ψεύτικος or λανθασμένος. | [MARGINAL] |
| αληθοφιλής | alithofilis | αληθ- (truth) + φιλ- (loving); "truth-loving" | truth-loving, veridical | A learned or literary adjective used to describe a person or disposition oriented toward truth. Rare in everyday speech; found in philosophical and literary texts. | [MARGINAL] |
| μετα-αλήθεια | meta-alíthia | μετα- (beyond, after) + αλήθεια (truth) | post-truth | Used in journalistic, political, and academic registers to describe a contemporary epistemic condition in which objective facts are less influential than emotional appeals. A calque of the English "post-truth." | [CORE] |
