| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 31 | Αποκαλύφθηκε η αλήθεια. | Apokalífthike i alíthia. | [CORE] | Implies concealed state brought to light by agent or process |
| 32 | Η αλήθεια αποκαλύπτεται. | I alíthia apokalíptetai. | [CORE] | Implies concealed state brought to light |
| 33 | Η υπογραφή αποκαλύφθηκε ως πλαστή. | I ipogrfí apokalífthike os plastí. | [CORE] | Formal and journalistic registers; adds disclosure component |
| 34 | Νομιμοποιείται η κατάσταση. | Nomimopiiíte i katástasi. | [CORE] | Passive encodes transition to legitimate status |
| 35 | Πιστοποιείται ως γνήσιο αντίγραφο. | Pistopoiíte o̱s gnísio andígrafo. | [CORE] | Passive encodes transition to officially certified status |
| 36 | Αποδείχτηκε ψευδής. | Apodhíchtike psevdhís. | [CORE] | Formal register |
| 37 | Αποδείχτηκε ψεύτικο. | Apodhíchtike psévtiko. | [CORE] | Colloquial register variant |
| 38 | Αποδείχτηκε αναληθής. | Apodhíchtike analithís. | [CORE] | Formal register |
| 39 | Αποδείχτηκε ανακριβής. | Apodhíchtike anakrivís. | [CORE] | Formal register; used specifically for inaccuracy |
| 40 | Αποδείχτηκε άκυρο. | Apodhíchtike ákiro. | [CORE] | Legal register; restricted to legal validity contexts |
| 41 | Ο ισχυρισμός αποδείχθηκε ψευδής. | O ischirismós apodíchthike psevdís. | [CORE] | Formal/legal register |
| 42 | Η πηγή αποδείχθηκε αναξιόπιστη. | I pigí apodíchthike anaksiópistos. | [CORE] | Formal register |
| 43 | Αποδείχθηκε ότι το κείμενο είναι νόθο. | Apodíhthike óti to kímeno íne nótho. | [CORE] | Philological/formal register |
| 44 | Αποδείχθηκε ότι η υπογραφή ήταν πλαστή. | Apodíhthike óti i ipografí ítan plastí. | [CORE] | Legal register |
| 45 | Οι ισχυρισμοί του διαψεύστηκαν. | I ischirismí tu dhiapsévstikan. | [CORE] | Journalistic and formal registers |
| 46 | Η είδηση διαψεύστηκε. | I ídhisi dhiapsévstike. | [CORE] | Journalistic and formal registers |
| 47 | Διαψεύδεται από τα γεγονότα. | Dhiapsévdhete apó ta yeyonóta. | [CORE] | Journalistic and formal registers |
| 48 | Ο ισχυρισμός διαψεύστηκε. | O ischirismós diapséftike. | [CORE] | Journalistic and formal registers |
| 49 | Πιάστηκε στο ψέμα. | Piástike sto pséma. | [CORE] | Everyday speech; subject is always a person |
| 50 | Η απόφαση κλόνισε την εμπιστοσύνη του κοινού. | I apófasi klónise tin empistoséni tu kinú. | [CORE] | Encodes transition from stable to destabilized trust |
| 51 | Τα τρόφιμα νοθεύτηκαν. | Ta trofima nothéftikan. | [CORE] | Passive; encodes transition from genuine to adulterated status |
| 52 | Τα εκλογικά αποτελέσματα νοθεύτηκαν. | Ta eklogika apotelesmata nothéftikan. | [CORE] | Passive; electoral context |
| 53 | Νοθεύτηκαν τα τρόφιμα. | Nothéftikan ta trófi­ma. | [CORE] | Passive; variant word order |
| 54 | Ζει μέσα στο ψεύδος. | Zí mésa sto pséfdos. | [CORE] | Encodes a state of immersion in falsehood; transition into state implied but not encoded by specific verb |
| 55 | Πιστοποιήθηκε η γνησιότητά του. | Pistopiíthike i gnissiótitá tu. | [CORE] | Encodes establishment of recognized status (certification) rather than change in intrinsic properties |
| 56 | Η σύμβαση ακυρώθηκε. | I símvasi akiróthike. | [CORE] | Legal and administrative registers; primary inchoative for transition from έγκυρος to άκυρος |
| 57 | Το εισιτήριο ακυρώθηκε. | To eisitírio akiróthike. | [CORE] | Legal and administrative registers |
| 58 | Η απόφαση ακυρώνεται. | I apófasi akirónete. | [CORE] | Legal and administrative registers |
| 59 | Η απόφαση ακυρώθηκε. | I apófasi akiróthike. | [CORE] | Legal and administrative registers |
| 60 | Η σύμβαση καθίσταται άκυρη. | I símvasi kathístete ákiri. | [CORE] | Formal legal expression; more formal than ακυρώθηκε; appears primarily in legal texts and official documents |
| 61 | Απέδειξε ότι η κατάθεση ήταν ψευδής. | Apédhikse óti i katáthesi ítan psevdhís. | [CORE] | Common across formal, legal, and academic registers |
| 62 | Απέδειξε την αθωότητά του. | Apédhikse tin athoótitá tu. | [CORE] | Common across formal, legal, and academic registers |
| 63 | Αποδεικνύει ότι η θεωρία είναι σωστή. | Apodhiknýi óti i theoría íne sostí. | [CORE] | Common across formal, legal, and academic registers |
| 64 | Αποδεικνύω την αθωότητά μου. | Apodeiknío̱ tin athoótitá mu. | [CORE] | Common across formal, legal, and academic registers |
| 65 | Επαλήθευσε την πληροφορία. | Epalíthefse tin pliroforía. | [CORE] | Journalistic, scientific, and administrative registers |
| 66 | Επαλήθευσε ότι τα δεδομένα ήταν ακριβή. | Epalíthefse óti ta dhédhomena ítan akriví. | [CORE] | Journalistic, scientific, and administrative registers |
| 67 | Η έρευνα επαλήθευσε τους ισχυρισμούς. | I érevna epalíthefse tus ischirismús. | [CORE] | Journalistic, scientific, and administrative registers |
| 68 | Τα αποτελέσματα επαλήθευσαν την υπόθεση. | Ta apotelesmata epalíthefsan tin ipóthesi. | [CORE] | Journalistic, scientific, and administrative registers |
| 69 | Τεκμηριώνει τη θέση του με στοιχεία. | Tekmirióni ti thési tu me stoichía. | [CORE] | Formal, academic, and journalistic contexts |
