| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| אֱמֶת (*ʾemet*) | אֱמֶת נִצְחִית | *ʾemet nitshit* | eternal truth, timeless truth | Used in philosophical and religious discourse to describe a truth that holds across all times and contexts, not contingent on circumstance. Common in theological and philosophical writing. | [CORE] |
| אֱמֶת (*ʾemet*) | אֱמֶת פְּשׁוּטָה | *ʾemet peshuta* | simple truth, plain truth | Used in everyday and rhetorical discourse to describe a truth that is straightforward and requires no elaboration or qualification. Often used to cut through complexity or obfuscation. | [CORE] |
| אֱמֶת (*ʾemet*) | אֱמֶת מֵרָה | *ʾemet mera* | unpleasant truth, disagreeable truth | A variant of *ʾemet mara* (bitter truth), used in everyday discourse to describe a truth that is unwelcome. The two collocations overlap in usage; *mara* (bitter) is more common and more fixed. | [MARGINAL] |
| אֱמֶת (*ʾemet*) | אֱמֶת מְרֻבַּת פָּנִים | *ʾemet merubbat panim* | truth with many faces, multifaceted truth | A literary and philosophical phrase describing truth as having multiple valid aspects or perspectives. Used in rabbinic and modern philosophical discourse to acknowledge complexity in what counts as true. Primarily a written and elevated register expression. | [MARGINAL] |
| אֱמֶת (*ʾemet*) | לְדַבֵּר אֱמֶת | *ledabber ʾemet* | to speak the truth, to tell the truth | The standard periphrastic construction for truth-telling, combining the verb *ledabber* ("to speak") with *ʾemet* as a direct object. The most neutral and common way to express truth-telling in Hebrew. Used across all registers in moral evaluation, legal testimony contexts, and everyday speech, e.g., *tsarikh ledaber ʾemet* ("one must tell the truth"). | [CORE] |
| אֱמֶת (*ʾemet*) | לוֹמַר אֶת הָאֱמֶת | *lomar et ha-ʾemet* | to say the truth, to tell the truth | A near-synonym of *ledabber ʾemet* using the verb *lomar* ("to say") with the definite direct object *ha-ʾemet*. The definite article marks the truth as a specific, known truth rather than truth in the abstract. Slightly more colloquial than *ledabber ʾemet* and more common in everyday spoken Hebrew. | [CORE] |
| אֱמֶת (*ʾemet*) | לְגַלּוֹת אֶת הָאֱמֶת | *legallot et ha-ʾemet* | to reveal the truth, to uncover the truth | Uses the verb *legallot* ("to reveal, to uncover") with *ha-ʾemet* as object, framing truth as something hidden that must be brought to light. Common in journalistic, investigative, legal, and narrative contexts, e.g., *ha-ḥaqiraʾh biqqeshah legallot et ha-ʾemet* ("the investigation sought to reveal the truth"). | [CORE] |
| אֱמֶת (*ʾemet*) | לַחְשׂוֹף אֶת הָאֱמֶת | *laḥsof et ha-ʾemet* | to expose the truth, to lay bare the truth | Uses the verb *laḥsof* ("to expose, to lay bare") with *ha-ʾemet* as object. Carries a stronger connotation of exposing something deliberately concealed than *legallot*. Common in investigative journalism and political discourse. | [CORE] |
| אֱמֶת (*ʾemet*) | לְהַסְתִּיר אֶת הָאֱמֶת | *lehastir et ha-ʾemet* | to hide the truth, to conceal the truth | Uses the verb *lehastir* ("to hide, to conceal") with *ha-ʾemet* as object. Frames truth-concealment as an active, deliberate act. Used in moral condemnation, journalistic, and legal discourse, e.g., *hu histir et ha-ʾemet me-ha-shefeṭ* ("he concealed the truth from the judge"). Contrasts with *legallot et ha-ʾemet*. | [CORE] |
| אֱמֶת (*ʾemet*) | לִדְרֹשׁ אֶת הָאֱמֶת | *lidrosh et ha-ʾemet* | to demand the truth, to seek the truth | A verbal construction using *lidrosh* (to demand, to seek) with *ha-ʾemet* as object. Used in legal and journalistic contexts to describe the active pursuit of truthful disclosure. | [CORE] |
| אֱמֶת (*ʾemet*) | לְעַוֵּת אֶת הָאֱמֶת | *leʿavvet et ha-ʾemet* | to distort the truth, to twist the truth | Uses the verb *leʿavvet* ("to distort, to twist") with *ha-ʾemet* as object. Describes the act of misrepresenting facts while maintaining a surface connection to them, as distinct from outright lying. Used in moral, journalistic, and legal discourse to describe deliberate misrepresentation. Closely related to the nominal *ʿiyyut ha-ʾemet*. | [CORE] |
| אֱמֶת (*ʾemet*) | לְסַלֵּף אֶת הָאֱמֶת | *lesallef et ha-ʾemet* | to falsify the truth, to distort the truth, to misrepresent the truth | Uses the verb *lesalef* ("to distort, to falsify, to misrepresent") with *ha-ʾemet* as object. Slightly more formal than *leʿavvet*; used similarly but with a stronger implication of deliberate falsification. Common in legal and journalistic registers to describe deliberate misrepresentation. | [CORE] |
| אֱמֶת (*ʾemet*) | לְבָרֵר אֶת הָאֱמֶת | *levarer et ha-ʾemet* | to ascertain the truth, to clarify the truth, to find out the truth | Uses the verb *levarer* ("to clarify, to ascertain") with *ha-ʾemet* as object. Emphasizes the investigative process of determining what is true, e.g., *tsarikh levarer et ha-ʾemet* ("one must ascertain the truth"). Common in legal and investigative contexts. | [CORE] |
| אֱמֶת (*ʾemet*) | זֶה לֹא אֱמֶת | *ze lo ʾemet* | that is not true, that is false | The standard everyday construction for denying the truth of a statement. Extremely common in spoken Hebrew across all registers. Functions as the most direct and frequent negation of a truth claim. | [CORE] |
| אֱמֶת (*ʾemet*) | זֶה אֱמֶת | *ze ʾemet* | that is true, that is the truth | The standard everyday construction for affirming the truth of a statement. Extremely common in spoken Hebrew. Functions as the most direct and frequent affirmation of a truth claim. | [CORE] |
| אֱמֶת (*ʾemet*) | הָאֱמֶת הִיא שֶׁ... | *ha-ʾemet hi she-...* | the truth is that..., the fact is that... | A fixed sentence-initial frame used to introduce a corrective or clarifying statement, signaling that what follows is the genuine state of affairs as opposed to what may have been assumed. Extremely common in everyday speech and written discourse across all registers. | [CORE] |
| אֱמֶת (*ʾemet*) | אֱמֶת וְיָצִיב | *ʾemet ve-yatsiv* | true and established, truth and stability | A fixed liturgical phrase from the morning prayer service affirming the truth and permanence of the preceding declaration. Documented in P1b (Root א-מ-ת, item 5); cross-referenced here for completeness. | [CORE] |
| אֱמֶת (*ʾemet*) | לֹא כָּל הָאֱמֶת | *lo kol ha-ʾemet* | not the whole truth, not the full truth | A periphrastic construction used to characterize a statement as incomplete or selectively true, e.g., *hu ʾamar lo kol ha-ʾemet* ("he did not tell the whole truth"). Common in legal and everyday discourse as a characterization of partial disclosure. | [CORE] |
| אֱמֶת (*ʾemet*) | כָּל הָאֱמֶת וְרַק הָאֱמֶת | *kol ha-ʾemet ve-raq ha-ʾemet* | the whole truth and nothing but the truth | A fixed phrase modeled on the courtroom oath formula, used in legal testimony and in everyday speech to emphasize complete and exclusive truthfulness. Appears in Israeli legal procedure and in popular discourse. | [CORE] |
| אֱמֶת (*ʾemet*) | כָּל הָאֱמֶת וּכְלוּם חוּץ מֵהָאֱמֶת | *kol ha-ʾemet ve-klum ḥuts min ha-ʾemet* | the whole truth and nothing but the truth | The standard Hebrew formulation of the legal oath formula. Used in court proceedings and formal legal contexts. | [CORE] |
| אֱמֶת (*ʾemet*) | כָּל הָאֱמֶת | *kol ha-ʾemet* | the whole truth, the entire truth | Used to emphasize that nothing true has been withheld. Appears in legal oaths and in everyday speech. | [CORE] |
| אֱמֶת (*ʾemet*) | לִחְיוֹת עִם הָאֱמֶת | *liḥyot ʿim ha-ʾemet* | to live with the truth, to face the truth | A periphrastic construction used in psychological and everyday discourse to describe accepting and coming to terms with a difficult reality, e.g., *tsarikh liḥyot ʿim ha-ʾemet* ("one must face the truth"). Common in therapeutic and literary registers. | [CORE] |
| אֱמֶת (*ʾemet*) | לְהִתְמוֹדֵד עִם הָאֱמֶת | *lehitmodded ʿim ha-ʾemet* | to confront the truth, to deal with the truth | Uses the reflexive verb *lehitmodded* ("to cope with, to confront") with *ha-ʾemet* as object. Emphasizes the psychological challenge of accepting a difficult truth. Common in therapeutic, journalistic, and political discourse. | [CORE] |
| אֱמֶת (*ʾemet*) | לְהִתְעַמֵּת עִם הָאֱמֶת | *lehitʿammet ʿim ha-ʾemet* | to confront the truth, to face the truth | Used in psychological, political, and everyday contexts to describe the act of acknowledging and engaging with an unwelcome reality. Common in therapeutic and journalistic discourse. | [CORE] |
| אֱמֶת (*ʾemet*) | לְחַפֵּשׂ אֶת הָאֱמֶת | *leḥappes ʾet ha-ʾemet* | to search for the truth, to seek the truth | Used in philosophical, journalistic, and legal contexts to describe the pursuit of truth as an active process. Common in discourse about investigative journalism, judicial proceedings, and philosophical inquiry. | [CORE] |
| אֱמֶת (*ʾemet*) | לְהוֹדוֹת בָּאֱמֶת | *lehodot ba-ʾemet* | to admit the truth, to acknowledge the truth | Used when a person concedes a true fact, often one that is unfavorable to themselves. Common in legal, interpersonal, and political contexts. | [CORE] |
| אֱמֶת (*ʾemet*) | גַּרְעִין שֶׁל אֱמֶת | *garʿin shel ʾemet* | a kernel of truth, a grain of truth | Used to evaluate a claim that is mostly false or exaggerated but contains some element of truth. Common in everyday and journalistic discourse. | [CORE] |
| אֱמֶת (*ʾemet*) | זוֹ הָאֱמֶת הַמָּרָה | *zo ha-ʾemet ha-marah* | this is the bitter truth, that is the hard truth | A predicative construction used to introduce or characterize an unwelcome true statement. Common in everyday and journalistic discourse. | [CORE] |
| אֱמֶת (*ʾemet*) | אֱמֶת כּוֹאֶבֶת | *ʾemet koʾevet* | painful truth | A collocation describing a truth that is painful to hear or acknowledge. Documented in P1b (Root א-מ-ת, item 15); cross-referenced here for completeness. | [CORE] |
| אֱמֶת (*ʾemet*) | בֶּאֱמֶת וּבְתָמִים | *be-ʾemet u-ve-tamim* | in truth and integrity, honestly and wholeheartedly | A fixed phrase used in formal, legal, and religious contexts to affirm that an action or statement is made with both truthfulness and complete sincerity. Documented in P1b. | [MARGINAL] — formal/religious register |
| אֱמֶת (*ʾemet*) | אֱמֶת הַמִּדָּה | *ʾemet ha-middah* | the standard, the benchmark, the true measure | Used in evaluative and critical discourse to refer to the genuine criterion by which something is judged. Common in journalistic and intellectual writing. Documented in P1b and P2a. | [CORE] |
| אֱמֶת (*ʾemet*) | לְהַפִּיץ שֶׁקֶר | *lehappits sheqer* | to spread lies, to disseminate falsehood | [See Item 11 — שֶׁקֶר below.] | [CORE] |
| אמין (*ʾamin*) | מָקוֹר אָמִין | *maqor ʾamin* | reliable source, credible source | A common collocation in journ[alistic discourse — entry truncated in source] | [CORE] |
