| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| נָכוֹן (*nakhon*) | לְנַכֵּן | *lenakhen* | root כ-ו-נ; Pi'el infinitive, "to correct, to adjust" | to correct, to adjust, to calibrate | Used in technical and everyday contexts to mean correcting or adjusting something to the proper standard, e.g., *lenakhen sheʾvaʾ* ("to correct an error"), *lenakhen maʿgal* ("to calibrate a device"). Less common than the noun forms. | [CORE] |
| נָכוֹן (*nakhon*) | כִּיווּן | *kivun* | root כ-ו-נ; Pi'el verbal noun, "direction, aiming, orientation" | direction, orientation, aiming | A highly productive derivation from the same root כ-ו-נ, used in everyday, technical, and military contexts for direction or orientation, e.g., *be-eyzeh kivun?* ("in which direction?"). The connection to *nakhon* is through the shared root rather than direct derivation from the adjective. | [CORE] |
| נָכוֹן (*nakhon*) | הֲכָנָה | *hakhanah* | root כ-ו-נ; Hif'il verbal noun, "preparation, making ready" | preparation, readiness | The standard word for preparation or getting ready, e.g., *hakhanah le-baḥinah* ("preparation for an exam"). Shares the root כ-ו-נ with *nakhon* through the sense of "being set, established, ready." A productive and common form. | [CORE] |
| נָכוֹן (*nakhon*) | נָכוֹן לְהַיּוֹם | *nakhon le-hayom* | *nakhon* + *le-* + *hayom* ("today") | as of today, correct as of the present date | A fixed administrative and journalistic formula specifying that information is accurate as of the current date. Documented in P1b root expansion (כ-ו-נ, item 5). | [CORE] |
| מְדֻיָּק (*meduyaq*) | דִּיּוּק | *diyyuq* | root ד-י-ק, Pi'el verbal noun | precision, accuracy, exactness; punctiliousness | The abstract noun denoting the quality of being precise or exact. Already documented as P1 item 25; cross-referenced here. Used in scientific, legal, and everyday contexts to evaluate the degree of accuracy in a statement, measurement, or action. Also used in rabbinic contexts to denote careful textual analysis or punctilious observance. | [CORE] |
| מְדֻיָּק (*meduyaq*) | בְּדִיּוּק | *bediyyuq* | *be-* (in, with) + *diyyuq* (precision) | exactly, precisely, accurately | An extremely common adverbial phrase used in everyday Hebrew to mean exactly or precisely. Functions as an intensifier confirming exact correspondence, e.g., *ze bediyyuq ma she-ratsiti* ("that's exactly what I wanted"), *ze be-diyyuq maʾh she-ʾamarti* ("that is exactly what I said"). One of the most frequent adverbs in modern spoken Hebrew. | [CORE] |
| מְדֻיָּק (*meduyaq*) | לְדַיֵּק | *ledayyeq* | root ד-י-ק, Pi'el infinitive | to be precise, to specify exactly, to examine closely, to be exact | The standard verb meaning to be precise or to specify something exactly. Used in everyday and formal Hebrew when asking for or providing exact information. Common in the phrase *ledayyeq be-* (to be precise about, to examine closely), e.g., *tsarikh ledayeq ba-nisuaḥ* ("one must be precise in the wording"), *ledayeq be-ʿuvdot* ("to be exact about the facts"). Common in academic, journalistic, and legal registers. | [CORE] |
| מְדֻיָּק (*meduyaq*) | מְדַיֵּק | *medayyeq* | root ד-י-ק, Pi'el active participle | precise person, one who is exact; being precise | Used as an adjective or nominal to describe a person who is characteristically precise or meticulous, or to describe the act of being precise in a given moment, e.g., *hu medayeq ba-peratim* ("he is precise about the details"). Common in everyday and professional discourse. | [CORE] |
| מְדֻיָּק (*meduyaq*) | אִי-דִּיּוּק | *ʾi-diyyuq* | *ʾi-* (negating prefix) + *diyyuq* (precision) | imprecision, inaccuracy, lack of exactness | Used in formal and written Hebrew to describe the absence of precision in a statement, measurement, or representation. Common in academic, legal, and journalistic criticism of inaccurate claims. Also used in scientific and journalistic contexts to evaluate a statement, measurement, or description as lacking the required degree of precision. | [CORE] |
| מְדֻיָּק (*meduyaq*) | דַּיְקָן | *dayqan* | root ד-י-ק + agentive suffix *-an* | a precise person, a stickler for accuracy, a punctilious person | Denotes a person who is characteristically precise, meticulous, or punctilious. Can be used approvingly (a careful, accurate person) or with mild irony (an overly pedantic person). Used in everyday and professional contexts. | [CORE] |
| מְדֻיָּק (*meduyaq*) | דַּיְקָנוּת | *dayqanut* | *dayqan* + abstract suffix *-ut* | precision, meticulousness, punctiliousness | Abstract noun denoting the quality of being precise or meticulous. Used in everyday and professional contexts to evaluate a person's or institution's degree of care and exactness. Can carry both positive and mildly negative (overly pedantic) connotations depending on context. | [CORE] |
| אוֹתֶנְטִי (*ʾotenti*) | אוֹתֶנְטִיּוּת | *ʾotentiyyut* | *ʾotenti* (authentic) + abstract noun suffix *-yut* | authenticity | The standard abstract noun for authenticity in modern Hebrew. Used in philosophical, aesthetic, cultural, psychological, and commercial discourse to describe the property of being genuine or authentic, e.g., *ʾotentiyut ha-ʾiʃiyut* ("the authenticity of the personality"), *ʾotentiyut tarbutil* ("cultural authenticity"). Common in discussions of art, identity, and cultural heritage. More common in educated registers. | [CORE] |
| אוֹתֶנְטִי (*ʾotenti*) | לֹא אוֹתֶנְטִי | *lo ʾotenti* | *lo* (not) + *ʾotenti* (authentic) | inauthentic, not genuine | The negated form used to describe something evaluated as not genuinely what it claims to be. Used in cultural, aesthetic, and commercial criticism. | [CORE] |
| אוֹתֶנְטִי (*ʾotenti*) | אוֹתֶנְטִית | *ʾotentit* | *ʾotenti-* + feminine suffix *-t* | authentic, genuine (feminine agreement) | The feminine form of *ʾotenti*, used in grammatical agreement with feminine nouns, e.g., *ḥavayaʾh ʾotentit* ("an authentic experience"). Standard inflectional form. | [CORE] |
| מְקוֹרִי (*meqori*) | מְקוֹרִיּוּת | *meqoriyyut* | *meqori* (original) + abstract noun suffix *-yut* | originality, genuineness, authenticity | The abstract noun denoting the quality of being original or genuinely creative. Used in aesthetic, legal, intellectual property, and everyday contexts to evaluate whether something is a genuine original rather than a copy or imitation, e.g., *meqoriyut ha-yetsirah* ("the originality of the work"), *beḥinat ha-meqoriyut* ("assessment of originality"). Common in evaluations of artistic or intellectual work. | [CORE] |
| מְקוֹרִי (*meqori*) | חֹסֶר מְקוֹרִיּוּת | *ḥoser meqoriyyut* | *ḥoser* (lack of) + *meqoriyyut* (originality) | lack of originality, unoriginality | A fixed phrase used in aesthetic and intellectual criticism to describe work that is derivative or unoriginal. Common in literary, artistic, and academic evaluation. | [CORE] |
| מְקוֹרִי (*meqori*) | מָקוֹר | *meqor* | root ק-ו-ר; noun, "source, origin" | source, origin | The base noun from which *meqori* is derived, meaning "source" or "origin." Used in journalistic contexts (*meqor ha-yadaʿot*, "the source of the information"), textual scholarship (*ha-meqor ha-ʿivri*, "the Hebrew original"), and everyday speech. Included here to document the derivational direction: *meqor* → *meqori* → *meqoriyyut*. | [CORE] |
| מְקוֹרִי (*meqori*) | בַּמָּקוֹר | *ba-meqor* | *be-* ("in") + *ha-meqor* ("the source/original"); "in the original" | in the original, in the source text | A fixed prepositional phrase used in translation, textual scholarship, and legal contexts to refer to the original-language version of a text, e.g., *ba-meqor ha-ʿivri* ("in the Hebrew original"), *ba-meqor ha-yevanit* ("in the Greek original"). | [CORE] |
