| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| מזויף | mezuyaf | forged, falsified, counterfeit; Pu'al passive participle from root ז-י-פ (z-y-f) | forged, fake, counterfeit, falsified | The adjectival/participial form describing something that has been falsified or is not genuine. Applied to documents, signatures, artworks, currency, credentials, and identities that have been deliberately made to appear genuine when they are not. Common in legal and journalistic contexts. Example: *teʿudat zehut mezuyefet* ("a forged identity document"). Directly contrasts with *meqori* (original) and *ʾotenti* (authentic). | [CORE] |
| צֶדֶק | tsedeq | justice, righteousness; root צ-ד-ק (ts-d-q), to be right, just | justice, righteousness, rightness | A foundational term in biblical, rabbinic, and modern Hebrew for justice and moral rightness, used in evaluating conduct, judgments, and social arrangements. Used in legal contexts (*mishpat u-tsedeq*, "justice and righteousness") and in evaluating whether an action or judgment is correct or fair. The related verb *tsadaq* means "to be right" or "to be justified." Participates in a large derivational family including *tsaddiq* ("righteous person") and *letsdiq* ("to justify, to vindicate"). Closely related to *tsaddiq* (righteous person) and *tsedaqa* (righteousness, charity). | [CORE] |
| צדיק | tsaddiq | righteous, just person; root צ-ד-ק (ts-d-q); intensive adjectival form | righteous, just, upright | Describes a person whose conduct conforms to moral and religious standards of rightness. A key evaluative term in biblical, rabbinic, and modern Hebrew moral discourse. Can also be used more loosely in modern Hebrew to describe someone who is blameless in a particular situation. | [CORE] |
| ישר | yashar | straight, upright, honest; root י-ש-ר (y-sh-r) | upright, honest, straightforward, just | A moral and evaluative term describing persons and conduct as morally straight, honest, and without deception or deviation. Appears extensively in biblical and rabbinic literature and remains in use in modern Hebrew in moral and legal discourse. Appears in the biblical phrase *ha-yashar be-ʿeynav* ("what is right in his eyes"). Yields derivations such as *yosher* ("uprightness, integrity") and *le-yasher* ("to straighten, to approve"). | [CORE] |
| יושר | yosher | uprightness, integrity, honesty; abstract noun from root י-ש-ר (y-sh-r) | integrity, uprightness, honesty, fairness | Refers to the quality of moral uprightness or integrity in a person's conduct or character. Used in ethical and legal discourse, sometimes approximating "equity" or "fairness." Appears in fixed expressions such as *middat ha-yosher* ("the standard of fairness/equity") and *yosher lev* ("integrity of heart"). Used in modern contract law discourse. Closely related to *yashar* but functions as an abstract quality noun rather than an attributive adjective. Example: *ʾish yosher* ("a man of integrity"). | [CORE] |
| רמאות | ramaʾut | deceit, fraud; abstract noun from root ר-מ-א (r-m-ʾ), to deceive, to cheat | deceit, fraud, cheating, trickery | Denotes the practice of deliberately misleading others, used in moral, legal, and everyday contexts to evaluate conduct as dishonest or fraudulent. Appears in legal discourse concerning commercial fraud and in everyday moral condemnation. The root yields *rammaʾi* ("deceiver, cheat") and *leramot* ("to deceive"). | [CORE] |
| הונאה | honaʾah | deception, fraud; verbal noun from root א-נ-ה in Hif'il pattern, to deceive, to defraud | deception, fraud, swindling | Used in legal and moral contexts to describe deliberate misleading of another person, particularly for material gain. Appears in contract law and consumer protection discourse. Example: *honaʾah be-miqaḥ u-memkar* ("fraud in buying and selling," a classical legal category). Yields *meʾoneh* ("deceiver") and *lehaʾot* ("to deceive"). | [CORE] |
| צביעות | tsevʿiut | hypocrisy, insincerity; from *tsavoaʿ* ("dyed, colored"); abstract noun; "being two-colored, hypocrisy" | hypocrisy, insincerity, two-facedness | Denotes the quality of presenting a false appearance of virtue or sincerity while concealing contrary intentions or conduct. Used in moral evaluation of persons and public figures. Example: *ze tsevʿiut mehuḥatsefet* ("that is blatant hypocrisy"). Contrasts with *kanut* ("sincerity") and *yosher* ("integrity"). | [CORE] |
| תקין | taqin | proper, in order, functioning correctly; root ת-ק-נ (t-q-n), to fix, correct, regulate | proper, correct, in order, functioning correctly, valid | Evaluates whether something is functioning correctly, is in proper order, or conforms to a standard — a machine, a procedure, a document, or conduct. Common in administrative, technical, and legal contexts. In legal and bureaucratic contexts it can indicate that a document or process is formally valid and correct. Implies conformity to a standard or norm rather than moral rightness per se. | [CORE] |
| תקף | taqef | valid, in force; root ת-ק-פ (t-q-p), strength, force, to be strong, valid, in force | valid, in force, effective, legally binding | Used primarily in legal and administrative contexts to describe documents, contracts, licenses, laws, or decisions that are currently in force and legally effective. Contrasts with *lo taqef* (invalid, expired) and *batel* ("null, void"). The noun *toqef* means validity or force. | [CORE] |
| בטל | batel | null, void, invalid; root ב-ט-ל (b-t-l), to be null, cease, be annulled | null, void, invalid, annulled | The standard legal and everyday term for something that is null, void, or without effect. Used in legal discourse (contracts, rulings) and in rabbinic law. The verb *levatel* means "to annul, cancel, nullify." | [CORE] |
| חוקי | ḥuqi | legal, lawful; derived from חוֹק (*ḥoq*, law, statute); root ח-ק-ק (ḥ-q-q) | legal, lawful, legitimate | Evaluates whether an action, document, or status conforms to law. Used in legal and administrative contexts to distinguish what is permitted or valid under law from what is not. Contrasts with *bilti ḥuqi* (illegal, unlawful). | [CORE] |
| לגיטימי | legitimi | legitimate; loanword from Latin/European *legitimus* | legitimate, valid, justified | Used in political, legal, and moral discourse to evaluate whether a claim, authority, action, or representation is justified or valid according to recognized standards. Functions as a direct parallel to English "legitimate" and is common in modern Hebrew public discourse. | [CORE] |
| כשר | kasher | fit, proper, valid; root כ-ש-ר (k-sh-r), fitness, suitability | fit, proper, valid, legitimate, kosher (in religious law) | Evaluates whether something meets the relevant standard of fitness or validity. In religious law, evaluates whether food, objects, or persons meet the required standards of fitness. Used broadly in rabbinic and legal contexts to mean "valid" or "fit," e.g., *ʿed kasher* ("a valid/competent witness"), *get kasher* ("a valid bill of divorce"). In broader modern Hebrew usage, *kasher* can describe any person or thing that is legitimate, proper, or above suspicion. Contrasts directly with *pasul* ("invalid, disqualified"). The noun *kashrut* refers to the state of being fit or valid as well as the dietary system. | [CORE] |
| פסול | pasul | disqualified, invalid, unfit; Qal passive participle from root פ-ס-ל (p-s-l), to disqualify, to hew away, to invalidate | invalid, disqualified, unfit, inadmissible | Evaluates persons, evidence, documents, or ritual objects as disqualified or invalid according to a relevant standard. Used in legal, religious, and general contexts to evaluate something or someone as failing to meet required standards and therefore invalid or inadmissible. Widely used in rabbinic law, e.g., a witness who is *pasul le-ʿedut* ("disqualified from testimony"), and in modern Israeli legal and administrative contexts. Example: *edut pesula* ("inadmissible testimony"). Contrasts directly with *kasher*. | [CORE] |
| סביר | savir | reasonable, plausible; root ס-ב-ר (s-b-r), to think, suppose, consider plausible | reasonable, plausible, credible | Evaluates whether a claim, explanation, or course of action is reasonable or plausible given available evidence or norms. Central in legal discourse, e.g., *ha-ʾadam ha-savir* ("the reasonable person" standard). Also used in everyday contexts to assess whether something makes sense or is believable. The noun *sevirut* denotes reasonableness. | [CORE] |
| מהות | mahut | essence, nature; derived from מָה (*ma*, what) + abstract suffix; "whatness, essence" | essence, nature, substance, what something fundamentally is | A philosophical and general-purpose term for the fundamental nature or defining character of something, used in contexts where one evaluates what something truly or essentially is. Appears in philosophical writing and in educated everyday speech. Example: *mahut ha-davar* ("the essence of the matter"). Participates in the compound *mahuti* ("essential, substantive"). | [CORE] |
| עצם | ʿetsem | bone, essence, self, very; root ע-צ-מ (ʿ-ts-m), strength, selfhood | essence, the very thing itself, substance; (in compounds) the actual, the real | Used in philosophical and legal Hebrew to indicate the essential or intrinsic nature of something, or to emphasize identity. Often appears in the construction *be-ʿetsem* ("in essence, actually") or *ʿetsem ha-davar* ("the very matter itself"). Also functions as a reflexive intensifier. In legal Hebrew, *ʿetsem ha-ʿinyan* means "the substance of the matter." Its use as an essence-term is more contextually determined than *mahut*. | [CORE] |
| דומה | dome | similar, resembling; root ד-מ-ה (d-m-h), to resemble, liken | similar, resembling, like | Evaluates resemblance or likeness between two entities. Used across all registers, including everyday and legal contexts (e.g., evaluating whether a copy resembles an original, or whether cases are analogous). The related noun *dimyon* means "resemblance" or "similarity," and the verb *ledamot* means "to resemble" or "to compare." | [CORE] |
| דמיון | dimyon | resemblance, likeness; from root ד-מ-ה (d-m-h), to resemble, to be like | resemblance, similarity, likeness; (also) imagination | In evaluative contexts, used to assess the degree to which one thing resembles another, relevant to questions of authenticity, imitation, and representation. The same word also means "imagination," which can create ambiguity; context disambiguates. Appears in aesthetic and legal discussions of imitation and copying. | [CORE] |
| דיוק | diyyuq | precision, exactness; verbal noun from root ד-י-ק (d-y-q), fineness, exactness | precision, accuracy, exactness | Refers to the quality of being exact or precise in a statement, measurement, or representation. Used in scientific, legal, scholarly, and journalistic contexts to evaluate how closely something corresponds to what it describes. Common expressions include *be-diyyuq* ("precisely, exactly") and *ḥoser diyyuq* ("lack of precision, inaccuracy"). The verb *ledayeq* means "to be precise" or "to examine closely." Closely related to *meduyaq* ("accurate, precise"). | [CORE] |
| הגון | hagun | decent, proper, fitting; root ה-ג-נ (h-g-n), related to propriety; etymology debated | decent, proper, respectable, fitting, fair | Evaluates persons, conduct, or offers as conforming to standards of decency, fairness, and propriety. Common in everyday speech and in legal or commercial contexts. Example: *meḥir hagun* ("a fair price"). Also used to evaluate moral character. Contrasts with *lo hagun* (improper, indecent, not fitting), which is also a common fixed expression. | [CORE] |
| לא הגון | lo hagun | not decent, not fitting; negation of *hagun* | improper, indecent, unfair, not right | A fixed negative evaluative expression used to describe conduct, treatment, or persons that fall below standards of decency or fairness. Extremely common in everyday moral and social evaluation. Functions as a conventionalized expression rather than a free negation. | [CORE] |
| ספק | safek | doubt, uncertainty; root ס-פ-ק (s-p-q) | doubt, uncertainty, question | Used in legal, religious, and everyday contexts to indicate that the truth, validity, or identity of something is uncertain or in question. In halakhic discourse, *safek* triggers specific rules for resolving uncertainty. In everyday usage, *be-li safek* ("without doubt") and *yesh safek* ("there is doubt") are common evaluative phrases. | [CORE] |
| חיקוי | ḥiqquy | imitation, mimicry; verbal noun from root ח-ק-ה (ḥ-q-h), to imitate, to copy | imitation, mimicry, copy | Refers to the act or product of imitating something, used in aesthetic, legal, and everyday contexts to evaluate whether something is original or merely a copy. Relevant to questions of authenticity and resemblance. Example: *ḥiqquy zol* ("a cheap imitation"). Contrasts with *meqori* ("original") and relates to *mezuyaf* when the imitation is deceptive. | [CORE] |
| עדות | ʿedut | testimony, witness; from root ע-ד-ה/ע-ו-ד (ʿ-d-h/ʿ-w-d) | testimony, evidence, witness | The standard term for testimony given by a witness in legal or quasi-legal contexts, where its truthfulness and reliability are subject to evaluation. Central to both biblical law and modern Israeli legal procedure. Examples: *ʿedut sheqer* ("false testimony") and *ʿedut neʾemenet* ("reliable testimony"). Participates in derivations including *ʿed* ("witness") and *lehaʿid* ("to testify"). | [CORE] |
| זהה | zehe | identical, the same; from root ז-ה-ה or related to *ze* ("this"); denotes identity/sameness | identical, the same | Evaluates whether two things are identical or the same. Used in legal, scientific, and everyday contexts. The noun *zahut* means "identity" (both personal identity and logical identity/sameness). | [CORE] |
| אֱמוּנָה / אמונה | ʾemunah | faithfulness, trust, belief; from root א-מ-נ + nominal pattern *ʾeCuCa* + feminine suffix -ah | faith, belief, faithfulness, trust | One of the most central terms in Hebrew religious and moral discourse, referring to the quality of trusting in God, a person, or a principle, and to the state of being faithful. Used in theological contexts (*ʾemuna be-ʾelohim*, faith in God), in moral evaluation (*ʾish ʾemuna*, a man of faith/faithfulness), and in the fixed phrase *ʾemet ve-ʾemuna* (truth and faithfulness). Also used in modern Hebrew for religious belief more broadly. Used across biblical, rabbinic, and modern contexts. | [CORE] |
| אֱמוּן / אמון | ʾemun / ʾimun | trust, confidence, reliance; also training, practice; root א-מ-נ + nominal pattern; also analyzed as Pi'el verbal noun pattern | trust, confidence, reliance; also training, practice | Used in two distinct senses: (a) interpersonal or institutional trust, e.g., *ʾimun ha-tsibur* ("public trust/confidence"), *ʾemun ha-tsibbur* ("public trust"); and (b) professional or physical training, e.g., *ʾimun tsvaʾi* ("military training"). Context disambiguates. Common in political and social discourse. Also appears in the phrase *ʾish ʾemun* (a trusted person, a confidant). Slightly more abstract and institutional than *ʾemuna*. | [CORE] |
| נֶאֱמָן / נאמן | neʾeman | faithful, loyal, trustworthy, reliable; root א-מ-נ, Nif'al participle | faithful, loyal, trustworthy, reliable; also trustee, fiduciary (in legal contexts) | Used to describe persons who are loyal and can be trusted — a faithful friend, a loyal employee, a reliable witness. Common in both everyday and formal Hebrew. Appears in fixed phrases such as *neʾeman le-* (faithful/loyal to) and *neʾeman la-ʾemet* (faithful to the truth). Also used as a title or form of address in some religious contexts. In legal and financial contexts, *neʾeman* denotes a trustee or fiduciary — a person entrusted with managing assets or interests on behalf of another. Standard legal terminology. | [CORE] |
| נֶאֱמָנוּת / נאמנות | neʾemanut | loyalty, faithfulness, fidelity, trustworthiness; root א-מ-נ, Nif'al nominal form + *-ut* suffix | loyalty, faithfulness, fidelity, trustworthiness; also trust (legal), fiduciary relationship, trusteeship | The abstract noun denoting the quality of being loyal or faithful. Used in moral, political, and legal discourse to evaluate whether a person or institution has maintained fidelity to a commitment, person, or principle. Common in discussions of political loyalty, marital fidelity, and professional integrity. In legal contexts, *neʾemanut* denotes a trust or fiduciary arrangement. Standard in Israeli property and financial law. | [CORE] |
| הֶאֱמִין / האמין | heʾemin | believed, trusted; root א-מ-נ, Hif'il perfect 3ms | believed, trusted (verb: to believe, to trust) | The standard verb for "to believe" in Hebrew, used in both religious contexts (believing in God) and everyday epistemic contexts (believing a person, believing a claim). The infinitive *lehaʾamin* is extremely common. Takes the preposition *be-* (*lehaʾamin be-*, to believe in) or *le-* (*lehaʾamin le-*, to believe someone). "אני מאמין לך" ("I believe you") is a common everyday expression. | [CORE] |
| אֵמוּן / אמון (training sense) | ʾemun (training sense) | training, apprenticeship, upbringing; root א-מ-נ + nominal pattern | training, apprenticeship, upbringing | Used to describe the process of training or raising someone — an apprentice, a ward, or a trainee. Appears in the phrase *ben ʾemun* (a ward, a foster child) and in contexts of professional training. This is a distinct semantic branch of the root from the trust/belief cluster. | [CORE] |
| אוֹמֵן / אומן | ʾomen | trainer, tutor, foster father, guardian; root א-מ-נ, Qal active participle | trainer, tutor, foster father, guardian | Used in biblical and literary Hebrew to describe a person who raises or trains another — a guardian, tutor, or foster parent. Appears in the biblical narrative of Mordecai as the *ʾomen* of Esther. Less common in everyday modern Hebrew but retained in literary and religious registers. | [MARGINAL] |
| אוֹמֶנֶת / אומנת | ʾomenet | nurse, nanny, foster mother, guardian; root א-מ-נ, Qal active participle, feminine form | nurse, nanny, foster mother, guardian | The feminine counterpart of *ʾomen*, used in biblical and literary Hebrew for a woman who raises or nurses a child. Appears in biblical narrative (e.g., the nurse of the infant Joash). Retained in literary and religious registers; less common in everyday modern Hebrew. | [MARGINAL] |
| מַאֲמִין / מאמין | maʾamin | believer, one who believes; trusting; root א-מ-נ, Hif'il active participle | believer, one who believes; trusting | Used to describe a person who holds religious belief or who believes a particular claim. In religious discourse, *maʾamin* denotes a believer in God or in a religious doctrine. In everyday discourse, it can describe someone who believes a particular person or claim, e.g., *ʾani maʾamin she-hu tsodeq* ("I believe he is right"). The plural *maʾaminim* is common in religious contexts. Used as both a verbal participle ("I believe") and a noun ("a believer"). | [CORE] |
| אֲמָנָה / אמנה | ʾamana / ʾamanaʾh | agreement, covenant, charter, compact; root א-מ-נ + nominal pattern *ʾaCaCa* + feminine suffix | agreement, covenant, charter, compact | Used in legal, political, and international contexts to describe a formal agreement or charter between parties. In modern Hebrew, *ʾamana* is used for international agreements, organizational charters, and formal compacts. The term implies a binding commitment grounded in mutual trust. E.g., *ʾamanaʾh leʾumit* ("national charter"), *ʾamanaʾh benleʾumit* ("international convention/charter"). | [CORE] |
| אָמֵן / אמן | ʾamen | so be it, it is firm/true; root א-מ-נ, frozen liturgical form | amen; so be it; affirmation of truth/reliability of a statement or prayer | Used in religious liturgy and prayer as an affirmation that what has been said is true or that the prayer is endorsed. Borrowed into many languages from Hebrew. In modern Hebrew, also used colloquially to express strong agreement or hope that something will come true. | [CORE] |
| מְהֵימָנוּת / מהימנות | mehimanut / meheymanut | trustworthiness, credibility, reliability; root א-מ-נ, Pu'al or Hif'il nominal form + *-ut* suffix | trustworthiness, credibility, reliability | The abstract noun corresponding to *mehiman*/*meheymen*. Used in legal and formal discourse to describe the property of being credible or trustworthy, especially of witnesses and sources. Appears in legal judgments in the phrase *behinat ha-mehimanut* (examination of credibility). Standard in legal, journalistic, and scientific contexts when evaluating sources, witnesses, or data. | [CORE] |
| אֱמֶת וֶאֱמוּנָה / אמת ואמונה | ʾemet ve-ʾemuna | truth and faithfulness; *ʾemet* (truth, root א-מ-ת) + *ve-* (and) + *ʾemuna* (faithfulness, root א-מ-נ) | truth and faithfulness; in truth and in faith | A fixed liturgical and literary phrase used in Jewish prayer (notably in the *ʾemet ve-ʾemuna* blessing following the *Shema*) and in formal declarations to affirm that something is both factually true and sincerely meant. Also used in legal and contractual language to indicate good faith. | [CORE] |
| לֹא נֶאֱמָן / לא נאמן | lo neʾeman | untrustworthy, unreliable, disloyal; *lo* (not) + *neʾeman* (faithful, trustworthy) | untrustworthy, unreliable, disloyal | Used in everyday and legal contexts to describe a person or source that cannot be trusted. In legal discourse, a witness described as *lo neʾeman* is one whose testimony is not to be relied upon. Also used in interpersonal contexts to describe disloyalty. | [CORE] |
| עֵד נֶאֱמָן / עד נאמן | ʿed neʾeman | reliable witness, faithful witness; *ʿed* (witness) + *neʾeman* (faithful, trustworthy) | reliable witness, faithful witness | A fixed phrase used in legal and religious discourse to describe a witness whose testimony is considered credible and trustworthy. Appears in biblical texts and in modern legal Hebrew. Also used metaphorically to describe a reliable record or document. | [CORE] |
| נֶאֱמָן לְ- / נאמן ל- | neʾeman le- | faithful to, loyal to, true to; *neʾeman* (faithful) + *le-* (to, toward) | faithful to, loyal to, true to | A productive collocation used to describe fidelity to a person, principle, or commitment. Common in political discourse (*neʾeman la-miflag*, loyal to the party), moral discourse (*neʾeman la-ʾemet*, faithful to the truth), and professional contexts (*neʾeman la-ʾavodato*, faithful to his work). | [CORE] |
| הַאֲמָנָה / האמנה | haʾamana | accreditation, authorization, credentialing; root א-מ-נ, Hif'il verbal noun (infinitive construct pattern) | accreditation, authorization, credentialing | Used in diplomatic and institutional contexts to describe the formal accreditation of an ambassador or the authorization of a representative. *Kitvey haʾamana* (letters of accreditation) is the standard phrase for diplomatic credentials presented by an ambassador to a head of state. | [CORE] |
| כִּתְבֵי הַאֲמָנָה / כתבי האמנה | kitvey haʾamana | letters of credence, letters of accreditation; *kitvey* (letters/documents of, construct plural of *ketav*) + *haʾamana* (accreditation) | letters of credence, letters of accreditation | The standard diplomatic term for the formal documents by which an ambassador is accredited to a foreign government. Used in official diplomatic and governmental contexts in modern Hebrew. | [CORE] |
| מוּסָד מְהֵימָן / מוסד מהימן | musad mehiman | reliable institution, credible institution; *musad* (institution) + *mehiman* (trustworthy, reliable) | reliable institution, credible institution | A collocation used in public and journalistic discourse to describe an institution — a news organization, a research body, a court — that is considered credible and trustworthy. Evaluates institutional rather than personal credibility. | [CORE] |
| מָקוֹר מְהֵימָן / מקור מהימן | maqor mehiman | reliable source, credible source; *maqor* (source) + *mehiman* (trustworthy, reliable) | reliable source, credible source | A fixed collocation used in journalistic, legal, and intelligence contexts to describe a source of information that is considered credible. Appears frequently in news reporting (*le-fi maqor mehiman*, "according to a reliable source"). | [CORE] |
| אֱמוּנִים / אמונים | ʾemunim | faithfulness, loyalty (plural/intensive form); also: the faithful (as a group); root א-מ-נ + nominal pattern + masculine plural suffix | faithfulness, loyalty (plural/intensive form); also: the faithful (as a group) | Used in biblical and literary Hebrew, often in poetic or elevated registers, to describe the quality of faithfulness or the community of the faithful. Appears in Psalms and other biblical poetry. Less common in everyday modern Hebrew but retained in religious and literary usage. | [MARGINAL] |
| אֲמִינוּת מֵידָע / אמינות מידע | ʾaminut meyda | information reliability, data reliability; *ʾaminut* (reliability) + *meyda* (information) | information reliability, data reliability | Used in technical, journalistic, and intelligence contexts to evaluate the reliability of a body of information or data. Common in discussions of media literacy, intelligence assessment, and scientific methodology. | [CORE] |
| בּוֹחֵן אֱמוּנִים / בוחן אמונים | boḥen ʾemunim | tester of loyalties, examiner of faithfulness; *boḥen* (tester, examiner, Qal participle of ב-ח-נ) + *ʾemunim* (faithfulness, loyalties) | tester of loyalties, examiner of faithfulness | A literary and biblical phrase used to describe God or a situation that tests the faithfulness or loyalty of a person. Appears in biblical and liturgical poetry. Used metaphorically in modern Hebrew to describe a situation that reveals whether someone is truly loyal. | [MARGINAL] |
