| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 1.6.2 | הַחֹזֶה נִכְנַס לְתֹקֶף | *ha-ḥoze nikhnas le-toqef* | [CORE] | More idiomatic and institutionally fixed expression; standard phrase in Israeli legal and administrative discourse |
| 1.6.3 | הַהֶסְכֵּם הָפַךְ לְתָקֵף עִם הַחֲתִימָה | *ha-heskem hafakh le-taqef ʿim ha-ḥatimah* | [CORE] | Standard way to express coming-into-force of a legal instrument |
| 1.7.1 | הַחוֹזֶה הָפַךְ לְבָטֵל | *ha-ḥoze hafakh le-batel* | [CORE] | Used in legal contexts when a contract loses validity through a subsequent event |
| 1.7.2 | הַחוֹזֶה נַעֲשָׂה בָּטֵל | *ha-ḥoze naʿasah batel* | [CORE] | Near-synonym of הַחוֹזֶה הָפַךְ לְבָטֵל; הָפַךְ לְ- is slightly more formal |
| 1.8.1 | הַהַסְבֵּר הָפַךְ לְסָבִיר | *ha-hasber hafakh le-savir* | [CORE] | Used when an explanation or claim that initially seemed implausible becomes credible in light of new information |
| 1.9.1 | הוּא הָפַךְ לְמוּטְעֶה לְגַמְרֵי | *hu hafakh le-mutʿe le-gamre* | [CORE] | Used to describe a process by which a person comes to hold a mistaken belief |
| 1.10.1 | הַמִּסְמָךְ הִתְגַּלָּה כְּמְזֻיָּף | *ha-mismaḵh hitgalaʾh ke-mezuyaf* | [CORE] | Same *lehitgalaʾh ke-* construction applies symmetrically to the negative pole |
| 1.10.2 | הַטַּעֲנָה הִתְגַּלְּתָה כְּשֶׁקֶר | *ha-taʿanah hitgaletah ke-sheker* | [CORE] | Common in journalistic and legal registers when a prior claim is retrospectively discredited |
| 1.10.3 | הַסִּיבָּה הִתְגַּלְּתָה כְּלֹא אֲמִתִּית | *ha-sibaʾh hitgaletah ke-lo ʾamitit* | [CORE] | Negated form is as natural as the positive form in the *lehitgalaʾh ke-* construction |
| 1.10.4 | הִתְגַּלָּה שֶׁהַחֲתִימָה מְזֻיֶּפֶת | *hitgallah she-ha-ḥatimah mezuyefet* | [CORE] | Common in journalistic and legal discourse; implies prior concealment |
| 1.10.5 | הִתְבָּרֵר שֶׁהָעֵד שִׁיקֵּר | *hitbarer she-ha-ʿed shiqer* | [CORE] | Common in journalistic and legal registers when a prior claim or source is retrospectively discredited |
| 1.10.6 | הִתְבָּרֵר שֶׁהַמֵּידָע לֹא הָיָה מְדֻיָּק | *hitbarer she-ha-meydaʿ lo hayah meduyaq* | [CORE] | Same *lehitbarer* construction applies with negative complements |
| 1.10.7 | הִתְבָּרֵר שֶׁהַמֵּידָע לֹא מְהֵימָן | *hitbarer she-ha-meydaʿ lo meheymen* | [CORE] | Construction is fully productive across truth-domain terms |
| 1.11.1 | הָאֱמוּן הִתְעַרֵר | *ha-ʾimun hitʿarer* | [CORE] | Primary inchoative construction for trust-erosion; specifically collocated with *ʾimun*, *ʾaminut*, and *ʾemunaʾh* |
| 1.11.2 | הָאֲמִינוּת הִתְעַרְעֲרָה לְאַחַר הַדִּיּוּחַ | *ha-ʾaminut hitʿarerah le-ʾaḥar ha-divuaḥ* | [CORE] | Hitpaʿel *lehitʿarer* collocated with *ʾaminut*; common in journalistic and political discourse |
| 1.11.3 | הָאֱמוּנָה בַּמֶּמְשָׁלָה הִתְעַרְעֲרָה | *ha-ʾemunaʾh ba-memshalaʾh hitʿarerah* | [CORE] | Hitpaʿel *lehitʿarer* collocated with *ʾemunaʾh*; common in political discourse |
| 1.11.4 | הָאֱמוּן קָרַס לְחַלּוּטִין | *ha-ʾimun qaras le-ḥalutʾin* | [CORE] | Expresses more complete or terminal loss of trust than *lehitʿarer*; less frequent but attested in political and literary registers |
| 1.11.5 | הַנֶּאֱמָנוּת אָבְדָה | *ha-neʾemanut ʾavdah* | [CORE] | Expresses complete or terminal loss of faithfulness; less frequent but attested in political and literary registers |
| 1.11.6 | אֱמוּן הַצִּבּוּר הִתְמוֹטֵט | *ʾemun ha-tsibbur hitmotet* | [CORE] | Standard phrase in political and journalistic discourse for a trust collapse |
| 1.12.1 | הַסָּפֵק גָּדַל | *ha-safek gadal* | [CORE] | Common in narrative and journalistic registers; intransitive verb *gadal* with abstract noun subject is a natural Hebrew pattern |
| 1.12.2 | הַסָּפֵק הִתְעַצֵּם עִם הַזְּמַן | *ha-safek hitʿatsem ʿim ha-zman* | [CORE] | Verb *hitʿatsem* applied to *safek* as subject; common in narrative and journalistic registers |
| 1.12.3 | עָלָה סָפֵק לְגַבֵּי מְהֵימָנוּת הָעֵד | *ʿalah safek le-gabi meheymanut ha-ʿed* | [CORE] | Verb *laʿalot* used with *safek* as subject to express inchoative emergence of doubt; common in legal and narrative registers |
| 1.12.4 | נוֹצַר סָפֵק בְּלֵב הַשּׁוֹפֵט | *notsaʾr safek be-lev ha-shefeṭ* | [CORE] | Verb *lehivaʾreʾ* / *lehinotsér* used with *safek* as subject; common in legal and narrative registers |
| 1.13.1 | הָעֵד הָפַךְ לְפָסוּל | *ha-ʿed hafakh le-pasul* | [CORE] | Used in legal contexts when a witness loses qualified status due to a subsequent disqualifying event |
| 1.14.1 | הַדִּיּוּחַ הָפַךְ לְמַטְעֶה | *ha-diyuaḥ hafakh le-matʿe* | [CORE] | Used when a report or statement that was initially accurate becomes misleading due to changed circumstances |
| 1.15.1 | הַמָּסְמָךְ הָפַךְ לְמְזֻיָּף בְּיָדָיו | *ha-mismakh hafakh le-mezuyaf be-yadav* | [UNCERTAIN] | Grammatically possible but semantically awkward; active causative construction strongly preferred; inchoative is not a common or natural expression for this term |
| 1.16.1 | הַשְּׁמוּעָה נַעֲשְׂתָה אֲמִתִּית | *ha-shmuʿah naʿasetat ʾamitit* | [CORE] | Slightly more colloquial than הָפַךְ לְ-; used in everyday and journalistic discourse |
