| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **3. ADNOMINAL MODIFICATION** — *-zko* relational adjective | *Gezurrezko lekukotasuna* | N/A | "False testimony / Perjury." | Frequent in legal and formal registers; the same morphological pattern applies consistently. No attested variation in the prenominal position for this domain. | [CORE] |
| **3. ADNOMINAL MODIFICATION** — *-ko* relational adjective | *Benetako arazoa* | Benetako arazoa | "The real problem." | Same pre-nominal pattern; head noun carries definiteness and case marking. *Benetako* is fully lexicalized in this attributive function. | [CORE] |
| **4. BECOME / INCHOATIVE** — Suffixed *-tu* intransitive | *Zintzotu* | N/A | "To become honest; to reform." | Used in moral and characterological contexts; intransitive use with *da* auxiliary yields the inchoative reading without ambiguity in context. | [CORE] |
| **4. BECOME / INCHOATIVE** — Suffixed *-tu* intransitive | *Okertu* | N/A | "To go wrong; to become distorted; to err." | Broadly attested across moral, physical, and epistemic senses; the range of meaning is wider than *zintzotu* and extends beyond the strictly moral domain. | [CORE] |
| **4. BECOME / INCHOATIVE** — Suffixed *-tu* intransitive | *Okertu egin da gauza hori.* | Okertu egin da gauza hori. | "That thing has gone wrong." | Lexically restricted; *okertu* is well-attested but the pattern does not extend freely across the domain. *Zilegitu* is noted as marginal; no *-tu* inchoative from *egia* or *gezurra* is attested. | [MARGINAL] |
| **4. BECOME / INCHOATIVE** — Suffixed *-tu* intransitive | *Gauzak okertu dira* | N/A | "Things have gone wrong / Things have become crooked." | Standard inchoative pattern; used when no explicit agent is present. Attested across multiple roots in this domain (*okertu*, *usteldu*, *zuzendu*). | [CORE] |
| **4. BECOME / INCHOATIVE** — Periphrastic *bihurtu da* | *Egia bihurtu da.* | Egia bihurtu da. | "It has become true / It turned out to be true." | General inchoative strategy; applies broadly with truth-domain nominals and adjectivals as complement. Most productive inchoative pattern in this domain. | [CORE] |
| **4. BECOME / INCHOATIVE** — Resultant state: ADJECTIVE + *egon* | *Oker nago* | N/A | "I am wrong / I am mistaken." | Marks contingent, reversible states; contrasts systematically with *izan* for inherent properties. Common in everyday and evaluative discourse. | [CORE] |
| **5. CAUSATIVE** — Morphological *-arazi* causative | *Gezurra sinetsarazi* | N/A | "To make someone believe a lie; to get someone to believe a falsehood." | The *-arazi* productive causative is the expected form when the causing of a belief state is expressed; common in narrative and argumentative registers. | [CORE] |
| **5. CAUSATIVE** — Morphological *-arazi* causative | *Egiaztarazi zion.* | Egiaztarazi zion. | "He/she made him/her verify it / caused it to be verified." | Grammatically productive in Basque generally but relatively low-frequency for truth-domain verbs in the data. No *-arazi* causative from nominal bases (*egia*, *gezurra*) is documented. | [MARGINAL] |
| **5. CAUSATIVE** — Lexicalized *-tu* transitive | *Egiaztatu* | N/A | "To cause to be verified; to have [something] confirmed." | Standard in administrative, legal, and journalistic registers; the implicit causative reading is institutionally established rather than compositionally derived in active use. | [CORE] |
| **5. CAUSATIVE** — *-tu* transitive with object | *Akatsak zuzendu* | N/A | "To correct the errors." | The standard transitive/causative reading of *-tu* verbs when an explicit object is present; frequent in professional, editorial, and legal contexts. | [CORE] |
| **5. CAUSATIVE** — *-tu* transitive with object | *Epaia baliogabetu* | N/A | "To nullify the judgment." | Frequent in legal and administrative registers; the causative reading is determined by argument structure, not by any additional morphology. | [CORE] |
| **5. CAUSATIVE** — Periphrastic *eragin* + infinitive | *Egia esan eragin zion.* | Egia esan eragin zion. | "He/she made him/her tell the truth." | More commonly attested than morphological causative in this domain. *Eragin* and *behartu* + infinitive are the preferred causative strategies for truth-domain expressions. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tasun* abstract nominal | *Ziurtasun* | N/A | "Certainty; sureness; assurance." | Highly productive and unrestricted across registers; *-tasun* nominals in this domain are fully lexicalized and function as ordinary abstract nouns. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tasun* abstract nominal | *Zintzotasun* | N/A | "Honesty; uprightness; sincerity." | Common in moral discourse, educational, and religious registers; no observable restriction on use. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tasun* abstract nominal | *Zintzotasuna* | Zintzotasuna | "Honesty, sincerity, integrity." | Primary and fully productive pattern; applies uniformly to all adjectival bases in the data. Attested for *egiazkotasuna*, *benetakotasuna*, *faltsutasuna*, *zuzentasuna*, *zehaztasuna*, *sinesgarritasuna*, *jatortasuna*, *antzekotasuna*, *baliogabetasuna*. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tasun* abstract nominal | *Fidagarritasuna* | Fidagarritasuna | "Reliability, trustworthiness." | Same pattern; no restrictions observed across the attested adjectival bases in this domain. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tasun* abstract nominal | *Egiatasuna* | N/A | "Truthfulness / The quality of being true." | The primary abstract property nominalizer in this domain; highly productive and attested across a large set of roots. Used in formal, philosophical, and evaluative discourse. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-pen* result nominal | *Egiaztapen* | N/A | "Verification / Attestation (as result or document)." | Secondary nominalization pattern on verbal stems; yields result nominals rather than quality nominals; attested in formal and administrative registers. Distinct from *-tasun* nominals in meaning and use. Frequent in administrative and legal registers. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-tze* process nominal | *Egiaztatze*, *ziurtatze* | N/A | Process nominalization pattern. | Process nominalization pattern; distinct from *-tasun* (quality) and *-pen* (result); attested but not the primary pattern in this domain. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-tzaile* agentive | *Zuzentzaile* | N/A | "Corrector; editor; proofreader." | Standard professional and occupational label; fully lexicalized in publishing and educational contexts. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-ti* habitual/characterological | *Gezurti* | N/A | "Liar; lying person." | Common and idiomatic as a characterizing nominal; the *-ti* suffix in this instance is fully lexicalized and carries a clear pejorative moral evaluation. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-ti* habitual/characterological | *Gezurtia* | Gezurtia | "The liar." | Fully lexicalized and common for the falsehood domain. Restricted to this side of the domain asymmetry; no parallel *-ti* form for truth-telling is attested. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — Periphrastic relative clause | *Egia esaten duena* | Egia esaten duena | "The one who tells the truth." | Standard periphrastic strategy for expressing the truth-telling agent; no single-word agentive form is attested for this function. Character adjectives (*zintzoa*, *jatorra*) serve a related but non-agentive function. Noted in P4a as the expected substitute for a lexical gap. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — *-gile* maker/doer agent | *Iruzurgilea* | N/A | "Fraudster / Swindler." | Attested for doer/maker agents in this domain; used in legal and evaluative contexts. Less frequent than *-ti* forms for character evaluation. | [CORE] |
| **8. TRANSLATIVE CONSTRUCTION** | *Egiazkotzat jo* | N/A | "To consider as true; to take as genuine." | Characteristic of legal, administrative, and formal written registers; marks attribution as institutional judgment rather than direct assertion. | [CORE] |
| **8. TRANSLATIVE CONSTRUCTION** | *Baliozkotzat jo* | N/A | "To consider as valid; to regard as legitimate." | Parallel to *egiazkotzat jo* in distribution and register; both are productive with *jo*, *hartu*, and *onartu* as the evaluative verb. | [CORE] |
| **8. VERBAL NOMINALIZATION / PROCESS NOMINALIZATION** — *-tze* + *-a* verbal noun | *Egiaztatzea* | Egiaztatzea | "The verifying, verification (as process)." | Productive across the verification sub-domain; functions freely as syntactic subject and object. Denotes ongoing process or act, distinct from *-pen* result nominals. | [CORE] |
| **8. VERBAL NOMINALIZATION / PROCESS NOMINALIZATION** — *-tze* + *-a* verbal noun | *Frogatzea* | Frogatzea | "The proving, demonstration (as process)." | Same pattern; equally productive. Attested in subject position (*frogatzea zaila da*) and in genitive/postpositional constructions (*frogatzeko zama*). | [CORE] |
| **8. PROCESS NOMINALIZATION** — Verbal stem + *-tze* | *Egiaztatze-prozesua* | N/A | "The verification process." | Standard process nominalization; used when the ongoing activity (rather than the result or the agent) is foregrounded. Frequent in procedural and administrative discourse. | [CORE] |
| **8. PROCESS NOMINALIZATION** — Verbal stem + *-tze* | *Egokitze* | N/A | "Adaptation / The process of adapting." | Same pattern; used across a range of verbal stems in this domain. Contrasts systematically with *-pen* (result) and *-keta* (action/result) nominals. | [CORE] |
| **9. EPISTEMIC HEDGE** | *Ziurrenik etorriko da* | N/A | "He/she will probably come; most likely he/she will come." | Common across spoken and written registers as a sentence-level probability marker; the semantic shift from "certainly" to "probably" is fully established and not marked as unusual. | [CORE] |
| **9. EPISTEMIC HEDGE** | *Antza denez, egia da* | N/A | "Apparently it is true; it would seem to be true." | Attested in both spoken and written registers; *antza denez* and *antza du* function as parenthetical evidential frames and are not restricted to formal contexts. | [CORE] |
| **9. PRIVATIVE / NEGATED-PROPERTY CONSTRUCTION** — *-gabe* privative | *Baliogabea* | Baliogabea | "Invalid, null, without value." | Productive for nominal roots and verbal stems; attested for *baliogabea*, *egigabea*, *zehaztugabea*, *egiaztatu gabe*. Expresses absence of a property rather than impossibility. | [CORE] |
| **9. PRIVATIVE / NEGATED-PROPERTY CONSTRUCTION** — *ezin* impossibility construction | *Frogaezina* | Frogaezina | "Unprovable, impossible to prove." | Specific to verbal roots; expresses impossibility rather than mere absence. Attested for *egiaztaezina*, *frogaezina*. Distinct in meaning from *-gabe* and not interchangeable with it. | [CORE] |
| **9. PEJORATIVE ABSTRACT NOMINALIZATION** — *-keria* | *Gezurkeria* | N/A | "Lying; deceitfulness; dishonesty as a habitual practice." | Common in moral evaluation contexts; the pejorative and habitual reading is inherent to the suffix and not dependent on context for disambiguation. | [CORE] |
| **9. PEJORATIVE ABSTRACT NOMINALIZATION** — *-keria* | *Itxurakeria* | N/A | "Pretense; affectation; hypocrisy; keeping up appearances." | Attested in everyday and literary registers; the range of meaning is broader than *gezurkeria* and covers social performance as well as deliberate deception. | [CORE] |
| **9. PEJORATIVE ABSTRACT NOMINALIZATION** — *-keria* | *Ustelkeria* | N/A | "Corruption / Moral decay." | Productive pejorative nominalizer; semantically consistent across all attested forms in this domain. Used in moral, political, and evaluative discourse. | [CORE] |
| **10. POTENTIAL / WORTHY-OF ADJECTIVAL** — *-garri* potential adjectival | *Frogagarria* | Frogagarria | "Provable, demonstrable." | Productive across the epistemic sub-domain; attested for *egiaztagarria*, *frogagarria*, *fidagarria*, *sinesgarria*. Attaches to verbal stems. | [CORE] |
| **10. POTENTIAL / WORTHY-OF ADJECTIVAL** — *-gaitz* / *-kaitz* negative counterpart | *Fidagaitza* | Fidagaitza | "Unreliable, hard to trust." | Consistent negative counterpart to *-garri* across all attested examples; *-gaitz* / *-kaitz* is the preferred negation strategy for this adjectival type rather than *-gabe*. Attested for *fidagaitza*, *sineskaitza*. | [CORE] |
| **10. EPISTEMIC HEDGE ADVERBIALS** — Nominal + instrumental *-z* | *Itxuraz ondo dago* | N/A | "Apparently it is fine / It seems to be fine." | Sentence-level epistemic hedge; marks reduced speaker commitment. Frequent in spoken and journalistic registers. | [CORE] |
| **10. EPISTEMIC HEDGE ADVERBIALS** — Nominal + instrumental *-z* | *Ustez erruduna da* | N/A | "Supposedly he/she is guilty / Allegedly guilty." | Frequent in legal, journalistic, and evaluative discourse; marks the proposition as based on belief or supposition rather than verified fact. Parallel adnominal forms (*itxurazko*, *ustezko*) are attested (see §3). | [CORE] |
| **11. LIGHT-VERB CONSTRUCTIONS WITH *EGIN* AND *ESAN*** — Truth-domain nominal + *esan* | *Gezurra esan* | N/A | "To tell a lie." | Primary verbal strategy for speech-act expressions in this domain; the nominal bears absolutive case and the light verb carries all inflection. Frequent across all registers. | [CORE] |
| **11. LIGHT-VERB CONSTRUCTIONS WITH *EGIN* AND *ESAN*** — Truth-domain nominal + *egin* | *Iruzurra egin* | N/A | "To commit fraud / To cheat." | Primary verbal strategy for action expressions in this domain where no dedicated *-tu* verb is attested. The *egin* vs. *esan* distribution follows a speech-act vs. action distinction consistently. | [CORE] |
