| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| egiazko / egiazkoa | egiazko lekukotasuna eman | N/A | to give true testimony; to provide genuine witness | Verbal construction combining the nominal collocation *egiazko lekukotasuna* (true testimony, P1b Root 1, item 11) with *eman* (to give). Used in legal contexts to describe the act of providing accurate and genuine testimony. | [CORE] |
| egiazko / egiazkoa | egiazko kopiak ziurtatu | N/A | to certify true copies; to authenticate copies | Verbal construction combining *egiazko kopiak* (certified true copies, P1b Root 1, item 26) with *ziurtatu* (to certify). Used in administrative and legal contexts for the formal certification of document copies. | [CORE] |
| egiazko / egiazkoa | egiazkotzat jo | N/A | to consider as true; to take as genuine; to regard as authentic | Construction using the translative case suffix *-tzat* (as, for) with *jo* (to consider, to take). Used in legal, journalistic, and everyday contexts to describe the act of treating something as true or genuine, without necessarily asserting that it is so. | [CORE] |
| egiazko / egiazkoa | egiazkotzat onartu | N/A | to accept as true; to acknowledge as genuine | Construction using the translative *-tzat* with *onartu* (to accept, to acknowledge). Used in legal and administrative contexts to describe formal acceptance of something as authentic or valid. | [CORE] |
| egiazko / egiazkoa | Hori egiazkoa da. | Hori egiazkoa da. | That is genuine / That is true. | The basic predicative construction with *egiazkoa* as predicate adjective. Used to assert that something is genuine or truthful. Common across all registers. | [CORE] |
| egiazko / egiazkoa | Egiazkoa den ala ez | Egiazkoa den ala ez | Whether it is genuine or not | A subordinate interrogative construction using the relative *den* and the disjunction *ala ez*. Used in evaluative and investigative contexts to frame the question of genuineness. Common in spoken and written registers. | [CORE] |
| egiazko / egiazkoa | Egiazkoa dela ziurtatu | Egiazkoa dela ziurtatu | To confirm that it is genuine | A complement clause construction with *egiazkoa dela* (that it is genuine) as the embedded clause complement of *ziurtatu* (to confirm, to certify). Used in legal and administrative contexts. | [CORE] |
| egiazko / egiazkoa | Egiazko informazioa zabaldu | N/A | To spread/disseminate true information | A collocation combining the attributive *egiazko* with *informazioa* ("information") and *zabaldu* ("to spread, to disseminate"). Used in journalistic and media contexts, particularly in discussions of misinformation and fact-checking. | [CORE] |
| egiazko / egiazkoa | Egiazko adiskidea | N/A | A true friend; a genuine friend | A collocation combining *egiazko* with *adiskidea* ("friend"). Used in everyday and literary contexts to distinguish genuine friendship from superficial or instrumental relationships. Common in moral and relational discourse. | [CORE] |
| egiazko / egiazkoa | Egiazko arrazoia | N/A | The real reason; the true reason | A collocation combining *egiazko* with *arrazoia* ("reason, cause"). Used to distinguish the actual underlying reason for something from stated or apparent reasons. Common in analytical and everyday discourse. | [CORE] |
| egiazko / egiazkoa | Egiazko balioa | N/A | The true value; the genuine value; the real worth | A collocation combining *egiazko* with *balioa* ("value, worth"). Used in economic, philosophical, and everyday evaluative contexts to distinguish genuine value from apparent or assigned value. | [CORE] |
| egiaztatu | egiaztatu gabe utzi | N/A | to leave unverified; to leave without verification | Construction combining the participial *egiaztatu* with *gabe* (without) and *utzi* (to leave, to allow). Used in administrative and journalistic contexts to describe the failure to verify information before acting on or publishing it. | [CORE] |
| egiaztatu | egiaztatu ezin den informazioa | N/A | information that cannot be verified; unverifiable information | Relative clause construction using the negative potential *ezin* with the verbal noun to modify *informazioa* (information). Used in journalistic and legal contexts to characterize information whose truth cannot be confirmed. | [CORE] |
| egiaztatu | behar bezala egiaztatu | N/A | to verify properly; to verify as required | Construction using the adverbial phrase *behar bezala* (as required, properly, as it should be) with *egiaztatu*. Used in administrative and legal contexts to assert that verification has been carried out correctly and in accordance with requirements. | [CORE] |
| egiaztatu | Egiaztatu al duzu? | Egiaztatu al duzu? | Have you verified it? Have you confirmed it? | The interrogative construction of *egiaztatu* with the question particle *al*. Used in administrative, legal, and everyday contexts to query whether verification has been performed. | [CORE] |
| egiaztatu | ofizialki egiaztatu | N/A | to officially verify; to officially certify | Construction using the adverb *ofizialki* (officially) with *egiaztatu*. Used in administrative and legal contexts to specify that verification has been carried out through official channels. | [CORE] |
| gezur / gezurra | gezurra esan | N/A | to tell a lie; to say a falsehood | The primary verbal collocation of *gezur* in everyday speech, directly parallel to *egia esan* (to tell the truth). Used across all registers in moral, interpersonal, and legal contexts. | [CORE] |
| gezur / gezurra | gezurra da | N/A | it is a lie; it is false; that is untrue | Predicative construction asserting that a proposition or statement is false, directly parallel to *egia da* (it is true). Common in everyday speech and in argumentative discourse. | [CORE] |
| gezur / gezurra | gezurra asmatu | N/A | to make up a lie; to invent a falsehood; to fabricate | Verbal construction combining *gezurra* with *asmatu* (to invent, to devise, to make up). Used in moral and interpersonal contexts to describe the deliberate fabrication of false information. | [CORE] |
| gezur / gezurra | gezurra zabaldu | N/A | to spread a lie; to disseminate falsehood | Verbal construction combining *gezurra* with *zabaldu* (to spread, to disseminate, to extend). Used in journalistic and political contexts to describe the propagation of false information. Common in media and political commentary. | [CORE] |
| gezur / gezurra | gezurra harrapatu | N/A | to catch someone in a lie; to catch out a liar | Verbal construction combining *gezurra* with *harrapatu* (to catch, to trap). Used in everyday and legal contexts to describe the act of detecting or exposing a lie or a liar. | [CORE] |
| gezur / gezurra | gezurretan harrapatu | N/A | to catch in lies; to catch out lying | Construction using the locative plural *gezurretan* (in lies, in the act of lying) with *harrapatu* (to catch). Slightly more emphatic than *gezurra harrapatu*, implying repeated or habitual lying. Common in everyday speech. | [CORE] |
| gezur / gezurra | gezurra sinetsarazi | N/A | to make someone believe a lie; to get someone to believe a falsehood | Causative construction combining *gezurra* with *sinetsarazi* (to cause to believe, causative of *sinetsi*). Used in moral and rhetorical contexts to describe the act of deceiving someone into believing something false. | [CORE] |
| gezur / gezurra | gezurra eta egia nahastu | N/A | to mix lie and truth; to confuse falsehood and truth | Paired nominal construction parallel to *egia eta gezurra nahastu* (Construction 15 under *egia*). The ordering with *gezurra* first may carry a slightly more pejorative framing. Used in moral and analytical contexts. | [CORE] |
| gezur / gezurra | gezur handia | N/A | a big lie; a great falsehood | Nominal collocation combining *gezur* with *handia* (big, great). Used in moral and political discourse to characterize a particularly egregious or consequential falsehood. Common in journalistic and everyday speech. | [CORE] |
| gezur / gezurra | gezur txikia | N/A | a small lie; a white lie; a minor falsehood | Nominal collocation combining *gezur* with *txikia* (small). | [CORE] |
