| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 3.20 | Dokumentua faltsifikatu | Dokumentua faltsifikatu | [CORE] | Documented in P2a 14.3; P2b 14.4. |
| 3.21 | Data zehaztu | Data zehaztu | [CORE] | Documented in P2a 8.2. |
| 3.22 | Baldintza zehaztu | Baldintza zehaztu | [CORE] | Documented in P2a 8.2. |
| 3.23 | Abokatuak bere errugabetasuna frogatu du | Abokatuak bere errugabetasuna frogatu du | [CORE] | Documented in P2a D28.1 as the standard transitive verb for the act of proving. |
| 3.24 | Fidagarria dela frogatu | Fidagarria dela frogatu | [CORE] | Documented in P2b 9.3; P4a §11. |
| 3.25 | Faltsua dela frogatu | Faltsua dela frogatu | [CORE] | Documented in P2b 14.3; P4a §11. |
| 3.26 | Testua egokitu | Testua egokitu | [CORE] | Documented in P2a 19.2; P2b 19.3. |
| 3.27 | Aukerak berdindu | Aukerak berdindu | [CORE] | Documented in P2a 18.3. Used in social and political discourse. |
| 3.28 | (usteldu, transitive) | N/A | [CORE] | Documented in P2a 22.2 as covering both physical and moral/political senses. No explicit transitive example sentence provided in CONTEXT. |
| 3.29 | (gardendu, transitive) | N/A | [CORE] | Documented in P2a. No explicit transitive example sentence provided at point of truncation. |
