| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| luotettavuus | N/A | reliability, trustworthiness (from *luotettava* + *-uus*) | reliability, trustworthiness, credibility | The nominal form used in formal evaluations of sources, methods, witnesses, and systems. Frequently appears in academic, journalistic, and legal discourse (*tutkimuksen luotettavuus* — "the reliability of the research"). Closely related to but distinct from *uskottavuus* (credibility, plausibility). | [CORE] |
| epäluotettava | N/A | unreliable, untrustworthy (from *epä-* + *luotettava*) | unreliable, untrustworthy, undependable | The negated counterpart of *luotettava*, used to characterize sources, persons, or data that cannot be trusted. Appears in evaluative contexts across legal, journalistic, and everyday registers. | [CORE] |
| uskottava | N/A | believable, credible (passive present participle of *uskoa* — "to believe"; from *uskoa* + *-ttava*) | credible, believable, plausible, convincing | Evaluates whether a claim, person, or representation is such that it can or should be believed (*uskottava selitys* — "a credible explanation"; *uskottava todistaja* — "a credible witness"). Derives *uskottavuus* (credibility). Distinct from *luotettava* in that it concerns believability rather than dependability. | [CORE] |
| uskottavuus | N/A | credibility, plausibility (from *uskottava* + *-uus*) | credibility, plausibility, believability | Used to assess whether a claim, narrative, or person commands belief. Appears in legal, journalistic, and everyday evaluative contexts. A witness's *uskottavuus* is a standard consideration in Finnish legal proceedings. | [CORE] |
| pätevä | N/A | valid, competent, qualified (present participle of *päteä* — "to be valid, to apply, to be competent") | valid, competent, qualified, sound | Applied to arguments, credentials, persons, and legal instruments to assert that they meet required standards or hold in the relevant domain (*pätevä peruste* — "a valid reason/ground"; *pätevä opettaja* — "a qualified teacher"; *pätevä todiste* — "valid evidence"; *pätevä hakija* — "qualified applicant"). Derives *pätevyys* (validity, competence). Used in both logical and professional evaluation contexts. | [CORE] |
| pätevyys | N/A | validity, competence (from *pätevä* + *-yys*) | validity, competence, qualification, soundness | The nominal form used to evaluate whether a person holds the required qualifications or whether an argument or instrument meets formal standards (*todistuksen pätevyys* — "the validity of a certificate"). Appears in legal, academic, and professional contexts. Overlaps with *oikeellisuus* in formal evaluation but emphasizes applicability and qualification. | [CORE] |
| pätemätön | N/A | invalid, incompetent (from *päteä* + negative *-mätön*) | invalid, incompetent, unqualified, void | The negated counterpart of *pätevä*; used in legal contexts to declare instruments or arguments void or invalid, and of persons to indicate lack of qualification. | [CORE] |
| väärä | N/A | wrong, false, crooked (adjective; also has spatial sense of "crooked, bent") | wrong, false, incorrect, fake, counterfeit | The primary antonym of both *oikea* and *tosi* in evaluative contexts. Covers both epistemic falsity (a wrong answer) and inauthenticity (a counterfeit object) (*väärä vastaus* — "a wrong answer"; *väärä henkilöllisyys* — "a false identity"; *väärä seteli* — "counterfeit banknote"; *väärä nimi* — "false name"; *väärä väite* — "false claim"; *väärä teko* — "wrong act"). Used across moral, logical, and factual evaluation. Derives *vääryys* (wrongness, injustice), *väärentää* (to falsify, to forge), *väärennös* (forgery). | [CORE] |
| epätosi | N/A | untrue, false (negation prefix *epä-* + *tosi*) | untrue, false | The direct negation of *tosi*, used to assert that a statement does not correspond to reality. More explicitly propositional in use than *väärä*, and more formal in register. Appears in logical and philosophical discourse; less common in casual speech than *väärä* or *ei totta*. More explicitly logical in register than *väärä*, though the two overlap. | [CORE] |
| väärentää | N/A | to falsify, to forge (derived from *väärä* + causative suffix *-ntää* / *-entää*) | to falsify, to forge, to counterfeit, to adulterate | Denotes the deliberate act of making something false, counterfeit, or fraudulent — documents, signatures, currency, evidence (*väärentää asiakirja* — "to forge a document"; *väärentää historiaa* — "to falsify history"). A standard legal term in Finnish criminal law. Used in legal and moral contexts. Derives *väärennös* (forgery, counterfeit), *väärentäjä* (forger), and *väärentäminen* (forgery, falsification). | [CORE] |
| väärentäminen | N/A | forgery, falsification (verbal noun of *väärentää*) | forgery, falsification, counterfeiting | The nominal form used in legal and administrative contexts to name the act or offense of forging or falsifying. Appears in compound legal terms such as *asiakirjan väärentäminen* (document forgery). | [CORE] |
| väärennös | N/A | forgery, counterfeit (from *väärentää* + result nominalization *-ös*) | forgery, fake, counterfeit, falsification | Refers to the product of deliberate falsification — a forged document, counterfeit object, or fabricated representation (*taulun väärennös* — "a forgery of a painting"). Distinct from *kopio* (neutral copy) and *jäljitelmä* (imitation) in that it implies fraudulent intent. Standard term in Finnish legal language. Used in legal, art-authentication, and documentary contexts. Contrasts with *aito* (genuine) and *alkuperäinen* (original). | [CORE] |
| alkuperäinen | N/A | original (from *alkuperä* — "origin, source" + *-inen*) | original, authentic, primary, initial, source | Asserts that something is the first or source version rather than a copy, translation, or derivative (*alkuperäinen teos* — "the original work"; *alkuperäinen sopimus* — "the original contract"; *alkuperäinen asiakirja* — "the original document"). Used in legal, artistic, and documentary evaluation. Overlaps with *aito* but emphasizes temporal and genealogical priority rather than non-counterfeit status. Derives *alkuperäisyys* (originality, authenticity of provenance). | [CORE] |
| tarkka | N/A | precise, accurate, exact (adjective) | accurate, precise, exact, careful | Evaluates whether a measurement, description, translation, or observation corresponds closely to its object or standard (*tarkka mittaus* — "an accurate measurement"; *tarkka kuvaus* — "an accurate description"). Derives *tarkkuus* (accuracy, precision) and *tarkistaa* (to check, to verify). Emphasizes closeness of correspondence rather than binary truth. | [CORE] |
| tarkkuus | N/A | accuracy, precision (from *tarkka* + *-uus*) | accuracy, precision, exactness | The nominal form used to evaluate the degree of correspondence between a representation, measurement, or description and its referent (*mittauksen tarkkuus* — "the accuracy of the measurement"). Used in scientific, technical, and evaluative discourse. Distinct from *oikeellisuus* in that it admits of degrees. Frequently used in measurement, translation, and reporting contexts. | [CORE] |
| tarkistaa | N/A | to check, to verify, to inspect (from *tarkka* + causative/factitive suffix) | to check, to verify, to inspect, to review | Denotes the act of examining something to determine whether it is accurate, correct, or in order (*tarkistaa tiedot* — "to verify the information"; *tarkistaa passi* — "to check the passport"). Used in administrative, legal, and everyday contexts. Derives *tarkistus* (check, verification, review). | [CORE] |
| todistaa | N/A | to prove, to testify, to witness (from *tosi* via *todistus* / *tosi* + *-staa*) | to prove, to demonstrate, to testify, to witness, to certify, to attest | Used in legal contexts for giving testimony and in logical/epistemic contexts for proving a claim (*todistaa oikeudessa* — "to testify in court"; *todistaa väite* — "to prove a claim"; *todistaa syyllisyys* — "to prove guilt"; *todistaa asiakirja* — "to certify a document"). Covers both the act of proving a claim and the act of giving testimony or certifying a document. Central to both legal and epistemic evaluation. Derives *todistus* (proof, certificate, testimony), *todistaja* (witness), *todiste* (piece of evidence). | [CORE] |
| todiste | N/A | piece of evidence (from *todistaa*, result nominalization) | evidence, proof, piece of evidence, exhibit | Refers to a specific item of evidence used to establish the truth or falsity of a claim, particularly in legal contexts (*todiste rikoksesta* — "evidence of a crime"; *esittää todiste* — "to present evidence"). Distinct from *todistus* (which can mean a certificate or testimony as a whole) in referring to individual evidentiary items. Used in legal and investigative discourse. | [CORE] |
| todistus | N/A | proof, testimony, certificate (verbal noun from *todistaa*) | proof, evidence, testimony, certificate, attestation | Covers both the abstract sense of proof or evidence and the concrete sense of a certificate or credential (*syntymätodistus* — "birth certificate"; *todistus syyllisyydestä* — "proof of guilt"). Widely used across legal, administrative, and everyday contexts. | [CORE] |
| näennäinen | N/A | apparent, seeming (from *näkyä* — "to appear, to be visible" + *-nnäinen*) | apparent, seeming, ostensible, superficial | Describes something that appears to be the case but may not be, or that has the surface form of a quality without its substance (*näennäinen yksimielisyys* — "apparent consensus"; *näennäinen rehellisyys* — "ostensible honesty"; *näennäinen yhdenmukaisuus* — "apparent conformity"). Used in philosophical, critical, and analytical contexts to signal a gap between appearance and reality. Contrasts with *todellinen* (real, actual). | [CORE] |
| rehellinen | N/A | honest (from *rehellis-*; etymology uncertain, possibly from Swedish *redlig*) | honest, truthful, straightforward, upright, sincere | Evaluates persons, statements, and conduct as characterized by honesty and non-deception (*rehellinen vastaus* — "an honest answer"; *rehellinen ihminen* — "an honest person"). Used across everyday, moral, and legal contexts. Derives *rehellisyys* (honesty). Contrasts with *epärehellinen* (dishonest) and *vilpillinen* (fraudulent, deceitful). | [CORE] |
| rehellisyys | N/A | honesty (from *rehellinen* + *-yys*) | honesty, integrity, truthfulness, straightforwardness | Abstract noun denoting the quality or virtue of being honest in conduct, speech, or representation. Used in moral, professional, and legal evaluations of character and conduct. Frequently appears in discussions of journalistic, scientific, and personal integrity. | [CORE] |
| epärehellinen | N/A | dishonest (from *epä-* + *rehellinen*) | dishonest, untruthful | The negated counterpart of *rehellinen*; used to characterize persons or conduct as dishonest. Common in moral and everyday evaluative contexts. | [CORE] |
| valheellinen | N/A | mendacious, false (from *valhe* — "lie" + *-llinen*) | false, mendacious, lying, deceitful | Evaluates statements or persons as characterized by lying or deliberate falsehood (*valheellinen todistus* — "false testimony"; *valheellinen väite* — "a mendacious claim"). More formal and explicitly moral in register than *väärä*. Used in legal and ethical contexts. Derives from *valhe* (lie) and *valehdella* (to lie). | [CORE] |
| vilppi | N/A | deceit, fraud, bad faith | deceit, fraud, dishonesty, bad faith, cheating | Denotes deliberate deception or fraudulent conduct, particularly in academic, commercial, and legal contexts. *Akateeminen vilppi* (academic fraud/misconduct) is a fixed expression in Finnish higher education. Derives *vilpillinen* (fraudulent, deceitful). | [CORE] |
| vilpillinen | N/A | dishonest, fraudulent, deceitful (from *vilppi*, deceit/fraud, + *-llinen*) | dishonest, fraudulent, deceitful, in bad faith | Describes conduct, intent, or persons characterized by deception or bad faith (*vilpillinen menettely* — "fraudulent conduct"). A standard phrase in Finnish legal and administrative language. Contrasts directly with *rehellinen* and with *vilpitön* (sincere, in good faith). | [CORE] |
| vilpitön | N/A | sincere, in good faith, guileless (from *vilppi* + negative *-tön*) | sincere, honest, in good faith, guileless | Describes persons or conduct free from deception or ulterior motive (*vilpitön tarkoitus* — "sincere intention"; *vilpitön mieli* — "good faith"). Important in both moral and legal evaluations of intent. | [CORE] |
| oikeudenmukaisuus | N/A | justice, fairness (from *oikeuden* — genitive of *oikeus* "justice/right" + *mukainen* — "in accordance with" + *-uus*) | justice, fairness, righteousness, equity | Evaluates conduct, decisions, or systems as conforming to principles of justice or fairness (*oikeudenmukainen tuomio* — "a just verdict"; *oikeudenmukainen kohtelu* — "fair treatment"). A central term in moral, legal, and political discourse. Distinct from *oikeellisuus* (correctness to a rule) in that it concerns substantive fairness. Derives from the same root as *oikea* and *oikeus*. | [CORE] |
| oikeudenmukainen | N/A | just, fair (from *oikeuden* — genitive of *oikeus* "justice/right" + *mukainen* — "in accordance with") | just, fair, righteous | Evaluates persons, decisions, and systems as conforming to principles of justice or fairness (*oikeudenmukainen tuomio* — "a just verdict"; *oikeudenmukainen kohtelu* — "fair treatment"). Used in moral, legal, and political discourse. Derives *oikeudenmukaisuus* (justice, fairness). Distinct from *oikea* in emphasizing procedural and distributive justice rather than simple correctness. | [CORE] |
| asianmukainen | N/A | proper, appropriate (from *asian* — genitive of *asia* "matter, thing" + *mukainen* — "in accordance with") | proper, appropriate, adequate, correct | Evaluates whether something is done or constituted in the manner appropriate to the relevant matter or standard (*asianmukainen menettely* — "proper procedure"; *asianmukainen dokumentaatio* — "proper documentation"). Used heavily in administrative, legal, and professional contexts. Emphasizes procedural and normative correctness. | [CORE] |
| perusteeton | N/A | unfounded, groundless (from *peruste* — "ground, basis, reason" + *-ton* privative suffix) | unfounded, groundless, unsubstantiated, baseless | Evaluates claims, accusations, or decisions as lacking adequate grounds or justification (*perusteeton syytös* — "an unfounded accusation"; *perusteeton väite* — "an unsubstantiated claim"). Used in legal, academic, and argumentative contexts. Contrasts with *perusteltu* (justified, well-founded). | [CORE] |
| perusteltu | N/A | justified, well-founded (past passive participle of *perustella* — "to justify, to give reasons for") | justified, well-founded, substantiated, reasoned | Evaluates claims, decisions, or beliefs as supported by adequate grounds or reasoning (*perusteltu päätös* — "a justified decision"; *perusteltu epäilys* — "a well-founded suspicion"). Used in legal, academic, and deliberative contexts. Contrasts with *perusteeton* (unfounded). Derives from *peruste* (ground, basis). | [CORE] |
| epäaito | N/A | inauthentic, not genuine (negation prefix *epä-* + *aito*) | inauthentic, fake, spurious, not genuine | The direct negation of *aito*, used to assert that something presented as genuine is not. Applied to objects, emotions, and conduct (*epäaito tunne* — "an inauthentic feeling"; *epäaito tuote* — "a non-genuine product"). Less common than *aito* itself but attested in both everyday and philosophical discourse. Less common than *väärä* or *väärennös* in legal contexts but used in aesthetic and philosophical evaluation. Derives *epäaitous* (inauthenticity). | [CORE] |
| totuudenmukaisuus | N/A | truthfulness, conformity to truth (from *totuuden* — genitive of *totuus* + *mukainen* — "conforming to" + *-uus*) | truthfulness, veracity, accuracy, conformity to truth | Evaluates whether a statement, account, or representation conforms to the truth or to facts. Used in legal contexts (e.g., evaluating witness statements) and in journalistic and academic contexts. More specific than *totuus* in emphasizing conformity rather than the property of truth itself. | [CORE] |
| jäljitelmä | N/A | imitation, copy, replica (from *jäljitellä*, to imitate, + *-mä*, nominal suffix) | imitation, replica, copy, fake, counterfeit | Denotes an object or representation made to resemble another, often with an implication that it lacks the value or status of the original. Does not necessarily imply fraudulent intent. Used in aesthetic, commercial, and legal contexts. Contrasts with *alkuperäinen* and *aito*. | [CORE] |
| tosi | N/A | true, real (base adjective/adverb) | true; real; really (intensifier) | Used predicatively (*se on tosi* — "it is true") and as a colloquial intensifier in colloquial speech (*tosi hyvä* — "really good"; *tosi paljon* — "really a lot"). The base form from which the entire cluster derives. | [CORE] |
| totuus | N/A | truth (tot- + -uus, abstract noun suffix) | truth | The standard nominal for truth as an abstract property or a specific true state of affairs. Used in philosophical, legal, and everyday discourse. | [CORE] |
| totuudenmukaisuus | N/A | truthfulness; conformity to truth (totuuden, genitive of totuus + mukainen, in accordance with + -uus) | truthfulness; accuracy; fidelity to truth; conformity to truth; veracity | Used in journalistic, legal, and academic contexts to evaluate whether a representation, account, or statement faithfully corresponds to the facts (*uutisoinnin totuudenmukaisuus* — "the truthfulness of the reporting"). | [CORE] |
| totuudenmukainen | N/A | truthful; accurate; faithful to the truth (totuuden, genitive of totuus + mukainen, in accordance with) | truthful; accurate; faithful to the truth; conforming to truth | Applied to accounts, descriptions, and representations to assert that they correspond to the facts (*totuudenmukainen kuvaus* — "a truthful/accurate description"; *totuudenmukainen kertomus* — "a truthful account"). Used in legal testimony evaluation and journalistic standards. | [CORE] |
| totuudenvastaisuus | N/A | untruthfulness; falsity; contrariness to truth (totuuden, genitive of totuus + vastainen, contrary to + -uus) | untruthfulness; falsity; contrariness to truth | Used in legal and formal contexts to characterize statements or representations that contradict the truth (*todistajan totuudenvastaisuus* — "the witness's untruthfulness"; *lausuman totuudenvastaisuus* — "the untruthfulness of the statement"). More formal than *valheellisuus*. | [CORE] |
| totuudenvastainen | N/A | contrary to truth; untruthful; false (totuuden, genitive of totuus + vastainen, contrary to) | contrary to truth; untruthful; false | Applied to statements, claims, and representations in legal and formal discourse to assert that they contradict the truth (*totuudenvastainen väite* — "a claim contrary to truth"; "a statement contrary to truth; a false claim"). | [CORE] |
| totuusjärjestelmä | N/A | truth system; regime of truth (totuus + järjestelmä, system) | truth system; regime of truth | Used in philosophical and social-theoretical discourse (particularly in discussions of Foucault and epistemology) to refer to the set of norms and institutions that determine what counts as true in a given context. | [MARGINAL] |
| totuusarvo | N/A | truth value (totuus + arvo, value) | truth value | Technical term in logic and formal semantics referring to the truth or falsity of a proposition (*lauseen totuusarvo* — "the truth value of a sentence"). Used in logic, mathematics, and linguistics. Standard in Finnish logic textbooks. | [CORE] |
| totuuskomissio | N/A | truth commission (totuus + komissio, commission) | truth commission | Used in political and legal discourse to refer to bodies established to investigate historical injustices or atrocities (*Etelä-Afrikan totuuskomissio* — "the South African Truth Commission"; *totuus- ja sovintokomissio* — "truth and reconciliation commission"). | [CORE] |
| totuuspuhe | N/A | truth-telling; discourse of truth; truth-speech; parrhesia (totuus + puhe, speech, talk) | truth-telling; discourse of truth; truth-speech; parrhesia | Used in philosophical and political discourse, including in discussions of parrhesia and frank speech, to refer to the practice of speaking truth (*totuuspuhe vaatii rohkeutta* — "truth-telling requires courage"). Also used more broadly for honest public discourse. | [MARGINAL] |
| totuusserum | N/A | truth serum (totuus + serum, serum, loanword) | truth serum | Used in legal, journalistic, and popular discourse to refer to substances alleged to compel truthful disclosure (*totuusseerumin käyttö kuulusteluissa* — "the use of truth serum in interrogations"). Also used figuratively. | [CORE] |
| todellinen | N/A | real; actual (tode-, stem of tosi + -llinen, adjectival suffix) | real; actual; genuine; true | Asserts that something exists or is the case in reality as opposed to being apparent or imagined (*todellinen ongelma* — "a real problem"; *todellinen syy* — "the real reason"). Used across everyday, philosophical, and scientific discourse. | [CORE] |
| todellisuus | N/A | reality; actuality (todellinen + -uus) | reality; actuality | The standard term for reality as a domain. Used in philosophical, psychological, and everyday contexts (*todellisuudessa* — "in reality"; *paeta todellisuutta* — "to escape reality"). | [CORE] |
| todellisuudessa | N/A | in reality; in actual fact (todellisuus + inessive -ssa) | in reality; in actual fact; actually | Fixed adverbial phrase used to contrast appearance or expectation with what is actually the case. Extremely common in spoken and written Finnish. | [CORE] |
| todellisuudentaju | N/A | sense of reality; grasp of reality (todellisuuden, genitive of todellisuus + taju, sense, grasp, perception) | sense of reality; grasp of reality | Used in psychological and everyday discourse to evaluate whether a person has an adequate perception of what is real (*häneltä puuttuu todellisuudentaju* — "he lacks a sense of reality"; *hänellä on hyvä todellisuudentaju* — "she has a good sense of reality"). | [CORE] |
| todellisuuspako | N/A | escape from reality; escapism (todellisuus + pako, escape, flight) | escape from reality; escapism | Used in psychological and cultural criticism to describe the tendency to avoid confronting reality through fantasy, entertainment, or denial (*elokuvat voivat olla todellisuuspakoa* — "films can be an escape from reality"). | [CORE] |
| todistaa | N/A | to prove; to testify; to witness (tod- + -istaa, causative/factitive verbal suffix) | to prove; to testify; to witness; to attest; to certify | Used in legal contexts for giving testimony and in logical/epistemic contexts for proving a claim. Central to both legal and epistemic evaluation. | [CORE] |
| todistus | N/A | proof; certificate; testimony (todista- + -us, result nominalization) | proof; certificate; testimony; attestation | Used in legal contexts for testimony and in administrative contexts for certificates and credentials (*koulutodistus* — "school certificate"; *todistus syyllisyydestä* — "proof of guilt"). | [CORE] |
| todistaja | N/A | witness; testifier (todista- + -ja, agent suffix) | witness; testifier | Used in legal discourse for a person who gives testimony (*silminnäkijätodistaja* — "eyewitness"; *todistaja oikeudessa* — "witness in court"; *todistaja vannoo kertovansa totuuden* — "the witness swears to tell the truth"). Also used in religious contexts (*Jehovan todistaja* — "Jehovah's Witness"). | [CORE] |
| todistajanlausunto | N/A | witness statement; witness testimony (todistajan, genitive of todistaja + lausunto, statement, declaration) | witness statement; witness testimony | Legal and procedural term for the formal statement given by a witness. Appears in court documents and police reports. | [CORE] |
| todiste | N/A | piece of evidence; proof (todista- + -e, result nominalization) | piece of evidence; proof | Refers to a specific item of evidence used to establish the truth or falsity of a claim, particularly in legal contexts. | [CORE] |
| todistusaineisto | N/A | body of evidence; evidentiary material (todistus + aineisto, material, body of material) | body of evidence; evidentiary material | Used in legal and investigative discourse to refer to the totality of evidence assembled in a case (*todistusaineiston riittävyys* — "the sufficiency of the body of evidence"; *todistusaineisto oli riittämätön* — "the body of evidence was insufficient"). | [CORE] |
| todistustaakka | N/A | burden of proof (todistus + taakka, burden, load) | burden of proof | Standard legal term referring to the obligation resting on a party to prove a contested fact (*todistustaakka on syyttäjällä* — "the burden of proof lies with the prosecutor"). | [CORE] |
| todistusvoima | N/A | probative force; evidentiary weight; probative value (todistus + voima, force, power) | probative force; evidentiary weight; probative value | Legal and logical term for the degree to which a piece of evidence or an argument establishes a claim (*todisteen todistusvoima* — "the probative force of the evidence"; *todistuksen todistusvoima* — "the probative value of the evidence"). Evaluated by courts when assessing whether evidence is sufficient to establish a fact. | [CORE] |
| todistetusti | N/A | demonstrably; provably; as has been proven (todistettu, past passive participle of todistaa + -sti, adverbial suffix) | demonstrably; provably; as has been proven | Used as a sentence adverb in legal, academic, and journalistic discourse to assert that something has been established by evidence (*todistetusti väärä* — "demonstrably false"; *todistetusti väärä väite* — "a demonstrably false claim"). | [CORE] |
| todentaa | N/A | to verify; to authenticate; to confirm; to validate; to confirm as real (tode-/toden-, stem of tosi + -ntaa, causative suffix) | to verify; to authenticate; to confirm; to validate; to confirm as real | Used in administrative, technical, legal, and security contexts to refer to the act of confirming that something is real, correct, or authentic (*todentaa henkilöllisyys* — "to verify identity"; *todentaa tiedot* — "to verify the data"). Increasingly common in IT and cybersecurity contexts. | [CORE] |
| todennus | N/A | verification; authentication; validation (todenna- + -us, result nominalization) | verification; authentication; validation | The nominal form of *todentaa*. Used in administrative, technical, and computing contexts (*kaksivaiheinen todennus* — "two-factor authentication"; *tietojen todennus* — "data verification"). | [CORE] |
| todentaminen | N/A | verification; authentication; confirmation; validation (todenta- + -minen, verbal noun suffix) | verification; authentication; confirmation; validation | Nominal form of *todentaa*. Used in technical standards, administrative procedures, and IT security documentation (*kaksivaiheinen todentaminen* — "two-factor authentication"; *henkilöllisyyden todentaminen* — "identity verification"). | [CORE] |
| todentua | N/A | to come true; to be verified; to materialize; to prove true (tode- + inchoative/reflexive -ntua) | to come true; to be verified; to materialize; to prove true | Used to describe a prediction, fear, or expectation that turns out to be true or that is confirmed by events (*ennuste todentui* — "the prediction came true/was verified"). | [CORE] |
| todennäköinen | N/A | probable; likely (toden, genitive of tosi/totuus + näköinen, appearing like, looking like) | probable; likely | The standard term for probability in everyday, scientific, and legal discourse (*todennäköinen syy* — "probable cause"; *todennäköinen selitys* — "a likely explanation"). | [CORE] |
| todennäköisyys | N/A | probability; likelihood (todennäköinen + -yys, nominalizing suffix) | probability; likelihood | The standard nominal for probability in mathematics, statistics, science, and everyday discourse (*todennäköisyyslaskenta* — "probability calculus"; *suuri todennäköisyys* — "high probability"). | [CORE] |
| todennäköisesti | N/A | probably; likely; in all likelihood (todennäköinen + -sti, adverbial suffix) | probably; likely; in all likelihood | The standard adverb for expressing probability in everyday, journalistic, and academic discourse (*hän on todennäköisesti oikeassa* — "he is probably right"). | [CORE] |
| toteuttaa | N/A | to implement; to realize; to carry out; to execute (tote-, stem related to tosi/tode- + -uttaa, causative suffix) | to implement; to realize; to carry out; to execute | Used in administrative, project management, and everyday contexts to refer to bringing something into reality or executing a plan (*toteuttaa suunnitelma* — "to implement a plan"; *toteuttaa unelma* — "to realize a dream"). | [CORE] |
| toteutua | N/A | to be realized; to come true; to materialize; to come about (tote- + -utua, reflexive/inchoative suffix) | to be realized; to come true; to materialize; to come about | Used to describe the coming into reality of a plan, prediction, or wish (*ennuste toteutui* — "the prediction came true"; *unelma toteutui* — "the dream was realized"). | [CORE] |
| todenmukainen | N/A | true-to-life; realistic; verisimilar; accurate (toden, genitive of tosi + mukainen, conforming to, in accordance with) | true-to-life; realistic; verisimilar; accurate | Used in aesthetic and evaluative contexts to describe representations — literary, artistic, journalistic — that conform closely to reality or to lived experience (*todenmukainen kuvaus* — "a realistic/true-to-life portrayal"). | [CORE] |
| todenmukaisuus | N/A | verisimilitude; realism; true-to-lifeness (toden + mukainen + -uus) | verisimilitude; realism; true-to-lifeness | Abstract noun derived from *todenmukainen*. Used in literary criticism, film criticism, and aesthetic theory to evaluate how faithfully a work represents reality. | [CORE] |
| todenperäinen | N/A | true; factual; based on truth; genuine (toden, genitive of tosi + peräinen, originating from, based on) | true; factual; based on truth; genuine | Used to assert that a story, account, or claim is based on actual events or facts (*todenperäinen tarina* — "a true story; a story based on real events"). Common in journalism and narrative contexts. | [CORE] |
| todenperäisyys | N/A | factual basis; truth; authenticity of account (todenperäinen + -yys) | factual basis; truth; authenticity of account | Abstract noun evaluating whether an account or claim is genuinely based on facts. Used in journalistic and legal evaluation of narratives. | [CORE] |
| toden totta | N/A | truly; really; in all truth; indeed (toden, genitive of tosi + totta, partitive of tosi) | truly; really; in all truth; indeed | Fixed adverbial phrase used for emphatic affirmation (*se on toden totta niin* — "it is truly so; it really is the case"). Registers as slightly formal or literary. | [CORE] |
