| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **4. BECOME / INCHOATIVE** — *osoittautua* + TRANSLATIVE | *Väite osoittautui vääräksi.* | Väite osoittautui vääräksi. | "The claim turned out to be false." | The primary construction for expressing that something proves to have a truth-domain property; common in journalistic, legal, and academic registers. | [CORE] |
| **4. BECOME / INCHOATIVE** — *toteutua* | *Ennuste toteutui.* | Ennuste toteutui. | "The prediction came true." | Restricted to propositions with a prospective or intentional character: predictions, plans, wishes, hopes. Not interchangeable with *osoittautua* for general truth-domain inchoatives. | [CORE] |
| **4. BECOME / INCHOATIVE** — *todentua* (intransitive) | *Ennuste todentui.* | Ennuste todentui. | "The prediction came true / was verified." | Restricted to subjects that are predictions, expectations, or hypotheses; not interchangeable with *osoittautua*. Less frequent than the translative construction; more characteristic of written registers. | [MARGINAL] |
| **4. BECOME / INCHOATIVE** — morphological *-utua* | *(aitoutua)* | (aitoutua) | "to become authentic" | Attested but marginal; not productively available across the truth-domain adjective class. Lexical coverage is sparse and individual forms should not be assumed to exist without attestation. | [MARGINAL] |
| **5. CAUSATIVE** — *tehdä* + TRANSLATIVE | *Todisteet tekivät väitteen uskottavaksi.* | Todisteet tekivät väitteen uskottavaksi. | "The evidence made the claim credible." | Productive general-purpose causative; common in argumentative, journalistic, and academic prose. Fully productive across truth-domain adjectives in the translative. | [CORE] |
| **5. CAUSATIVE** — morphological *väärentää* | *Hän väärensi asiakirjan.* | Hän väärensi asiakirjan. | "He forged the document." | Lexicalized; *väärentää* is fully established and common in legal and administrative contexts. Standard legal and administrative term for document or object forgery; implies intent. Common in legal texts, news reporting, and everyday language. | [CORE] |
| **5. CAUSATIVE** — morphological *väärentää* | *Hän väärensi passin.* | Hän väärensi passin. | "He/she forged the passport." | Standard legal and administrative term for document or object forgery; implies intent. Common in legal texts, news reporting, and everyday language. | [CORE] |
| **5. CAUSATIVE** — morphological *väärentää* | *Todistaja väärensi asiakirjan.* | Todistaja väärensi asiakirjan. | "The witness forged the document." | *Väärentää* is the standard legal and journalistic term for forgery and falsification; occurs in formal and official registers. No periphrastic alternative is dominant in this specific sense. | [CORE] |
| **5. CAUSATIVE** — *vääristää* | *Monopoli vääristää kilpailua.* | Monopoli vääristää kilpailua. | "A monopoly distorts competition." | Standard in economic, political, and analytical registers for distortion or skewing; does not necessarily imply intent. Semantically and legally distinct from *väärentää*. | [CORE] |
| **5. CAUSATIVE** — morphological *todentaa* | *Viranomaiset todensivat henkilöllisyyden.* | Viranomaiset todensivat henkilöllisyyden. | "The authorities verified the identity." | *Todentaa* is standard in official, legal, and administrative contexts for verification and authentication. Morphological causatives in this domain are fully lexicalized rather than productively derived. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — ADJ + *-uus/-yys* | *Lähteen luotettavuus on kyseenalainen.* | Lähteen luotettavuus on kyseenalainen. | "The reliability of the source is questionable." | The *-uus/-yys* nominalizer is the primary and productive pattern for truth-domain quality nouns; common across all formal registers. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — ADJ + *-uus/-yys* | *Menettelyn asianmukaisuus tarkistettiin.* | Menettelyn asianmukaisuus tarkistettiin. | "The propriety of the procedure was checked." | Especially frequent in administrative, legal, and bureaucratic discourse; the genitive-compound variant (*totuudenmukaisuus*) is a secondary productive pattern in the same registers. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — ADJ + *-uus/-yys* | *tarkkuus* | tarkkuus | "accuracy; precision" | Fully productive across the domain; used in technical, scientific, administrative, and everyday registers. The primary mechanism for abstract noun formation from truth-domain adjectives. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — ADJ + *-uus/-yys* | *totuudenmukaisuus* | totuudenmukaisuus | "truthfulness; conformity to truth" | Compound adjective nominalized as a unit; common in formal, legal, and academic registers. Consonant gradation and vowel harmony apply regularly. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-uus/-yys* | *totuus* | totuus | "truth" | Highly frequent across all registers; *totuus* is the primary abstract noun for truth in Finnish. The *-uus/-yys* pattern is productive for all P1 adjectives in this domain. | [CORE] |
| **6. ABSTRACT NOMINALIZATION** — *-minen* from verbs | *todistaminen* | todistaminen | "proving, testifying" | The *-minen* nominalization is fully productive and occurs across registers; used for process and event reference. No observable restriction in the truth domain. | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — Verb + *-ja/-jä* | *Hän on luotettava todistaja.* | Hän on luotettava todistaja. | "He is a reliable witness." | *Todistaja* is fully lexicalized and common across legal, everyday, and journalistic registers. The *-ja/-jä* suffix is productive on verb stems but individual truth-domain agent nouns vary in lexicalization status. Institutionally central and highly frequent in legal and journalistic contexts. No direct agentive for "truth-teller" is derived from *tosi/totuus*; the concept of a liar is expressed by *valehtelija* (outside P1 vocabulary). | [CORE] |
| **7. AGENTIVE NOMINALIZATION** — Verb + *-ja/-jä* | *Asiakirjojen väärentäjä pidätettiin.* | Asiakirjojen väärentäjä pidätettiin. | "The forger of documents was arrested." | *Väärentäjä* is lexicalized and common in legal and journalistic contexts. The absence of a lexicalized agent noun for "truth-teller" is a notable gap; periphrastic expression is required for that role. *Totuudenetsijä* (truth-seeker) is noted as a compound agentive rather than a direct derivation and is not listed as a primary form. | [CORE] |
| **8. RESULT NOMINALIZATION** — Verb + *-us/-ys* | *todistus* | todistus | "proof; testimony; certificate" | Highly productive as a compounding base in legal vocabulary; used across legal, administrative, and everyday registers. Semantically distinct from the *-minen* verbal noun. | [CORE] |
| **8. RESULT NOMINALIZATION** — Verb + *-us/-ys* | *väärennös* | väärennös | "forgery; counterfeit" | Standard legal and everyday term for the product of forgery. The allomorph *-ös* is stem-conditioned; the form is fully established and not restricted by register. | [CORE] |
| **9. VERBAL NOUN** — Verb + *-minen* | *väärentäminen* | väärentäminen | "forgery; falsification; the act of forging" | Fully productive on all verbs; used in legal language to name criminal acts and in administrative language to name processes. Retains the argument structure of the base verb. | [CORE] |
| **9. VERBAL NOUN** — Verb + *-minen* | *todentaminen* | todentaminen | "verification; authentication; the act of verifying" | Common in technical and administrative registers, including digital security contexts (*kaksivaiheinen todentaminen*). Fully productive and unrestricted. | [CORE] |
| **10. CERTIFICATION / TRANSLATIVE PREDICATION** — *todistaa* + NP-ACC + TRANSLATIVE | *Notaari todistaa kopion oikeaksi.* | Notaari todistaa kopion oikeaksi. | "The notary certifies the copy as correct." | Standard in notarial, legal, and official administrative registers. Translative case is obligatory for the resultant-state complement; the construction requires an external agent. | [CORE] |
| **10. CERTIFICATION / TRANSLATIVE PREDICATION** — *todistaa* + NP-ACC + TRANSLATIVE | *Tutkimus todisti teorian vääräksi.* | Tutkimus todisti teorian vääräksi. | "The study proved the theory false." | Common in scientific and academic registers for reporting the outcome of research. Structurally parallel to the *osoittautua* + translative inchoative but transitive. | [CORE] |
| **10. CERTIFICATION / TRANSLATIVE PREDICATION** — *julistaa* + NP + TRANSLATIVE | *Tuomioistuin julisti sopimuksen pätemättömäksi.* | Tuomioistuin julisti sopimuksen pätemättömäksi. | "The court declared the contract void." | Characteristic of legal and official registers; the translative complement is the primary formal mechanism for result-state attribution in Finnish. The construction is structurally distinct from English object-complement patterns. | [CORE] |
| **10. CERTIFICATION / TRANSLATIVE PREDICATION** — *todistaa* + NP + TRANSLATIVE | *Asiantuntija todisti maalauksen aidoksi.* | Asiantuntija todisti maalauksen aidoksi. | "The expert certified the painting as genuine." | Common in authentication, legal, and journalistic contexts. The range of matrix verbs (*todistaa*, *osoittaa*, *julistaa*, *katsoa*, *todeta*) is attested and not freely extended to all verbs. | [CORE] |
| **11. PERIPHRASTIC STANCE** — *pitää* + ESSIVE | *Pidän selitystä uskottavana.* | Pidän selitystä uskottavana. | "I consider the explanation credible." | Productive across truth-domain adjectives; common in spoken, journalistic, and academic registers. Encodes ongoing or habitual assessment rather than a one-time ruling. | [CORE] |
| **11. PERIPHRASTIC STANCE** — *pitää* + ESSIVE | *Tuomari piti todistajaa luotettavana.* | Tuomari piti todistajaa luotettavana. | "The judge considered the witness reliable." | Standard in legal, journalistic, and evaluative contexts for expressing a stable attributed judgment. Structurally distinct from the translative result construction; the essive marks stable state rather than change or result. | [CORE] |
| **11. PERIPHRASTIC STANCE** — *pitää* + ESSIVE | *Hän piti väitettä virheellisenä.* | Hän piti väitettä virheellisenä. | "She regarded the claim as erroneous." | Common across written registers for epistemic evaluation. No observable restriction on which truth-domain adjectives appear in the essive complement slot with *pitää*. | [CORE] |
| **11. PERIPHRASTIC STANCE** — *katsoa* + TRANSLATIVE | *Viranomainen katsoi todistuksen päteväksi.* | Viranomainen katsoi todistuksen päteväksi. | "The authority deemed the certificate valid." | Productive but register-restricted: most frequent in legal, administrative, and official discourse. Encodes a formal determination or ruling; less natural in casual speech than *pitää* + essive. | [CORE] |
| **12. VERB + *väärin* / *oikein*** | *Ymmärsit minut väärin.* | Ymmärsit minut väärin. | "You misunderstood me." | Fully productive with verbs of cognition and communication; common across all registers including spoken Finnish. Covers semantic ground handled by English *mis-* prefixation. | [CORE] |
| **12. VERB + *väärin* / *oikein*** | *Vastasit oikein.* | Vastasit oikein. | "You answered correctly." | Common in instructional, evaluative, and everyday contexts; *oikein* combines productively with a wide range of action and communication verbs. No register restriction observed. | [CORE] |
| **13. CORRESPONDENCE CONSTRUCTION** — *vastata* + PARTITIVE | *Suunnitelma ei vastaa todellisuutta.* | Suunnitelma ei vastaa todellisuutta. | "The plan does not correspond to reality." | Standard construction for asserting or denying correspondence between a representation and reality; common in journalistic, analytical, and formal registers. Distinct from predicative attribution in explicitly encoding a two-place correspondence relation. | [CORE] |
| **13. CORRESPONDENCE CONSTRUCTION** — *vastata* + PARTITIVE | *Kuvaus vastaa totuutta.* | Kuvaus vastaa totuutta. | "The description corresponds to the truth." | Productive with *todellisuus* and *totuus* as partitive complements; also attested with *faktoja* and similar NPs. Frequent in evaluative and argumentative discourse. | [CORE] |
| **14. CONFORMITY COMPOUND ADJECTIVE** — NP-GEN + *mukainen* | *totuudenmukainen* | totuudenmukainen | "conforming to truth; truthful; accurate" | Productive compounding pattern; common in legal, journalistic, and formal registers. The corresponding abstract noun *totuudenmukaisuus* is formed regularly by *-uus* suffixation. | [CORE] |
| **14. CONFORMITY COMPOUND ADJECTIVE** — NP-GEN + *mukainen* | *todenmukainen* | todenmukainen | "true-to-life; realistic; verisimilar" | Used in literary, journalistic, and everyday registers to describe realistic or verisimilar representation. Antonym pattern with *vastainen* (*totuudenvastainen*) is attested and productive. | [CORE] |
| **15. INESSIVE FIXED PREDICATION** — *olla* + *oikeassa* / *väärässä* | *Olit oikeassa.* | Olit oikeassa. | "You were right." | The standard everyday construction for attributing epistemic correctness to a person; frequent across all spoken and written registers. The inessive here is lexicalized and does not carry locative meaning. | [CORE] |
| **15. INESSIVE FIXED PREDICATION** — *olla* + *oikeassa* / *väärässä* | *Olen väärässä.* | Olen väärässä. | "I am wrong / I am mistaken." | Equally frequent and idiomatic; used for personal epistemic attribution rather than propositional truth attribution. No productive extension to other adjectives in this inessive pattern is documented in P4a. | [CORE] |
