| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| tosi | perustuu tositapahtumiin | N/A | based on true events; based on actual events | Fixed phrase used in film, literary, and journalistic contexts to label a narrative as factually grounded. Functions as a genre marker. *Elokuva perustuu tositapahtumiin* (the film is based on true events). Calque of the English formula. | [CORE] |
| tosi | tosi hyvä / tosi paljon / tosi vaikea | N/A | really good / really much / really difficult | *Tosi* functions as a colloquial intensifying adverb before adjectives and adverbs, equivalent to *todella* (really) or *hyvin* (very) in more formal registers. Extremely common in spoken Finnish, particularly among younger speakers. Not used in formal written registers. | [CORE] |
| tosi | pitää paikkansa | N/A | to be true; to hold; to be correct | Very common idiomatic expression for asserting that a claim is true or accurate. *Väite pitää paikkansa* (the claim is true/holds). Literally "holds its place." Used across all registers as a near-synonym of *olla totta*, often preferred in evaluative contexts where a claim is being assessed. *Tämä pitää paikkansa* (this is true/correct). | [CORE] |
| tosi | ei pidä paikkaansa | N/A | it is not true; it does not hold; it is incorrect | Negative form of *pitää paikkansa*. *Väite ei pidä paikkaansa* (the claim is not true/does not hold). The standard colloquial and journalistic construction for asserting that a claim is false or incorrect (*tämä väite ei pidä paikkaansa* — "this claim is not true"). Used across registers to deny the truth of a claim without using the word *väärä* directly. Very high frequency in spoken and written Finnish. | [CORE] |
| tosi | Nyt on tosi kyseessä. | N/A | Now it's for real. / This time it's serious. | A colloquial construction indicating that a situation has become genuinely serious or real, as opposed to hypothetical or playful. *Kyseessä* is the inessive of *kysymys* (question, matter) in a fixed postpositional use. | [CORE] |
| tosi | Tosi on tosi. | N/A | True is true. / The truth is the truth. / A fact is a fact. | A tautological affirmation used rhetorically to assert that something cannot be denied or argued away. Carries a resigned or emphatic tone in everyday speech. | [CORE] |
| totuus | totuuden hetki | N/A | the moment of truth | A genitive-noun construction (*totuuden* — genitive of *totuus* + *hetki* — moment) functioning as a fixed phrase for a decisive or revealing moment. *Tämä on totuuden hetki* (this is the moment of truth). Calqued from Spanish/English "moment of truth" (*el momento de la verdad*), now fully established in Finnish. Attested in journalistic and everyday Finnish. | [CORE] |
| totuus | totuuden etsiminen | N/A | the search for truth; seeking the truth | A genitive-noun construction (*totuuden* + *etsiminen* — the act of searching, action nominal of *etsiä*). Used in philosophical, journalistic, and everyday discourse to describe the epistemic activity of seeking truth. Common in academic and popular contexts. | [CORE] |
| totuus | totuuden nimissä | N/A | in the name of truth; for the sake of truth | A postpositional construction using *nimissä* (in the name of, in the names of) with the genitive *totuuden*. Used in rhetorical and argumentative contexts to invoke truth as a justification for a statement or action (*totuuden nimissä on sanottava* — "in the name of truth it must be said"). Attested in formal and journalistic discourse. | [CORE] |
| totuus | totuuden mukainen | N/A | in accordance with the truth; truthful; accurate | A postpositional construction using *mukainen* (in accordance with) with the genitive *totuuden*. Functions as an adjectival phrase evaluating whether a statement or representation corresponds to the truth. Note: the lexicalized compound *totuudenmukainen* (documented in P2a) is the more common form; the syntactic construction is also attested. | [CORE] |
| totuus | totuus on se, että | N/A | the truth is that; the fact is that | A cleft-like construction using *totuus on se, että* as a framing device to introduce a frank or corrective statement. Functions as a discourse marker signalling that what follows is the speaker's honest assessment of a situation. Common in spoken and journalistic Finnish. Slightly more rhetorical than *tosiasia on, että*. | [CORE] |
| totuus | koko totuus | N/A | the whole truth; the full truth | A quantifier-noun construction using *koko* (whole, entire) + *totuus*. Used in legal, journalistic, and everyday contexts to assert that a complete and unedited account is being given. High frequency in legal and journalistic discourse. | [CORE] |
| totuus | koko totuus ja vain totuus | N/A | the whole truth and nothing but the truth | The Finnish rendering of the courtroom oath formula. *Hän vannoi kertovansa koko totuuden ja vain totuuden* (he/she swore to tell the whole truth and nothing but the truth). Used in legal contexts and also cited in journalistic and popular discourse. The construction is a calque of the English/Latin legal formula and is attested in Finnish legal and media contexts. | [CORE] |
| totuus | totuus on usein epämukava | N/A | the truth is often uncomfortable; truth is often inconvenient | A predicative construction functioning as a semi-proverbial observation about the nature of truth. Attested in journalistic and discursive contexts as a framing device for difficult disclosures. Represents a productive pattern rather than a single fixed phrase. | [MARGINAL] |
| totuus | etsiä totuutta | N/A | to seek the truth; to search for truth | *Totuutta* is the partitive of *totuus*, used as the object of *etsiä* (to seek, to search for). *Toimittajan tehtävä on etsiä totuutta* (the journalist's task is to seek the truth). Common in philosophical, journalistic, investigative, and everyday contexts. The partitive indicates an ongoing or incomplete process. | [CORE] |
| totuus | totuus on, että | N/A | the truth is that | Discourse marker used to introduce a frank or candid statement, often one that contradicts a previous assumption. *Totuus on, että emme tiedä* (the truth is that we don't know). Used across registers. | [CORE] |
| totuus | puhua totuuden nimissä | N/A | to speak in the name of truth; to invoke truth | Collocation used in rhetorical and philosophical contexts when a speaker claims to act on behalf of truth. *Hän puhui totuuden nimissä* (he/she spoke in the name of truth). Somewhat elevated in register. | [MARGINAL] |
| totuus | totuus ja sovinto | N/A | truth and reconciliation | Fixed phrase used in political and historical contexts, particularly in reference to truth and reconciliation processes. *Totuus ja sovinto -prosessi* (truth and reconciliation process). Used in political science, journalism, and policy discourse. | [CORE] |
| totuus | vannoa totuuden nimeen | N/A | to swear by the truth; to swear in the name of truth | Collocation used in legal and solemn contexts when a person swears to tell the truth. Less fixed than *koko totuus ja vain totuus* but attested in legal and religious registers. | [MARGINAL] |
| totuus | totuus paljastuu | N/A | the truth is revealed; the truth comes out | Uses the reflexive/passive verb *paljastua* (to be revealed, to be exposed). Semantically overlaps with *totuus tulee ilmi* but *paljastua* carries a stronger sense of exposure or unmasking. | [CORE] |
| totuus | totuus on jotain muuta | N/A | the truth is something else; the reality is different | A corrective construction used to introduce a contradicting account. Common in journalistic and argumentative contexts. | [CORE] |
| totuus | totuuden mukainen kertomus | N/A | a truthful account; an account in accordance with the truth | A noun phrase using the genitive *totuuden* + *mukainen* (conforming to) as a modifier of *kertomus* (account, narrative). Used in legal and journalistic contexts. Note: this is the compositional phrase underlying the lexicalized compound *totuudenmukainen* (P2a); both forms are in use. | [CORE] |
| totuus | totuus ylittää kaiken kuvittelun | N/A | reality surpasses all imagination; truth is stranger than fiction | A construction functioning as a Finnish equivalent of the proverbial "truth is stranger than fiction." Uses *ylittää* (to surpass, to exceed) + *kaiken kuvittelun* (all imagination). Attested in journalistic and popular discourse as a framing device. | [MARGINAL] |
| totuus | totuus iskee vasten kasvoja | N/A | reality hits you in the face; reality strikes hard | An idiomatic construction using *iskeä vasten kasvoja* (to strike in the face) with *todellisuus* as subject. Used in journalistic and everyday discourse to describe a sudden and unwelcome confrontation with actual conditions. Attested in Finnish media. | [MARGINAL] |
| aito | aito ja alkuperäinen | N/A | genuine and original; the real thing; authentic and original | A coordinated adjectival construction pairing *aito* (genuine) with *alkuperäinen* (original). Functions as a fixed or semi-fixed phrase asserting both authenticity and originality, often used in commercial, legal, and everyday contexts (*aito ja alkuperäinen tuote* — "a genuine and original product"). The pairing is formulaic and functions as a reinforced assertion of authenticity. | [CORE] |
| aito | aito suomalainen | N/A | a true/authentic Finn; a genuine Finnish person | A noun phrase using *aito* as a modifier of an ethnic or national identity noun. Used in identity discourse, advertising, and cultural commentary to assert authentic national or cultural identity. Can be used straightforwardly or ironically. *Hän on aito suomalainen* (he/she is a genuine/real Finn). Common in everyday and journalistic discourse. | [CORE] |
| aito | aito nahka | N/A | genuine leather; real leather | A noun phrase used in commercial and consumer contexts to assert that a material is not synthetic or imitation. Represents a productive pattern (*aito* + material noun) used across commercial labelling and advertising. | [CORE] |
| aito | Se on aito. | N/A | It is genuine. / It is authentic. / It is the real thing. | The basic predicative construction asserting the authenticity of an object, person, or emotion. Used in art authentication, commercial, and everyday contexts. High frequency across registers. | [CORE] |
| aito | aito tunne / aito ilo / aito suru | N/A | a genuine feeling / genuine joy / genuine grief; an authentic emotion | A noun phrase used in psychological, literary, and everyday discourse to assert that an emotion or feeling is not performed or simulated. *Hänen ilonsa oli aitoa* (his/her joy was genuine). Represents a productive pattern (*aito* + emotion noun) common in existentialist and humanistic discourse. | [CORE] |
| aito | todistaa aidoksi | N/A | to certify as genuine; to authenticate | Periphrastic construction using *todistaa* + translative of *aito*. Used in legal, commercial, and art authentication contexts. *Asiantuntija todisti maalauksen aidoksi* (the expert certified the painting as genuine). | [CORE] |
| aito | osoittautua aidoksi | N/A | to turn out to be genuine; to prove authentic | Periphrastic construction using *osoittautua* (to turn out to be) + translative *aidoksi*. Used when the authenticity of something is established after investigation or testing. *Asiakirja osoittautui aidoksi* (the document turned out to be genuine). Used in authentication and investigative contexts. | [CORE] |
| aito | ei ole aito | N/A | is not genuine; is not authentic; is fake | Simple predicative negation used to assert inauthenticity. *Tämä allekirjoitus ei ole aito* (this signature is not genuine). Used across registers as a direct evaluation. | [CORE] |
