# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Georgian (ka)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| მართალი (mart'ali) | მართალი კაცი | mart'ali k'atsi | righteous man, just person | Phrase describing a morally upright or just person. Common in moral and religious discourse. | [CORE] |
| მართალი (mart'ali) | მართალი ბრძოლა | mart'ali brdzola | just struggle, righteous fight | Phrase describing a morally justified struggle or fight. Common in political and historical discourse. | [CORE] |
| მართალი (mart'ali) | მართალი საქმე | mart'ali sakme | just cause, righteous deed | Phrase for a morally justified action or cause. Used in moral and political contexts. | [CORE] |
| მართალი (mart'ali) | მართალი ბრაზი | mart'ali brazi | righteous anger, justified anger | Phrase describing anger that is morally justified. Common in moral discourse about appropriate emotional responses. | [CORE] |
| მართალი (mart'ali) | არ არის მართალი | ar aris mart'ali | it is not true, it is not correct | Standard negation for denying truth or correctness. Very common in everyday speech. | [CORE] |
| მართალი (mart'ali) | უფრო მართალი | upro mart'ali | more correct, more right | Comparative form for greater correctness or rightness. Common in comparative evaluation. | [CORE] |
| მართალი (mart'ali) | ძალიან მართალი | dzalian mart'ali | very right, very correct | Intensified form emphasizing strong correctness. Common in emphatic speech. | [CORE] |
| მართალი (mart'ali) | სრულიად მართალი | sruliad mart'ali | completely right, absolutely correct | Intensified form emphasizing complete correctness. Common in emphatic agreement. | [CORE] |
| სწორი (sts'ori) | სწორი გზა | sts'ori gza | right way, correct path | Phrase for the correct method or proper approach. Very common in instructional and advisory contexts. | [CORE] |
| სწორი (sts'ori) | სწორი პასუხი | sts'ori p'asukhi | correct answer, right answer | Standard phrase for correct answer in educational and quiz contexts. Extremely common. | [CORE] |
| სწორი (sts'ori) | სწორი გადაწყვეტილება | sts'ori gadats'q'vet'ileba | correct decision, right decision | Phrase for a proper or correct decision. Common in evaluative and advisory contexts. | [CORE] |
| სწორი (sts'ori) | სწორი მიმართულება | sts'ori mimart'uleba | right direction, correct direction | Phrase for proper direction, both literal and metaphorical. Common in navigation and strategic contexts. | [CORE] |
| სწორი (sts'ori) | სწორი დრო | sts'ori dro | right time, proper time | Phrase for appropriate timing. Common in contexts about timing and opportunity. | [CORE] |
| სწორი (sts'ori) | არ არის სწორი | ar aris sts'ori | it is not correct, it is not right | Standard negation for denying correctness. Very common in everyday speech. | [CORE] |
| სწორი (sts'ori) | უფრო სწორი | upro sts'ori | more correct, more right | Comparative form for greater correctness. Very common in comparative contexts. | [CORE] |
| სწორი (sts'ori) | აბსოლუტურად სწორი | absolut'urad sts'ori | absolutely correct, completely right | Intensified form emphasizing absolute correctness. Common in emphatic contexts. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილს ამბობს | t'q'uils ambobs | tells lies, is lying | Standard phrase for accusing someone of lying. Very common in everyday speech. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილი და მოტყუება | t'q'uili da mot'q'ueba | lies and deception | Fixed phrase pairing lying with deception. Common in moral discourse about dishonesty. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილი არ მითხრა | t'q'uili ar mit'khra | don't lie to me, don't tell me lies | Common imperative phrase demanding honesty. Used in confrontational or serious conversations. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილად ვერ იტყვი | t'q'uilad ver it'q'vi | you can't deny it, you can't say it's false | Phrase asserting that something is undeniably true. Common in argumentative contexts. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილად არ წავა | t'q'uilad ar ts'ava | it won't be in vain, it won't go to waste | Phrase asserting that effort or action will have results. Common in encouraging or reassuring contexts. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილად არ ამბობენ | t'q'uilad ar amboben | they don't say it for nothing, it's not said in vain | Phrase suggesting that a saying or claim has validity. Common when citing proverbs or common wisdom. | [CORE] |
| ტყუილი (t'q'uili) | ტყუილს მოკლე ფეხები აქვს | t'q'uils mok'le pekhebi akvs | lies have short legs | Proverbial expression meaning lies don't get far / are quickly exposed. Very common in moral discourse. | [CORE] |
| ტყუილი (t'q'uili) | ერთი ტყუილი ასი ტყუილის დედაა | erti t'q'uili assi t'q'uilis dedaa | one lie is the mother of a hundred lies | Proverbial expression meaning one lie leads to many more. Common in moral discourse about dishonesty. | [CORE] |
| ყალბი (q'albi) | ყალბი ფული | q'albi puli | counterfeit money, fake money | Standard phrase for counterfeit currency. Common in legal and commercial contexts. | [CORE] |
| ყალბი (q'albi) | ყალბი დოკუმენტი | q'albi dok'ument'i | forged document, fake document | Legal phrase for falsified documents. Common in administrative and legal contexts. | [CORE] |
| ყალბი (q'albi) | ყალბი ხელმოწერა | q'albi khelmots'era | forged signature, fake signature | Legal term for falsified signature. Common in fraud and forgery contexts. | [CORE] |
| ყალბი (q'albi) | ყალბი ბრენდი | q'albi brendi | counterfeit brand, fake brand | Commercial phrase for counterfeit branded goods. Common in consumer protection contexts. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი სიყვარული | namdvili siq'varuli | true love, real love | Common romantic phrase distinguishing genuine love from infatuation. Very frequent in romantic and literary contexts. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი მეგობარი | namdvili megobari | true friend, real friend | Common phrase for genuine friendship. Used to distinguish loyal friends from fair-weather friends. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი ქართველი | namdvili kartveli | true Georgian, real Georgian | Phrase describing someone who embodies Georgian cultural values. Can be used seriously or ironically. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი ხელოვნება | namdvili khelovneba | true art, genuine art | Aesthetic phrase distinguishing genuine art from pretension. Common in art criticism. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი სახე | namdvili sakhe | true face, real nature | Metaphorical phrase for someone's true character. Common when revealing hidden nature. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი ბუნება | namdvili buneba | true nature, real character | Phrase for essential character or nature. Common in analytical and philosophical contexts. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი მიზეზი | namdvili mizezi | real reason, true cause | Phrase for actual cause as opposed to stated reason. Common in investigative and analytical contexts. | [CORE] |
| ნამდვილი (namdvili) | ნამდვილი ისტორია | namdvili ist'oria | true story, real story | Phrase emphasizing that a narrative is factual. Very common in storytelling contexts. | [CORE] |
| ნამდვილი (namdvili) | არ არის ნამდვილი | ar aris namdvili | it is not real, it is not genuine | Standard negation for denying authenticity. Common in evaluative contexts. | [CORE] |
| ნამდვილი (namdvili) | უფრო ნამდვილი | upro namdvili | more real, more genuine | Comparative form for greater authenticity. Common in evaluative contexts. | [CORE] |
| ნამდვილი (namdvili) | სრულიად ნამდვილი | sruliad namdvili | completely real, absolutely genuine | Intensified form emphasizing complete authenticity. Common in emphatic contexts. | [CORE] |
| ზუსტი (zusti) | ზუსტი დრო | zusti dro | exact time, precise time | Phrase for precise time specification. Common in scheduling and time-telling contexts. | [CORE] |
| ზუსტი (zusti) | ზუსტი ინფორმაცია | zusti inpormatsia | accurate information, precise information | Phrase for reliable and accurate information. Common in informational and journalistic contexts. | [CORE] |
| ზუსტი (zusti) | ზუსტი მონაცემები | zusti monatsemebi | accurate data, precise data | Technical phrase for precise data. Common in scientific and statistical contexts. | [CORE] |
| ზუსტი (zusti) | ზუსტი რიცხვი | zusti ritskhi | exact number, precise figure | Phrase for exact numerical value. Common in quantitative and statistical contexts. | [CORE] |
| ზუსტი (zusti) | უფრო ზუსტი | upro zusti | more precise, more exact | Comparative form for greater precision. Common in technical and evaluative contexts. | [CORE] |
| სანდო (sando) | სანდო წყარო | sando ts'q'aro | reliable source, trustworthy source | Journalistic and academic phrase for credible information source. Very common in research and reporting contexts. | [CORE] |
| სანდო (sando) | სანდო ინფორმაცია | sando inpormatsia | reliable information, trustworthy information | Phrase for information that can be trusted. Common in informational contexts. | [CORE] |
| სანდო (sando) | სანდო ადამიანი | sando adamiani | reliable person, trustworthy person | Character evaluation phrase for dependable person. Common in everyday and professional contexts. | [CORE] |
| სანდო (sando) | არ არის სანდო | ar aris sando | it is not reliable, it is not trustworthy | Standard negation for denying reliability. Common in evaluative contexts. | [CORE] |
| სამართლიანი (samart'liani) | სამართლიანი სასამართლო | samart'liani sasamart'lo | fair trial, just court | Legal phrase for fair judicial process. Common in legal and human rights discourse. | [CORE] |
| სამართლიანი (samart'liani) | სამართლიანი გადაწყვეტილება | samart'liani gadats'q'vet'ileba | fair decision, just decision | Phrase for morally or legally fair decision. Common in legal and moral evaluation. | [CORE] |
| სამართლიანი (samart'liani) | სამართლიანი ბრძოლა | samart'liani brdzola | just struggle, fair fight | Political phrase for morally justified struggle. Common in political and historical discourse. | [CORE] |
| სამართლიანი (samart'liani) | სამართლიანი საზოგადოება | samart'liani sazogadoeba | just society, fair society | Political and philosophical phrase for equitable society. Common in political discourse. | [CORE] |
| მცდარი (mts'dari) | მცდარი აზრი | mts'dari azri | wrong opinion, mistaken view | Phrase for incorrect opinion or view. Common in argumentative and analytical contexts. | [CORE] |
| მცდარი (mts'dari) | მცდარი ინფორმაცია | mts'dari inpormatsia | false information, incorrect information | Phrase for inaccurate information. Common in informational and corrective contexts. | [CORE] |
| მცდარი (mts'dari) | მცდარი შთაბეჭდილება | mts'dari shtabech'dileba | false impression, wrong impression | Phrase for incorrect perception or understanding. Common in clarifying contexts. | [CORE] |
| მცდარი (mts'dari) | მცდარი გზა | mts'dari gza | wrong way, wrong path | Phrase for incorrect method or approach. Common in instructional and advisory contexts. | [CORE] |
| ობიექტური (obiek't'uri) | ობიექტური რეალობა | obiek't'uri realoba | objective reality | Philosophical phrase for reality independent of perception. Common in philosophical and scientific discourse. | [CORE] |
| ობიექტური (obiek't'uri) | ობიექტური შეფასება | obiek't'uri shepaseba | objective evaluation, impartial assessment | Phrase for unbiased evaluation. Common in academic and professional contexts. | [CORE] |
| ობიექტური (obiek't'uri) | ობიექტური მიზეზი | obiek't'uri mizezi | objective reason, objective cause | Phrase for cause independent of subjective factors. Common in analytical contexts. | [CORE] |
| სუბიექტური (subiek't'uri) | სუბიექტური აზრი | subiek't'uri azri | subjective opinion, personal view | Phrase distinguishing personal opinion from objective fact. Common in analytical discourse. | [CORE] |
| სუბიექტური (subiek't'uri) | სუბიექტური შეფასება | subiek't'uri shepaseba | subjective evaluation, personal assessment | Phrase for evaluation based on personal perspective. Common in academic and critical contexts. | [CORE] |
| სუბიექტური (subiek't'uri) | სუბიექტური აღქმა | subiek't'uri aghkma | subjective perception | Philosophical phrase for personal perception. Common in philosophical and psychological discourse. | [CORE] |
| რეალური (realuri) | რეალური ცხოვრება | realuri tskhovreba | real life, actual life | Common phrase distinguishing reality from fiction or theory. Very frequent in everyday speech. | [CORE] |
| რეალური (realuri) | რეალური სიტუაცია | realuri situatsia | real situation, actual situation | Phrase for actual state of affairs. Common in analytical and descriptive contexts. | [CORE] |
| რეალური (realuri) | რეალური საფრთხე | realuri saprtkhe | real threat, actual danger | Phrase for genuine threat as opposed to imagined. Common in security and risk assessment contexts. | [CORE] |
| რეალური (realuri) | რეალური შესაძლებლობა | realuri shesadzlebloba | real possibility, actual possibility | Phrase for genuine possibility. Common in planning and assessment contexts. | [CORE] |
| ავთენტური (avt'ent'uri) | ავთენტური ნამუშევარი | avt'ent'uri namushevarი | authentic work, genuine work | Art historical phrase for original artwork. Common in museum and art market contexts. | [CORE] |
| ავთენტური (avt'ent'uri) | ავთენტური დოკუმენტი | avt'ent'uri dok'ument'i | authentic document, genuine document | Historical and archival phrase for original document. Common in historical research. | [CORE] |
| ავთენტური (avt'ent'uri) | ავთენტური ტრადიცია | avt'ent'uri traditsia | authentic tradition, genuine tradition | Cultural phrase for genuine traditional practice. Common in cultural preservation discourse. | [CORE] |
| მსგავსი (msgavsi) | ძალიან მსგავსი | dzalian msgavsi | very similar, closely resembling | Common intensified phrase for strong resemblance. Very frequent in comparative contexts. | [CORE] |
| მსგავსი (msgavsi) | მსგავსი შემთხვევა | msgavsi shemtkhveva | similar case, analogous case | Legal and analytical phrase for comparable case. Common in legal reasoning and analysis. | [CORE] |
| მსგავსი (msgavsi) | მსგავსი სიტუაცია | msgavsi situatsia | similar situation | Common phrase for comparable situation. Frequent in comparative and analytical contexts. | [CORE] |
| ზედაპირული (zedap'iruli) | ზედაპირული ცოდნა | zedap'iruli tsodna | superficial knowledge, surface-level knowledge | Critical phrase for shallow understanding. Common in educational and evaluative contexts. | [CORE] |
| ზედაპირული (zedap'iruli) | ზედაპირული შეხედულება | zedap'iruli shekheduleba | superficial view, surface-level perspective | Analytical phrase for shallow analysis. Common in critical discourse. | [CORE] |
| ზედაპირული (zedap'iruli) | ზედაპირული მსგავსება | zedap'iruli msgavseba | superficial resemblance, surface similarity | Analytical phrase distinguishing surface from deep similarity. Common in comparative analysis. | [CORE] |
| არსებითი (arsebiti) | არსებითი განსხვავება | arsebiti ganskhvaveba | essential difference, substantial difference | Analytical phrase for fundamental difference. Common in comparative and philosophical discourse. | [CORE] |
| არსებითი (arsebiti) | არსებითი მნიშვნელობა | arsebiti mnishvneloba | essential significance, substantial importance | Evaluative phrase for fundamental importance. Common in analytical contexts. | [CORE] |
| არსებითი (arsebiti) | არსებითი ცვლილება | arsebiti tsvlileba | essential change, substantial change | Phrase for fundamental change. Common in analytical and descriptive contexts. | [CORE] |
| ფიქტიური (pik't'iuri) | ფიქტიური პერსონაჟი | pik't'iuri p'ersonazhi | fictional character, fictitious character | Literary phrase for invented character. Common in literary and narrative contexts. | [CORE] |
| ფიქტიური (pik't'iuri) | ფიქტიური ისტორია | pik't'iuri ist'oria | fictional story, invented story | Literary phrase for made-up narrative. Common in literary contexts. | [CORE] |
| ფიქტიური (pik't'iuri) | ფიქტიური კომპანია | pik't'iuri k'omp'ania | fictitious company, shell company | Legal and business phrase for non-existent or fraudulent company. Common in fraud investigation contexts. | [CORE] |
| საეჭვო (saech'vo) | საეჭვო ადამიანი | saech'vo adamiani | suspicious person, dubious person | Evaluative phrase for person of questionable character. Common in security and social contexts. | [CORE] |
| საეჭვო (saech'vo) | საეჭვო ინფორმაცია | saech'vo inpormatsia | doubtful information, questionable information | Phrase for information of uncertain reliability. Common in evaluative contexts. | [CORE] |
| საეჭვო (saech'vo) | საეჭვო წყარო | saech'vo ts'q'aro | dubious source, questionable source | Critical phrase for unreliable information source. Common in journalistic and academic contexts. | [CORE] |
| დამაჯერებელი (damajerebeli) | დამაჯერებელი მტკიცებულება | damajerebeli mt'k'itsebuleba | convincing evidence, credible evidence | Legal and analytical phrase for persuasive evidence. Common in legal and investigative contexts. | [CORE] |
| დამაჯერებელი (damajerebeli) | დამაჯერებელი არგუმენტი | damajerebeli argument'i | convincing argument, persuasive argument | Rhetorical phrase for effective argument. Common in argumentative and analytical contexts. | [CORE] |
| დამაჯერებელი (damajerebeli) | დამაჯერებელი ახსნა | damajerebeli akhsna | convincing explanation, believable explanation | Phrase for credible explanation. Common in explanatory and investigative contexts. | [CORE] |
| ბუნებრივი (bunebrivi) | ბუნებრივი მოვლენა | bunebrivi movlena | natural phenomenon, natural occurrence | Scientific phrase for naturally occurring event. Common in scientific and descriptive contexts. | [CORE] |
| ბუნებრივი (bunebrivi) | ბუნებრივი რესურსები | bunebrivi resursები | natural resources | Economic and environmental phrase for natural resources. Very common in environmental and economic discourse. | [CORE] |
| ბუნებრივი (bunebrivi) | ბუნებრივი კატასტროფა | bunebrivi k'at'ast'ropa | natural disaster | Standard phrase for natural disaster. Common in news and emergency management contexts. | [CORE] |
| ბუნებრივი (bunebrivi) | ბუნებრივი ქცევა | bunebrivi ktseva | natural behavior, genuine behavior | Phrase for authentic, unaffected behavior. Common in behavioral and social evaluation. | [CORE] |
| ხელოვნური (khelovnuri) | ხელოვნური ინტელექტი | khelovnuri intelek't'i | artificial intelligence | Technical phrase for AI. Very common in technology and scientific contexts. | [CORE] |
| ხელოვნური (khelovnuri) | ხელოვნური მასალა | khelovnuri masala | artificial material, synthetic material | Technical phrase for man-made materials. Common in manufacturing and technical contexts. | [CORE] |
| ხელოვნური (khelovnuri) | ხელოვნური ქცევა | khelovnuri ktseva | artificial behavior, affected behavior | Critical phrase for insincere or affected behavior. Common in social evaluation. | [CORE] |
| გულწრფელი (gults'rpeli) | გულწრფელი სიყვარული | gults'rpeli siq'varuli | sincere love, genuine love | Romantic phrase for genuine affection. Common in romantic and emotional contexts. | [CORE] |
| გულწრფელი (gults'rpeli) | გულწრფელი სურვილი | gults'rpeli survili | sincere wish, genuine desire | Phrase for heartfelt wish or desire. Common in formal and emotional contexts. | [CORE] |
| გულწრფელი (gults'rpeli) | გულწრფელი მადლობა | gults'rpeli madloba | sincere thanks, heartfelt gratitude | Formal phrase for genuine gratitude. Common in formal correspondence and speeches. | [CORE] |
| გულწრფელი (gults'rpeli) | გულწრფელი თანაგრძნობა | gults'rpeli tanagrdzნoba | sincere condolences, heartfelt sympathy | Formal phrase for genuine sympathy. Common in condolence contexts. | [CORE] |
| ლიცემერი (lits'emeri) | ლიცემერი ადამიანი | lits'emeri adamiani | hypocritical person, hypocrite | Critical phrase for insincere person. Common in moral and social evaluation. | [CORE] |
| ლიცემერი (lits'emeri) | ლიცემერი ქცევა | lits'emeri ktseva | hypocritical behavior, two-faced behavior | Critical phrase for insincere behavior. Common in moral discourse. | [CORE] |
| ლიცემერი (lits'emeri) | ლიცემერი სიტყვები | lits'emeri sit'q'vebi | hypocritical words, insincere words | Critical phrase for dishonest speech. Common in moral and political discourse. | [CORE] |
| მოჩვენებითი (moch'venebiti) | მოჩვენებითი სიმართლე | moch'venebiti simart'le | apparent truth, seeming truth | Philosophical phrase for what appears true but may not be. Common in analytical discourse. | [CORE] |
| მოჩვენებითი (moch'venebiti) | მოჩვენებითი წარმატება | moch'venebiti ts'armat'eba | apparent success, seeming success | Critical phrase for success that is only superficial. Common in evaluative contexts. | [CORE] |
| მოჩვენებითი (moch'venebiti) | მოჩვენებითი სიმშვიდე | moch'venebiti simshvide | apparent calm, seeming peace | Phrase for deceptive appearance of calm. Common in analytical and descriptive contexts. | [CORE] |
| ნაღდი (naghdi) | ნაღდი ფული | naghdi puli | cash money, ready money | Standard financial phrase for cash payment. Extremely common in commercial contexts. | [CORE] |
| ნაღდი (naghdi) | ნაღდი გადახდა | naghdi gadakhda | cash payment | Commercial phrase for payment in cash. Very common in business contexts. | [CORE] |
| ნაღდი (naghdi) | ნაღდი ფაქტი | naghdi pakt'i | hard fact, concrete fact | Colloquial phrase for undeniable fact. Common in argumentative contexts. | [CORE] |
