# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 12.2 | დაკარგა სიზუსტე | dak'arga sizuste | [CORE] | Used when information or measurements become less precise or accurate. |
| 13.1 | მოიპოვა სანდოობა | moip'ova sandooba | [CORE] | Common expression for gaining credibility or trustworthiness over time. Used for persons, sources, or institutions. |
| 13.2 | მოიპოვა ნამდვილობა | moip'ova namdviloba | [MARGINAL] | Used when something is authenticated or when genuineness is established. |
| 14.1 | უფრო ზუსტი ხდება | upro zusti khdeba | [CORE] | Common expression for gradual increase in precision or accuracy. Used in scientific and technical contexts. |
| 14.2 | უფრო სანდო ხდება | upro sando khdeba | [CORE] | Common for expressing gradual increase in reliability or credibility. |
| 14.3 | უფრო ცხადი ხდება | upro tskhadi khdeba | [CORE] | Very common expression for truth or facts becoming clearer over time. |
| 15.1 | ნაკლებად სანდო ხდება | nak'lebad sando khdeba | [CORE] | Common expression for gradual loss of reliability or credibility. |
| 15.2 | ნაკლებად ზუსტი ხდება | nak'lebad zusti khdeba | [CORE] | Used when precision or accuracy decreases over time or through degradation. |
| 16.1 | ეჭვქვეშ დააყენა | ech'vkvesh daaq'ena | [CORE] | Standard expression for causing something to be doubted or questioned. Common in critical and investigative contexts. |
| 17.1 | დაარწმუნა | daarts'muna | [CORE] | Standard verb for causing someone to believe something. Takes dative person and content in various constructions. |
| 17.2 | დააჯერა | daajera | [CORE] | Causative verb from the root ჯერ- (jer-) "believe." Common for causing belief or trust. |
| 18.1 | აჩვენა | ach'vena | [CORE] | Common verb for showing or demonstrating truth through evidence or argument. |
| 18.2 | წარმოაჩინა | ts'armoach'ina | [CORE] | More formal verb for presenting or demonstrating truth. Common in academic and formal contexts. |
| 19.1 | დამალა სიმართლე | damala simart'le | [CORE] | Common expression for deliberately concealing truth. Used in moral and investigative contexts. |
| 19.2 | დაფარა | dapara | [CORE] | Alternative verb for concealing or covering up truth. Common in contexts of cover-ups. |
| 20.1 | დამახინჯა სიმართლე | damakhinja simart'le | [CORE] | Common expression for deliberately distorting or misrepresenting truth. Used in critical and moral contexts. |
| 20.2 | გაყალბა | gaq'alba | [CORE] | Can be used for distorting truth as well as counterfeiting objects. Common in contexts of deliberate misrepresentation. |
| 21.1 | შეინარჩუნა სიმართლე | sheinarchuna simart'le | [CORE] | Common expression for keeping or preserving truth, especially in face of pressure or challenges. |
| 21.2 | შეინარჩუნა სიზუსტე | sheinarchuna sizuste | [CORE] | Used for maintaining accuracy or precision in measurements, records, or information. |
| 22.1 | დაიცვა სიმართლე | daitsva simart'le | [CORE] | Common expression for defending truth against attacks or challenges. Used in moral and political contexts. |
| 23.1 | მიიღო სიმართლე | miigho simart'le | [CORE] | Common expression for accepting truth, especially when it is difficult or unwelcome. Used in psychological and moral contexts. |
| 23.2 | აღიარა | aghiara | [CORE] | Verb for acknowledging or admitting truth. Common when truth is reluctantly accepted. |
| 24.1 | უარყო სიმართლე | uarq'o simart'le | [CORE] | Common expression for refusing to accept truth. Used in psychological and moral contexts. |
| 24.2 | უარყო ფაქტები | uarq'o pakt'ebi | [CORE] | Common for denying or rejecting factual evidence. |
| 25.1 | აღმოაჩინა სიმართლე | aghmoach'ina simart'le | [CORE] | Common expression for discovering or finding out truth through investigation or revelation. |
| 25.2 | გაარკვია | gaarkvia | [CORE] | Common verb for finding out or figuring out truth. Used in everyday and investigative contexts. |
