| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| 如实 | rúshí | as + reality/fact | truthfully, as things actually are, accurately | An adverbial expression meaning to report or describe something exactly as it is, without distortion or omission. Frequently appears in legal contexts (如实陈述, to testify/state truthfully) and journalistic ones. Implies both accuracy and completeness of representation. | [CORE] |
| 失真 | shīzhēn | lose + true/genuine | distortion, loss of fidelity, inaccurate representation | Originally a technical term for signal distortion in audio or image reproduction, now also used metaphorically for accounts or representations that deviate from reality or from an original. Evaluates the degree to which a copy or report fails to match its original. Common in both technical and media-criticism contexts. | [CORE] |
| 客观 | kèguān | guest/external + observe/view | objective, impartial, unbiased | Evaluates a judgment, account, or stance as based on external facts rather than personal perspective or interest. Widely used in academic, journalistic, and everyday evaluative discourse. Contrasts with 主观 (subjective). | [CORE] |
| 主观 | zhǔguān | master/internal + observe/view | subjective, personal, biased | Describes judgments or perceptions shaped by personal perspective, feeling, or interest rather than external fact. Often used to qualify or criticize an evaluation as insufficiently grounded in evidence. Contrasts with 客观. | [CORE] |
| 本质 | běnzhì | root/origin + substance/nature | essence, essential nature, fundamental character | Refers to the intrinsic or defining nature of something, as opposed to its surface appearance or accidental features. Used in philosophical, political, and everyday discourse to assert what something fundamentally is. Appears in constructions like 本质上 (essentially, in essence). Common in both academic and political rhetoric. | [CORE] |
| 实质 | shízhì | solid/real + substance/nature | substance, essence, real nature | Emphasizes the actual content or underlying reality of something, often in contrast to its formal or nominal character. Common in legal language (实质性问题, substantive issue) and philosophical discourse. Overlaps with 本质 but tends to foreground practical or legal substance rather than philosophical essence. Often used in the expression 实质上 (in substance). | [CORE] |
| 表里如一 | biǎo lǐ rú yī | outside + inside + like + one | consistent inside and out, what one appears to be is what one is, genuine in character | A fixed four-character expression evaluating a person or thing as having no discrepancy between outward appearance and inner reality. Applied as a moral commendation indicating absence of hypocrisy or pretense. Its implied opposite 表里不一 describes inconsistency between appearance and reality. | [CORE] |
| 弄虚作假 | nòng xū zuò jiǎ | to manipulate + emptiness + to make + false | to engage in fraud, to falsify, to practice deception | A fixed four-character expression describing deliberate falsification or fraudulent conduct, especially in official, academic, or commercial contexts. Commonly used in anti-corruption and regulatory discourse. Implies systematic rather than incidental deception. | [CORE] |
| 货真价实 | huò zhēn jià shí | goods + genuine + price + real/solid | genuine goods at fair prices, authentic, the real thing | Originally a commercial expression affirming that goods are authentic and prices honest; now used more broadly to mean genuinely what it claims to be, applicable to persons, skills, or qualifications as well as goods. Evaluates the correspondence between representation and reality. Carries a positive, affirming tone. Functions as a fixed idiomatic expression. | [CORE] |
| 鉴定 | jiàndìng | to examine/appraise + to determine/fix | to authenticate, to appraise, to identify, authentication, appraisal | Refers to the expert evaluation of an object, document, or substance to determine its authenticity, nature, or quality. Central to legal (forensic identification), art authentication, archival, and scientific contexts. Implies authoritative judgment by a qualified party with specialized expertise. | [CORE] |
| 辨别 | biànbié | to distinguish + to differentiate | to distinguish, to discern, to tell apart | Describes the cognitive or perceptual act of differentiating between things, including genuine from fake, right from wrong, or one kind from another. Used across moral, perceptual, and analytical contexts. Often collocates with 真假, 是非, or 好坏. | [CORE] |
| 是非 | shìfēi | is/right + is not/wrong | right and wrong, truth and falsehood, merits of a case | A compound denoting the distinction between what is correct or right and what is not, used in moral, legal, and factual evaluations. Appears in expressions like 辨别是非 (to distinguish right from wrong) and 是非曲直 (rights and wrongs of a matter). Functions both as a noun and in compounds. | [CORE] |
| 原真性 | yuánzhēnxìng | original + true/genuine + -ness (nominalizing suffix) | authenticity, originality, integrity (of heritage or artifacts) | A more specialized term used primarily in heritage conservation, museology, museum studies, and cultural policy discourse, often as a translation of the technical concept "authenticity" in international frameworks (e.g., UNESCO documents). Less common in everyday speech. Reflects a domain-specific borrowing pattern. | [MARGINAL] |
| 失实 | shīshí | lose + fact/reality | inaccurate, contrary to fact, misrepresenting the facts, distorted | Used to evaluate a statement, report, or account as failing to correspond to the facts, without necessarily implying deliberate deception. Common in journalistic and legal contexts (e.g., 报道失实, inaccurate reporting; 严重失实, seriously inaccurate). Implies a gap between representation and reality. | [CORE] |
| 道地 | dàodì | road/way + ground/place (etymology debated; possibly dialectal) | genuine, authentic, of the proper kind, real (especially of products or skills) | Used colloquially to affirm that something — typically a product, skill, or cultural practice — is of the authentic, proper variety rather than an imitation. Common in contexts evaluating food, dialect, craftsmanship, or cultural authenticity. More colloquial and informal than 正宗. | [CORE] |
| 真正 | zhēnzhèng | true + upright/proper | genuine, real, true (emphatic) | Emphasizes that something is the authentic or proper instance of a category, often contrasting with something superficial or nominal. Used predicatively and attributively. | [CORE] |
| 诚实 | chéngshí | sincere/honest + solid/real | honest, truthful, sincere | A moral evaluation of persons or conduct, indicating that one does not deceive or misrepresent. Applied to character, behavior, and speech in moral, educational, and everyday contexts. Distinguished from 真实 by its focus on the agent's disposition rather than the content of a statement. | [CORE] |
| 欺骗 | qīpiàn | deceive + cheat | to deceive, to cheat, deception, fraud | Refers to the act of deliberately misleading another person through false statements or actions. Used in moral, legal, and everyday contexts. Implies intentionality and a victim, distinguishing it from mere error or inaccuracy. | [CORE] |
| 仿冒 | fǎngmào | imitate + counterfeit/pass off as | to counterfeit, to pass off an imitation as genuine, imitation fraud | Used specifically in commercial and legal contexts to describe the production or sale of imitation goods presented as genuine branded products. Overlaps with 假冒 but is more specifically associated with trademark and intellectual property violations. Common in consumer protection discourse. | [CORE] |
| 假冒 | jiǎmào | false/fake + to pass off as | to impersonate, to pass off as genuine, counterfeit | Describes the act of falsely presenting something or someone as genuine, whether a product, identity, or credential. Used in legal, commercial, and everyday contexts. Appears in fixed compounds such as 假冒伪劣 (fake and inferior goods). | [CORE] |
| 相符 | xiāngfú | mutually + conform/match | to correspond, to match, to be consistent with | Used to evaluate whether two things — a statement and a fact, a copy and an original, a description and a reality, or a person's conduct and a standard — are in agreement or conformity. Common in legal, administrative, and documentary contexts (e.g., 与事实相符, consistent with the facts). Focuses on the relational match between two items. | [CORE] |
| 核实 | héshí | verify/check + solid/real | to verify, to confirm, to check the accuracy of | Refers to the process of checking or confirming whether information, claims, or documents are accurate and genuine. Widely used in journalistic, legal, administrative, and investigative contexts. Implies an active process of verification rather than a static judgment. | [CORE] |
| 伪装 | wěizhuāng | false/spurious + dress/disguise | to disguise, to camouflage, to masquerade as; disguise, pretense | Describes the act of concealing one's true nature or identity through a false appearance. Used in military, political, and everyday moral contexts. Implies deliberate concealment of what something or someone truly is. | [CORE] |
| 辨别真伪 | biànbié zhēnwěi | to distinguish + true + false | to distinguish the genuine from the false, to authenticate | A conventionalized verb phrase used in contexts of verification, authentication, and critical evaluation of sources or objects. | [CORE] |
| 属实 | shǔshí | belong to/be + reality/fact | to be true, to be confirmed as factual, verified | A formal expression used in administrative, legal, and journalistic contexts to assert that a claim or allegation has been verified as factual. | [CORE] |
| 道德 | dàodé | way/principle + virtue/power | morality, ethics, moral conduct | The standard compound for morality and ethical conduct in Chinese. Used in evaluations of whether behavior conforms to accepted moral norms. | [CORE] |
| 合法 | héfǎ | conform to + law | lawful, legal, legitimate | Evaluates whether an action, document, or status conforms to legal requirements. Widely used in legal, administrative, and everyday contexts. | [CORE] |
| 违法 | wéifǎ | violate + law | illegal, unlawful, in violation of the law | The standard term for actions or conduct that contravene legal norms. Used across legal, journalistic, and everyday registers. | [CORE] |
| 逼真 | bīzhēn | approach/press toward + true/real | lifelike, realistic, true to life, convincing | Used in aesthetic contexts to evaluate representations (paintings, performances, descriptions) as closely resembling their subjects. Implies high fidelity of resemblance. | [CORE] |
| 确凿 | quèzáo | certain/definite + solid (second morpheme primarily bound) | conclusive, solid, irrefutable (of evidence) | Used almost exclusively to modify 证据 (evidence) or similar nouns, asserting that evidence is firm and beyond doubt. Primarily a legal and journalistic collocation. | [CORE] |
| 真正 | zhēnzhèng | true + upright/correct | truly, genuinely, real, authentic | Used as an adverb or attributive adjective to intensify the claim that something is genuinely what it appears to be, not merely nominal or superficial. Extremely common across all registers: 真正的朋友 (a true friend), 真正理解 (to truly understand). | [CORE] |
| 真诚 | zhēnchéng | true + sincere/honest | sincere, genuine, heartfelt | Evaluates a person's attitude, expression, or intention as genuinely felt rather than performed or strategic. Applied to persons, attitudes, or expressions to indicate that they are free from pretense or calculation. Slightly more formal than 真心. Common in interpersonal, diplomatic, and moral discourse: 真诚的道歉 (a sincere apology), 真诚待人 (to treat people sincerely). | [CORE] |
| 真心 | zhēnxīn | true + heart/mind | wholehearted, sincere, genuinely; sincerity | Asserts that an emotion, intention, or commitment is genuinely felt rather than feigned. Used to evaluate whether a person's feelings, intentions, or expressions are genuine rather than performed or strategic. Used in everyday speech and literary contexts: 真心话 (words from the heart), 真心喜欢 (to genuinely like). | [CORE] |
| 真假 | zhēnjiǎ | true + false | genuine or fake, authenticity, true or false | Names the binary question of whether something is authentic or counterfeit. Functions as a compound noun or binomial framing an evaluative question. Appears in collocations such as 辨别真假 (to distinguish the genuine from the fake), 真假难辨 (hard to tell real from fake), and 分不清真假 (unable to tell real from fake). Common in commercial, legal, and everyday contexts. | [CORE] |
| 真理 | zhēnlǐ | true + principle/reason | truth (as a principle), Truth (philosophical) | Refers to fundamental or universal truth, especially in philosophical, ideological, political, and scientific discourse. Used in Marxist-Leninist discourse ("真理标准" — the criterion of truth). Appears in expressions like 追求真理 (to pursue truth) and 真理越辩越明 (truth becomes clearer through debate). More abstract than 真相. | [CORE] |
| 真实性 | zhēnshíxìng | true + solid/real + -ness (nominalizing suffix) | truthfulness, authenticity, veracity, fidelity, factual accuracy | The nominalized form of 真实, used to evaluate the degree to which a document, account, artwork, or claim corresponds to reality. Common in legal, journalistic, academic, and literary-critical discourse: 新闻的真实性 (the truthfulness of news reporting), 核实其真实性 (to verify its authenticity/accuracy). | [CORE] |
| 真凭实据 | zhēn píng shí jù | true + evidence/proof + solid/real + evidence/basis | solid evidence, concrete proof, hard facts | A fixed four-character expression asserting that a claim is backed by genuine and substantial evidence rather than speculation or hearsay. Used in legal argumentation and everyday disputes to demand or affirm evidentiary grounding. Often used in the phrase 拿出真凭实据 (to produce solid proof). | [CORE] |
| 真知灼见 | zhēn zhī zhuó jiàn | true + knowledge + clear/penetrating + view/insight | genuine insight, penetrating understanding, well-founded opinion | A fixed expression used to praise a judgment or analysis as both accurate and perceptive, as opposed to superficial or mistaken opinions. Common in academic, literary, and intellectual discourse as a compliment to a speaker or writer's views. | [CORE] |
| 真才实学 | zhēn cái shí xué | true + talent + solid/real + learning | genuine talent and solid learning, real ability | Evaluates a person as possessing authentic skills and knowledge rather than merely a reputation or credentials. Used in educational and professional contexts to distinguish substantive competence from superficial qualification. | [CORE] |
| 真金不怕火炼 | zhēn jīn bù pà huǒ liàn | true + gold + not + fear + fire + smelt/test | True gold fears no fire; genuine quality withstands scrutiny. | A proverb asserting that what is genuinely good or authentic will prove itself under testing conditions or adversity. Used in moral and evaluative contexts to encourage confidence in genuine quality or integrity. Applied to persons, products, or principles. | [CORE] |
| 逼真 | bīzhēn | to press/approach + true/genuine | lifelike, realistic, true to life, vivid, convincingly real | Evaluates a representation — painting, performance, imitation, description, special effects — as so close to the original that it seems real. Common in aesthetic and artistic criticism: 画得逼真 (painted so realistically), 模仿得逼真 (imitated convincingly). | [CORE] |
| 认真 | rènzhēn | to recognize/take + true/seriously | serious, earnest, conscientious, to take seriously | Describes an attitude of genuine engagement and care in performing a task or holding a position. Extremely common in everyday, educational, and professional contexts: 认真工作 (to work conscientiously), 别太认真 (don't take it too seriously). Also used as a verb phrase meaning to take something seriously or literally. | [CORE] |
| 当真 | dàngzhēn | to treat as + true/real | to take seriously, to take as real, to mean it; really, actually (adverb) | Used to ask or assert whether something is being treated as genuinely true or meant. Common in conversational contexts: 你当真吗？(Are you serious?), 别当真 (Don't take it literally/seriously), 你当真了？(Are you taking this seriously?). Also functions as an adverb meaning "really." | [CORE] |
| 纯真 | chúnzhēn | pure + true/genuine | pure, innocent, guileless, genuine, unspoiled | Describes a person — especially a child — or an emotion as unaffected and without artifice. Common in literary, emotional, and moral evaluations: 纯真的童年 (an innocent childhood), 纯真的感情 (genuine, unaffected feelings). | [CORE] |
| 天真 | tiānzhēn | heaven/natural + true/genuine | naive, innocent, artless, ingenuous; (of children) naturally genuine | Describes a person or belief as naturally unaffected and without guile, sometimes with the implication of being unrealistically simple. Used both as a compliment (of children) and as mild criticism (of adults): 天真烂漫 (innocent and carefree), 太天真了 (too naive). | [CORE] |
| 真面目 | zhēn miànmù | true + face + appearance | true face, true nature, real identity | Refers to the actual nature or identity of a person or thing, especially when it has been concealed. Appears in the fixed phrase 庐山真面目 (the true face of Mount Lu; one's true nature, from a Su Shi poem) and in everyday usage: 露出真面目 (to reveal one's true colors). | [CORE] |
| 真实感 | zhēnshígǎn | true + solid/real + sense/feeling | sense of reality, feeling of authenticity, verisimilitude, sense of realism | Used in literary, cinematic, and artistic criticism to evaluate whether a work produces a convincing impression of reality. Also used in psychological contexts to describe a person's sense of connection to reality. | [CORE] |
| 真伪莫辨 | zhēn wěi mò biàn | true + false/spurious + cannot + distinguish | impossible to tell genuine from fake, indistinguishable | A fixed expression used to describe a situation in which authentic and counterfeit items or claims are so similar that differentiation is impossible. Common in legal, archival, and investigative contexts. | [CORE] |
| 半真半假 | bàn zhēn bàn jiǎ | half + true + half + false | half true, half false; partly genuine | Describes a statement or situation that mixes truth and falsehood. Used in everyday and journalistic contexts to characterize claims that are not wholly reliable: 他说的话半真半假 (what he said was half true, half false). Also used to describe testimony, rumors, or narratives. | [CORE] |
| 真善美 | zhēn shàn měi | true + good + beautiful | truth, goodness, and beauty; the True, the Good, and the Beautiful | A philosophical and aesthetic triad used in educational, literary, and moral discourse to name the three highest values, corresponding to classical Western formulations. Appears in discussions of art, ethics, and education: 追求真善美 (to pursue truth, goodness, and beauty). | [CORE] |
| 写真 | xiězhēn | to write/depict + true/genuine | portrait, realistic depiction, photo (in some contexts); photo shoot (especially glamour or idol photography) | In classical and art-historical contexts, refers to realistic portraiture or life-drawing. In modern usage, especially in Taiwan and influenced by Japanese, refers to a photographic portrait or photo shoot, especially of celebrities or models. Used in both artistic and commercial contexts. | [CORE] |
| 传真 | chuánzhēn | to transmit + true/genuine | fax, facsimile; also: to transmit a true likeness | In modern usage, the standard term for facsimile (fax) transmission. The compound originally referred to transmitting a true likeness; the technical meaning is now dominant. Common in administrative and business contexts. | [CORE] |
| 真空 | zhēnkōng | true + empty/void | vacuum (physical); also: a genuine void or absence | The standard scientific and technical term for a vacuum (absence of matter). Also used in Buddhist philosophical discourse to refer to the concept of true emptiness (śūnyatā). Used metaphorically for a power vacuum or an absence of something expected: 权力真空 (power vacuum), 真空包装 (vacuum packaging). Common in both technical and political discourse. | [CORE] |
| 真菌 | zhēnjūn | true + fungus/bacterium | true fungi, Fungi (taxonomic kingdom) | The standard biological and taxonomic term for the kingdom Fungi, distinguishing true fungi from other fungus-like organisms. Used in scientific, medical, and educational contexts. | [CORE] |
| 千真万确 | qiān zhēn wàn què | thousand + true + ten-thousand + certain/precise | absolutely true, beyond any doubt, one hundred percent certain | A fixed expression used to assert with maximum emphasis that something is genuinely and certainly true. Common in everyday speech and informal writing when a speaker wishes to insist on the truth of a claim, often to counter skepticism: 这件事千真万确 (this matter is absolutely true). | [CORE] |
| 真相大白 | zhēnxiàng dàbái | true + appearance + greatly + clear/white | the truth has come to light; the facts are fully revealed | A fixed phrase used to describe the moment when concealed facts are fully exposed or clarified. Common in journalistic, legal, and narrative contexts. | [CORE] |
| 真迹 | zhēnjì | true + trace/mark (especially calligraphic or painted work) | authentic work; genuine original (of calligraphy or painting) | Used specifically in art authentication to refer to a work that is genuinely by the attributed artist, as opposed to a copy or forgery. Central to Chinese art historical and connoisseurship discourse. | [CORE] |
| 真品 | zhēnpǐn | true + article/product | genuine article; authentic product | Used in commercial and authentication contexts to distinguish a genuine product from a counterfeit. Common in consumer protection and antiques evaluation. | [CORE] |
| 真本 | zhēnběn | true + original/root copy | authentic original; genuine edition | Used in bibliographic and textual scholarship to refer to an authentic original text or edition, as opposed to a forgery or corrupt copy. | [MARGINAL] |
| 真人 | zhēnrén | true + person | real person; (in Daoist usage) perfected person, realized being | In everyday usage, refers to a real, actual person as opposed to a fictional or represented one: 真人秀 (reality show), 真人版 (live-action version). In Daoist philosophical and religious discourse, refers to a spiritually perfected individual. | [CORE] |
| 真人秀 | zhēnrénxiù | true + person + show (loanword) | reality show; reality television | The standard Chinese term for reality television programming. Extremely common in media and everyday discourse. | [CORE] |
| 真实性原则 | zhēnshíxìng yuánzé | true + solid/real + -ness + principle | principle of truthfulness; principle of factual accuracy | Used in journalistic ethics, legal procedure, and heritage conservation to name the normative requirement that representations or records conform to fact. | [MARGINAL] |
| 真伪难辨 | zhēnwěi nán biàn | true + false + difficult + distinguish | difficult to tell genuine from fake; hard to distinguish authentic from counterfeit | A fixed phrase used to describe situations where authenticity is genuinely uncertain or where deception is sophisticated. Common in authentication and investigative contexts. | [CORE] |
| 真假难分 | zhēnjiǎ nán fēn | true + false + difficult + separate/distinguish | hard to tell real from fake; indistinguishable from the genuine | Used to describe imitations or deceptions that are so convincing that authenticity cannot easily be determined. Common in everyday and commercial discourse. | [CORE] |
| 真命天子 | zhēnmìng tiānzǐ | true + mandate/destiny + son of heaven | the true Son of Heaven; the rightful emperor; the destined ruler | A historical and literary expression referring to the legitimate ruler believed to hold the Mandate of Heaven. Used in historical narrative and, colloquially, to refer humorously to one's destined partner. | [CORE] |
| 真核 | zhēnhé | true + nucleus/core | eukaryotic; true nucleus | Used in biology to distinguish eukaryotic organisms (真核生物, eukaryotes) from prokaryotes. Standard scientific terminology. | [CORE] |
| 真真假假 | zhēnzhēn jiǎjiǎ | true-true + false-false (reduplication) | a mixture of true and false; partly real, partly fake; ambiguous | Used to describe a situation or account that is a confusing mixture of genuine and fabricated elements, making it difficult to determine what is real. Common in everyday and narrative discourse. | [CORE] |
| 较真 | jiàozhēn | compare/be particular about + true/real | to be a stickler; to take things too literally; to be pedantic about accuracy | Colloquial expression describing a tendency to insist on exactness or to take things too literally. Can be used approvingly (conscientious) or disapprovingly (pedantic). Common in everyday speech. | [CORE] |
| 真话 | zhēnhuà | true + speech/words | the truth, a true statement, honest words | Refers to a statement that accurately reflects reality or what the speaker actually believes or knows. Appears in the contrast 真话假话 (true words and false words) and in expressions like 说真话 (to tell the truth). Common in everyday and moral discourse. | [CORE] |
| 实际 | shíjì | solid/real + border/boundary/occasion | actual, practical, in practice, reality | Contrasts what is actually the case with what is theoretical, ideal, or claimed. Extremely common across all registers: 实际情况 (the actual situation), 脱离实际 (divorced from reality), 实际上 (in practice, actually). | [CORE] |
| 实际上 | shíjìshàng | solid/real + border/occasion + on/above | in fact, actually, in practice, in reality | An adverbial phrase used to introduce a correction or clarification, asserting what is actually the case as opposed to what appears or is claimed. One of the most common discourse markers in Chinese across all registers. | [CORE] |
| 现实 | xiànshí | present/manifest + solid/real | reality, the real world; realistic, pragmatic | Refers to the actual state of the world as it currently exists, often contrasted with ideals, wishes, or fiction. Also used as an adjective meaning pragmatic or realistic: 面对现实 (to face reality), 现实主义 (realism). | [CORE] |
| 实现 | shíxiàn | solid/real + to appear/manifest | to realize, to achieve, to bring about, to actualize | Describes the process of making something actual or concrete that was previously only potential or planned. Common in goal-oriented, political, and everyday discourse: 实现梦想 (to realize a dream), 实现目标 (to achieve a goal). | [CORE] |
| 实施 | shíshī | solid/real + to carry out/implement | to implement, to put into effect, to enforce | Used in legal, administrative, and policy contexts to describe the putting into practice of a law, plan, or measure: 实施法律 (to implement a law), 实施方案 (to carry out a plan). | [CORE] |
| 实践 | shíjiàn | solid/real + to tread/practice | practice, to practice, to put into practice | Refers to the application of knowledge or principles in action, as opposed to theory. Central to Marxist epistemology in Chinese political discourse (实践是检验真理的唯一标准, practice is the sole criterion for testing truth) and to everyday usage. | [CORE] |
| 实验 | shíyàn | solid/real + to test/verify | experiment, to experiment, experimental | The standard term for scientific experiment or experimental procedure. Also used more broadly for any trial or test of a hypothesis or method: 做实验 (to conduct an experiment), 实验室 (laboratory). | [CORE] |
| 实证 | shízhèng | solid/real + evidence/proof | empirical evidence, empirical proof; positivism (in philosophy) | Used in scientific and philosophical discourse to refer to evidence grounded in observation and fact. 实证主义 is the standard translation of positivism. Also used in legal contexts for concrete proof. Central to discussions of empiricism and evidence-based reasoning: 实证研究 (empirical research). | [CORE] |
| 实情 | shíqíng | solid/real + situation/circumstances | the true situation, the actual facts, the real state of affairs | Refers to the actual circumstances of a matter, especially when these may differ from what has been reported or claimed. Common in legal, investigative, and everyday contexts: 了解实情 (to understand the true situation). | [CORE] |
| 实话 | shíhuà | solid/real + speech/words | the truth, truthful words, honest statement, straight talk | Refers to a statement that accurately reflects what the speaker knows or believes, as opposed to polite evasions or lies. Appears in the common expression 实话实说 (to tell it like it is, to speak the truth plainly) and 说实话 (to tell the truth). | [CORE] |
| 实话实说 | shí huà shí shuō | solid/real + speech + solid/real + to speak | to tell it like it is, to speak plainly and honestly, to say it straight | A fixed expression used to introduce or request a frank, unvarnished account. Common in everyday conversation and also the name of a well-known Chinese television talk show, which extended its currency. | [CORE] |
| 实力 | shílì | solid/real + strength/power | actual strength, real capability, substantive power | Refers to the genuine, demonstrated capacity of a person, team, or state, as opposed to nominal rank or reputation. Common in sports, military, political, and business discourse: 实力派 (a person of genuine ability), 综合实力 (overall strength), 展示实力 (to demonstrate real strength). | [CORE] |
| 务实 | wùshí | to attend to/engage with + solid/real | pragmatic, practical, down-to-earth, results-oriented | Evaluates a person, policy, or approach as focused on concrete realities and achievable outcomes rather than ideology or abstraction. Common in political and administrative discourse: 务实的态度 (a pragmatic attitude), 务实外交 (pragmatic diplomacy). | [CORE] |
| 扎实 | zhāshi / zhāshí | to plant/root + solid/real | solid, thorough, well-grounded, substantial | Evaluates knowledge, skills, or work as genuinely thorough and well-founded rather than superficial. Common in educational and professional contexts: 基础扎实 (a solid foundation), 工作扎实 (thorough, solid work), 扎实推进 (to advance steadily and thoroughly). | [CORE] |
| 充实 | chōngshí | to fill/full + solid/real | to enrich, to fill out, substantial, fulfilling | | [CORE] |
