| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| Verb/adjective base + 者 | 伪装者 | wěizhuāngzhě | "one who disguises; impostor" | Same register restriction as 欺骗者; formal and written. The -者 suffix is productive across verbal compounds in this domain but the resulting forms are stylistically marked as formal. | [MARGINAL] |
| Verb/adjective base + 者 | 伪造者 | wěizàozhě | "forger, counterfeiter" | The 者 suffix is formal and appears primarily in written, legal, and official registers; not typical of casual speech. Productive only where the base describes a deliberate human action; no agentive nominalization with 者 is attested for the positive (truth-telling) pole. | [MARGINAL] |
| Colloquial agentive: 骗子 | 骗子 | piànzi | "cheat, swindler" | Colloquial form with suffix 子; preferred in spoken registers over 欺骗者. Register alternate for the deception-agent concept. No colloquial alternate with 子 is attested for 伪造者. | [CORE] |
| 严禁 + truth-domain verb phrase | 严禁弄虚作假。 | Yánjìn nòng xū zuò jiǎ. | "It is strictly forbidden to engage in fraud and falsification." | Restricted to the deliberate-falsification cluster (弄虚作假, 造假, 作假, 伪造); does not appear with truth-evaluation adjectives or authenticity nouns. Characteristic of regulatory, administrative, and anti-corruption discourse. Characteristic of legal, regulatory, and institutional written registers; 严禁 + violation verb is a stable and productive formula in official documents and signage. Not used in casual speech. | [CORE] |
| 不得 + truth-domain verb phrase | 不得造假。 | Bùdé zào jiǎ. | "Fabrication is not permitted." | Same domain restriction as 严禁; 不得 is slightly less emphatic and more broadly used in formal written regulations. Both 严禁 and 不得 are restricted to the falsification sub-domain and do not extend to truth-evaluation adjectives (正确, 真实) or authenticity nouns (真相, 事实). | [CORE] |
| 不得 + truth-domain verb phrase | 不得欺骗消费者 | bùdé qīpiàn xiāofèizhě | "it is prohibited to deceive consumers" | 不得 is the standard formal prohibition marker in legal and regulatory texts; productive with truth-domain violation verbs. Slightly less emphatic than 严禁 and somewhat broader in distribution across formal registers. | [CORE] |
| Epistemic/investigative verb + 真相/事实/真伪 (revealing set) | 揭露真相 | jiēlù zhēnxiàng | "to expose the truth / reveal the true state of affairs" | Most productive construction type in the domain. Revealing/establishing verbs (揭露, 查明, 还原, 尊重) collocate with 真相, 事实, or 是非 as object. Stable across legal, journalistic, and political registers. Highly productive and common across journalistic and public discourse registers; 揭露/揭示 are the most frequent verbs in this slot. Verb selection is constrained by the noun: 真相 takes investigative verbs, not commitment verbs. | [CORE] |
| Epistemic/investigative verb + 真相/事实/真伪 (concealing/distorting set) | 歪曲事实 | wāiqū shìshí | "to distort the facts / misrepresent the truth" | Concealing/distorting verbs (掩盖, 歪曲, 颠倒, 混淆) collocate with the same set of truth-nouns. Contrastive pairing with the revealing set (揭露真相 / 掩盖真相; 尊重事实 / 歪曲事实) is a stable discourse pattern. | [CORE] |
| Commitment verbs + 真理 | 追求真理 | zhuīqiú zhēnlǐ | "to pursue truth" | Common in philosophical, educational, and formal registers; 真理 collocates with commitment and pursuit verbs rather than investigative ones. The verb-noun pairing is conventionalized. | [CORE] |
| 如实 + verb | 如实陈述 | rúshí chénshù | "to state truthfully; to give a truthful account" | Fixed adverbial expression; common in legal and administrative registers. Restricted to verbs of communication, reporting, and recording. No attested negative parallel form (*如假陈述 is unattested). 如实 is a productive adverb that attaches directly to speech and reporting verbs without 地; not restricted to formal registers but most frequent there. Both 如实 and 据实 are fixed forms and not syntactically decomposable in current usage. | [CORE] |
| 据实 + verb | 据实汇报 | jùshí huìbào | "to report based on the facts" | Same register and collocational restrictions as 如实; especially common in administrative and official reporting contexts. | [CORE] |
| 实事求是地 + verb | 实事求是地说 | shíshì qiúshì de shuō | "to say it as it actually is; to speak empirically and honestly" | The full four-character phrase 实事求是 is a fixed expression associated with political and ideological discourse; its use as a manner adverbial with 地 is more formal and marked than shorter adverbials like 如实. Less common in everyday speech. | [MARGINAL] |
| Truth/reality noun + 上 → sentence-initial adverbial | 事实上，情况并非如此。 | Shìshíshàng, qíngkuàng bìng fēi rúcǐ. | "In fact, the situation is not like that." | Among the most frequent discourse-framing devices in Chinese across all registers. Functions to introduce a correction or clarification of a prior claim. Syntactically an adverbial, not a noun-phrase head (distinct from 性-nominalization in Construction 6). | [CORE] |
| Truth/reality noun + 上 → sentence-initial adverbial | 本质上，这两个问题是一样的。 | Běnzhìshàng, zhè liǎng gè wèntí shì yīyàng de. | "Essentially, these two questions are the same." | 本质上 and 实质上 function as discourse markers introducing a claim about underlying reality. Attested across formal, analytical, and journalistic registers. Distinct from the locative-adverbial nominalization use in Construction 6 in that these forms function as sentence-level adverbials rather than as modifiers within a noun phrase. | [CORE] |
| Adjective/verb base + 性 | 新闻报道的真实性 | xīnwén bàodào de zhēnshíxìng | "the truthfulness / authenticity of news reporting" | Most productive abstract nominalizer in this domain; attested with 真实性, 正确性, 准确性, 可靠性, 客观性, 主观性, 实质性, 真诚性, 诚实性, 虚假性. Characteristic of formal, academic, and regulatory registers. Does not attach to nouns like 真相 or 事实. Not applicable to monosyllabic roots or verbal items. | [CORE] |
| Adjective/verb base + 性 | 真实性 | zhēnshíxìng | "truthfulness; factual accuracy (as a property)" | Productive suffix on adjectival compounds in this domain; standard in academic, journalistic, and legal registers. | [CORE] |
| Adjective/verb base + 性 | 可靠性 | kěkàoxìng | "reliability (as a property)" | Same productive pattern as 真实性; commonly appears in technical and evaluative contexts (e.g., data reliability, 信息的可靠性). Restricted to adjectival compound bases. | [CORE] |
| Adjective/verb base + 性 | 准确性 | zhǔnquèxìng | "accuracy, the property of being precise" | The 性 suffix is productive with disyllabic bases across formal and technical registers; extremely common in academic, legal, and administrative writing. Monosyllabic bases (真, 假) are restricted and yield specialized rather than general abstract nouns. | [CORE] |
| Adjective/verb base + 上 | 本质上是一样的 | běnzhìshàng shì yīyàng de | "essentially the same" | Applied to 本质 and 实质, produces highly frequent adverbial phrases functioning as discourse markers. Distinct from 性-nominalization in syntactic function: 上-forms are adverbials, not noun-phrase heads. | [CORE] |
| Adjective/verb base + 度 | 失真度 | shīzhēndù | "degree of distortion" | Attested only in the technical term 失真度; not a productive open construction in this domain. Restricted to technical and measurement contexts. | [MARGINAL] |
| Adjective/compound + 感 | 真实感 | zhēnshígǎn | (sense/feeling of authenticity) | A distinct nominalizing suffix for experiential/aesthetic properties; not interchangeable with 性. Attested in P4a as a distinct pattern. | [CORE] |
| 经 + verification verb + result | 经查属实 | jīng chá shǔshí | "verified upon investigation; confirmed as factual after inquiry" | Highly conventionalized formula in administrative, legal, and journalistic registers; functions as a fixed phrase rather than a productive open pattern. Restricted to formal written contexts; not used in casual speech. | [CORE] |
| 经 + verification verb + result | 经调查证实 | jīng diàochá zhèngshí | "confirmed by investigation" | Same register restriction as 经查属实; the 经 + verification verb + result frame is a stable formal convention. | [CORE] |
| 无法 + verb | 无法核实 | wúfǎ héshí | "unable to verify; impossible to confirm" | Productive and common in journalistic and investigative discourse; marks the limits of verification. Contrasts with the positive completed-verification frame 经过核实 as the conventionalized negative counterpart. Same register distribution as the positive forms. | [CORE] |
| 无从 + verb + noun | 无从判断真伪 | wúcóng pànduàn zhēnwěi | "no way to judge authenticity; unable to determine whether genuine or fake" | 无从 is slightly more formal and literary than 无法; both are attested in this frame. The construction is productive with authentication and judgment verbs (判断, 核实, 鉴别). | [CORE] |
| 与…相符 | 与事实相符 | yǔ shìshí xiāngfú | "consistent with the facts" | Standard construction in legal and administrative registers; requires the coverb 与 to introduce the standard of comparison. Negative form 不相符 is equally common and attested. | [CORE] |
| 前后相符 | 前后相符 | qiánhòu xiāngfú | "internally consistent; consistent from start to finish" | Common in legal and evaluative contexts; 前后 functions as a fixed temporal frame rather than a coverb-introduced NP. Slightly different structural pattern from 与…相符 but same predicate. | [CORE] |
