| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 假 (jiǎ) | 掺假 | chān jiǎ | To adulterate; to mix in fake or inferior material. | The verb 掺 (to mix in, to adulterate) combined with 假 describes the practice of mixing counterfeit or inferior material into genuine goods. Common in food safety, commercial, and regulatory discourse: 食品掺假 (food adulteration). | [CORE] |
| 假 (jiǎ) | 作假 | zuò jiǎ | To falsify; to cheat; to engage in deception. | The verb 作 (to do, to engage in) combined with 假 produces a common expression for deliberate falsification or cheating. Used in academic, commercial, and administrative contexts: 考试作假 (cheating on an exam), 账目作假 (falsifying accounts). Overlaps with 造假 but 作假 more often implies procedural or documentary falsification. | [CORE] |
| 假 (jiǎ) | 说假话 | shuō jiǎhuà | To tell a lie; to speak falsely. | The standard verb-object collocation for lying or making false statements. Directly contrasts with 说真话. Extremely common across all registers. | [CORE] |
| 假 (jiǎ) | 辨别真假 | biànbié zhēnjiǎ | To distinguish the genuine from the fake; to tell real from false. | A common verb-object collocation used in authentication, commercial, and analytical contexts. The object 真假 functions as a binomial noun denoting the evaluative dimension of authenticity. | [CORE] |
| 假 (jiǎ) | 辨真假 | biàn zhēnjiǎ | To distinguish the genuine from the fake; to tell real from false. | A verb-object construction using 辨 (to distinguish) + 真假, meaning to evaluate and determine whether something is authentic or counterfeit. Related to 辨别真假 but more colloquial and shorter. | [CORE] |
| 真实 (zhēnshí) | 还原真实 | huányuán zhēnshí | To restore the truth; to recover the authentic state of affairs; to reconstruct what actually happened. | The verb 还原 (to restore, to return to the original state) combined with 真实 describes the act of recovering an accurate account of events or an authentic representation. Common in journalistic, historical, and legal discourse. | [CORE] |
| 真实 (zhēnshí) | 贴近真实 | tiējìn zhēnshí | To be close to reality; to approximate the truth; to be true to life. | The verb phrase 贴近 (to be close to, to approach) combined with 真实 evaluates a representation or account as approximating reality. Common in literary, aesthetic, and journalistic criticism: 这部小说贴近真实 (this novel is close to reality). | [CORE] |
| 真实 (zhēnshí) | 反映真实情况 | fǎnyìng zhēnshí qíngkuàng | To reflect the true situation; to accurately represent the actual state of affairs. | The verb 反映 (to reflect, to represent) combined with 真实情况 (true situation) is a standard collocation in journalistic, administrative, and legal discourse for evaluating whether a report or account accurately captures reality. 真实 functions as an attributive modifier within the object noun phrase. | [CORE] |
| 真实 (zhēnshí) | 追求真实 | zhuīqiú zhēnshí | To pursue authenticity; to seek the truth. | The verb 追求 (to pursue, to seek) combined with 真实 expresses an orientation toward authentic representation or factual accuracy. Common in artistic, journalistic, and philosophical discourse. | [CORE] |
| 真实 (zhēnshí) | 基于真实事件 | jīyú zhēnshí shìjiàn | Based on true events; based on a true story. | A prepositional phrase construction extremely common in film, literature, and media to indicate that a narrative is grounded in actual events. Functions as a fixed attributive or adverbial frame. | [CORE] |
| 真实 (zhēnshí) | 与真实不符 | yǔ zhēnshí bù fú | Inconsistent with reality; not in accordance with the facts. | A prepositional construction used in legal and evaluative contexts to characterize a statement or representation as deviating from factual reality. The coverb 与 introduces the standard of comparison. | [CORE] |
| 虚假 (xūjiǎ) | 发布虚假信息 | fābù xūjiǎ xìnxī | To publish false information; to disseminate fraudulent content. | The verb 发布 (to publish, to release) combined with 虚假信息 (false information) is a standard collocation in media regulation, cybersecurity law, and journalistic ethics discourse. 虚假信息 itself is a highly productive collocation. | [CORE] |
| 虚假 (xūjiǎ) | 虚假广告 | xūjiǎ guǎnggào | False advertising; fraudulent advertisement. | A standard collocation in Chinese consumer protection and advertising law. 虚假广告 is a legal term of art appearing in the Advertising Law (广告法) and related regulations. Highly frequent in regulatory and journalistic contexts. | [CORE] |
| 虚假 (xūjiǎ) | 揭穿虚假 | jiēchuān xūjiǎ | To expose falsehood; to unmask deception. | The verb 揭穿 (to expose, to unmask) combined with 虚假 describes the act of revealing that something is fraudulent or false. Common in investigative journalism and everyday discourse. | [CORE] |
| 虚假 (xūjiǎ) | 制造虚假繁荣 | zhìzào xūjiǎ fánróng | To manufacture a false prosperity; to create an illusion of flourishing. | The verb 制造 (to manufacture, to create) combined with 虚假 and a noun produces a construction used in political and economic criticism to describe the deliberate creation of misleading appearances. 虚假繁荣 (false prosperity) is itself a fixed collocation. | [CORE] |
| 虚假 (xūjiǎ) | 虚假宣传 | xūjiǎ xuānchuán | False advertising; fraudulent publicity. | A fixed noun phrase used in consumer protection and regulatory law to describe advertising or promotional claims that are misleading or factually false. Extremely common in commercial law and media discourse. | [CORE] |
| 虚假 (xūjiǎ) | 散布虚假消息 | sànbù xūjiǎ xiāoxi | To spread false news; to disseminate misinformation. | A verb-object construction used in legal and journalistic contexts, particularly in discussions of rumor-spreading and online misinformation. Common in regulatory and media discourse. | [CORE] |
| 虚假 (xūjiǎ) | 发布虚假广告 | fābù xūjiǎ guǎnggào | To publish false advertising; to issue fraudulent advertisements. | A verb-object construction used in consumer protection and regulatory contexts. 虚假广告 (false/fraudulent advertising) is a standard legal category in Chinese advertising law. | [CORE] |
| 虚假 (xūjiǎ) | 散布虚假信息 | sànbù xūjiǎ xìnxī | To spread false information; to disseminate disinformation. | A verb-object construction with 散布 (to spread/disseminate) + 虚假信息 (false information), used in legal, regulatory, and journalistic contexts. A standard formulation in Chinese media law and internet regulation discourse. | [CORE] |
| 正确 (zhèngquè) | 验证其正确性 | yànzhèng qí zhèngquèxìng | To verify its correctness. | The verb 验证 (to verify, to validate) combined with 正确性 is a standard collocation in scientific, logical, and evaluative discourse. Documents the use of the P2a derived form 正确性 in a typical verbal construction. | [CORE] |
| 正确 (zhèngquè) | 保证正确 | bǎozhèng zhèngquè | To ensure correctness; to guarantee accuracy. | The verb 保证 (to guarantee, to ensure) combined with 正确 is a common collocation in instructional, technical, and administrative discourse. | [CORE] |
| 正确 (zhèngquè) | 纠正错误，走上正确的道路 | jiūzhèng cuòwù, zǒushàng zhèngquè de dàolù | To correct errors and get onto the right path. | A common construction in political and moral discourse pairing 纠正错误 (to correct errors) with 正确的道路 (the correct path). Illustrates the use of 正确 as an attributive modifier in evaluative constructions. The pairing of 正确 and 错误 in contrastive constructions is highly productive. | [CORE] |
| 正确 (zhèngquè) | 完全正确 | wánquán zhèngquè | Completely correct; entirely right; absolutely accurate. | A degree-modified predicate construction using 完全 (completely) to intensify the assertion of correctness. Common across educational, logical, and everyday evaluative contexts. | [CORE] |
| 正确 (zhèngquè) | 基本正确 | jīběn zhèngquè | Basically correct; largely accurate; correct in its essentials. | A degree-modified predicate construction using 基本 (basically, fundamentally) to qualify the assertion of correctness, indicating that something is correct in its main points though perhaps not in every detail. Common in evaluative and academic discourse. | [CORE] |
| 正确 (zhèngquè) | 判断是否正确 | pànduàn shìfǒu zhèngquè | To judge whether something is correct. | A verb-complement construction using the 是否 (whether or not) frame to embed a correctness evaluation within a judgment or assessment. Common in academic, legal, and administrative discourse. | [CORE] |
| 正确 (zhèngquè) | 走正确的道路 | zǒu zhèngquè de dàolù | To take the correct path; to follow the right road. | A verb-object construction with 走 (to walk/follow) + 正确的道路 (the correct path), used in political, moral, and everyday contexts to assert that a course of action is the right one. Common in political discourse as a metaphor for ideological or policy correctness. | [CORE] |
| 正确 (zhèngquè) | 保持正确方向 | bǎochí zhèngquè fāngxiàng | To maintain the correct direction; to stay on the right course. | A verb-object construction used in political and administrative discourse to assert the importance of adhering to an approved or correct orientation. 正确方向 (correct direction) is a common collocation in Chinese political language. | [CORE] |
| 正确 (zhèngquè) | 答对了 / 答错了 | dá duì le / dá cuò le | Got it right / Got it wrong (in answering a question). | These are the standard constructions for asserting correctness or incorrectness of an answer, using the resultative complements 对 (correct) and 错 (wrong) rather than 正确 or 错误 directly. Included here because they represent the primary spoken/everyday construction for the correctness evaluation that 正确/错误 express in more formal registers. | [CORE] |
| 错误 (cuòwù) | 犯错误 | fàn cuòwù | To make a mistake; to commit an error. | The verb 犯 (to commit, to make) combined with 错误 is the standard collocation for making an error or mistake. Ubiquitous across all registers. The construction 犯了错误 (has made a mistake) is equally common. Common in moral, political, and everyday contexts ("承认犯了错误" — to admit to having made a mistake). | [CORE] |
| 错误 (cuòwù) | 纠正错误 | jiūzhèng cuòwù | To correct an error; to rectify a mistake. | The verb 纠正 (to correct, to rectify) combined with 错误 is a standard collocation in educational, political, and everyday discourse. Appears frequently in political self-criticism and administrative language. Common in self-criticism and policy-correction discourse. | [CORE] |
| 错误 (cuòwù) | 承认错误 | chéngrèn cuòwù | To admit a mistake; to acknowledge an error. | The verb 承认 (to admit, to acknowledge) combined with 错误 is a standard collocation in interpersonal, legal, and political discourse. Contrasts with 否认错误 (to deny a mistake). Common in discussions of accountability and self-criticism. | [CORE] |
| 错误 (cuòwù) | 这是一个严重的错误 | zhè shì yīgè yánzhòng de cuòwù | This is a serious mistake. | The copular construction with degree modifier 严重 (serious) illustrates the standard predicative use of 错误 as a noun. The gradability of 错误 (serious, minor, fundamental errors) is a productive pattern: 根本性错误 (fundamental error), 低级错误 (elementary mistake). | [CORE] |
| 错误 (cuòwù) | 严重错误 | yánzhòng cuòwù | A serious error; a grave mistake. | A fixed attributive construction using 严重 (serious, grave) to intensify the evaluation of an error. Extremely common in political, moral, and legal discourse, particularly in contexts of accountability and criticism. | [CORE] |
| 错误 (cuòwù) | 重蹈覆辙 | chóngdǎo fùzhé | To repeat the same mistake; to fall into the same error again. | A fixed 成语 used to describe the repetition of a previous error. Included here because it functions as a common periphrastic construction in discourse about 错误 even though it does not contain the word 错误 itself. Documented here as a constructional extension of the 错误 domain. | [CORE] |
| 错误 (cuòwù) | 认识到错误 | rènshí dào cuòwù | To recognize one's error; to come to realize a mistake. | A verb-complement construction with 认识到 (to come to recognize/realize) + 错误, used in moral, political, and everyday contexts to describe the cognitive process of acknowledging that one has been wrong. | [CORE] |
| 准确 (zhǔnquè) | 表达准确 | biǎodá zhǔnquè | The expression is accurate; to express accurately. | The verb 表达 (to express) combined with 准确 as a resultative or evaluative complement is a common collocation in linguistic, editorial, and communicative contexts. Also appears as 准确表达 (to express accurately) with 准确 as an adverbial modifier. | [CORE] |
| 准确 (zhǔnquè) | 做到准确无误 | zuòdào zhǔnquè wúwù | To achieve accuracy without error; to be completely accurate. | The fixed collocation 准确无误 (accurate and without error) is a common intensified form used in technical, legal, and administrative contexts to assert complete precision. 做到 (to achieve, to manage to) introduces it as a goal or standard. | [CORE] |
| 准确 (zhǔnquè) | 无法准确判断 | wúfǎ zhǔnquè pànduàn | Unable to make an accurate judgment; cannot judge precisely. | 准确 functioning as an adverbial modifier before a verb of judgment or assessment is a highly productive pattern: 准确判断 (to judge accurately), 准确预测 (to predict accurately), 准确描述 (to describe accurately). The negated form with 无法 or 不能 is equally common. | [CORE] |
| 准确 (zhǔnquè) | 表述准确 | biǎoshù zhǔnquè | The formulation is accurate; the expression is precise. | A predicate construction used in academic, legal, and editorial contexts to evaluate whether a statement or formulation is precisely worded. 准确 functions as a predicate adjective. The word order (noun + 准确) is the standard Chinese predicate adjective frame. | [CORE] |
| 准确 (zhǔnquè) | 准确把握 | zhǔnquè bǎwò | To accurately grasp; to have a precise understanding of. | A common adverb-verb construction used in analytical contexts. | [CORE] |
