| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| *[truth-domain adjective]* + *tukuy* | Cheqaq tukun. | *cheqaq tuku-n* | 'He/she becomes truthful / turns out to be genuine.' | Same pattern and same caveat as *Chiqan tukun*; both examples flagged as uncertain in prior steps due to limited specific attestation, not structural irregularity. | [UNCERTAIN] |
| Causative (*-ncha-*) | cheqanchay | *cheqanchay* | 'to verify / to confirm / to make true / to correct' | Applies to adjectival roots (*cheqa*, *allin*, *sut'i*, *sumaq*); yields transitive verbs of making or establishing. Appears in legal, administrative, and everyday registers. | [CORE] |
| Causative (*-chi-*) | pantachiy | *pantachiy* | 'to mislead / to cause someone to err' | Applies to verbal roots (*panta-*, *llulla-*, *yacha-*); yields verbs of causing an action in another. *Llulla* uses *-chi-* (*llullachiy*) rather than *-ncha-*; this asymmetry is preserved as attested. | [CORE] |
| Causative verb | Cheqachiy | *cheqa-chi-y* | 'To verify / To confirm / To prove / To correct' | Described as highly productive across all roots in this domain; no contextual restriction noted beyond the general transitive causative meaning. | [CORE] |
| Causative verb | Llullachiy | *llulla-chi-y* | 'To deceive (someone) / To cause to lie / To mislead' | Parallel to *Cheqachiy*; attested without restriction. *Llullachiy* is the most specifically attested form among truth-domain causatives. | [CORE] |
| Morphological causative: root + *-chay/-chiy* | Kay pantasqata chiqanchay tiyan. | *kay pantasqa-ta chiqancha-y tiyan* | 'This mistake needs to be corrected.' | Productive morphological pattern; *-chay/-chiy* applies directly to the adjectival/nominal root to produce a transitive verb. Attested for *cheqaqchay*, *chiqanchay*, and *llullachiy*. | [CORE] |
| Morphological causative: root + *-chay/-chiy* | Llullachirqan payta. | *llullachiqa-n pay-ta* | 'He/she deceived him/her / caused him/her to believe a lie.' | Same morphological strategy; *llullachiy* is the most specifically attested form among truth-domain causatives. | [CORE] |
| Abstract Nominalization | cheqa kay | *cheqa kay* | 'truth / reality / the state of being true / genuineness' | Productive across evaluative roots. Appears in philosophical, religious, and legal registers as well as everyday speech. | [CORE] |
| Abstract Nominalization | allin kay | *allin kay* | 'goodness / well-being / the state of being good or right' | Same productive pattern; no restrictions noted beyond those of the lexical root. | [CORE] |
| Possessed abstract nominal | Cheqan | *cheqa-n* | 'The truth / What is right / The correct one' | Described as the primary abstract nominal for "truth"; takes case suffixes freely (*cheqanta*, *cheqanmanta*). Attested in the collocation *cheqanta rimay* ("to speak the truth"). | [CORE] |
| Possessed abstract nominal (accusative) | Cheqanta | *cheqanta* | 'the truth' (accusative) | Case-inflected form of the primary abstract nominal; attested in *cheqanta rimay* ("to speak the truth"). | [CORE] |
| Possessed abstract nominal (ablative) | Cheqanmanta | *cheqanmanta* | 'about the truth / truly' | Ablative case-inflected form of *cheqan*; attested. | [CORE] |
| Verbal nominalization (abstract, accusative) | Cheqakayta | *cheqa-ka-y-ta* | 'The being true / The truth of (something)' (as object of epistemic verbs) | Attested as object of epistemic verbs; contextually restricted to that position in the data reported. Represents a secondary strategy for abstract nominalization in this domain. | [MARGINAL] |
| Bare infinitive nominalization | Cheqaqta rimay allinmi. | *cheqaqta rimay allin-mi* | 'Speaking the truth is good.' | Bare infinitive nominalization; *cheqaqta* functions adverbially/nominally here. Quechua has no single abstract-nominalization suffix parallel to English *-ness*; bare root use is the primary strategy for abstract meanings. | [CORE] |
| *-sqa* + possessive + case (nominalized clause) | Llullakusqanmantam p'enqakun. | *llullakusqa-n-manta-m p'enqa-ku-n* | 'He/she is ashamed of having lied.' | Productive strategy for nominalizing events or states as clause arguments; *-sqa* plus possessive suffix plus case marker. Attested in a wide range of clause-argument contexts, not restricted to truth-domain vocabulary. | [CORE] |
| Agentive Nominalization | llullaq | *llullaq* | 'liar / one who lies / deceiver' | Standard agentive nominalizer on verbal/adjectival base; common across registers. Attested in everyday and moral-injunctive contexts. | [CORE] |
| Agentive Nominalization (habitual) | llullakuq | *llulla-ku-q* | 'habitual liar / chronic deceiver / one who habitually deceives' | The reflexive *-ku* + agentive *-q* combination adds a habitual or self-directed nuance; attested and described as distinct from the bare agentive. Near-synonymous with *llullaq*; the former derives from the verbal stem *llullakuy*. | [CORE] |
| Agentive Nominalization | cheqanchaq | *cheqanchaq* | 'one who verifies / a verifier / one who confirms' | Applied to the *-ncha-* verbal base; appears in formal and legal registers. | [CORE] |
| Agentive nominal (adjectival root + *-q*) | Llullaqtam ama iñiychu. | *llullaq-ta-m ama iñiy-chu* | 'Do not believe a liar.' | Agentive nominal derived directly from the adjectival root; attested in everyday and moral-injunctive contexts. *Llullaq* and *llullakuq* are near-synonymous; the former derives from the adjectival root. | [CORE] |
| Agentive nominal (*cheqaq*) | cheqaq | *cheqaq* | 'truthful / genuine' | Agentive form of *cheqa*; attested but described as functioning primarily as an adjective rather than a person-characterization. This asymmetry with *llullaq* is explicitly noted in P4a as present in the attested data. Also attested in some attributive positions. | [MARGINAL] |
| Possessive-agentive: stem + *-niyuq* | Cheqaqniyuqmi pay. | *cheqaqniyuq-mi pay* | 'He/she is a person of truthfulness / one who possesses honesty.' | The *-niyuq* ("possessing") form is the attested pattern for "truthful person" rather than a bare *cheqaq + -q* form; this suggests the bare agentive *-q* is not freely applicable to all truth-domain roots. Restricted to this specific lexicalized form in available sources. | [MARGINAL] |
| Evidential: Direct (*-m/-mi*) | cheqam | *cheqam* | 'it is true (I know directly)' | Grammatically obligatory system; marks first-hand knowledge. Applies to all truth-evaluation predicates in this inventory. | [CORE] |
| Evidential: Reportative (*-s/-si*) | cheqas | *cheqas* | 'it is true (reportedly)' | Marks information received from another source; obligatory in the evidential system. No optionality noted; the choice among the three enclitics is grammatically conditioned by source of knowledge. | [CORE] |
| Evidential: Conjectural (*-chá*) | cheqachá | *cheqachá* | 'it is probably true' | Marks inference or conjecture; attested on *llulla* as well (*llullachá*). Applies across all truth-evaluation predicates documented. | [CORE] |
| Evidential: Conjectural on negative root | llullachá | *llullachá* | 'it is probably a lie / I suspect it is false' | Same conjectural enclitic applied to *llulla*; no structural difference from the *cheqachá* pattern. | [CORE] |
| Reflexive / Self-directed Verification | cheqanchakuy | *cheqanchakuy* | 'to verify for oneself / to assure oneself of the truth' | Attested for *cheqa*, *allin*, and *sut'i*; productive within that set. Shifts action from externally directed to self-directed or internally motivated. | [CORE] |
| Reflexive / Self-directed Verification | allinchakuy | *allinchakuy* | 'to correct oneself / to improve oneself / to set oneself right' | Same productive sub-pattern; no additional restrictions noted beyond those of the base *-ncha-* construction. | [CORE] |
| Propositional Knowledge (positive) | cheqa kasqanta yachani | *cheqa kasqanta yachani* | 'I know that it is true / I know it to be genuine' | Standard pattern for propositional knowledge ('knowing that') in Southern Quechua; nominalized predicate takes accusative *-ta* as object of *yachay*. | [CORE] |
| Propositional Knowledge (negative) | pantasqa kasqanta mana yachanichu | *pantasqa kasqanta mana yachanichu* | 'I did not know that it was wrong / I was unaware of the error' | Negation of the knowledge verb (*mana … -chu*) expresses ignorance; attested as relevant in legal contexts for disclaiming responsibility. Follows the same nominalization pattern as the positive form. | [CORE] |
| Deontic periphrasis | Cheqanta rimanayki tiyan | *cheqanta rima-nayki tiyan* | 'You must tell the truth / You are obliged to speak truthfully' | Described as the standard Quechua construction for expressing obligation; not specific to the truth domain but attested in legal and testimonial contexts with truth-evaluation verbs. The possessive suffix on *-na* encodes the person bearing the obligation. | [CORE] |
| Deontic periphrasis (with adverb) | Sut'itatam rimanayki tiyan | *sut'i-ta-m rima-nayki tiyan* | 'You must speak clearly / You are obliged to express yourself plainly' | Parallel construction with an adverbial modifier carrying the direct evidential *-m*; attested in the same legal and testimonial contexts. The evidential on the adverb marks the speaker's direct assertion of the obligation. | [CORE] |
| Ability periphrasis (positive) | Cheqachiy atiy | *cheqachiy atiy* | 'To be able to verify / To be capable of confirming' | The modal verb *atiy* is described as combining freely with infinitives of truth-evaluation verbs; the accusative *-ta* on the infinitive is the standard object-marking in modal constructions. | [CORE] |
| Ability periphrasis (negative) | Manan cheqachiyta atinichu | *mana-n cheqachiy-ta atini-chu* | 'I cannot verify it / I am unable to confirm it' | Negated form of the modal construction; attested in testimonial contexts when a witness or party cannot confirm a claim. The accusative *-ta* on the infinitive is the standard object-marking of infinitives in Quechua modal constructions. | [CORE] |
| Converb construction (circumstantial) | Mana yachaspa rimay | *mana yachay-spa rimay* | 'To speak without knowing / To speak in ignorance' | The *-spa* converb creates circumstantial adverbial clauses modifying the main verb; characterizes speech made without adequate epistemic grounds. | [CORE] |
| Converb construction (quotative) | Cheqa nispa rimay | *cheqa nispa rimay* | 'To speak saying it is true / To affirm as true while speaking' | The quotative *nispa* (converb of *niy*, "to say") embeds a direct assertion within a speech-act description and is the standard construction for reported speech in Quechua; it appears in testimonial contexts when characterizing how a statement was made or framed. | [CORE] |
| Adverbial truth assertion | Cheqaqta rimay. | *cheqaqta rimay* | 'Speak the truth.' (imperative) | *Cheqaqta* functions as a pre-verbal adverb modifying a verb of speaking; widely attested in testimonial and legal discourse. Has no direct parallel in the *llulla* paradigm. | [CORE] |
| Adverbial truth assertion (with evidential) | Cheqaqtam yachani. | *cheqaqta-m yacha-ni* | 'I truly know. / I know for certain.' (with direct evidential) | The direct evidential clitic *-mi* attaches to the adverbial form to add the speaker's epistemic commitment. | [CORE] |
| Prohibitive moral injunction | Ama llulla, ama suwa, ama qella. | *ama llulla, ama suwa, ama qella* | 'Do not lie, do not steal, do not be lazy.' (the traditional Andean moral triad) | Attested exclusively with *llulla* and *llullakuy* among truth-domain items; no parallel prohibitive is documented for *cheqa*, *chiqan*, or *allin* in available sources. The triadic formula is a fixed formulaic expression widely cited across Andean cultural and educational contexts. | [CORE] |
| Prohibitive moral injunction | Ama llullakuychu. | *ama llullakuy-chu* | 'Do not lie.' (fuller verbal prohibitive) | Same prohibitive construction with the fuller verbal form *llullakuy*; *-chu* is required on the verbal form. | [CORE] |
