| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| allinchay | allinkay | allinchay / allinkay | 'to fix / to correct / to make right (transitive)' / 'to become good / to get well / to improve (intransitive)' | P2a documents this as the same transitive/intransitive opposition as Opposition 9, applied to the root *allin*: "The intransitive *-ka-* verbalizer contrasts with the transitive *-ncha-* pathway, parallel to the *cheqa* system." P4a (§4 and §5) confirms this as a productive structural pattern. | morphological | [CORE] |
| cheqanchay | cheqanchakuy | cheqanchay / cheqanchakuy | 'to verify (for another / externally directed)' / 'to verify for oneself / to assure oneself of the truth' | P2a states that *-ku-* "shifts the action to a self-directed or internally motivated frame" relative to the base *cheqanchay*. P4a (§9) formalizes this as a contrast between externally directed and self-directed verification. The two forms are identical except for the *-ku-* suffix. | morphological | [CORE] |
| allinchay | allinchakuy | allinchay / allinchakuy | 'to correct / to fix / to make right (externally directed)' / 'to correct oneself / to improve oneself (self-directed)' | P2a and P4a document this as the same externally-directed vs. self-directed contrast as Opposition 11, applied to the root *allin*. P4a (§9) confirms the pattern is productive across *cheqa*, *allin*, and *sut'i*. | morphological | [CORE] |
| pantay | pantachiy | pantay / pantachiy | 'to err / to be mistaken (intransitive)' / 'to mislead / to cause to err (causative, transitive)' | P2a documents *pantachiy* as the causative derivative of *pantay* via *-chi-*, meaning "to cause another to hold a false belief or make an error." P3 (Group 4 vs. Group 6) distinguishes expressions of causing error in another from expressions of simply being in error. The two forms share the root *panta-* but differ in transitivity and in the distribution of agency. | morphological | [CORE] |
| llullakuy | llullachiy | llullakuy / llullachiy | 'to lie / to deceive (self-initiated act)' / 'to cause to lie / to induce falsehood in another (causative)' | P2a documents *llullachiy* as the causative derivative of *llulla* via *-chi-*, used "when an agent causes or induces another person to lie or deceive." *Llullakuy* describes the act of lying as performed by the agent themselves; *llullachiy* describes causing another to perform that act. | morphological | [CORE] |
| cheqanchay (via -ncha-) | llullachiy (via -chi-) | cheqanchay / llullachiy | 'to verify / to make true' (adjectival root + *-ncha-*) / 'to cause to lie' (root + *-chi-*) | P2a explicitly documents an asymmetry: "The root *llulla* does not show derivation via the *-ncha-* causative verbalizer, which is the primary transitive derivational pathway for *cheqa* and *allin*. Instead, it uses *-ku-* as its primary verbalizer and *-chi-* for causative meaning." P4a (§5) preserves this as an attested structural asymmetry. The contrast is between two different causative derivational pathways available to roots in this domain. | morphological | [CORE] |
| cheqa simi | llulla simi | cheqa simi / llulla simi | 'true word / truthful speech / honest word' / 'false word / lying speech / deceptive talk' | P1b documents both compounds with *simi* ('mouth, word, language') and P3 (Group 2) identifies them as "direct contrasts within this sub-cluster" of speech-evaluation expressions. P1b explicitly describes *llulla simi* as "the direct antonym of *cheqa simi*" (P1b, item 6 under llulla). Both evaluate the speech act itself rather than a state of affairs; they differ only in the evaluative root applied to *simi*. Both appear in moral and legal evaluations of speech. | lexical | [CORE] |
| cheqa qelqa | llulla qelqa | cheqa qelqa / llulla qelqa | 'authentic document / genuine text' / 'false document / forged text / fraudulent record' | P3 (Group 9) identifies these as "direct contrasts" within the written-document evaluation cluster. Both combine an evaluative root with *qelqa* ('writing, document') and appear in legal and administrative registers; they differ only in the evaluative root. P2a and P3 document them in the same documentary-authenticity domain. | lexical | [CORE] |
| cheqa kawsay | llulla kawsay | cheqa kawsay / llulla kawsay | 'true life / genuine existence / authentic living' / 'false life / inauthentic existence / a life of deception' | P1b documents *llulla kawsay* as explicitly contrasting with *cheqa kawsay*: "Used in moral and religious discourse to characterize a way of living as dishonest or inauthentic. Contrasts with *cheqa kawsay*." P1b and P2a describe them as antonyms in Andean religious and ethical texts. Both apply an evaluative root to *kawsay* ('life, living') in philosophical and religious discourse. P3 notes these as part of a cluster extending the *cheqa/llulla* opposition into a "broader moral-existential domain." *Llulla kawsay* carries lower attestation than *cheqa kawsay*. | lexical | [UNCERTAIN] |
| cheqa Dios | llulla Dios | cheqa Dios / llulla Dios | 'the true God / the genuine God' / 'false god / a deity that is not genuine / idol / counterfeit deity' | P1b documents both compounds in Christian religious discourse in Quechua, where *cheqa Dios* distinguishes the Christian deity from others and *llulla Dios* characterizes non-Christian spiritual beings as counterfeit. P1b explicitly describes *llulla Dios* as "the direct antonym of *cheqa Dios*" (P1b, item 12 under llulla). P3 notes them as a parallel pair under "ambiguous and overlapping items." Both apply an evaluative root to the same nominal in the same register. Both are attested specifically in Christian Quechua religious discourse. | lexical | [CORE] |
| cheqa sonqo | llulla sonqo | cheqa sonqo / llulla sonqo | 'sincere / honest-hearted / genuine in spirit' / 'false-hearted / deceitful in spirit / insincere' | P1b documents both compounds with *sonqo* ('heart, inner self') and P3 (Group 5) groups them together as evaluations of "inner disposition." P1b explicitly describes *llulla sonqo* as "the direct antonym of *cheqa sonqo*" (P1b, item 10 under llulla). P2a explicitly describes *llulla sonqo* as the antonym of *cheqa sonqo* in ethical and literary discourse. Both characterize a person's inner disposition rather than their outward acts; they differ only in the evaluative root applied to *sonqo*. Both locate the evaluation in the person's inner motivations rather than outward conduct or statements. | lexical | [CORE] |
| allin sonqo | llulla sonqo | allin sonqo / llulla sonqo | 'good-hearted / kind / well-intentioned' / 'false-hearted / deceitful in spirit / insincere' | P1b and P3 (Group 5) document both as inner-disposition evaluations using *sonqo*. *Allin sonqo* evaluates the inner disposition as good and kind; *llulla sonqo* evaluates it as deceptive and insincere. They appear in the same moral and religious discourse contexts. | lexical | [CORE] |
| allin runa | mana allin runa | allin runa / mana allin runa | 'a good person / a person of good character' / 'a bad person / a person of bad character' | P1b documents *mana allin runa* as "the standard negative counterpart to *allin runa*." Both evaluate a person as a social and moral agent; they differ by the presence of the negator *mana*. | morphological | [CORE] |
| allin runa | llulla runa | allin runa / llulla runa | 'a good person / a person of good character' / 'a lying person / a deceitful person' | P1b and P3 (Group 5) document both as person-evaluating compounds using *runa*. *Allin runa* evaluates a person as good and proper; *llulla runa* evaluates them as dishonest and untrustworthy. Both appear in everyday moral discourse. | lexical | [CORE] |
| cheqaq runa | llulla runa | cheqaq runa / llulla runa | 'a truthful person / a genuine person' / 'a lying person / a deceitful person' | P1b documents both as moral characterizations of persons using *runa*, and P3 (Group 5) groups them together. P1b explicitly describes *llulla runa* as "the direct antonym of *cheqa runa*" (P1b, item 9 under llulla). *Cheqaq runa* characterizes a person as honest and authentic; *llulla runa* characterizes them as dishonest and untrustworthy. Both appear in moral evaluation of persons. P2b documents them as directly parallel constructions: *Llulla runám pay* ("He/she is a liar") vs. *Cheqaq runám pay* ("He/she is an honest person"). | lexical | [CORE] |
| cheqa hina rikukun | llulla hina rikukun | cheqa hina rikukun / llulla hina rikukun | 'it appears to be genuine / it looks like the real thing' / 'it appears to be false / it looks like a lie' | P2b documents both as similative constructions using *hina* ('like, as') with the reflexive perception verb *rikukun* ('it appears'). P3 (Group 7) identifies them as "direct contrasts within this sub-cluster." Both describe appearance rather than asserting identity; they differ only in the evaluative root in the similative phrase. | constructional | [CORE] |
| kikinmi | mana kikinchu | kikinmi / mana kikinchu | 'it is the very same / it is the genuine one' / 'it is not the same / it is not the genuine one' | P2b documents these as a direct predicative pair: *kikinmi* asserts identity or authenticity with direct evidential commitment; *mana kikinchu* denies it. P3 (Group 7) includes both in the identity-assertion cluster. The same obligatory *-chu* asymmetry applies as in Oppositions 4 and 5. | constructional | [CORE] |
| cheqa kasqanta yachani | pantasqa kasqanta mana yachanichu | cheqa kasqanta yachani / pantasqa kasqanta mana yachanichu | 'I know that it is true' / 'I did not know that it was wrong / I was unaware of the error' | P4a (§10) and P4b document these as the positive and negative instances of the propositional knowledge construction (*[X kasqanta] yachay*). The CONTEXT notes that negation of the knowledge verb "expresses ignorance and is relevant in legal contexts of disclaiming responsibility for an error." The contrast is between knowing a truth and not knowing an error. | constructional | [CORE] |
| cheqata rimay | sut'ita rimay | cheqata rimay / sut'ita rimay | 'tell the truth / speak truthfully' / 'speak clearly / say it plainly' | P2b notes that *cheqata rimay* and *sut'ita rimay* are "structurally parallel (adjective in accusative + *rimay*) and appear in the same instructional and testimonial contexts." P3 (Group 2) groups both in the speech-evaluation cluster. The contrast is between truthfulness (accuracy of content) and clarity (explicitness of expression) as distinct evaluative dimensions of speech, both expressed through the same construction type. | constructional | [CORE] |
| llullaq | llullakuq | llullaq / llullakuq | 'liar / one who lies / deceiver' / 'one who habitually lies / a chronic liar' | P2a documents both as agentive nominalizations from the *llulla* root, noting that *llullakuq* "adds a habitual or self-directed nuance compared to *llullaq*, which nominalizes the root more directly." The contrast is between a simple agentive characterization and one with an added habitual dimension introduced by the *-ku-* middle suffix. | morphological | [CORE] |
| yachay | riqsiy | yachay / riqsiy | 'to know (a fact or skill) / to learn' / 'to know / to recognize / to be acquainted with (a person or thing)' | P1 explicitly states that *riqsiy* "contrasts with *yachay* (to know facts/skills)," and distinguishes them: *riqsiy* "refers to knowledge by acquaintance or recognition, as opposed to propositional knowledge (*yachay*)" (P1, item 11). P3 (Group 8/10) maintains the distinction within the knowing-and-recognizing cluster: *yachay* is for propositional and skill knowledge; *riqsiy* is for acquaintance and recognition of persons and things. P3 describes this as "a meaningful distinction within" the epistemic state expressions that "is attested in the sources as a meaningful distinction." | lexical | [CORE] |
| sut'i | mana sut'ichu | sut'i / mana sut'ichu | 'clear / plain / explicit / evident' / 'it is not clear / it is ambiguous' | P2b documents *sut'im* ('it is clear') and *mana sut'ichu* ('it is not clear / it is ambiguous') as a direct predicative pair. P3 (Group 1) includes *sut'im* in the direct truth predication cluster. The contrast is between clarity and unclarity of expression or evidence. | constructional | [CORE] |
| cheqanchasqam | cheqanchay atinichu | cheqanchasqam / cheqanchay atinichu | 'it has been verified / it is confirmed' / 'I cannot verify it / I am unable to confirm it' | P2b documents both constructions under *cheqanchay* (Constructions 2.3 and 2.2). The first asserts a completed state of verification; the second asserts inability to perform the verification act. They represent the successful-outcome and inability poles of the verification domain. | constructional | [CORE] |
| cheqam / cheqami | llullam | cheqa-m / cheqa-mi / llulla-m | 'it is true (direct assertion)' / 'it is a lie (direct assertion)' | Both forms attach the direct evidential clitic *-m/-mi* to the opposing evaluative roots, yielding paired assertive expressions. The construction *cheqam, manan llullachu* and its mirror *llullam, manan cheqachu* (P2b, Constructions 6 and 18) are explicitly described as a "rhetorical pattern of double assertion — affirming one pole while denying the other." | lexical (with parallel morphological structure) | [CORE] |
| iñinapaq | mana iñinapaq | iñinapaq / mana iñinapaq | 'trustworthy, believable, credible, reliable' / 'untrustworthy, unbelievable, unreliable, incredible' | P1 documents both forms, with *mana iñinapaq* described as "the negated form of *iñinapaq*" (P1, item 15). The opposition is between being worthy of belief and not being worthy of belief, used in reliability assessments of persons and statements. | morphological | [CORE] |
| sut'i | mana sut'i | sut'i / mana sut'i | 'clear, plain, explicit, evident, unambiguous' / 'unclear, ambiguous, not plain, obscure' | P1b and P2a document both forms, with *mana sut'i* described as the negated form used "to characterize a statement, explanation, or situation as unclear or ambiguous" (P1b, item 11 under sut'i). The opposition is between communicative clarity and its absence. | morphological | [CORE] |
| yachay | mana yachay | yachay / mana yachay | 'to know, knowledge' / 'not knowing, ignorance, lack of knowledge' | P2a documents both forms, with *mana yachay* described as characterizing "a state of ignorance or lack of knowledge" (P2a, Derived Form 12.6). The opposition is between the presence and absence of propositional knowledge, relevant to reliability evaluations. | morphological | [CORE] |
