| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| cheqa | Cheqam nispa niy | Cheqa-m nispa niy | To say "it is true," to assert that something is true. | A reported-speech construction using the quotative converb *nispa* (saying) to embed the assertion *cheqam* within a frame verb *niy* (to say). Used in narrative and testimonial contexts when reporting that someone made a truth claim. The construction is the standard way of reporting direct assertions in Quechua. | [CORE] |
| cheqa | Cheqa runam kay | Cheqa runa-m kay | To be a person of integrity, to be a genuine/upright person. | A predication construction using *cheqa runa* (upright person, documented in P1b) as the predicate nominal with the copular verb *kay* (to be). Used in moral evaluations of persons. The evidential *-m* on *runa* marks the speaker's direct assertion of this characterization. Cross-references the collocation *cheqa runa* documented in P1b. | [CORE] |
| cheqa | Cheqa kasqanpi iñiy | Cheqa kasqa-n-pi iñiy | To believe in what is truly the case, to have faith in the truth. | A periphrastic construction combining *cheqa kasqanpi* (in the truth of what is the case, locative) with *iñiy* (to believe). Used in religious and philosophical contexts to describe belief grounded in what is actually true. Appears in Christian Quechua catechetical texts and in discussions of epistemically grounded faith. | [CORE] |
| cheqa | Cheqa kasqanmanta willakuyki. | Cheqa kasqa-n-manta willakuy-ki. | I will tell you about what turned out to be true. / I will tell you of its being true. | A nominalized construction in which *cheqa* is embedded as a predicate within a nominalized clause (*kasqanmanta*, "about its having been") functioning as the complement of *willakuy* ("to tell"). Illustrates how *cheqa* participates in complex clause embedding in testimonial discourse. | [UNCERTAIN] |
| cheqa | Cheqam, manan llullachu | Cheqa-m, mana-n llulla-chu | It is true, it is not a lie; truly, and not deceptive. | A paired assertive construction combining the positive assertion *cheqam* (it is true) with the negative denial *manan llullachu* (it is not a lie). Used in emphatic affirmations, particularly in testimonial and legal contexts, where the speaker reinforces the truth claim by simultaneously denying its opposite. The pairing of positive and negative poles is a documented rhetorical pattern in Quechua discourse. | [CORE] |
| cheqam / cheqami | Cheqam, paym chaypi karqa | Cheqa-m, pay-m chay-pi karqa | It is true, he/she was there; truly, he/she was indeed there. | A discourse construction in which *cheqam* functions as a sentence-initial affirmative particle before a further assertion, both marked with the direct evidential *-m/-mi*. This pattern — *cheqam* followed by an evidentially marked proposition — is a documented discourse strategy for emphatic affirmation in testimonial and narrative contexts. The initial *cheqam* validates the following proposition. | [CORE] |
| cheqam / cheqami | Cheqam, arím | Cheqa-m, arí-m | It is true, yes indeed; truly, yes. | A paired affirmative construction combining *cheqam* (it is true) with *arím* (yes indeed — *arí* "yes" + evidential *-m*). Used in conversational discourse as an emphatic double affirmation. The pairing of two evidentially marked affirmatives is a documented pattern in Southern Quechua conversational interaction. | [CORE] |
| cheqanchay | Qelqata cheqanchay | Qelqa-ta cheqanchay | To verify a document. / To confirm the accuracy of a text. / To authenticate a text. | The standard collocation of *cheqanchay* with a document object in the accusative case. Used in administrative and legal contexts for the act of checking a written record against reality. The accusative *-ta* marks the document as the object of verification. | [CORE] |
| cheqanchay | Cheqanchay atinichu | Cheqanchay atinichu | I cannot verify it. / I am unable to confirm it. | Construction combining the infinitive *cheqanchay* with the negated ability verb *atinichu* ('I cannot'). Used to express inability to verify or confirm a claim. Common in administrative and testimonial contexts. | [CORE] |
| cheqanchay | Cheqanchasqam | Cheqanchasqa-m | It has been verified. / It is confirmed. | The participial form *cheqanchasqa* with the direct evidential enclitic *-m*, functioning as a complete predicative assertion of verified status. Used in administrative and legal contexts to declare that something has been officially confirmed. Documented in P2a as a derivational form; included here as an attested predicative construction. | [CORE] |
| cheqachiy | Cheqachiy atiy | Cheqachiy atiy | To be able to verify, to be capable of confirming. | A periphrastic modal construction combining *cheqachiy* (to verify/confirm) with *atiy* (to be able to, can). Used in legal and administrative contexts when the capacity to verify a claim is at issue. *Atiy* is the standard modal verb for ability in Quechua and combines freely with other infinitives. | [CORE] |
| cheqachiy | Manan cheqachiyta atinichu | Mana-n cheqachiy-ta atini-chu | I cannot verify it, I am unable to confirm it. | The negated form of the modal construction above, using *mana...chu* negation with *cheqachiyta atiy* (to be able to verify). Used in testimonial contexts when a witness or party cannot confirm a claim. The accusative *-ta* on the infinitive *cheqachiy* is the standard object-marking of infinitives in Quechua modal constructions. | [CORE] |
| cheqaq | Cheqaq runam | Cheqaq runa-m | He/she is a truthful person. / That is a genuine person. | Predicative construction with *cheqaq runa* ('truthful person') and the direct evidential enclitic *-m*. Used in moral characterization of a person as honest and authentic. Common in everyday moral discourse and in narrative characterization. | [CORE] |
| cheqaq | Cheqaqmi nispa yuyani | Cheqaq-mi nispa yuyani | I think it is true. / I believe it to be genuine. | Construction embedding *cheqaqmi* ('it is true/genuine', with direct evidential) as a quoted thought via *nispa* ('saying/thinking') with the cognitive verb *yuyani* ('I think, I believe'). Used to express a belief or judgment about the truth of something. Common in everyday epistemic discourse. | [CORE] |
| cheqaq | Cheqaqmi nin. | Cheqaq-mi ni-n. | He/she says it is true. / He/she says truly. | A reportative construction in which *cheqaq* with the direct evidential clitic *-mi* is combined with the verb *niy* ("to say") in third person. Used to report that someone has asserted something as true. Attested in Southern Quechua narrative and testimonial discourse. | [CORE] |
| cheqaq | Cheqaqtam rimasqanki. | Cheqaq-ta-m rima-sqa-n-ki. | You spoke the truth. / What you said was true. | A construction combining the adverbial *cheqaqta* with the direct evidential clitic and the past participle of *rimay* ("to speak") in second person. Used in assessments of prior speech as truthful. Attested in Southern Quechua. | [CORE] |
| cheqaq | Cheqaqpunim chay. | Cheqaq-puni-m chay. | That is absolutely true. / That is certainly the case. | Emphatic predicate construction combining *cheqaqpuni* (absolutely true) with the direct evidential clitic and a demonstrative. Used for strong assertion of truth. Attested in Southern Quechua testimonial and everyday discourse. | [CORE] |
| cheqaq | Cheqaqchus chay? | Cheqaq-chus chay? | Is that really true? / Can that really be the case? | Dubitative interrogative construction combining *cheqaq* with the dubitative clitic *-chus* and a demonstrative. Used to express doubt or surprise about whether something is genuinely the case. Attested in Southern Quechua everyday speech and narrative. | [CORE] |
| cheqaq | Cheqaq runám pay. | Cheqaq runa-m pay. | He/she is an honest person. / He/she is a truthful person. | Nominal predicate construction in which *cheqaq* modifies *runa* ("person, human being") with the direct evidential clitic. A standard form for characterizing a person as honest or truthful. Attested in Southern Quechua moral discourse. | [CORE] |
| cheqaqta | Cheqaqta rimay. | Cheqaqta rimay. | Speak the truth. / Tell the truth. | Imperative construction combining the adverbial *cheqaqta* with the imperative form of *rimay* ("to speak"). A standard moral injunction in Southern Quechua ethical and legal discourse. Widely attested. | [CORE] |
| cheqaqta | Cheqaqta willaway. | Cheqaqta willa-wa-y. | Tell me the truth. / Report to me truthfully. | Imperative construction combining *cheqaqta* with *willaway* (imperative of *willakuy* with first-person object suffix *-wa*). Used in legal and everyday contexts to request truthful testimony or information. Attested in Southern Quechua. | [CORE] |
| cheqaqta | Cheqaqta yachanichu. | Cheqaqta yacha-ni-chu. | I do not truly know. / I don't know for certain. | Negative construction combining *cheqaqta* with the negated first-person form of *yachay* ("to know") with *-chu*. Used to disclaim certain knowledge. Attested in Southern Quechua testimonial and everyday discourse. | [CORE] |
| cheqaqchay | Cheqaqchaykim kay qelqata. | Cheqaqcha-y-ki-m kay qelqa-ta. | You must verify this document. / It is your responsibility to authenticate this document. | Construction combining *cheqaqchay* in a nominalized or obligative form with a direct object (*kay qelqata*, "this document") and the direct evidential clitic. Used in administrative and legal contexts where verification of a document is required. Attested in Southern Quechua administrative discourse. | [UNCERTAIN] |
| cheqanta rimay | Cheqanta rimayta munay | Cheqanta rimay-ta munay | To want to tell the truth, to wish to speak truthfully. | A periphrastic volitional construction combining *cheqanta rimay* (to speak the truth) in its nominalized/infinitival accusative form with *munay* (to want, to wish). Used in testimonial and moral contexts when expressing the intention or desire to be truthful. *Munay* is the standard volitional verb in Quechua. | [CORE] |
| cheqanta rimay | Cheqanta rimanayki tiyan | Cheqanta rima-nayki tiyan | You must tell the truth, you are obliged to speak truthfully. | A periphrastic deontic construction using the obligative nominalization *-na* with second-person possessive *-yki* (your obligation to speak the truth) followed by *tiyan* (it exists, it is necessary — the existential/deontic verb). This is the standard construction for expressing obligation in Quechua. Used in legal and moral contexts to enjoin truthful testimony. | [CORE] |
| cheqasqa | Cheqasqam kay | Cheqasqa-m kay | It is verified. / It has been confirmed as true. | Predicative construction with the participial form *cheqasqa* and the direct evidential enclitic *-m*. Used to assert that something has been confirmed or verified. The morphological status of *cheqasqa* is flagged [UNCERTAIN] in P1 and P2a; this construction is attested but less common than *cheqanchasqam*. | [UNCERTAIN] |
| chiqap | Chiqap cheqam | Chiqap cheqa-m | It is truly true. / It is genuinely real. / It is absolutely genuine. | Intensifying collocation of the adverb *chiqap* ('truly, really') with the evidentially marked predicate *cheqam* ('it is true'). Used for emphatic assertion of truth or genuineness. Attested in Ayacucho-Chanka Quechua; the combination reinforces the truth claim through lexical stacking. | [CORE] |
| chiqap | Chiqapmi | Chiqap-mi | Truly. / Really. / Indeed. | The adverb *chiqap* with the direct evidential enclitic *-m*, functioning as a standalone affirmative or intensifying response. Used in everyday speech to confirm or emphasize the truth of a preceding statement. Attested in Ayacucho-Chanka Quechua. | [CORE] |
| chiqap | Chiqap nispa rimay | Chiqap nispa rimay | To speak truly. / To say it genuinely. | Construction using *chiqap* as an adverbial modifier within a *nispa* quotative frame with *rimay* ('to speak'). Used to characterize speech as genuinely and sincerely meant. Attested in Ayacucho-Chanka Quechua. | [UNCERTAIN] |
| chiqan | Chiqanmi chay. | Chiqan-mi chay. | That is correct/just. / That is right. | Predicate construction asserting correctness or justice with the direct evidential clitic. Used in moral and legal evaluation. Attested in Southern Quechua. | [CORE] |
