| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| llullakuy | llullakuy | llulla + -ku- / *-kuy* (reflexive/middle) + -y (infinitive); "to lie, to deceive" | to lie, to deceive, to tell falsehoods, to be dishonest | The standard verb for the act of lying or deceiving. Used in moral condemnation of dishonest speech and in legal contexts where false statements are at issue. The reflexive suffix *-ku* marks the action as self-directed or internally motivated rather than purely causative. Widely attested in Southern Quechua. | [CORE] |
| llullaq | llullaq | llulla + agentive *-q*; "one who lies, a liar" | liar, deceiver, false person, dishonest person | Used as a noun or adjective to characterize a person as habitually dishonest. Carries strong moral condemnation in Quechua-speaking communities. A standard term of moral condemnation that appears frequently in ethical discourse and proverbs. Attested widely across Southern Quechua varieties. | [CORE] |
| mana cheqa | mana cheqa | mana (negator) + cheqa (true/real) | untrue, false, not genuine, incorrect | The standard negated form used to predicate falsity or inauthenticity. Functions as a fixed evaluative expression in contexts of assessing statements and representations. | [CORE] |
| pantay | pantay | Root + -y (infinitive); root *panta-* 'to err, to be mistaken'; "to err, to make a mistake, to be wrong, to go astray" | to err, to be mistaken, to be wrong, to make an error, to go astray | The primary term for error and mistake in Southern Quechua. Used to describe being in error or making a mistake, applicable to statements, judgments, and conduct. Used in moral, practical, and epistemic contexts. Productive: *pantasqa* 'mistaken, erroneous', *pantachiy* 'to mislead, to cause to err'. Widely attested across Southern Quechua varieties. | [CORE] |
| pantasqa | pantasqa | panta- + -sqa (past participial/resultative); "having erred, mistaken, wrong" | mistaken, erroneous, wrong, in error | Used attributively or predicatively to describe a statement, belief, person, or action as mistaken or incorrect. Used in evaluative judgments about accuracy and correctness. Common in everyday and pedagogical contexts. Attested across Southern Quechua varieties. | [CORE] |
| pantachiy | pantachiy | panta- + -chi- (causative) + -y (infinitive) | to mislead, to cause to err, to deceive, to lead astray | Used in contexts where an agent deliberately or inadvertently causes another to hold a false belief or make an error. Relevant in moral and legal evaluation of conduct. | [CORE] |
| allin | allin | Root; "good, well, correct, proper" | good, right, well, proper, fine, correct | Broadly used to evaluate persons, objects, conduct, and states as good, correct, or proper. One of the most productive roots in Quechua moral and evaluative vocabulary. Used in moral evaluation of conduct and persons, and in assessments of whether something is done correctly or is in proper order. Participates in derivation: *allinchay* 'to improve, to fix, to make right', *allinkay* 'to become good/well'. One of the most frequently attested lexical items in Quechua. | [CORE] |
| allinchay | allinchay | allin + -ncha- / causative *-cha* + -y (infinitive); "to make good/correct, to fix, to repair" | to fix, to correct, to improve, to make right, to repair | Used for the act of correcting or setting something right — a statement, an object, a situation, or conduct. Used in contexts of correcting errors, repairing objects, and rectifying conduct or situations. Relevant to accuracy and correctness evaluations as the action of bringing something into conformity with what is right or proper. Relevant in contexts of moral correction and practical repair alike. | [CORE] |
| mana allin | mana allin | mana (negator) + allin (good/right); "not good, not correct" | bad, not good, wrong, improper, incorrect, not right | The standard negated evaluative expression for moral, practical, and aesthetic badness or wrongness. Functions as a fixed collocation in evaluative discourse. Used across moral, practical, and accuracy-related contexts. Functions as the primary antonym of *allin* in evaluative contexts. Widely attested. | [CORE] |
| sumaq | sumaq | Root | beautiful, good, fine, excellent, pleasant | One of the primary terms of positive aesthetic and moral evaluation. Used to assess objects, persons, conduct, and states as excellent or fine. Productive: *sumaqchay* 'to beautify, to make fine'. | [CORE] |
| k'achi | k'achi | Root | beautiful, fine, elegant, well-made | Used in aesthetic evaluation of objects, persons, and performances. Relevant to the assessment of quality and excellence in crafted or natural things. | [UNCERTAIN] |
| rura | rura | Root; 'deed, act, thing done' | deed, act, work, thing made | Used in contexts where the authenticity or quality of a made object or action is evaluated. Relevant in aesthetic and moral evaluation of craftsmanship or conduct. | [UNCERTAIN] |
| sut'i | sut'i | Root; "clear, plain, explicit, evident, distinct" | clear, plain, explicit, evident, distinct, unambiguous, obvious | Used to describe statements, explanations, or situations that are clear and unambiguous. Used to evaluate statements or situations as clear, unambiguous, or evident — not requiring interpretation or subject to doubt. Relevant in contexts of evaluating whether something is plainly and accurately expressed or understood. Also used of identity: *sut'i sutin* (its clear/true name). Attested in Cusco Quechua documentation and across Southern Quechua. | [CORE] |
| sut'inchay | sut'inchay | sut'i + -ncha- (causative verbalizer) + -y (infinitive) | to clarify, to make clear, to explain, to specify, to make explicit | Used for the act of making something clear or explicit, relevant in contexts of correcting misunderstanding or establishing accurate representation. | [CORE] |
| sut'ichay | sut'ichay | sut'i + causative *-cha* + infinitive *-y*; "to make clear, to clarify, to explain plainly" | to clarify, to explain, to make plain, to specify, to elucidate | Used in contexts of clarification, specification, and disambiguation. Relevant to accuracy evaluations as the act of making a representation more precise or correct. Used where ambiguity or obscurity in a statement or situation is being resolved. Attested in both everyday and formal registers in Southern Quechua. | [CORE] |
| hina | hina | Root; 'like, similar to, as, in the manner of' | like, similar to, resembling, as if, in the manner of | The primary term for resemblance and similarity in Quechua, used in comparisons and assessments of resemblance. Relevant in contexts where the likeness or similarity of a representation to its referent is evaluated, including aesthetic and evaluative contexts involving resemblance or imitation. Also used in evidential-like constructions suggesting appearance versus reality (*hina* can mark that something appears to be the case without certainty). Widely attested across Quechua varieties. | [CORE] |
| hinam | hinam | hina + validating evidential *-m/-mi*; "it is so, it is like that, that is how it is" | it is so, that is right, that is how it is, indeed | A fixed assertive expression confirming that something is as described or as expected. Used to validate a prior description or characterization. Contrasts with *manahinam* (it is not so, that is not right). | [CORE] |
| kikin | kikin | Root; 'same, self, very, identical' | same, identical, self, the very (one), genuine | Used to assert identity or sameness, and by extension genuineness or authenticity ('the very thing itself'). Functions as an intensifier of identity and authenticity. Relevant in contexts distinguishing originals from copies or impostors. Widely attested across Quechua varieties. | [CORE] |
| paylla | paylla | pay ("he/she/it, that one") + *-lla* (limitative suffix); "that one alone, only that, the very same" | that very one, the same one, only that | Used to assert that something is the very same entity under discussion, functioning in contexts of identity verification and authenticity. Used to confirm that a person or thing is genuinely the one referred to, not a substitute or imitation. Attested in Southern Quechua. | [UNCERTAIN] |
| riqsiy | riqsiy | Root + -y (infinitive); 'to know (a person or thing), to recognize, to be acquainted with' | to know, to recognize, to be acquainted with, to identify, to be familiar with | Refers to knowledge by acquaintance or recognition, as opposed to propositional knowledge (*yachay*). Used in contexts of identifying or recognizing persons and things, relevant to assessments of genuineness and identity. Used in legal contexts of witness identification. Contrasts with *yachay* (to know facts/skills). Widely attested across Southern Quechua. | [CORE] |
| yachay | yachay | Root + -y (infinitive); 'to know (a fact, skill), to learn; knowledge' | to know, to learn, to understand, to be skilled in; knowledge, skill | The primary term for propositional and practical knowledge in Quechua. Used for propositional and skill knowledge. Relevant in epistemic evaluation of whether a person knows or understands something correctly. Used in contexts of evaluating whether a claim is known to be true or whether a person has genuine expertise. Foundational to epistemic discourse in Quechua. Widely attested across varieties. | [CORE] |
| iñiy | iñiy | Root verb; "to believe, to trust, to have faith in" | to believe, to trust, to have faith | Used for belief in propositions and trust in persons. Relevant to reliability evaluations: *iñinapaq* (trustworthy, believable). Contrasts with *yachay* in that *iñiy* does not entail certainty or direct knowledge. Appears in religious, legal, and everyday contexts where the reliability of a source or the credibility of a claim is at issue. Widely attested in Southern Quechua. | [CORE] |
| iñinapaq | iñinapaq | iñiy (to believe) + *-na* (nominalizer/infinitive) + *-paq* (purposive/benefactive); "worthy of being believed" | trustworthy, believable, credible, reliable | Used to evaluate persons or statements as deserving of belief or trust. Functions as a predicate adjective in reliability assessments. Attested in both everyday and formal registers. | [CORE] |
| mana iñinapaq | mana iñinapaq | mana (negation) + iñinapaq (worthy of belief); "not worthy of being believed" | untrustworthy, unbelievable, unreliable, incredible | The negated form of *iñinapaq*, used to characterize persons or statements as lacking credibility. Functions as a fixed negative evaluative expression. Attested in discourse contexts involving testimony and character assessment. | [CORE] |
| iñisqa | iñisqa | iñiy + *-sqa* (past participle suffix); "believed, trusted, that which is believed" | believed, trusted, credible, accepted as true | Used to describe persons or statements that are held to be credible or trustworthy. Can function as an adjective modifying a person (a trusted individual) or a proposition (a widely accepted claim). Attested in Southern Quechua documentation. | [UNCERTAIN] |
| imayna | imayna | ima (what, thing) + -yna (similative/manner suffix) | how, in what way, what kind, what it is like | Used in questions and descriptions about the nature or manner of something. Relevant in contexts of characterizing what something fundamentally is or how it truly is. | [CORE] |
| kay | kay | Root; 'to be, being, this' | to be, being, existence, this (thing) | The copular root, used in predications of identity and essential nature ('X is Y'). Fundamental to all evaluative predication in Quechua. Also functions as a demonstrative ('this'). | [CORE] |
| -m / -mi | -m / -mi | Enclitic; direct evidential / validational marker | (it is) indeed, (I assert that), (I know directly that) | Attached to predicates or focused constituents to assert that the speaker has direct evidence for the truth of a claim. Central to the Quechua evidentiality system and to the marking of epistemic commitment to accuracy. | [CORE] |
| -s / -si | -s / -si | Enclitic; reportative evidential marker | (it is said that), (reportedly), (I heard that) | Marks a statement as based on reported rather than direct evidence. Contrasts with *-m/-mi* and is relevant to the evaluation of the reliability and source of information. | [CORE] |
| -chá | -chá | Enclitic; conjectural/inferential marker | probably, perhaps, I suppose, (it seems that) | Marks a statement as conjecture or inference rather than certain knowledge. Used in contexts where the speaker signals uncertainty about the truth or accuracy of a claim. | [CORE] |
| qelqa | qelqa | Root; 'writing, document, letter, mark, inscription' | writing, document, letter, text, record | Used in legal and administrative contexts where the accuracy and authenticity of written documents is evaluated. Relevant to the assessment of written representations. Also spelled *qillqa* in some orthographies. Widely attested across Quechua varieties. | [CORE] |
| qelqasqa | qelqasqa | qelqa (writing, document) + *-sqa* (past participle suffix); "written, documented, recorded" | written, documented, recorded, inscribed | Used in legal and administrative contexts to refer to what is officially written or documented, and thus to what has the status of an authoritative record whose accuracy may be evaluated. Relevant to contexts of documentary authenticity and legal accuracy. Attested in Southern Quechua. | [CORE] |
| qillqasqa | qillqasqa | qillqay (to write) + past participle *-sqa*; "written, that which is written" | written, document, written record, text | Included as relevant to legal and administrative contexts where written records are evaluated for accuracy and authenticity. The term itself does not encode evaluation but is the standard term for written documents subject to such evaluation. | [MARGINAL] |
| qispiy | qispiy | Root + -y (infinitive); root *qispi-* 'to be free, to be saved, to be clear' | to be free, to be saved, to be clear, to be pure, to escape | Used in contexts involving moral or spiritual purity and freedom from fault or contamination. In some contexts, used to describe a state of being free from fault, guilt, or impurity — relevant to moral and legal evaluations of innocence or blamelessness. Relevant in religious and moral evaluation. *Qispi* also appears in compounds meaning 'crystal, glass' (transparent, clear). The connection to truth/accuracy evaluation is indirect and contextual. | [MARGINAL] |
| willakuy | willakuy | willa- (root: to tell, to inform) + *-kuy* (reflexive/intransitive verbalizing suffix); "to tell, to narrate, to report" | to tell, to narrate, to report, to testify | Used in contexts of testimony and reporting, where the accuracy and truthfulness of an account is at issue. Appears in legal and social contexts where a person gives an account of events, and the reliability of that account may be evaluated. Widely attested in Southern Quechua. | [CORE] |
| pura | pura | Root; "pure, only, among (members of a group), itself" | pure, only, itself, among (one's own kind), genuine, exclusively | Carries a sense of purity or genuineness in some evaluative contexts, particularly in descriptions of something unmixed or unadulterated. Used in contexts emphasizing that something is purely or exclusively what it is, without admixture or pretense. Relevant to authenticity and identity evaluations in some constructions. Its primary meaning is relational ("among"), and its use in evaluative contexts of genuineness is less central than its relational use. Also functions as a postposition meaning "among." | [UNCERTAIN] |
| runa | runa | Root; "person, human being, (Quechua) person" | person, human being, man, indigenous person | Included specifically in the collocation *cheqa runa* (a true/genuine/upright person), where it participates in moral evaluation of persons. As a standalone item, *runa* does not encode evaluation, but it is the standard nominal base for person-directed moral assessments in Quechua. | [MARGINAL] |
| recto / riqtu | recto / riqtu | Borrowing from Spanish *recto* ("straight, upright, correct"); adapted into Quechua phonology in some varieties as *riqtu* | upright, correct, straight, honest | This Spanish loanword has been integrated into some Quechua varieties. | |
| cheqa | cheqa | Root; unanalyzable | true, real, genuine, correct, right | Used as a predicate adjective, adverb, or nominal to assert the truth or genuineness of a statement, person, or object. Foundational evaluative term across all registers. The base form from which all derivatives below are built. | [CORE] |
| cheqam / cheqami | cheqam / cheqami | cheqa + -m/-mi (direct evidential enclitic); "it is true (I assert this with direct knowledge)" | it is true; it is indeed the case; that is the truth; certainly; indeed | Fixed assertive expression used as a standalone assertion or predicate to affirm the truth of a preceding statement, with the speaker's direct evidential commitment. Extremely common in both everyday conversation and formal testimony. | [CORE] |
| cheqanchay | cheqanchay | cheqa + -ncha- (causative verbalizer) + -y (infinitive) | to verify, to confirm, to establish as true, to correct | Used in administrative, legal, and everyday contexts for the act of checking a claim or document against reality and confirming its accuracy. Primary causative derivative of *cheqa*. | [CORE] |
| cheqachiy | cheqachiy | cheqa + causative -chi- + infinitive -y; "to cause to be true/correct" | to verify, to confirm, to prove, to correct | Used in legal, administrative, and everyday contexts for the act of establishing accuracy or correcting error. Appears in testimony and document-verification contexts. | [CORE] |
| cheqaq | cheqaq | cheqa + -q (agentive/adjectival nominalizer); "one who is true, that which is true" | true, truthful, genuine, authentic; one who is truthful | Used attributively before nouns to mean 'true' or 'genuine', and nominalized to characterize a person as truthful. Used in moral discourse and in descriptions of authentic objects or persons. | [CORE] |
| cheqaqta | cheqaqta | cheqaq + -ta (accusative/adverbial case) | truly, really, honestly, in truth | Adverbial form used to reinforce the speaker's commitment to the truth of a statement. Appears in everyday speech and in testimonial contexts. | [CORE] |
| cheqaqchay | cheqaqchay | cheqaq + -chay (causative verbalizing suffix) | to verify, to confirm, to prove true, to authenticate | Used in legal, administrative, and everyday contexts where a claim or document is being confirmed as accurate. Appears in testimonial and procedural discourse. | [CORE] |
| cheqaqsiy | cheqaqsiy | cheqaq + -siy (reflexive/reciprocal verbalizing suffix) | to be confirmed, to turn out to be true, to prove oneself genuine | Used when a claim or person's character is tested and found to be authentic. Less frequent than *cheqaqchay*. | [UNCERTAIN] |
| cheqaqniyuq | cheqaqniyuq | cheqaq + -niyuq (possessive/having suffix); "one who has truth, one who possesses truthfulness" | truthful person, one who possesses honesty | Used in moral characterization of persons as genuinely honest or as possessing the quality of truthfulness. Appears in ethical and religious discourse in Southern Quechua. | [CORE] |
| cheqaqmanta | cheqaqmanta | cheqaq + -manta (ablative case); "from truth, about truth, concerning what is true" | truly, from truth, about what is true | Used in discourse to frame a statement as proceeding from or concerning truth. Appears in testimonial and philosophical contexts. | [CORE] |
| cheqaqpi | cheqaqpi | cheqaq + -pi (locative case); "in truth, in reality" | in truth, in reality, in fact | Locative form used as a discourse marker to assert that what follows is the actual state of affairs. Appears in everyday speech and in narrative contexts. | [CORE] |
| cheqaqtam | cheqaqtam | cheqaq + -ta (adverbial) + -m/-mi (direct evidential clitic); "truly [I know this directly]" | truly, it is really true (with direct evidential force) | The adverbial form with the direct evidential clitic attached, used to assert that the speaker has direct knowledge that something is true. A common construction in Southern Quechua testimony and narrative. | [CORE] |
| cheqaqchus | cheqaqchus | cheqaq + -chus (interrogative/dubitative clitic); "is it true? is it really so?" | Is it true? Is it really so? Can it be genuine? | Used in interrogative and dubitative contexts to question whether something is genuinely the case. Appears in everyday speech and in narrative contexts expressing doubt or surprise. | [CORE] |
| cheqaqpuni | cheqaqpuni | cheqaq + -puni (emphatic/absolute suffix); "absolutely true, certainly genuine" | absolutely true, certainly genuine, without doubt true | Used as an emphatic assertion of truth, indicating that something is unquestionably the case. Appears in testimonial, legal, and everyday contexts where strong assertion is called for. | [CORE] |
| cheqasqa | cheqasqa | cheqa + -sqa (past participial/resultative) | verified, confirmed, established as true | Used to describe something that has undergone a process of verification or confirmation. | [UNCERTAIN] |
| cheqakay | cheqakay | cheqa + -ka- (intransitive verbalizer/inceptive) + -y (infinitive) | to become true, to become real, to be realized, to come true | Used to describe a prediction, hope, or claim that comes to be true or is realized in fact. Attested in narrative and religious discourse, as well as everyday speech about fulfilled expectations. | [CORE] |
| cheqakayta | cheqakayta | cheqa + stative/inchoative -ka- + infinitive -y + accusative -ta; "the being true/real (as object of a verb)" | being true, being real, the truth of (something) | Nominalized verbal form used as the object of verbs of knowing, showing, or proving. Appears in philosophical and legal discourse when the truth-status of a proposition is itself under discussion. | [CORE] |
| cheqakaychiy | cheqakaychiy | cheqa + stative -ka- + causative -chi- + infinitive -y; "to cause to become true/real, to realize, to actualize" | to realize, to actualize, to make real, to bring about | Used in contexts where a plan, promise, or intention is brought into reality. Appears in administrative and political discourse as well as in religious contexts (fulfilling a vow or prophecy). | [CORE] |
| cheqalla | cheqalla | cheqa + -lla (limitative/restrictive enclitic) | only the truth, purely genuine, nothing but real | Used to emphasize that something is purely or exclusively genuine, without admixture of falsehood. Common in moral and testimonial contexts. | [CORE] |
| cheqallam | cheqallam | cheqa + -lla (limitative) + -m (direct evidential) | it is purely the truth; it is nothing but genuine | A reinforced assertion combining the limitative and direct evidential enclitics, used to insist emphatically on the truth of a statement. Common in oral testimony and dispute resolution. | [CORE] |
| cheqan | cheqan | cheqa + third-person possessive/nominalizer -n; "its truth, the correct one" | the truth, the correct one, what is right | Used to refer to the truth of a matter or the correct version of something. Appears in moral instruction and legal testimony contexts. | [CORE] |
| cheqanta rimay | cheqanta rimay | cheqa-n-ta (truth-POSS-ACC) + rimay (to speak); "to speak the truth" | to tell the truth, to speak truthfully | Conventionalized verbal expression used in moral, legal, and everyday contexts to enjoin or describe truthful speech. Appears in testimony and moral instruction. | [CORE] |
| cheqa simi | cheqa simi | cheqa (true) + simi (mouth, word, language) | true word, truthful speech, honest statement | Used to characterize speech or testimony as honest and accurate. *Simi* (literally "mouth") functions as the standard term for speech, language, and word in Quechua. Appears in legal, moral, and religious contexts where the reliability of a speaker's words is at issue. | [CORE] |
| cheqa sonqo | cheqa sonqo | cheqa (true, genuine) + sonqo (heart, inner self, mind) | sincere, honest-hearted, genuine in spirit, true of heart, wholehearted | Used to characterize a person as genuinely sincere or honest in their inner disposition, not merely in outward behavior. *Sonqo* (heart/inner self) is the standard locus of inner states in Quechua. Common in moral evaluation and religious discourse. | [CORE] |
| cheqa sonqoyoq | cheqa sonqoyoq | cheqa (true) + sonqo (heart) + -yoq (possessive/having) | one who has a true heart, sincere person, person of integrity | Used to describe a person of genuine sincerity and moral integrity. Appears in character evaluations in everyday, literary, and religious registers. | [CORE] |
| cheqa sonqowan | cheqa sonqowan | cheqa (true) + sonqo (heart) + -wan (instrumental/comitative); "with a true heart, wholeheartedly" | sincerely, wholeheartedly, with genuine feeling | Used as an adverbial expression to characterize actions performed with genuine sincerity and inner commitment. Appears in religious, moral, and interpersonal discourse. | [CORE] |
| cheqa kawsay | cheqa kawsay | cheqa (true, real) + kawsay (life, living, existence) | true life, real life, genuine existence, authentic living | Used in philosophical, religious, and moral discourse to contrast authentic or meaningful existence with a superficial or false way of living. Appears in Christian Quechua texts (eternal/true life) and in Andean philosophical and political discourse. | [CORE] |
| cheqa yachay | cheqa yachay | cheqa (true) + yachay (knowledge, knowing) | true knowledge, genuine understanding, correct learning | Used in pedagogical and philosophical contexts to distinguish accurate knowledge from mistaken belief or mere opinion. Appears in discussions of proper learning and in religious instruction. | [CORE] |
| cheqa riqsiy | cheqa riqsiy | cheqa (true, genuine) + riqsiy (to know, to recognize) | true recognition, genuine acquaintance, correct identification; to truly know, to genuinely recognize | Used in contexts of correctly identifying or recognizing a person or thing as what it genuinely is, as opposed to mistaking an imitation or impostor for the real thing. Also used in epistemological and religious discourse to describe genuine or authentic knowledge of a person or thing. | [UNCERTAIN] |
| cheqa qelqa | cheqa qelqa | cheqa (true, genuine) + qelqa (writing, document) | authentic document, genuine text, true record | Used in legal and administrative contexts to characterize a document as authentic and accurate, as opposed to a forgery or erroneous record. | [CORE] |
| cheqa ñan | cheqa ñan | cheqa (true, right, straight) + ñan (road, path, way) | the right path, the true way, the correct road | Used in moral and religious discourse to characterize the correct course of conduct or belief. Common in Christian missionary Quechua texts and in traditional moral instruction. The spatial meaning (a straight road) and the moral meaning coexist. | [CORE] |
| cheqa Dios | cheqa Dios | cheqa (true, genuine) + Dios (God, loanword from Spanish) | the true God, the genuine God | Used in Christian religious discourse in Quechua to distinguish the Christian deity from other spiritual beings or false gods. Extensively attested in colonial and contemporary catechetical texts. | [CORE] |
| cheqa rimay | cheqa rimay | cheqa (true) + rimay (to speak, speech) | to speak truthfully, truthful speaking, honest speech | Used as both a verbal expression (to speak truthfully) and a nominalized form (truthful speech). Appears in moral instruction and in descriptions of honest communication. Closely related to *cheqanta rimay* but with *cheqa* functioning adverbially rather than as a possessed nominal. Also appears in legal contexts where the truthfulness of testimony is evaluated. | [CORE] |
| cheqata rimay | cheqata rimay | cheqa + -ta (accusative/adverbial) + rimay (to speak) | to speak the truth, to tell the truth | The standard collocation for the act of telling the truth. Used in everyday, legal, and moral contexts. The accusative *-ta* marks *cheqa* as the object/manner of the speaking. | [CORE] |
| cheqaqta rimay | cheqaqta rimay | cheqaq + -ta (adverbial) + rimay (to speak); "to speak truly" | to speak the truth, to tell the truth | A common verbal collocation used in legal testimony, moral instruction, and everyday speech to enjoin or describe truthful speaking. | [CORE] |
| mana cheqa | mana cheqa | mana (negator) + cheqa (true) | untrue, false, not genuine, incorrect | The standard negated form for falsity or inauthenticity. Used to characterize statements, persons, or things as false, incorrect, or inauthentic. Functions as a fixed evaluative collocation across all registers. | [CORE] |
| mana cheqam | mana cheqam | mana (negator) + cheqa + -m (direct evidential) | it is not true; it is false; that is incorrect | Used as a direct, evidentially committed denial of a claim. Common in dispute, testimony, and correction contexts. | [CORE] |
| mana cheqaq | mana cheqaq | mana (negation) + cheqaq (true/genuine); "not genuine, not real" | not genuine, inauthentic, false, untruthful, dishonest | Used to characterize persons or things as lacking authenticity or integrity. Appears in moral condemnation and in evaluations of counterfeit objects or dishonest persons. Functions as a direct antonym of *cheqaq* in evaluative discourse. | [CORE] |
| cheqa hina | cheqa hina | cheqa (true, real) + hina (like, as, similar to) | as if it were true, like the real thing, as though genuine, seemingly true | Used to describe something that resembles the genuine article closely, without necessarily asserting that it is genuine, or to describe something that is as good as the real thing. Relevant in aesthetic evaluation of representations and imitations, and in both evaluative and narrative contexts. | [UNCERTAIN] |
| cheqa kikin | cheqa kikin | cheqa (true, genuine) + kikin (same, self, identical) | the very genuine thing itself, truly identical, the real one itself | Used to assert with emphasis that something is the authentic original, not a copy or substitute. Appears in contexts of authentication and identity verification. | [CORE] |
