# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 26 | Nanlilinlang siya sa akin. | nanlilinlang siya sa akin | NATURAL | Progressive aspect indicates ongoing deception. |
| 27 | Mandaya siya sa laro. | mandaya siya sa laro | NATURAL | Habitual cheating action in games. |
| 28 | Dayain mo ang sistema. | dayain mo ang sistema | NATURAL | Focus on the object being cheated. |
| 29 | Magsinungaling siya. | magsinungaling siya | NATURAL | Extremely common expression for the act of lying. |
| 30 | Bulaan mo siya. | bulaan mo siya | NATURAL | Focus on the person being lied to. |
| 31 | Magkunwari ka. | magkunwari ka | NATURAL | Very common directive or description of pretending. |
| 32 | Nagkukunwari siya. | nagkukunwari siya | NATURAL | Progressive aspect indicates ongoing pretense. |
| 33 | Magpalabas ng kahinaan. | magpalabas ng kahinaan | NATURAL | Causative sense of creating false appearance. |
| 34 | Nagpapalabas siya ng yaman. | nagpapalabas siya ng yaman | NATURAL | Progressive aspect indicates ongoing false display. |
| 35 | Ilihim mo ang totoo. | ilihim mo ang totoo | NATURAL | Common directive for concealment. |
| 36 | Inililihim niya ang katotohanan. | inililihim niya ang katotohanan | NATURAL | Progressive aspect indicates ongoing concealment. |
| 37 | Maglihim ng sikreto. | maglihim ng sikreto | NATURAL | Alternative construction emphasizing the act of keeping secrets. |
| 38 | Naglilihim siya ng malaking sikreto. | naglilihim siya ng malaking sikreto | NATURAL | Progressive aspect indicates ongoing concealment. |
| 39 | Ilantad mo ang katotohanan. | ilantad mo ang katotohanan | NATURAL | Common directive for revelation, especially in journalistic/investigative contexts. |
| 40 | Inilalantad niya ang katiwalian. | inilalantad niya ang katiwalian | NATURAL | Progressive aspect indicates ongoing exposure. |
| 41 | Inilantad niya ang lihim. | inilantad niya ang lihim | NATURAL | Completed aspect indicates full revelation has occurred. |
| 42 | Huwag mong ilantad ang sikreto. | huwag mong ilantad ang sikreto | NATURAL | Negative imperative warning against revelation. |
| 43 | Nalinlang ako. | nalinlang ako | NATURAL | Common expression for being deceived. |
| 44 | Malinlang ka. | malinlang ka | NATURAL | Warning about potential deception. |
| 45 | Nalilinlang siya. | nalilinlang siya | NATURAL | Progressive aspect indicates ongoing state of being deceived. |
| 46 | Huwag kang malinlang. | huwag kang malinlang | NATURAL | Negative imperative warning against falling for deception. |
| 47 | Nalantad ang katotohanan. | nalantad ang katotohanan | NATURAL | Common for describing revelation or exposure events. |
| 48 | Nalantad na ang kanyang lihim. | nalantad na ang kanyang lihim | NATURAL | Addition of *na* emphasizes current exposed state. |
| 49 | Nalantad ang tunay niyang kulay. | nalantad ang tunay niyang kulay | NATURAL | Idiomatic expression common for character revelation. |
| 50 | Nananatiling totoo ang sinabi niya. | nananatiling totoo ang sinabi niya | NATURAL | Emphasizes continued truth over time. |
| 51 | Mananatiling tama ang desisyon. | mananatiling tama ang desisyon | NATURAL | Prediction of continued correctness. |
| 52 | Nananatiling tunay ang kanyang pag-ibig. | nananatiling tunay ang kanyang pag-ibig | NATURAL | Emphasizes persistence of authenticity over time. |
| 53 | Hindi na totoo ang sinabi niya. | hindi na totoo ang sinabi niya | NATURAL | Very common construction for indicating cessation of truth. |
| 54 | Naging mali ang dating tamang sagot. | naging mali ang dating tamang sagot | MARGINAL | Explicit change of state construction. Less common than *hindi na* pattern. |
| 55 | Nawala ang katotohanan sa kanyang salita. | nawala ang katotohanan sa kanyang salita | MARGINAL | Metaphorical loss of truth. Less common than direct negation. |
| 56 | Panatilihin ang katotohanan. | panatilihin ang katotohanan | NATURAL | Directive to preserve truth, common in formal contexts. |
| 57 | Ingatan ang totoo. | ingatan ang totoo | MARGINAL | Less common than *panatilihin* for truth preservation. |
| 58 | Magtapat ka sa katotohanan. | magtapat ka sa katotohanan | NATURAL | Emphasizes personal commitment to truth. |
| 59 | Suriin ang katotohanan. | suriin ang katotohanan | NATURAL | Formal verification/investigation. |
| 60 | Tingnan kung totoo. | tingnan kung totoo | NATURAL | Very common colloquial verification. |
| 61 | Alamin ang totoo. | alamin ang totoo | NATURAL | Emphasizes discovery of truth. |
| 62 | Patunayan kung tama. | patunayan kung tama | NATURAL | Formal verification of correctness. |
| 63 | Natuklasan ang katotohanan. | natuklasan ang katotohanan | NATURAL | Common for describing discovery of truth. |
| 64 | Nalaman niya ang totoo. | nalaman niya ang totoo | NATURAL | Very common for discovery of truth. |
| 65 | Nabunyag ang lihim. | nabunyag ang lihim | NATURAL | Often implies dramatic revelation. |
| 66 | Duda ako sa katotohanan nito. | duda ako sa katotohanan nito | NATURAL | Expression of skepticism. |
| 67 | Tinatanong ko ang totoo. | tinatanong ko ang totoo | NATURAL | Active inquiry about truth. |
| 68 | Hindi ako naniniwala sa sinabi niya. | hindi ako naniniwala sa sinabi niya | NATURAL | Very common rejection of truth-claim. |
