# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Tagalog (tl)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| dáyà | dáyà | cheat, fraud, deceit | cheat, fraud, deception, trickery | Refers to acts of cheating or deception, particularly in games, transactions, or relationships. Can function as noun or verb root. | [CORE] |
| linlang | linlang | deception, illusion | deception, illusion, delusion, trick | Denotes deceptive appearances or deliberate misleading. Often implies visual or perceptual deception. | [CORE] |
| gawâ-gawâ | gawâ-gawâ | gawa (make/do) reduplicated | made-up, fabricated, artificial, contrived | Indicates something artificially constructed or fabricated, often implying inauthenticity. Used for invented stories, fake emotions, or contrived situations. | [CORE] |
| akma | akma | fitting, appropriate | appropriate, fitting, suitable, proper | Indicates appropriateness or suitability to context or purpose. Used to evaluate whether something fits requirements or expectations. | [CORE] |
| dapat | dapat | should, ought | should, ought, must, proper | Expresses obligation, propriety, or what is fitting. Used for moral obligations, practical necessities, and normative expectations. | [CORE] |
| makatotohanan | makatotohanan | maka- + totohanan (able to be true/realistic) | realistic, plausible, believable, true-to-life | Describes representations or accounts that correspond to reality or are plausible. Used to evaluate verisimilitude in narratives or depictions. | [CORE] |
| tunay na | tunay na | tunay (genuine) + na (linker) | truly, really, genuinely | Adverbial phrase intensifying the genuineness or authenticity of what follows. Functions as emphatic marker of truth or reality. | [CORE] |
| di-totoo | di-totoo | di- (not) + totoo (true) | untrue, false, not real | Negates truth or reality of statements or objects. Direct negation commonly used in everyday speech. | [CORE] |
| palabás | palabás | pa- + labas (outward show/pretense) | pretense, show, act, facade | Refers to outward show or pretense that conceals true nature. Used to characterize insincere displays or deceptive appearances. | [CORE] |
| kunwari | kunwari | pretend, feign (possibly from Spanish "con" + native element) | pretend, feign, as if, supposedly | Indicates pretense or hypothetical scenarios. Used to mark actions or statements as not genuine or as imaginative play. | [CORE] |
| lantád | lantád | exposed, open, evident | evident, obvious, exposed, clear | Describes what is openly visible or clearly evident. Used when truth or reality is manifest and undeniable. | [CORE] |
| lihim | lihim | secret, hidden | secret, hidden, concealed, covert | Refers to what is deliberately kept hidden or not revealed. Contrasts with open truth or public knowledge. | [CORE] |
| sinsero/tapat | sinsero/tapat | sinsero (from Spanish "sincero"); tapat (native: honest, loyal) | sincere, honest, truthful, faithful | Describes persons or statements characterized by honesty and lack of deception. "Tapat" carries additional connotations of loyalty and faithfulness. | [CORE] |
| kathang-isip | kathang-isip | katha (fiction) + ng + isip (mind/thought) | imaginary, fictional, made-up, figment of imagination | Refers to products of imagination without basis in reality. Used to characterize invented stories or unfounded beliefs. | [CORE] |
| totoo ba? | totoo ba | totoo + ba (question particle) | is it true? really? | Common interrogative expression used to confirm or express surprise at information. Used in everyday conversation to verify truth of statements. | [CORE] |
| totoo nga | totoo nga | totoo + nga (affirmative particle) | it's really true, indeed true | Emphatic confirmation of truth. Used to affirm something that might have been doubted or to emphasize the reality of a surprising fact. | [CORE] |
| totoo lang | totoo lang | totoo + lang (limiting particle: only, just) | honestly, to be honest, truthfully | Discourse marker introducing honest admission or frank statement. Common in conversational speech to preface candid remarks. | [CORE] |
| sa totoo lang | sa totoo lang | sa (preposition) + totoo + lang | to be honest, truthfully speaking, frankly | Extended form of "totoo lang," used as discourse marker for introducing honest or frank statements. Very common in everyday speech. | [CORE] |
| nagtotoo | nagtotoo | nag- (actor voice) + totoo (reduplicated progressive) | is coming true, is becoming real | Describes predictions, dreams, or expectations that are being realized or manifesting in reality. Used for prophecies, wishes, or anticipated events. | [CORE] |
| tumutuoo | tumutuoo | tum- (actor voice intransitive) + totoo (reduplicated progressive) | is coming true, is materializing | Alternative form to nagtotoo, describing the process of something becoming real or true. Used for hopes, fears, or predictions manifesting. | [CORE] |
| magkatotoo | magkatotoo | magka- (accidental/resultative) + totoo | to come true, to be realized | Describes the realization or fulfillment of something hoped for or predicted. Common in expressions about dreams, wishes, or prophecies being fulfilled. | [CORE] |
| pagtotoo | pagtotoo | pag- (nominalization) + totoo | the act of becoming true, realization | Nominal form referring to the process or event of something becoming true or real. Used in more formal or narrative contexts. | [CORE] |
| katotohanang | katotohanang | katotohanan + -ng (linker) | truth that..., the truth which... | Linked form used before modifying clauses or phrases. Common in formal speech, news reporting, and written discourse to introduce factual information. | [CORE] |
| katotohanang-katotohanan | katotohanang-katotohanan | katotohanan + -ng + katotohanan (reduplication) | absolute truth, the whole truth | Emphatic reduplication emphasizing complete, unvarnished truth. Used in legal contexts, serious discussions, or when emphasizing total honesty. | [CORE] |
| totoo naman | totoo naman | totoo + naman (concessive particle) | it is true though, admittedly true | Concessive expression acknowledging truth of something while potentially introducing a contrasting point. Common in argumentative or explanatory discourse. | [CORE] |
| kung totoo | kung totoo | kung (if) + totoo | if true, if it's real | Conditional expression used to introduce hypothetical scenarios based on truth of a proposition. Common in reasoning and speculation. | [CORE] |
| totoo man | totoo man | totoo + man (concessive marker) | even if true, though it be true | Concessive construction acknowledging truth while suggesting it doesn't change the conclusion. More formal register than "totoo naman." | [CORE] |
| pakatotoo | pakatotoo | paka- (intensifier/manner) + totoo | very real, extremely true, genuinely | Intensifying expression emphasizing the high degree of reality or truth. Used to stress authenticity or factuality. | [CORE] |
| totoo pa | totoo pa | totoo + pa (still, even, more) | even more true, still true, what's more | Used to add emphasis or introduce additional true information. Common in building arguments or adding supporting facts. | [CORE] |
| hindi totoo | hindi totoo | hindi (negation) + totoo | not true, false, untrue | Standard negation of truth. More emphatic and complete than "di-totoo." Used in denials and corrections. | [CORE] |
| walang katotohanan | walang katotohanan | walang (without) + katotohanan | without truth, baseless, groundless | Describes statements, accusations, or claims that lack factual basis. Common in denials and refutations. | [CORE] |
| may katotohanan | may katotohanan | may (has/there is) + katotohanan | has truth, there is truth to it | Acknowledges partial or complete truth in a statement or claim. Used to validate information or concede points in discussion. | [CORE] |
| batay sa katotohanan | batay sa katotohanan | batay (based) + sa (on) + katotohanan | based on truth, factual, fact-based | Indicates that something is grounded in factual reality. Common in formal, academic, and journalistic contexts to establish credibility. | [CORE] |
| ayon sa katotohanan | ayon sa katotohanan | ayon (according) + sa (to) + katotohanan | according to truth, in truth, actually | Introduces factual information or corrections. Used to contrast appearance with reality or to provide accurate information. | [CORE] |
| sa katunayan | sa katunayan | sa (in/at) + katunayan (related to totoo/tunay, proof/evidence) | in fact, actually, as a matter of fact | Discourse marker introducing factual information or evidence. Common in formal and informal speech to emphasize factuality. Note: while derived from tunay/totoo semantic field, functions as fixed expression. | [CORE] |
| totoong-totoo | totoong-totoo | totoo + -ng (linker) + totoo (reduplication) | very true, absolutely real, completely genuine | Emphatic reduplication stressing high degree of truth or reality. Used to emphasize authenticity or remove any doubt about veracity. | [CORE] |
| totoo rin | totoo rin | totoo + rin (also, too) | also true, true as well | Acknowledges additional truth or parallel truth. Used in adding supporting facts or acknowledging multiple true statements. | [CORE] |
| paniniwala sa katotohanan | paniniwala sa katotohanan | paniniwala (belief) + sa (in) + katotohanan | belief in truth, commitment to truth | Refers to valuing or being committed to truth. Used in discussions of ethics, journalism, or personal integrity. | [CORE] |
| paghahanap ng katotohanan | paghahanap ng katotohanan | paghahanap (searching) + ng (of) + katotohanan | search for truth, truth-seeking | Describes the process of seeking factual information or deeper understanding. Common in investigative, philosophical, and journalistic contexts. | [CORE] |
| katunayan | katunayan | ka- + tunay + -an (abstract noun) | proof, evidence, fact | Refers to evidence or proof that establishes truth. Common in legal, investigative, and argumentative contexts to denote supporting facts. | [CORE] |
| tunay na tunay | tunay na tunay | tunay + na (linker) + tunay (reduplication) | very genuine, absolutely true, truly authentic | Emphatic reduplication stressing complete authenticity or genuineness. Used to remove doubt about sincerity or authenticity. | [CORE] |
| tunay nga | tunay nga | tunay + nga (affirmative particle) | indeed genuine, really true | Emphatic affirmation of genuineness or authenticity. Used to confirm or emphasize the authentic nature of something. | [CORE] |
| tunay ba? | tunay ba | tunay + ba (question particle) | is it genuine? is it real? really? | Interrogative expression questioning authenticity or genuineness. Common in expressing surprise or seeking confirmation. | [CORE] |
| hindi tunay | hindi tunay | hindi (negation) + tunay | not genuine, not authentic, fake | Negates genuineness or authenticity. Used to identify imitations, insincere behavior, or false claims to identity. | [CORE] |
| tunay na pag-ibig | tunay na pag-ibig | tunay + na + pag-ibig (love) | true love, genuine love | Common collocation describing authentic romantic love. Widely used in everyday speech, literature, and popular culture to distinguish sincere from superficial affection. | [CORE] |
| tunay na kaibigan | tunay na kaibigan | tunay + na + kaibigan (friend) | true friend, genuine friend | Describes authentic friendship characterized by loyalty and sincerity. Common expression distinguishing real friends from acquaintances or fair-weather friends. | [CORE] |
| tunay na kulay | tunay na kulay | tunay + na + kulay (color/character) | true colors, real character | Idiomatic expression referring to someone's authentic nature or character, especially when revealed after being hidden. Used when true personality emerges. | [CORE] |
| tunay na layunin | tunay na layunin | tunay + na + layunin (purpose/intention) | true purpose, real intention | Refers to actual motives or goals, especially when contrasted with stated or apparent purposes. Common in discussions of hidden agendas. | [CORE] |
| tunay na dahilan | tunay na dahilan | tunay + na + dahilan (reason/cause) | true reason, real cause | Identifies the actual cause or reason for something, often contrasted with superficial or stated reasons. Used in explanations and investigations. | [CORE] |
| katunayan nito | katunayan nito | katunayan + nito (of this) | proof of this, evidence of this | Points to specific evidence or proof. Common in argumentative and explanatory discourse to reference supporting facts. | [CORE] |
| bilang katunayan | bilang katunayan | bilang (as) + katunayan | as proof, as evidence | Introduces something offered as evidence or demonstration. Common in formal arguments and explanations. | [CORE] |
| patunayan | patunayan | pa- (causative) + tunay + -an (locative/benefactive) | to prove, to verify, to demonstrate | Verb meaning to establish truth or genuineness through evidence or demonstration. Common in legal, scientific, and everyday contexts requiring verification. | [CORE] |
| pagpapatunay | pagpapatunay | pag- + pa- + tunay (nominalized causative) | proving, verification, demonstration | Nominal form referring to the act or process of proving. Used in formal contexts describing verification procedures or evidentiary processes. | [CORE] |
| mapatunayan | mapatunayan | ma- (abilitative) + pa- + tunay + -an | can be proven, provable, verifiable | Describes what can be demonstrated or verified. Used to discuss the possibility of establishing truth through evidence. | [CORE] |
| napatunayan | napatunayan | na- (completed) + pa- + tunay + -an | was proven, has been verified | Completed aspect indicating successful proof or verification. Common in reporting results of investigations or tests. | [CORE] |
| pinatunayan | pinatunayan | pi- (patient voice completed) + pa- + tunay + -an | proved, verified, demonstrated | Patient-focus completed form describing what has been proven. Used when emphasizing the thing proven rather than the prover. | [CORE] |
| pagkatunay | pagkatunay | pagka- (state/quality) + tunay | genuineness, authenticity, the quality of being true | Abstract noun referring to the state or quality of being genuine. Used in discussions of authenticity and essential nature. | [CORE] |
| tunay na buhay | tunay na buhay | tunay + na + buhay (life) | real life, actual life | Refers to actual lived experience as opposed to fiction, imagination, or idealized versions. Common in contrasting reality with representations. | [CORE] |
| tunay na pangalan | tunay na pangalan | tunay + na + pangalan (name) | real name, true name | Refers to actual legal or birth name as opposed to nicknames, aliases, or stage names. Common in identification and formal contexts. | [CORE] |
| tunay na mukha | tunay na mukha | tunay + na + mukha (face) | true face, real face | Can be literal (actual face vs. disguise) or metaphorical (true character vs. facade). Used in discussions of authenticity and deception. | [CORE] |
| tunay na salita | tunay na salita | tunay + na + salita (word/statement) | true words, genuine statement | Refers to sincere or truthful speech. Used to emphasize honesty or authenticity of what is said. | [CORE] |
| katunayan ng | katunayan ng | katunayan + ng (of/genitive) | proof of, evidence of | Linked form used before the thing being proven. Common in formal and legal language to introduce evidence. | [CORE] |
| walang katunayan | walang katunayan | walang (without) + katunayan | without proof, unproven, baseless | Describes claims or accusations lacking supporting evidence. Common in refutations and critical discourse. | [CORE] |
| may katunayan | may katunayan | may (has/there is) + katunayan | has proof, there is evidence | Indicates existence of supporting evidence. Used to assert that claims are backed by facts. | [CORE] |
| tunay kong | tunay kong | tunay + kong (my/linker+possessive) | my true/genuine [noun] | Possessive construction emphasizing authentic relationship or quality. Common in expressions of sincere feelings or relationships (e.g., "tunay kong kaibigan" - my true friend). | [CORE] |
| tunay na ama/ina | tunay na ama/ina | tunay + na + ama (father) / ina (mother) | real father/mother, biological parent | Distinguishes biological parents from adoptive, step-parents, or parental figures. Used in family and legal contexts. | [CORE] |
| tama na | tama na | tama + na (already/now) | enough, that's enough, stop now | Common expression indicating sufficiency or requesting cessation. Used to stop actions, indicate satisfaction, or end situations. Note: semantic shift from correctness to sufficiency. | [CORE] |
| tama ba? | tama ba | tama + ba (question particle) | is it correct? is it right? am I right? | Interrogative seeking confirmation of correctness. Common in checking understanding, seeking validation, or confirming accuracy. | [CORE] |
| tama nga | tama nga | tama + nga (affirmative particle) | indeed correct, that's right, exactly | Emphatic confirmation of correctness. Used to agree with statements or validate someone's understanding. | [CORE] |
| hindi tama | hindi tama | hindi (negation) + tama | not correct, wrong, improper | Standard negation indicating incorrectness or impropriety. Used for factual errors and inappropriate actions. | [CORE] |
| tama lang | tama lang | tama + lang (only, just) | just right, appropriate, fair enough | Indicates appropriateness or fairness. Used to express that something is fitting or reasonable without being excessive. | [CORE] |
| tama rin | tama rin | tama + rin (also, too) | also correct, right too | Acknowledges additional correctness. Used when multiple answers or approaches are valid. | [CORE] |
| tama naman | tama naman | tama + naman (concessive particle) | it is correct though, admittedly right | Concessive acknowledgment of correctness while potentially introducing contrasting point. Common in nuanced discussions. | [CORE] |
| kung tama | kung tama | kung (if) + tama | if correct, if right | Conditional expression used in reasoning and hypothesis. Common in checking understanding or proposing conditional scenarios. | [CORE] |
| pagtama | pagtama | pag- (nominalization) + tama | the act of being correct, correctness, accuracy | Nominal form referring to state or instance of being correct. Used in formal or analytical contexts. Note: can also mean "hitting" (different root). | [CORE] |
| katamaan | katamaan | ka- + tama + -an (abstract noun) | correctness, rightness, propriety | Abstract noun denoting the quality of being correct or proper. Used in discussions of accuracy and appropriateness. | [CORE] |
| tumama | tumama | tum- (actor voice) + tama | to be correct, to hit the mark, to guess right | Verb indicating achieving correctness or accuracy. Used for correct guesses, accurate predictions, or hitting targets. Note: also means "to hit/strike" (potentially different root). | [CORE] |
| tamaan | tamaan | tama + -an (locative/benefactive) | to be hit, to be affected, to get it right | Patient-focus form. Can mean being struck/affected or achieving correctness. Context determines meaning. Note: physical "hitting" sense may be separate root. | [CORE] |
| tama-tama | tama-tama | tama (reduplicated) | just right, exactly right, coincidentally | Emphatic reduplication indicating perfect fit, exact correctness, or fortunate timing. Common in describing coincidences or perfect matches. | [CORE] |
| tama pa | tama pa | tama + pa (still, even, more) | still correct, even more right, what's more | Indicates continuing correctness or adds emphasis. Used to reinforce validity or add supporting points. | [CORE] |
| tama ka | tama ka | tama + ka (you/2nd person) | you're right, you're correct | Common expression agreeing with someone's statement or judgment. Very frequent in conversational agreement. | [CORE] |
| tama ako | tama ako | tama + ako (I/1st person) | I'm right, I'm correct | Assertion of one's own correctness. Used in arguments or when confirming one's judgment was accurate. | [CORE] |
| tama siya | tama siya | tama + siya (he/she/3rd person) | he/she is right, he/she is correct | Affirms third party's correctness. Common in discussions and validating others' statements. | [CORE] |
| walang tama | walang tama | walang (without/no) + tama | nothing correct, all wrong, no right answer | Indicates complete absence of correctness. Used in criticism or describing situations with no good options. | [CORE] |
| may tama | may tama | may (has/there is) + tama | has a point, there's something right, partially correct | Acknowledges partial correctness or valid points. Common in conceding aspects of arguments. | [CORE] |
| tama sa | tama sa | tama + sa (to/for/at) | right for, correct for, appropriate to | Indicates suitability or appropriateness for specific context or person. Used in recommendations and judgments of fit. | [CORE] |
| tama ang | tama ang | tama + ang (topic marker) | correct is..., what's right is... | Topic-focus construction emphasizing what is correct. Used to identify or highlight the correct element. | [CORE] |
| pagtamaan | pagtamaan | pag- + tama + -an (nominalized locative) | the hitting, the being correct (context-dependent) | Nominalized form that can refer to correctness or hitting depending on context. Used in formal or narrative discourse. | [MARGINAL] |
| tama na yan | tama na yan | tama + na + yan (that) | that's enough, stop that | Emphatic command to cease action or behavior. Very common in everyday speech to stop unwanted actions. Note: semantic shift to cessation. | [CORE] |
| tama na po | tama na po | tama + na + po (polite particle) | that's enough (polite), please stop | Polite version of "tama na" used with elders or in formal situations. Requests cessation respectfully. | [CORE] |
| eksakto/tama | eksakto/tama | eksakto (exact, from Spanish) / tama | exactly, precisely, correct | Paired expression emphasizing precision and correctness. "Eksakto" often used interchangeably with "tama" for emphasis. | [CORE] |
| tumpak | tumpak | [related root, possibly variant of tama] | accurate, precise, exact | Synonym/variant emphasizing precision and accuracy. Used in formal contexts and when exactness is important. Note: may be related root or separate lexeme. | [CORE] |
| tama ang aking | tama ang aking | tama + ang + aking (my/possessive) | my [noun] is correct, I'm right about my... | Possessive construction asserting correctness of one's own judgment, answer, or position. | [CORE] |
| sa tama | sa tama | sa (to/at) + tama | to what's right, toward correctness | Directional expression indicating orientation toward correctness or propriety. Used in moral and practical guidance. | [CORE] |
| ayon sa tama | ayon sa tama | ayon (according) + sa (to) + tama | according to what's right, as is proper | Indicates conformity to correctness or propriety. Used in prescriptive and normative statements. | [CORE] |
