# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Tagalog (tl)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| katunayan | katunayan ng | katunayan ng | proof of, evidence of | Linked form used before the thing being proven, common in formal and legal language. | [CORE] |
| katunayan | walang katunayan | walang katunayan | without proof, unproven, baseless | Describes claims or accusations lacking supporting evidence, common in refutations. | [CORE] |
| katunayan | may katunayan | may katunayan | has proof, there is evidence | Indicates existence of supporting evidence, used to assert that claims are backed by facts. | [CORE] |
| mali | mali ka | mali ka | you're wrong, you're mistaken | Common expression disagreeing with someone's statement or judgment. | [CORE] |
| mali | mali ako | mali ako | I'm wrong, I'm mistaken | Admission of one's own error or mistake. | [CORE] |
| mali | mali siya | mali siya | he/she is wrong, he/she is mistaken | Indicates third party's incorrectness. | [CORE] |
| mali | mali ba? | mali ba | is it wrong? am I wrong? | Interrogative seeking confirmation of incorrectness or checking one's own judgment. | [CORE] |
| mali | mali nga | mali nga | indeed wrong, that's wrong | Emphatic confirmation of incorrectness. | [CORE] |
| mali | mali rin | mali rin | also wrong, wrong too | Indicates additional incorrectness when multiple things are wrong. | [CORE] |
| mali | mali naman | mali naman | it is wrong though, admittedly wrong | Concessive acknowledgment of incorrectness while potentially introducing contrasting point. | [CORE] |
| mali | kung mali | kung mali | if wrong, if incorrect | Conditional expression used in reasoning and hypothesis. | [CORE] |
| mali | mali ang | mali ang | wrong is..., what's wrong is... | Topic-focus construction emphasizing what is incorrect. | [CORE] |
| mali | walang mali | walang mali | nothing wrong, no error, faultless | Indicates complete absence of error or incorrectness. | [CORE] |
| mali | may mali | may mali | there's something wrong, has an error | Indicates presence of error or incorrectness. | [CORE] |
| tama | tama na | tama na | enough, that's enough, stop now | Common expression indicating sufficiency or requesting cessation. Note semantic shift from correctness to sufficiency. | [CORE] |
| tama | tama ba? | tama ba | is it correct? is it right? am I right? | Interrogative seeking confirmation of correctness, very common in checking understanding. | [CORE] |
| tama | tama nga | tama nga | indeed correct, that's right, exactly | Emphatic confirmation of correctness, used to agree with statements. | [CORE] |
| tama | hindi tama | hindi tama | not correct, wrong, improper | Standard negation indicating incorrectness or impropriety. | [CORE] |
| tama | tama lang | tama lang | just right, appropriate, fair enough | Indicates appropriateness or fairness without being excessive. | [CORE] |
| tama | tama rin | tama rin | also correct, right too | Acknowledges additional correctness when multiple answers are valid. | [CORE] |
| tama | tama naman | tama naman | it is correct though, admittedly right | Concessive acknowledgment of correctness while potentially introducing contrasting point. | [CORE] |
| tama | kung tama | kung tama | if correct, if right | Conditional expression used in reasoning and hypothesis. | [CORE] |
| tama | tama pa | tama pa | still correct, even more right, what's more | Indicates continuing correctness or adds emphasis to reinforce validity. | [CORE] |
| tama | tama ka | tama ka | you're right, you're correct | Very common expression agreeing with someone's statement or judgment. | [CORE] |
| tama | tama ako | tama ako | I'm right, I'm correct | Assertion of one's own correctness in arguments or confirmations. | [CORE] |
| tama | tama siya | tama siya | he/she is right, he/she is correct | Affirms third party's correctness in discussions. | [CORE] |
| tama | walang tama | walang tama | nothing correct, all wrong, no right answer | Indicates complete absence of correctness. | [CORE] |
| tama | may tama | may tama | has a point, there's something right, partially correct | Acknowledges partial correctness or valid points. | [CORE] |
| tama | tama sa | tama sa | right for, correct for, appropriate to | Indicates suitability or appropriateness for specific context or person. | [CORE] |
| tama | tama ang | tama ang | correct is..., what's right is... | Topic-focus construction emphasizing what is correct. | [CORE] |
| tama | tama na yan | tama na yan | that's enough, stop that | Emphatic command to cease action or behavior, very common in everyday speech. | [CORE] |
| tama | tama na po | tama na po | that's enough (polite), please stop | Polite version of "tama na" used with elders or in formal situations. | [CORE] |
| tama | tama ang aking | tama ang aking | my [noun] is correct, I'm right about my... | Possessive construction asserting correctness of one's own judgment or position. | [CORE] |
| tama | sa tama | sa tama | to what's right, toward correctness | Directional expression indicating orientation toward correctness or propriety. | [CORE] |
| tama | ayon sa tama | ayon sa tama | according to what's right, as is proper | Indicates conformity to correctness or propriety in prescriptive statements. | [CORE] |
| sinungaling | sinungaling ka | sinungaling ka | you're a liar, you're lying | Accusation of dishonesty, common in confrontations. | [CORE] |
| sinungaling | sinungaling siya | sinungaling siya | he/she is a liar, he/she is lying | Third-person accusation or description of dishonesty. | [CORE] |
| kasinungalingan | puro kasinungalingan | puro kasinungalingan | all lies, nothing but lies | Emphatic dismissal of statements as entirely false. | [CORE] |
| kasinungalingan | walang kasinungalingan | walang kasinungalingan | no lies, without falsehood | Asserts complete truthfulness or absence of deception. | [CORE] |
| peke | peke lang | peke lang | just fake, only counterfeit | Dismissive expression indicating something is merely fake or imitation. | [CORE] |
| peke | peke yan | peke yan | that's fake, that's counterfeit | Common expression identifying something as fake or fraudulent. | [CORE] |
| huwad | huwad na dokumento | huwad na dokumento | false document, counterfeit document | Common collocation in legal and official contexts describing fraudulent documents. | [CORE] |
| wasto | wasto ba? | wasto ba | is it correct? is it proper? | Interrogative seeking confirmation of correctness, more formal register than "tama ba?" | [CORE] |
| wasto | hindi wasto | hindi wasto | not correct, improper | Negation indicating incorrectness or impropriety, formal register. | [CORE] |
| hustó | hustó lang | hustó lang | just right, just enough, exactly | Indicates perfect fit or exact sufficiency. | [CORE] |
| kathâ | kathâ lamang | kathâ lamang | merely fiction, just made-up | Dismissive expression indicating something is only fictional or fabricated. | [CORE] |
| bulaán | bulaán ka | bulaán ka | you're a liar, you're deceitful | Accusation of dishonesty, similar to "sinungaling ka" but different register. | [CORE] |
| dáyà | dáyà yan | dáyà yan | that's cheating, that's fraud | Common expression identifying cheating or deception. | [CORE] |
| dáyà | walang dáyà | walang dáyà | no cheating, fair, honest | Asserts fairness or absence of deception, common in games and competitions. | [CORE] |
| linlang | linlang lang | linlang lang | just deception, merely illusion | Dismissive expression indicating something is only deceptive appearance. | [CORE] |
| gawâ-gawâ | gawâ-gawâ lang | gawâ-gawâ lang | just made-up, merely fabricated, only pretend | Common expression emphasizing the artificial or fabricated nature of something. | [CORE] |
| gawâ-gawâ | gawâ-gawâ lang yan | gawâ-gawâ lang yan | that's just made-up, that's only fabricated | Dismissive expression used to reject false claims or fake emotions. | [CORE] |
| akma | akma sa | akma sa | fitting for, appropriate to | Indicates suitability or appropriateness for specific context. | [CORE] |
| akma | hindi akma | hindi akma | not fitting, inappropriate | Negation indicating lack of suitability or appropriateness. | [CORE] |
| dapat | dapat lang | dapat lang | as it should be, only proper, rightfully so | Expression indicating something is fitting or deserved. | [CORE] |
| dapat | dapat ba? | dapat ba | should it? is it proper? | Interrogative questioning obligation or propriety. | [CORE] |
| dapat | hindi dapat | hindi dapat | should not, ought not, improper | Negation indicating something should not be done or is improper. | [CORE] |
| dapat | dapat na | dapat na | should already, ought to now | Indicates something should have happened by now or is overdue. | [CORE] |
| makatotohanan | hindi makatotohanan | hindi makatotohanan | unrealistic, implausible, not believable | Negation indicating lack of realism or plausibility. | [CORE] |
| palabás | palabás lang | palabás lang | just for show, only pretense | Dismissive expression indicating something is merely pretense without substance. | [CORE] |
| palabás | palabás lang yan | palabás lang yan | that's just for show, that's only pretense | Common expression dismissing insincere displays or false appearances. | [CORE] |
| kunwari | kunwari lang | kunwari lang | just pretending, only joking, not serious | Very common expression clarifying that actions or statements aren't serious. | [CORE] |
| kunwari | kunwari hindi | kunwari hindi | pretend not to, act as if not | Expression describing feigning ignorance or lack of knowledge. | [CORE] |
| kunwari | para kunwari | para kunwari | as if, as though, pretending to be | Introduces hypothetical or pretend scenarios. | [CORE] |
| lantád | lantád na | lantád na | already exposed, now evident | Indicates something has been revealed or is now obvious. | [CORE] |
| lantád | lantád sa lahat | lantád sa lahat | exposed to all, evident to everyone | Indicates something is publicly known or visible to everyone. | [CORE] |
| lihim | lihim na | lihim na | secret [noun], hidden [noun] | Linked form modifying nouns to indicate secrecy (e.g., "lihim na pag-ibig" - secret love). | [CORE] |
| lihim | sa lihim | sa lihim | in secret, secretly, covertly | Adverbial expression indicating secretive manner of action. | [CORE] |
| lihim | walang lihim | walang lihim | no secrets, nothing hidden | Asserts complete openness or transparency. | [CORE] |
| lihim | may lihim | may lihim | has a secret, there's something hidden | Indicates presence of concealed information. | [CORE] |
| tapat | tapat na tao | tapat na tao | honest person, sincere person | Common collocation describing person of integrity. | [CORE] |
| tapat | tapat sa | tapat sa | faithful to, loyal to, honest with | Indicates faithfulness or loyalty to person, cause, or principle. | [CORE] |
| tapat | hindi tapat | hindi tapat | not honest, unfaithful, disloyal | Negation indicating dishonesty or disloyalty. | [CORE] |
| katapatan | walang katapatan | walang katapatan | without honesty, disloyal, unfaithful | Describes lack of honesty or loyalty. | [CORE] |
| katapatan | may katapatan | may katapatan | has honesty, has loyalty, faithful | Indicates presence of honesty or loyalty. | [CORE] |
| kathang-isip | kathang-isip lang | kathang-isip lang | just imaginary, merely fictional | Dismissive expression indicating something is only a product of imagination. | [CORE] |
| kathang-isip | kathang-isip lang yan | kathang-isip lang yan | that's just imaginary, that's only fictional | Common expression rejecting unfounded beliefs or invented stories. | [CORE] |
| totoo / tunay | mas totoo / mas tunay | mas totoo / mas tunay | more true, more genuine, more real | Comparative construction indicating higher degree of truth or genuineness. | [CORE] |
| tama / mali | mas tama / mas mali | mas tama / mas mali | more correct / more wrong | Comparative construction for correctness/incorrectness. | [CORE] |
| totoo / tunay | pinakatotoo / pinakatunay | pinakatotoo / pinakatunay | most true, most genuine, truest | Superlative construction indicating highest degree of truth or genuineness. | [CORE] |
| tama / mali | pinakatama / pinakamali | pinakatama / pinakamali | most correct / most wrong | Superlative construction for correctness/incorrectness. | [CORE] |
| totoo | sobrang totoo | sobrang totoo | very true, extremely real | Intensifier construction emphasizing high degree of truth. | [CORE] |
| mali | sobrang mali | sobrang mali | very wrong, extremely incorrect | Intensifier construction emphasizing high degree of incorrectness. | [CORE] |
| tama | sobrang tama | sobrang tama | very correct, exactly right | Intensifier construction emphasizing high degree of correctness. | [CORE] |
| totoo / tama | totoo, hindi ba? / tama, hindi ba? | totoo, hindi ba / tama, hindi ba | it's true, isn't it? / it's right, isn't it? | Question tag seeking confirmation or agreement. | [CORE] |
| mali | mali, hindi ba? | mali, hindi ba | it's wrong, isn't it? | Question tag seeking confirmation of incorrectness. | [CORE] |
| totoo / mali | totoo pero mali | totoo pero mali | true but wrong | Contrastive construction acknowledging truth while asserting moral or practical wrongness. | [CORE] |
| tama / mali | tama o mali | tama o mali | right or wrong | Disjunctive construction presenting binary choice or acknowledging both possibilities. | [CORE] |
| totoo / huwad | totoo o huwad | totoo o huwad | genuine or fake, real or counterfeit | Disjunctive construction presenting authenticity choice. | [CORE] |
