| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| தவறு | tavaṟu | Root *tavar* (to err, deviate); "error, deviation" | mistake, error, wrong, fault | Applied to incorrect statements, mistaken beliefs, and morally wrong actions. Contrasts with *cari* (correct) in evaluative contexts. Used in both epistemic (factual error) and moral (wrongdoing) registers. Productive: *tavaṟāna* (wrong, erroneous), *tavaṟu ceytavar* (one who has done wrong), *tavaṟu ceytāl* (if one errs/does wrong). | [CORE] |
| உண்மைத்தன்மை | uṇmait-taṉmai | *uṇmai* (truth) + *taṉmai* (nature, quality); "the quality of being true" | truthfulness, authenticity, veracity, genuineness | A more abstract nominal form used in philosophical, literary, and formal evaluative discourse to refer to the property of being true or authentic. Appears in literary criticism and philosophical writing when evaluating whether something genuinely possesses a quality. Less common in casual speech than *uṇmai* alone. | [MARGINAL] |
| அசல் | acal | From Arabic *aṣl* (origin, root); "original, source" | original, genuine, authentic (of objects, documents) | Primarily used to distinguish genuine articles from copies or counterfeits, especially in commercial, legal, and administrative contexts. Contrasts with *nakal* (copy, duplicate) and *pōli* (fake, counterfeit). Common in everyday speech when evaluating goods and documents: *acal āvaṇam* (original document). | [CORE] |
| நகல் | nakal | From Arabic/Persian *naqal* (copy, transfer); "copy, duplicate" | copy, duplicate, imitation, counterfeit, transcript | Used to describe reproductions or imitations of an original, often in contexts where authenticity is being evaluated. Can carry neutral (certified copy of a document) or negative (fake) connotations depending on context. Appears in fixed expressions such as *nakal சரி* (certified copy). Evaluatively relevant to authenticity assessments. | [CORE] |
| போலி | pōli | Possibly from *pōl* (resemblance); "resemblance, imitation, counterfeit" | fake, counterfeit, spurious, imitation, sham | Applied to objects, persons, or credentials that falsely claim to be genuine. Carries a strongly negative evaluative charge. Used in legal, commercial, and moral condemnation of fraud and misrepresentation. Productive in nominal compounds: *pōli ṭākṭar* (fake doctor), *pōli āvaṇam* (forged document), *pōli māṭṭu* (fake cattle/goods). | [CORE] |
| உண்மையில் | uṇmaiyil | *uṇmai* + *-il* (locative case suffix); "in truth" | in truth, actually, in reality, truly | Adverbial expression used to assert that what follows reflects the actual state of affairs, often correcting a misconception or contrasting appearance with reality. Functions as an epistemic marker in discourse. Common in both spoken and written registers. | [CORE] |
| உண்மையிலேயே | uṇmaiyilēyē | *uṇmaiyil* + emphatic particles *-ē* + *-yē*; "truly, in truth indeed" | truly, really, genuinely, in actual fact | An emphatic form of *uṇmaiyil*, used to stress the genuineness or reality of a state of affairs. Common in spoken Tamil and informal written registers to reinforce the truth of a claim or the sincerity of a statement. Marks stronger epistemic commitment than *uṇmaiyil*. Functions as an intensifier in evaluative assertions. | [CORE] |
| நேர் | nēr | Monomorphemic root; "straight, direct, exact" | straight, direct, exact, correct, proper, honest | Used attributively and in compounds to indicate directness, exactness, or correctness. Base form from which *nērmai* and *nēṟtti* derive; used independently as an adjective or adverb to evaluate conduct, speech, or direction as direct and without deviation. Appears in *nēr-mai* (honesty), *nēr-mukaṃ* (face-to-face), and evaluative phrases about accuracy or proper conduct. | [CORE] |
| நியாயம் | niyāyam | From Sanskrit *nyāya* (rule, logic, justice); "justice, reason, rightness" | justice, fairness, rightness, reasonableness, justification, logic | Used in moral and legal contexts to evaluate whether an action, decision, or claim is just or well-founded. Also used in everyday speech to assert that something is fair or reasonable: *itu niyāyamā?* (Is this right/fair?). Used in philosophical contexts to mean logical reasoning or valid argument, reflecting its Sanskrit heritage. Productive: *niyāyamāna* (just, fair, reasonable), *niyāyam keḷ* (to ask for justice). | [CORE] |
| நியாயமான | niyāyamāṉa | *niyāyam* + *-āṉa* (adjectival suffix); "that which is of/pertaining to *niyāyam*" | just, fair, reasonable, legitimate, proper | Adjectival form of *niyāyam*, used to evaluate conduct, claims, prices, or decisions as fair or justified. Extremely common in spoken and written Tamil across registers. Contrasts with *anyāyamāṉa* (unjust, unfair). | [CORE] |
| அநியாயம் | aniyāyam | Sanskrit privative *a-* + *nyāya*; "absence of justice/rightness" | injustice, unfairness, wrongfulness, unreasonableness | Direct antonym of *niyāyam*, used to condemn actions, decisions, or situations as unjust or morally wrong. Common in moral complaint and legal argumentation. | [CORE] |
| அன்யாயம் | anyāyam | Sanskrit *anyāya* (contrary to *nyāya*); "injustice, wrongness" | injustice, unfairness, wrongfulness | Used to characterize actions, decisions, or situations as unjust or morally wrong. Common in moral complaint and legal discourse. Functions as the direct antonym of *niyāyam* in evaluative contexts. | [CORE] |
| சட்டப்படி | caṭṭappaṭi | *caṭṭam* (law) + *-paṭi* (according to, in accordance with); "according to law" | legally, lawfully, according to law, by right | Fixed expression used to evaluate whether an action or claim is legally valid or sanctioned. Common in legal and administrative discourse. Contrasts implicitly with *caṭṭavirutti* (illegal conduct). | [CORE] |
| தகுதி | takuti | From *taku* (to be fitting/suitable) + *-ti* (nominalizer); "fitness, suitability" | qualification, eligibility, merit, worthiness, fitness | Used to evaluate whether a person or thing meets the required standard for a role, claim, or judgment. Common in legal, professional, and moral contexts. Participates in *takutiyāna* (qualified, worthy). | [CORE] |
| தகுதியற்ற | takutiyaṟṟa | *takuti* + *aṟṟa* (privative participial suffix); "lacking fitness" | unqualified, ineligible, unworthy, unfit | Evaluative term applied to persons or things that fail to meet a required standard. Used in legal disqualification, moral condemnation, and professional assessment. | [CORE] |
| உண்மைக்கு மாறான | uṇmaikkum māṟāna | *uṇmai* (truth) + dative + *māṟāna* (contrary to, deviating from); "contrary to truth" | contrary to fact, false, untrue, counterfactual, at variance with the facts | Fixed evaluative expression used in legal and formal written contexts to characterize a statement or representation as factually false. More formal than simply *poy* (lie). Appears in legal documents and formal written registers. | [MARGINAL] |
| கற்பனை | kaṟpaṉai | *kaṟpu* (imagination, invention) + *-aṉai* (nominalizer); "that which is imagined/invented" | fiction, imagination, fabrication, invention | Used to characterize a claim or narrative as invented rather than factual. Can be neutral (creative fiction) or negative (fabrication). Relevant in evaluating the factual status of representations. | [CORE] |
| வஞ்சனை | vañcaṉai | From *vañcu* (to deceive) + *-aṉai* (nominalizer); "deception" | deceit, deception, fraud, treachery | Used in moral and legal contexts to characterize deliberate misleading of another person. Carries strong negative moral charge. Appears in legal terminology for fraud and in literary condemnation of betrayal. | [CORE] |
| வஞ்சகம் | vañcakam | From *vañcu* (to deceive, betray); "deceit, betrayal" (Sanskrit-origin loanword via Tamil literary tradition) | treachery, deceit, fraud, betrayal, duplicity | Used in literary, formal, and legal registers to denote deliberate deception or betrayal of trust. Somewhat more formal and literary than *kaḷḷam*. Overlaps with *kaḷḷam* but carries a stronger connotation of intentional betrayal of trust. Appears in classical Tamil literature and continues in formal written Tamil. | [CORE] |
| மெய் | mey | Monomorphemic classical root; "body, substance, reality" | truth, reality, the real, body (in some contexts) | Classical and literary term for truth or reality, often used in philosophical and poetic contexts. Appears in classical Tamil literature (*Tirukkuṟaḷ* and others) and in formal philosophical discourse. Appears in compounds such as *meyññāṉam* (true knowledge) and *meypporuḷ* (true meaning/essence). Less common in everyday modern speech than *uṇmai*. | [MARGINAL] |
| மெய்மை | meymmai | *mey* (truth, reality) + *-mai* (abstract nominal suffix) | truth, reality, genuineness, authenticity | Abstract nominal form of *mey*; used in classical, literary, and philosophical contexts to refer to the quality of being real or true. Rare in everyday modern Tamil but attested in formal and literary registers. | [MARGINAL] |
| மெய்ப்பிக்க | meyppiкka | *mey* (truth/reality) + causative *-ppi-* + infinitive *-kka*; "to cause to be real/true" | to prove, to verify, to demonstrate, to establish (a fact) | Used in legal and argumentative contexts for the act of proving or establishing the truth of a claim. The noun form *meyppiтtal* (proving, verification) also occurs in formal writing. | [CORE] |
| சாட்சி | cāṭci | From Sanskrit *sākṣin* (witness, one who sees directly); "witness, testimony" | witness, testimony, evidence | Used in legal and religious contexts for a witness or the testimony they provide. Evaluatively relevant as the basis for establishing truth in legal proceedings. Appears in classical Tamil literature as well as modern legal usage. Evaluative in legal contexts where the reliability and truthfulness of testimony is at issue: *poy-cāṭci* (false witness/perjury). Compounds include *cāṭciyam* (evidence, attestation). | [CORE] |
| ஆதாரம் | ātāram | From Sanskrit *ādhāra* (support, basis, foundation); "basis, support" | evidence, proof, basis, foundation, support, grounds | Used to refer to the evidentiary or factual basis for a claim, judgment, or belief. Common in legal, journalistic, academic, and everyday argumentative contexts. Evaluatively central in assessing whether a claim is well-supported. Often appears in the phrase *ātāram illāmal* (without basis/evidence). | [CORE] |
| இயல்பு | iyalpu | *iyal* (to be natural, to function naturally) + *-pu* (nominalizer); "natural state, inherent nature" | nature, inherent quality, natural character, essence | Used to describe what something fundamentally or naturally is, relevant in philosophical and evaluative contexts about essential properties. Appears in discussions of whether something conforms to or deviates from its true nature. | [CORE] |
| இலக்கணம் | ilakkaṇam | From Sanskrit *lakṣaṇa* (mark, characteristic, definition); "defining characteristic, grammar, definition" | definition, characteristic, grammar, proper form | In philosophical and evaluative contexts, refers to the defining characteristics that make something what it is. Used to assess whether something conforms to its proper definition or standard. Also the standard term for grammar. | [CORE] |
| பொருத்தம் | poruttam | *poruntu* (to fit, to be appropriate) + *-am* (nominalizer); "fittingness, appropriateness" | appropriateness, suitability, fit, relevance, correspondence | Used to evaluate whether something is fitting, appropriate, or corresponds correctly to a standard or context. Relevant in aesthetic, moral, and logical evaluation of whether things match or accord with each other. | [CORE] |
| தன்மை | taṉmai | *taṉ* (self, own) + *-mai* (abstract nominalizer); "own-ness, inherent quality" | nature, quality, characteristic, property, essence | Used to refer to the inherent or essential quality of a person or thing, relevant in evaluative contexts about what something truly or fundamentally is. Appears productively in compounds such as *uṇmait-taṉmai* (truthfulness) and *nērmai-taṉmai* (quality of honesty). | [CORE] |
| நேர்மையான | nēṟmaiyāna | *nēṟmai* (honesty, integrity) + *-āna* (adjectival suffix) | honest, upright, sincere, straightforward | Adjectival form of *nēṟmai*; used to evaluate persons, conduct, or statements as honest and without deception. Extremely common in everyday and formal evaluative contexts. Contrasts with *kaḷḷamāna* (deceitful) and *vañcakamāna* (treacherous). | [CORE] |
| கள்ளம் | kaḷḷam | Deceit, concealment (root *kaḷ-*, related to concealing or stealing; classical root) | deceit, duplicity, treachery, guile, fraud | A classical and literary term for deceptive intent or fraudulent conduct, used in moral and legal evaluations. Appears in classical Tamil literature (Sangam and later) as a moral failing. Still used in formal and literary written Tamil; less common in everyday colloquial speech. Contrasts with *nēṟmai*. The compound *kaḷḷamillāta* (without deceit, guileless) is also attested. | [CORE] |
| கபடம் | kapaṭam | From Sanskrit *kapaṭa* (fraud, deceit); "deceit, hypocrisy, pretense" | hypocrisy, pretense, deceit, duplicity | Used to evaluate persons or conduct as hypocritical or pretentious, involving a discrepancy between outward appearance and inner reality. Appears in moral and literary contexts. Related: *kapaṭi* (hypocrite, deceiver). | [CORE] |
| தூய்மை | tūymai | *tūy* (pure, clean) + *-mai* (abstract nominalizer); "purity, cleanness" | purity, cleanliness, integrity, genuineness | Used to evaluate persons, conduct, or objects as pure, uncontaminated, or morally unblemished. In evaluative contexts, it can carry connotations of moral integrity and authenticity. Appears in moral, religious, and aesthetic contexts. | [CORE] |
| சான்று | cāṉṟu | From *cāṉṟ-* (to attest, certify, be witnessed); "that which attests or certifies" | evidence, proof, testimony, certificate | Used in legal, epistemic, and evaluative contexts to refer to that which establishes the truth or validity of a claim. Productive: *cāṉṟitam* (certificate), *cāṉṟu peyar* (to certify). Appears in both classical and modern Tamil. | [CORE] |
| சரிபார் | caripār | *cari* (correct) + *pār* (to see, look); "to look for correctness" | to verify, to check, to confirm, to validate | A verb used to describe the act of checking or verifying whether something is correct or accurate. Common in everyday, administrative, and technical contexts. Relevant to processes of epistemic evaluation and fact-checking. | [CORE] |
| சரிபார்த்தல் | caripārtttal | *cari* (correct) + *pār* (to see/look) + verbal noun suffix; "act of checking/verifying" | verification, checking, confirmation | Verbal noun denoting the act of checking or verifying whether something is correct or accurate. Common in administrative, technical, and everyday contexts. The finite verb form *caripārkkiṟēṉ* (I am checking/verifying) is widely used in spoken Tamil. | [CORE] |
| உறுதிப்படுத்து | uṟutippaṭuttu | *uṟuti* (firmness, certainty) + *paṭuttu* (causative: to make/cause); "to make certain" | to confirm, to verify, to certify, to establish | Used to describe the act of establishing or confirming the truth, accuracy, or validity of something. Common in formal, legal, journalistic, and administrative contexts. Evaluates the epistemic status of claims or facts. | [CORE] |
| நிரூபணம் | nirūpaṇam | From Sanskrit *nirūpaṇa*; "proof, demonstration, determination" | proof, demonstration, verification, establishment (of a fact) | Used in formal, legal, and philosophical contexts to denote the act or result of proving or demonstrating something conclusively. Appears in legal discourse (*nirūpaṇam ceyta* — having proved) and in philosophical writing. Less common in everyday speech than *ātāram*. | [CORE] |
| நேர்த்தி | nēṟtti | From *nēr* (straight, proper); "neatness, propriety, correctness of form" | propriety, correctness, neatness, precision | Used to evaluate the formal correctness or proper execution of something, including language, craftsmanship, or conduct. More aesthetic and formal in flavor than *cari*. Appears in literary and craft-evaluation contexts. | [MARGINAL] |
| நேர்தன்மை | nēr-taṉmai | *nēr* (straight, direct) + *taṉmai* (quality, nature); "the quality of being straight/direct" | straightforwardness, directness, integrity | Used in formal and literary registers to describe a quality of character or conduct. Overlaps with *nērmai* but tends to appear in more explicitly philosophical or literary contexts. Less frequent in everyday speech. | [MARGINAL] |
| தரம் | taram | From Sanskrit *tara* via Tamil; "quality, grade, standard" | quality, standard, grade, caliber | Used to evaluate objects, persons, or performances with respect to a standard of excellence or adequacy. Common in commercial, aesthetic, and everyday evaluative contexts: *taram kuṟainta* (of reduced/inferior | [CORE] |
| உண்மை | uṇmai | *uḷ* (to be/exist) + *-mai* (abstract nominalizer) | truth, reality, fact | The base nominal form, used across all registers — everyday assertion, philosophical argument, legal testimony, and moral evaluation — to denote correspondence with reality. Appears in moral exhortation (*uṇmai pēcu* — speak the truth), philosophical discourse, and legal testimony. | [CORE] |
| உண்மையான | uṇmaiyāna | *uṇmai* + *-āna* (adjectival copular suffix) | true, genuine, real, authentic | Attributive adjective applied to persons, objects, feelings, and propositions to assert genuineness or factual accuracy; extremely common in spoken and written Tamil. Used to distinguish genuine instances from false or imitation ones: *uṇmaiyāna kaṭal* (genuine love), *uṇmaiyāna tகவல்* (accurate information). | [CORE] |
| உண்மையாக | uṇmaiyāka | *uṇmai* + *-āka* (adverbial/predicative copular suffix) | truly, genuinely, honestly, in truth | Adverbial form used to assert that an action or state is genuine or sincere. Common in everyday speech: *uṇmaiyāka colla* (to speak truthfully). Also used predicatively: *itu uṇmaiyāka irukku* (this is genuinely the case). | [CORE] |
| உண்மையில் | uṇmaiyil | *uṇmai* + *-il* (locative case suffix) | in truth, actually, in reality | Adverbial expression used to correct a misconception or contrast appearance with reality; common in both spoken and written Tamil. Used as a sentence-initial or mid-sentence frame to introduce a correction or clarification: *uṇmaiyil avaṉ varāttāṉ* (in fact, he did not come). | [CORE] |
| உண்மையிலேயே | uṇmaiyilēyē | *uṇmai* + *-il* (locative) + *-ē* (emphatic) + *-yē* (further emphatic) | truly indeed, in actual fact, really and truly | Emphatic adverbial used in spoken Tamil to strongly assert that something is genuinely the case, often in contexts of surprise or insistence. Functions as an intensifier: *avaḷ uṇmaiyilēyē nalla āḷ* (she is genuinely a good person). | [CORE] |
| உண்மைத்தன்மை | uṇmait-taṉmai | *uṇmai* + *taṉmai* (nature, inherent quality) | truthfulness, authenticity, veracity, genuineness | Abstract nominal used in philosophical, literary, and formal evaluative discourse to refer to the property of being true or authentic. Used in literary criticism, philosophy, and formal prose; appears in evaluations of literary works, testimonies, or representations. | [MARGINAL] |
| உண்மைத் தன்மையுள்ள | uṇmai-t-taṉmaiyuḷḷa | *uṇmai* + *taṉmai* + *uḷḷa* (possessing, having) | authentic, genuinely possessing (a quality), truthful (attributive) | Attributive participial phrase in formal and literary written Tamil, used to characterize persons, works, or representations as genuinely possessing a stated quality. More compositionally transparent than *uṇmaiyāna*. | [MARGINAL] |
| உண்மைப்படுத்துதல் | uṇmaippaṭuttutal | *uṇmai* + causative *-paṭuttu-* + verbal noun *-tal* | authentication, verification, substantiation | Formal and administrative verbal noun denoting the act of establishing the truth or genuineness of a document, claim, or identity. Used in official Tamil in document-processing and legal contexts. | [MARGINAL] |
| உண்மைப்படுத்து | uṇmaippaṭuttu | *uṇmai* + causative *-paṭuttu* (finite/imperative stem) | authenticate, verify, substantiate, confirm | The finite verb form of *uṇmaippaṭuttutal*, used in administrative and legal instructions: *ātāratai uṇmaippaṭuttu* (substantiate/verify the evidence). Appears in official written Tamil. | [MARGINAL] |
| உண்மைக்கு மாறான | uṇmaikkum māṟāna | *uṇmai* (truth) + dative + *māṟāna* (contrary to, deviating from) | contrary to fact, false, counterfactual | Fixed evaluative expression used in legal and formal written contexts to characterize a statement or representation as factually false. | [MARGINAL] |
| உண்மையான அர்த்தத்தில் | uṇmaiyāna arttattil | *uṇmaiyāna* + *arttam* (meaning, sense) + locative *-til* | in the true sense, properly speaking, in the genuine meaning | A semi-fixed phrase used in formal and philosophical written Tamil to specify that a term is being used in its proper or strict sense, distinguishing genuine from nominal instantiation of a category. | [MARGINAL] |
| உண்மைக்கு புறம்பான | uṇmaikkup puṟampāna | *uṇmai* + dative *-kku* + *puṟam* (outside) + *-pāna* (adjectival suffix) | contrary to truth, false, against the facts | Formal legal and administrative expression characterizing statements or representations as contrary to fact. More explicit and formal than *poy* alone. | [MARGINAL] |
| உண்மைச் சான்று | uṇmaic cāṉṟu | *uṇmai* + *cāṉṟu* (proof, attestation, certificate) | proof of truth, attestation, verification | Used in legal and administrative contexts to refer to documentary or testimonial proof that something is true or genuine. | [CORE] |
| உண்மைநிலை | uṇmainilai | *uṇmai* + *nilai* (state, condition, level) | state of truth, factual situation, actual state of affairs | Used in formal and journalistic writing to refer to the actual situation as opposed to what is claimed or perceived; common in investigative and analytical contexts. Also appears as *uṇmai nilai* (see below). | [CORE] |
| உண்மை நிலை | uṇmai nilai | *uṇmai* + *nilai* (state, condition, level) | the true state of affairs, the actual situation, ground truth | Used in journalistic, administrative, and analytical contexts to refer to the actual facts of a situation as opposed to reported or perceived versions: *uṇmai nilai enna?* (What is the actual state of affairs?). Often contrasted with appearances or official claims. | [CORE] |
| உண்மை நிலவரம் | uṇmai nilavaram | *uṇmai* + *nilavaram* (prevailing condition, ground situation) | true state of affairs, actual ground situation, real picture | Used in journalistic and administrative Tamil to describe the actual situation on the ground, often contrasted with official claims or public perception. | [CORE] |
| உண்மையை மறைத்தல் | uṇmaiyai maṟaittal | *uṇmai* + accusative *-ai* + *maṟaittal* (concealing, hiding) | concealment of truth, suppression of facts | Used in legal and moral discourse to characterize the deliberate hiding of true information; appears in legal argumentation and moral condemnation. | [CORE] |
| உண்மை மறைத்தல் | uṇmai maṟaittal | *uṇmai* + *maṟai* (to conceal, hide) + verbal noun *-tal* | concealment of the truth, suppression of the truth | Used in legal, journalistic, and moral discourse to characterize the act of hiding or suppressing the truth. Appears in accusations of cover-up and in legal proceedings. | [CORE] |
| உண்மையை உணர்தல் | uṇmaiyai uṇarttal | *uṇmai* + accusative *-ai* + *uṇarttal* (realizing, coming to feel/know) | realizing the truth, coming to know the truth | Used in literary, philosophical, and everyday contexts to describe the cognitive or experiential process of arriving at truth; common in narrative and reflective writing. | [CORE] |
| உண்மையை அறிதல் | uṇmaiyai aṟital | *uṇmai* + accusative *-ai* + *aṟital* (knowing, coming to know) | knowing the truth, finding out the truth | Used across registers to describe the epistemic act of coming to know what is true; common in investigative, legal, and philosophical contexts. Also appears in Vedantic and Tamil Shaiva philosophical discourse as well as in everyday narrative. | [CORE] |
| உண்மையை நிலைநாட்டுதல் | uṇmaiyai nilaināṭṭutal | *uṇmai* + accusative + *nilaināṭṭutal* (establishing, making stand firm) | establishing the truth, proving the truth | Used in legal and argumentative contexts for the act of definitively establishing that something is true; common in courtroom and formal written discourse. | [CORE] |
| உண்மை வெளிப்படுதல் | uṇmai veḷippaṭutal | *uṇmai* + *veḷippaṭutal* (coming to light, becoming manifest) | the truth coming to light, revelation of truth | Used in narrative, journalistic, and legal contexts to describe the moment when hidden truth is revealed or exposed; common in Tamil journalism and fiction. *uṇmai veḷippaṭṭatu* (the truth came to light). | [CORE] |
| உண்மை தெரிய வருதல் | uṇmai teriya varutal | *uṇmai* + *teriya* (to become known/visible) + *varutal* (coming) | the truth becoming known, truth coming out | Colloquial expression used in everyday speech and narrative to describe the gradual or sudden revelation of what is actually true. Widely used in spoken Tamil and in popular narrative genres. | [CORE] |
| உண்மை பேசு | uṇmai pēcu | *uṇmai* + *pēcu* (speak, imperative/infinitive) | speak the truth, tell the truth | A very common imperative collocation used in moral exhortation, parenting, legal contexts, and everyday speech. Appears in proverbs and moral instruction: *uṇmai pēcu, nīti vāḻu* (speak truth, live justly). | [CORE] |
| உண்மை சொல் | uṇmai col | *uṇmai* + *col* (to say, speak; imperative/infinitive) | to tell the truth, to speak truthfully | A very common verb phrase used in everyday moral instruction, legal contexts (oath-taking), and interpersonal communication. Appears in imperatives: *uṇmai col* (tell the truth!). Equivalent to *uṇmai pēcu* in most contexts; extremely common in spoken Tamil across all age groups and registers. | [CORE] |
| உண்மை நிறுவு | uṇmai niṟuvu | *uṇmai* + *niṟuvu* (to establish, to prove) | to establish the truth, to prove the facts | Used in legal and argumentative contexts to describe the act of demonstrating that something is true. Common in court proceedings and formal debate. | [CORE] |
| உண்மை காண் | uṇmai kāṇ | *uṇmai* + *kāṇ* (to see, to find) | to find the truth, to see the truth, to discover the facts | Used in investigative, philosophical, and everyday contexts to describe the act of discovering or perceiving what is actually the case. | [CORE] |
| உண்மை அறி | uṇmai aṟi | *uṇmai* + *aṟi* (to know) | to know the truth | Common in everyday speech, legal testimony, and philosophical discourse. Often appears in questions: *uṇmai aṟivāyā?* (Do you know the truth?). | [CORE] |
| உண்மை மறை | uṇmai maṟai | *uṇmai* + *maṟai* (to hide, conceal) | to conceal the truth, to hide the facts | Used in legal, moral, and journalistic contexts to describe deliberate suppression of facts. Appears in accusations and legal proceedings. | [CORE] |
| உண்மை நாடு | uṇmai nāṭu | *uṇmai* + *nāṭu* (to seek, to search for) | to seek the truth, to search for the facts | Used in philosophical, journalistic, and investigative contexts to describe the pursuit of truth. Appears in formal and literary registers. | [CORE] |
| உண்மை தேடுதல் | uṇmai tēṭutal | *uṇmai* + *tēṭu* (to seek, search) + verbal noun *-tal* | seeking the truth, the search for truth | Used in philosophical, journalistic, and legal contexts to describe the pursuit of truth or accurate information. Appears in editorial and investigative journalism as well as in philosophical writing. | [CORE] |
| உண்மை விசாரணை | uṇmai vicāraṇai | *uṇmai* + *vicāraṇai* (inquiry, investigation) | truth inquiry, fact-finding investigation | Used in legal and political contexts to describe formal investigations aimed at establishing the facts of a matter. Appears in journalism and official proceedings. | [CORE] |
| உண்மை ஆவணம் | uṇmai āvaṇam | *uṇmai* + *āvaṇam* (document) | authentic document, genuine record | Used in legal and administrative contexts to distinguish a genuine document from a forged or copied one. Contrasts with *pōli āvaṇam* (forged document). | [CORE] |
| உண்மை அறிக்கை | uṇmai aṟikkai | *uṇmai* + *aṟikkai* (report, declaration, statement) | true statement, factual declaration, truthful report, accurate statement | Used in legal, administrative, and journalistic contexts to refer to a statement or declaration that is asserted to be factually accurate; appears in affidavit and deposition contexts, and in formal evaluations of testimony and documentation. | [CORE] |
| உண்மை உரை | uṇmai urai | *uṇmai* + *urai* (speech, commentary, discourse) | truthful speech, true account, factual commentary | Used in literary and formal contexts to characterize speech or writing as truthful; also appears in titles of commentaries that claim to give the true interpretation of a text. | [MARGINAL] |
| உண்மை விளக்கம் | uṇmai viḷakkam | *uṇmai* + *viḷakkam* (explanation, clarification, illumination) | true explanation, accurate clarification, factual account | Used in journalistic and administrative Tamil to request or provide an accurate account of events: *uṇmai viḷakkam koṭu* (give a true/accurate explanation). Common in public discourse and official communications. | [CORE] |
| உண்மை நிகழ்வு | uṇmai nikaḻvu | *uṇmai* + *nikaḻvu* (event, occurrence) | true event, actual occurrence, real incident | Used in journalistic and documentary contexts to distinguish events that actually occurred from rumored or fabricated ones. Also appears in film and literary contexts to mark a work as based on real events: *uṇmai nikaḻvil āṉa paṭam* (a film based on real events). | [CORE] |
