| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 1.3.4 | அவர் நம்பிக்கை கொண்டார் | *avar nampikkai koṇṭār* | [MARGINAL] | Attested in P1b (*nampikkai koḷḷutal*); confined to religious and philosophical contexts. |
| 1.4.1 | அவரது நம்பகத்தன்மை கேள்விக்குறியாகிவிட்டது | *avaratu nampakattaṉmai kēḷvikkuṟiyākiviṭṭatu* | [CORE] | Documented directly in P2b Construction 1 under *nampakattaṉmai*. The compound predicate *kēḷvikkuṟiyāki* is a fixed journalistic expression. |
| 1.4.2 | நம்பகத்தன்மை குறைந்துவிட்டது | *nampakattaṉmai kuṟaintuViṭṭatu* | [CORE] | The verb *kuṟai* describes gradual erosion, in contrast to the more sudden *kēḷvikkuṟiyāki viṭu*. |
| 1.5.1 | அது சரியாகிவிட்டது | *atu cariyākiviṭṭatu* | [CORE] | The *-āka āku* inchoative applied to *cari*; encodes a situation moving from wrong/broken to correct/fixed. |
| 1.5.2 | உடம்பு சரியாகும் | *uṭampu cariyākum* | [CORE] | A common expression for recovery from illness, using *cari* in its "in order, well" sense. |
| 1.5.3 | சரி செய்துவிட்டார்கள் | *cari ceytuviṭṭārkaḷ* | [CORE] | Attested in P2b Construction 5.4. The completive *viṭu* signals that the transition to correctness is finished. |
| 1.5.4 | தவறை திருத்திக்கொண்டான் | *tavaṟai tiruttikkōṇṭāṉ* | [CORE] | Attested in P2b Construction 6.3. The reflexive *-kkō* indicates self-directed correction. |
| 1.6.1 | அது தவறாகிவிட்டது | *atu tavaṟākiviṭṭatu* | [CORE] | Encodes a change of epistemic or moral status from acceptable to erroneous. Common in everyday speech. |
| 1.6.2 | தவறு என்று தெரிந்துவிட்டது | *tavaṟu eṉṟu terintuViṭṭatu* | [CORE] | Describes the moment of recognition that something is an error, often with a sense of finality. |
| 1.7.1 | போலி என்று தெரிந்துவிட்டது | *pōli eṉṟu terintuViṭṭatu* | [CORE] | The quotative *eṉṟu* frames *pōli* as the content of what has become known. The completive *viṭu* marks the discovery as final. |
| 1.8.1 | இது பொய்யாகிவிட்டது | *itu poyyākiviṭṭatu* | [CORE] | Used when something previously believed or asserted has been shown to be false. |
| 1.8.2 | அவர் சொன்னது பொய்யாகிவிட்டது | *avar coṉṉatu poyyākiviṭṭatu* | [CORE] | Encodes the change of a claim's status from believed-true to recognized-as-false. Common in narrative and journalistic Tamil. |
| 1.8.3 | அவன் பொய்யனாகிவிட்டான் | *avaṉ poyyaṉākiviṭṭāṉ* | [CORE] | The *-āki viṭu* construction applied to an agentive nominal describes a person taking on a characterological identity. |
| 1.9.1 | நியாயம் வெல்லும் | *niyāyam vellum* | [CORE] | Attested in P2b Construction 14.4 and P5 Opposition 20. *vel* encodes the movement from a contested state to a victorious one. |
| 1.10.1 | தூய்மை கெட்டுவிட்டது | *tūymai keṭṭuviṭṭatu* | [CORE] | The verb *keṭu* is a natural inchoative verb for the corruption of moral integrity. The completive *viṭu* marks the corruption as having occurred. |
| 2.1.1 | உண்மை மறைந்தது | *uṇmai maṟaintatu* | [CORE] | *maṟai* used intransitively; encodes the concealment or loss of truth. |
| 2.2.1 | அவன் வஞ்சகனாகிவிட்டான் | *avaṉ vañcakaṉākiviṭṭāṉ* | [CORE] | Encodes a change of character from honest to deceptive. |
| 2.2.2 | நேர்மை போய்விட்டது | *nērmai pōyviṭṭatu* | [CORE] | *pō* + completive *viṭu*; treats *nērmai* as an entity that can depart. Parallel in structure to *nampikkai pōccu*, attested in P2b Construction 4.5. |
| 2.2.3 | நேர்மை மறைந்துவிட்டது | *nēṟmai maṟaintuViṭṭatu* | [CORE] | The verb *maṟai* applied intransitively to the disappearance of honesty as a quality. The completive *viṭu* marks the disappearance as complete. |
| 2.3.1 | நம்பிக்கை போய்விட்டது | *nampikkai pōyviṭṭatu* | [CORE] | Attested in P2b Construction 4.5 (*nampikkai pōccu*, colloquial form). The completive *viṭu* adds finality. |
| 2.3.2 | நம்பிக்கை குறைந்தது | *nampikkai kuṟaintatu* | [CORE] | *kuṟai* encodes gradual erosion of trust. |
| 2.3.3 | நம்பிக்கை குறைந்துவிட்டது | *nampikkai kuṟaintuViṭṭatu* | [CORE] | Describes a gradual process, in contrast to *iḻa* which describes a more complete loss. The completive *viṭu* marks the diminishment as having occurred. |
| 2.3.4 | நம்பிக்கை இழந்துவிட்டார்கள் | *nampikkai iḻantuViṭṭārkaḷ* | [CORE] | *nampikkai iḻa* is documented in P1 item 28 and P1b Root 3 item 7 as a common collocation. The most natural expression for the loss of trust in Tamil. |
| 2.4.1 | சரியானது தவறாகிவிட்டது | *cariyāṉatu tavaṟākiviṭṭatu* | [CORE] | Encodes a change of evaluative status; common in contexts where a previously correct procedure or judgment is found to be mistaken. |
| 2.4.2 | சரியில்லாமல் போய்விட்டது | *cariyillāmal pōyviṭṭatu* | [CORE] | The construction *illāmal pōyviṭu* is a natural Tamil expression for the loss of a desirable state. |
| 3.1.1 | அதை மெய்ப்பிக்க முடியவில்லை | *atai meyppiкka muṭiyavillai* | [CORE] | Attested in P4a and P4b. The only morphologically derived causative in the truth domain; from *mey* + causative *-ppi-*. |
