| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| dürüst | dürüst | ‘honest, upright’ | honest, upright, truthful | Daha çok kişilerin karakteri ve davranışı için kullanılır, ancak beyan ve tutumlar için de geçebilir. Birinin gerçeği çarpıtmadan söylemesi ve ahlaken doğru davranması anlamlarını birleştirebilir. | [CORE] |
| gerçek | gerçek | simplex stem | real; actual; true | Very common in everyday speech and writing for things, events, motives, and states that are actual rather than apparent or invented. Also used contrastively against *sahte*, *uydurma*, or *hayalî*. | [CORE] |
| gerçekten | gerçekten | gerçek + -ten | really; truly; in fact | Very common adverb in speech and writing. It can mark sincerity, emphasis, or factuality, and often functions discourse-pragmatically rather than strictly truth-conditionally. | [CORE] |
| gerçeklik | gerçeklik | gerçek + -lik | reality; realness | Common in philosophy, criticism, psychology, and general prose. Used for actuality, the nature of the real, or the relation between representation and the world. | [CORE] |
| gerçekçi | gerçekçi | gerçek + -çi | realistic; realist | Used for plans, expectations, depictions, and artistic styles. It can describe either practical realism or aesthetic realism. | [CORE] |
| gerçekçilik | gerçekçilik | gerçekçi + -lik | realism | Common in literary, artistic, political, and practical contexts. It may refer to an artistic movement or to a sober, fact-based attitude. | [CORE] |
| gerçek dışı | gerçek dışı | gerçek + dışı | unreal; untrue; detached from reality | Used for claims, depictions, expectations, and accusations. It often means factually false or implausibly removed from actual conditions. | [CORE] |
| gerçeküstü | gerçeküstü | gerçek + üstü | surreal; beyond reality | Common in art criticism and general description. It can refer specifically to surrealism or more loosely to bizarre, dreamlike situations. | [MARGINAL] |
| gerçeküstücülük | gerçeküstücülük | gerçeküstü + -cülük | surrealism | Used in art, literature, and intellectual history. This is a standard term for the artistic/literary movement. | [MARGINAL] |
| gerçeküstücü | gerçeküstücü | gerçeküstü + -cü | surrealist | Used for artists, writers, works, and styles associated with surrealism. | [MARGINAL] |
| gerçek anlam | gerçek anlam | gerçek + anlam | literal meaning | Standard in grammar and language education. Contrasts with figurative or transferred meaning. | [MARGINAL] |
| gerçek kişi | gerçek kişi | gerçek + kişi | natural person | Common legal and administrative term, contrasted with *tüzel kişi*. Refers to an individual human being as a legal subject. | [CORE] |
| gerçek tüzel kişi ayrımı | gerçek tüzel kişi ayrımı | gerçek + tüzel + kişi + ayrımı | distinction between natural and legal persons | Used in legal education and administrative writing. Appears when explaining legal subjecthood. | [MARGINAL] |
| gerçek değer | gerçek değer | gerçek + değer | true value; actual value | Used in mathematics, measurement, economics, and appraisal contexts. Meaning depends on field: exact value, actual market value, or underlying value. | [CORE] |
| gerçek sayı | gerçek sayı | gerçek + sayı | real number | Standard mathematical term. Very common in education and technical writing. | [CORE] |
| gerçek zamanlı | gerçek zamanlı | gerçek + zaman + -lı | real-time | Common in computing, communications, control systems, and media technology. Refers to processing or transmission occurring with minimal delay. | [MARGINAL] |
| gerçek zamanlı sistem | gerçek zamanlı sistem | gerçek + zaman + -lı + sistem | real-time system | Technical term in engineering and computer science. Used for systems that must respond within strict timing constraints. | [MARGINAL] |
| gerçek veri | gerçek veri | gerçek + veri | real data; actual data | Used in statistics, machine learning, software testing, and reporting. Often contrasts with simulated, dummy, or synthetic data. | [MARGINAL] |
| gerçek hayat | gerçek hayat | gerçek + hayat | real life | Very common in everyday speech, media, and criticism. Used to contrast lived actuality with fiction, theory, or online representation. | [CORE] |
| gerçek dünya | gerçek dünya | gerçek + dünya | real world | Common in education, business, technology, and everyday speech. Contrasts practical conditions with idealized or simulated settings. | [CORE] |
| gerçek yüzü | gerçek yüzü | gerçek + yüz + -(s)ü | true face; real face | Common journalistic and rhetorical expression for someone’s actual character, motive, or hidden nature. | [CORE] |
| gerçek sebep | gerçek sebep | gerçek + sebep | real reason; actual cause | Used in everyday explanation, journalism, and argumentation. Marks contrast between stated and actual motive or cause. | [CORE] |
| gerçek ad / gerçek isim | gerçek ad / gerçek isim | gerçek + ad / isim | real name | Common in administration, media, internet use, and identity verification. Contrasts with pseudonym, nickname, or false identity. | [CORE] |
| gerçek olaylardan uyarlanmış | gerçek olaylardan uyarlanmış | gerçek + olay + -lar + -dan + uyarla- + -nmış | based on real events | Common formula in film, television, publishing, and promotional language. Signals relation to actual historical events. | [MARGINAL] |
| gerçek payı | gerçek payı | gerçek + pay + -(s)ı | grain of truth; element of truth | Common in everyday evaluation of rumors, accusations, and stereotypes. Used when something is not wholly true but not wholly baseless either. | [CORE] |
| gerçeğe uygun | gerçeğe uygun | gerçek + -(y)e + uygun | true to reality; realistic; factually accurate | Used for depictions, statements, reconstructions, and reports. Common in criticism, journalism, and legal or evidential discussion. | [CORE] |
| gerçeği yansıtmak | gerçeği yansıtmak | gerçek + -(y)i + yansıtmak | to reflect the truth / reality | Common in media criticism, testimony, and representation. Used when a statement, image, or account is said to correspond to actual conditions. | [CORE] |
| gerçeği çarpıtmak | gerçeği çarpıtmak | gerçek + -(y)i + çarpıtmak | to distort the truth | Common in politics, journalism, and interpersonal accusation. Refers to misleading representation of facts. | [CORE] |
| gerçeği söylemek | gerçeği söylemek | gerçek + -(y)i + söylemek | to tell the truth | Very common in everyday speech and moral evaluation. Used for honesty in reporting facts or feelings. | [CORE] |
| acı gerçek | acı gerçek | acı + gerçek | bitter truth; harsh reality | Common idiomatic expression in journalism, commentary, and everyday speech. Used for unpleasant but undeniable facts. | [CORE] |
| gerçek olmak | gerçek olmak | gerçek + olmak | to be real; to come true in some contexts only if context shifts | Used for ontological actuality or authenticity. In some contexts it simply means “to be genuine,” not necessarily “to be true” propositionally. | [CORE] |
| doğru | doğru | simplex stem | correct; right; true; straight | Extremely common adjective and adverb. Used for factual correctness, moral/practical rightness, and spatial straightness. | [CORE] |
| doğruluk | doğruluk | doğru + -luk | correctness; truthfulness; accuracy | Used in technical, moral, and informational contexts. Can refer to factual accuracy, validity of information, or honesty of speech. | [CORE] |
| doğrulamak | doğrulamak | doğru + -la- + -mak | to verify; to confirm | Common in administration, journalism, science, and digital systems. Used for checking whether a claim, identity, or datum is correct. | [CORE] |
| doğrulama | doğrulama | doğrula- + -ma | verification; confirmation | Common in technical, bureaucratic, and research contexts. Also widely used in digital security, e.g. identity or account verification. | [CORE] |
| doğrulanmak | doğrulanmak | doğru + -la- + -nmak | to be verified; to be confirmed | Used for claims, reports, rumors, and data. Often appears in journalistic caution formulas. | [CORE] |
| doğrulanabilir | doğrulanabilir | doğrula- + -nabilir | verifiable | Used in science, philosophy, journalism, and documentation. Refers to claims or data that can be checked against evidence. | [CORE] |
| doğrulanabilirlik | doğrulanabilirlik | doğrulanabilir + -lik | verifiability | Used in philosophy of science, methodology, and information assessment. Refers to the property of being open to confirmation. | [MARGINAL] |
| doğruca | doğruca | doğru + -ca | directly; straight | Common adverb in everyday speech. Usually spatial or procedural rather than epistemic. | [MARGINAL] |
| doğrudan | doğrudan | doğru + -dan | directly; directly from | Very common in speech and writing. Usually means without mediation, though in some contexts it implies unaltered transmission. | [MARGINAL] |
| doğrudan doğruya | doğrudan doğruya | doğrudan + doğruya | directly; outright | Fixed adverbial phrase in formal and semi-formal usage. Often used for immediate relation or explicitness. | [MARGINAL] |
| doğru dürüst | doğru dürüst | doğru + dürüst | proper; decent; adequately | Very common colloquial expression. Often means “properly” or “to any satisfactory degree,” not strictly “truthfully.” | [MARGINAL] |
| doğru cevap | doğru cevap | doğru + cevap | correct answer | Common in education, testing, and everyday questioning. Refers to the answer that matches fact or expected solution. | [CORE] |
| doğru bilgi | doğru bilgi | doğru + bilgi | correct information; accurate information | Common in media literacy, education, health communication, and administration. Used to emphasize factual reliability. | [CORE] |
| doğru tespit | doğru tespit | doğru + tespit | correct observation; accurate finding | Common in commentary, analysis, and debate. Used when someone’s diagnosis or observation is judged accurate. | [CORE] |
| doğru karar | doğru karar | doğru + karar | right decision | Common in practical, moral, and managerial contexts. Often concerns appropriateness as much as factual correctness. | [CORE] |
| doğru teşhis | doğru teşhis | doğru + teşhis | correct diagnosis | Common in medicine and technical troubleshooting. Refers to accurate identification of a condition or cause. | [CORE] |
| doğru yöntem | doğru yöntem | doğru + yöntem | correct method; proper method | Used in education, craft, science, and procedure. Can refer to both technical correctness and appropriateness. | [CORE] |
| doğru orantı | doğru orantı | doğru + orantı | direct proportion | Standard mathematical term. Here the root does not primarily mean truth but directness/straight correspondence. | [MARGINAL] |
| doğru akım | doğru akım | doğru + akım | direct current | Standard electrical engineering term. The meaning is technical and not about truth or correctness. | [MARGINAL] |
| doğru yol | doğru yol | doğru + yol | right path; correct way | Used literally for route choice and figuratively in moral, religious, and practical guidance. | [CORE] |
| doğru söz | doğru söz | doğru + söz | true word; truthful statement | Used in moral evaluation, proverbs, and everyday agreement. Often praises a statement as accurate or candid. | [CORE] |
| doğruyu söylemek | doğruyu söylemek | doğru + -(y)u + söylemek | to tell the truth | Very common in everyday speech. Used for factual honesty and candid admission. | [CORE] |
| doğruyu bulmak | doğruyu bulmak | doğru + -(y)u + bulmak | to find the right answer / the truth | Used in education, reasoning, and moral or intellectual inquiry. Meaning depends on context between “correct solution” and “truth.” | [CORE] |
| doğruyu yanlışı ayırmak | doğruyu yanlışı ayırmak | doğru + -(y)u + yanlış + -(ı) + ayırmak | to distinguish right from wrong / true from false | Common in moral education, child development, and general judgment. The phrase spans ethical and epistemic evaluation. | [CORE] |
| doğru çıkmak | doğru çıkmak | doğru + çıkmak | to turn out to be right / true | Common in predictions, suspicions, and claims. Used when later events confirm an earlier statement or judgment. | [CORE] |
| doğru kabul etmek | doğru kabul etmek | doğru + kabul etmek | to accept as true/correct | Used in logic, argumentation, and everyday discussion. Refers to treating a proposition or assumption as valid. | [CORE] |
| doğru bilmek | doğru bilmek | doğru + bilmek | to believe to be true / to know as correct | Common in everyday speech and educational correction. Often used when someone has learned or assumed something incorrectly. | [CORE] |
| doğru anlaşılmak | doğru anlaşılmak | doğru + anlaşılmak | to be understood correctly | Common in communication, translation, and public statements. Refers to accurate interpretation. | [CORE] |
| doğru okumak | doğru okumak | doğru + okumak | to read correctly; to interpret correctly | Used literally in literacy and figuratively in politics, markets, and social analysis. | [CORE] |
| doğru adres | doğru adres | doğru + adres | the right address; the right place | Common in advertising and everyday recommendation. Often figurative: “the right place/source for something.” | [MARGINAL] |
| hakikat | hakikat | Arabic-origin noun | truth; reality | Common in literary, philosophical, religious, and formal discourse. Often refers to essential truth, deeper reality, or ultimate truth. | [CORE] |
| hakiki | hakiki | hakikat + adjectival formation | genuine; real; authentic | Used for materials, persons, relationships, and qualities. Often contrasts with imitation, superficiality, or falseness. | [CORE] |
| hakikaten | hakikaten | hakikat + -en | really; truly; indeed | Common in speech and writing, somewhat more formal or old-fashioned than *gerçekten*. Often used as an emphatic discourse marker. | [CORE] |
| hakikatli | hakikatli | hakikat + -li | substantial; serious; genuine-minded | Attested but less common in contemporary standard usage. Often appears in older or regional styles with meanings extending beyond strict truth-reference. | [UNCERTAIN] |
| hakikat payı | hakikat payı | hakikat + pay + -(s)ı | element of truth; grain of truth | Used in evaluating rumors, criticism, and claims. Similar in use to *gerçek payı*, but somewhat more formal in tone. | [CORE] |
| hakikati söylemek | hakikati söylemek | hakikat + -(i) + söylemek | to tell the truth | Common in formal, literary, and rhetorical contexts. Often used where the tone is elevated or solemn. | [CORE] |
| hakikati gizlemek | hakikati gizlemek | hakikat + -(i) + gizlemek | to conceal the truth | Used in journalism, politics, ethics, and literature. Refers to suppression of what is actually the case. | [CORE] |
| hakikati çarpıtmak | hakikati çarpıtmak | hakikat + -(i) + çarpıtmak | to distort the truth | Common in polemical and critical writing. Used for ideological, rhetorical, or media distortion. | [CORE] |
| hakikate uygun | hakikate uygun | hakikat + -(e) + uygun | in accordance with truth/reality | Used in formal writing, philosophy, law-adjacent prose, and criticism. Refers to conformity with actual reality. | [CORE] |
| hakikatten uzak | hakikatten uzak | hakikat + -ten + uzak | far from the truth | Used in criticism of claims, depictions, and narratives. Common in formal and journalistic prose. | [CORE] |
| hakikat arayışı | hakikat arayışı | hakikat + arayış + -(ı) | search for truth | Common in philosophy, religion, literature, and intellectual biography. Refers to inquiry into deeper or ultimate truth. | [CORE] |
| hakikat sonrası | hakikat sonrası | hakikat + sonrası | post-truth | Common in media studies, politics, and public commentary. Used for discourse environments where emotional appeal outweighs factual accuracy. | [CORE] |
| hakikat rejimi | hakikat rejimi | hakikat + rejim + -(i) | regime of truth | Used in academic, philosophical, and critical theory contexts. Not everyday, but well-attested in intellectual discourse. | [MARGINAL] |
| hakikat ışığı | hakikat ışığı | hakikat + ışık + -(ı) | light of truth | Common in religious, literary, and rhetorical language. Used metaphorically for revelation or insight. | [MARGINAL] |
| ehl-i hakikat | ehl-i hakikat | Arabic-Persian compound, ‘people of truth’ | people of truth / seekers of truth | Found in religious, Sufi, and older literary discourse. Not common in everyday speech. | [MARGINAL] |
| hak yol | hak yol | hak + yol | the true/right path | Religious and moral expression. Refers to the divinely or morally right way. | [MARGINAL] |
| Hak yolunda | Hak yolunda | Hak + yol + -unda | on the path of Truth/God | Common in religious discourse, hymns, sermons, and devotional language. Here *Hak* may refer to God or divine truth. | [MARGINAL] |
| Hak | Hak | Arabic-origin noun/name | Truth; the Real; God (in religious usage) | In Islamic and especially Sufi discourse, *Hak* is a divine name or theological term. This is not ordinary secular truth-evaluation usage. | [MARGINAL] |
| hak | hak | simplex stem | right; claim; entitlement | Extremely common in law, politics, ethics, and everyday speech. Refers to a right, due, entitlement, or justified claim. | [CORE] |
| haklı | haklı | hak + -lı | right; justified; in the right | Very common in disputes, moral judgment, and legal-adjacent reasoning. Refers to someone whose position or reaction is justified. | [CORE] |
| haklılık | haklılık | haklı + -lık | being right; justifiability | Used in argumentation, commentary, and legal or moral evaluation. Refers to the state or degree of being justified. | [CORE] |
| haksız | haksız | hak + -sız | wrong; unjust; in the wrong | Common antonym of *haklı*. Used for unfair treatment, mistaken accusation, or unjustified position. | [CORE] |
| haksızlık | haksızlık | haksız + -lık | injustice; unfairness | Very common in everyday complaint, ethics, law, and politics. Refers to wrongful treatment or unjust conditions. | [CORE] |
| hak etmek | hak etmek | hak + etmek | to deserve | Very common in everyday evaluation. Refers to meriting reward, punishment, treatment, or status. | [MARGINAL] |
| hakkını vermek | hakkını vermek | hak + -(k)ını + vermek | to do justice to; to give full due | Common in everyday speech, criticism, and praise. Used when someone treats a person, task, or work as it deserves. | [MARGINAL] |
| hak sahibi | hak sahibi | hak + sahibi | right-holder; entitled party | Common in legal, administrative, and property contexts. Refers to the person who possesses a legal or recognized claim. | [CORE] |
| hak iddia etmek | hak iddia etmek | hak + iddia etmek | to claim a right | Used in legal and formal argumentative contexts. Refers to asserting entitlement or justified claim. | [CORE] |
| hak talep etmek | hak talep etmek | hak + talep etmek | to demand one’s rights | Common in labor, legal, and political contexts. Used for asserting entitlement against an authority or institution. | [CORE] |
| hak ihlali | hak ihlali | hak + ihlal + -(i) | rights violation | Common in law, human rights discourse, and public advocacy. Refers to infringement of recognized rights. | [CORE] |
| hak aramak | hak aramak | hak + aramak | to seek one’s rights; to seek redress | Common in legal, labor, and civic contexts. Refers to pursuing justice or entitlement through complaint, protest, or legal means. | [CORE] |
