# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Indonesian (id)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| salah | salah kaprah | N/A (Latin script) | common misconception, widespread error | Fixed expression for errors that have become widespread or accepted ("itu salah kaprah" = "that's a common misconception"). | [CORE] |
| salah | salah paham | N/A (Latin script) | misunderstanding, to misunderstand | Common expression for misunderstanding ("ada salah paham" = "there's a misunderstanding"). | [CORE] |
| salah | salah sangka | N/A (Latin script) | mistaken assumption, to misjudge | Expression for incorrect assumptions or judgments ("jangan salah sangka" = "don't misjudge"). | [CORE] |
| salah | salah tingkah | N/A (Latin script) | awkward, embarrassed, flustered | Idiomatic expression for awkward behavior or embarrassment ("dia salah tingkah" = "he's acting awkward/embarrassed"). | [CORE] |
| salah | salah alamat | N/A (Latin script) | wrong address, barking up the wrong tree | Literal and idiomatic: wrong address or approaching wrong person/place ("kamu salah alamat" = "you've got the wrong person/place"). | [CORE] |
| salah | tidak ada yang salah | N/A (Latin script) | nothing is wrong, there's nothing wrong | Expression indicating absence of error or problem ("tidak ada yang salah dengan itu" = "there's nothing wrong with that"). | [CORE] |
| salah | salah besar | N/A (Latin script) | big mistake, dead wrong | Emphatic expression for serious error ("kamu salah besar!" = "you're dead wrong!"). | [CORE] |
| salah | siapa yang salah | N/A (Latin script) | who's wrong, who's at fault | Question about responsibility or fault ("siapa yang salah dalam hal ini?" = "who's at fault in this matter?"). | [CORE] |
| asli | asli atau palsu | N/A (Latin script) | genuine or fake, authentic or counterfeit | Contrastive pair used in authentication contexts ("cek asli atau palsu" = "check if genuine or fake"). | [CORE] |
| asli | benar-benar asli | N/A (Latin script) | genuinely authentic, truly original | Emphatic construction emphasizing authenticity ("ini benar-benar asli" = "this is genuinely authentic"). | [CORE] |
| asli | asli Indonesia | N/A (Latin script) | originally from Indonesia, native Indonesian | Common construction indicating Indonesian origin ("dia asli Indonesia" = "he's originally from Indonesia"). | [CORE] |
| asli | orang asli | N/A (Latin script) | indigenous person, native, original inhabitant | Fixed expression for indigenous or native people ("orang asli Papua" = "indigenous Papuan"). | [CORE] |
| asli | tidak asli | N/A (Latin script) | not genuine, not authentic, fake | Standard negation indicating inauthenticity ("barang ini tidak asli" = "this item is not genuine"). | [CORE] |
| palsu | uang palsu | N/A (Latin script) | counterfeit money, fake money | Common fixed expression for counterfeit currency ("tertangkap dengan uang palsu" = "caught with counterfeit money"). | [CORE] |
| palsu | dokumen palsu | N/A (Latin script) | forged document, fake document | Common expression in legal contexts ("menggunakan dokumen palsu" = "using forged documents"). | [CORE] |
| palsu | identitas palsu | N/A (Latin script) | false identity, fake identity | Expression for fraudulent identity ("memakai identitas palsu" = "using false identity"). | [CORE] |
| palsu | berita palsu | N/A (Latin script) | fake news, false news | Modern expression for misinformation ("menyebarkan berita palsu" = "spreading fake news"). | [CORE] |
| bohong | bohong besar | N/A (Latin script) | big lie, blatant lie | Emphatic expression for serious or obvious lies ("itu bohong besar!" = "that's a big lie!"). | [CORE] |
| bohong | jangan bohong | N/A (Latin script) | don't lie | Direct command prohibiting lying. Very common in conversation ("jangan bohong sama saya" = "don't lie to me"). | [CORE] |
| bohong | tidak bohong | N/A (Latin script) | not lying, telling the truth | Negation asserting truthfulness ("saya tidak bohong" = "I'm not lying"). | [CORE] |
| bohong | bohong kok | N/A (Latin script) | that's a lie (emphatic), you're lying | Colloquial emphatic accusation of lying. Particle "kok" adds emphasis ("bohong kok!" = "that's a lie!"). | [CORE] |
| jujur | jujur saja | N/A (Latin script) | to be honest, honestly speaking | Discourse marker introducing frank statement. Very common in conversation ("jujur saja, saya tidak suka" = "to be honest, I don't like it"). | [CORE] |
| jujur | sejujurnya | N/A (Latin script) | honestly, to be honest | Adverbial form introducing honest statement ("sejujurnya saya ragu" = "honestly I'm doubtful"). | [CORE] |
| jujur | tidak jujur | N/A (Latin script) | dishonest, not honest | Standard negation indicating dishonesty ("dia tidak jujur" = "he's dishonest"). | [CORE] |
| jujur | jujur atau bohong | N/A (Latin script) | honest or lying, truthful or false | Contrastive pair used in evaluations ("kamu jujur atau bohong?" = "are you being honest or lying?"). | [CORE] |
| tepat | tepat waktu | N/A (Latin script) | on time, punctual | Very common fixed expression for punctuality ("dia selalu tepat waktu" = "he's always on time"). | [CORE] |
| tepat | tidak tepat | N/A (Latin script) | not accurate, inappropriate, incorrect | Standard negation indicating inaccuracy or inappropriateness ("jawaban tidak tepat" = "answer is incorrect"). | [CORE] |
| tepat | tepat sekali | N/A (Latin script) | exactly right, very accurate | Emphatic affirmation of accuracy ("tepat sekali!" = "exactly right!"). | [CORE] |
| tepat | kurang tepat | N/A (Latin script) | not quite right, somewhat inaccurate | Hedged negation indicating partial inaccuracy ("istilah itu kurang tepat" = "that term is not quite right"). | [CORE] |
| tepat | tepat sasaran | N/A (Latin script) | on target, hitting the mark | Idiomatic expression for achieving intended goal ("program tepat sasaran" = "well-targeted program"). | [CORE] |
| tepat | tepat di | N/A (Latin script) | exactly at, right at | Spatial or temporal precision marker ("tepat di tengah" = "exactly in the middle"). | [CORE] |
| akurat | tidak akurat | N/A (Latin script) | inaccurate, not accurate | Standard negation in technical/formal contexts ("data tidak akurat" = "data is inaccurate"). | [CORE] |
| akurat | sangat akurat | N/A (Latin script) | very accurate, highly accurate | Intensified form emphasizing high accuracy ("hasil sangat akurat" = "results are very accurate"). | [CORE] |
| akurat | kurang akurat | N/A (Latin script) | not very accurate, somewhat inaccurate | Hedged negation in formal contexts ("pengukuran kurang akurat" = "measurement is not very accurate"). | [CORE] |
| nyata | tidak nyata | N/A (Latin script) | unreal, not real, intangible | Standard negation indicating unreality ("ancaman tidak nyata" = "unreal threat"). | [CORE] |
| nyata | nyata-nyata ada | N/A (Latin script) | clearly exists, obviously present | Emphatic construction asserting obvious existence ("bukti nyata-nyata ada" = "evidence clearly exists"). | [CORE] |
| nyata | secara nyata | N/A (Latin script) | in reality, actually, tangibly | Adverbial phrase indicating actual/tangible manner ("terlihat secara nyata" = "visible in reality"). | [CORE] |
| nyata | kenyataan yang ada | N/A (Latin script) | existing reality, the reality that exists | Fixed expression referring to actual state of affairs ("kenyataan yang ada berbeda" = "the existing reality is different"). | [CORE] |
| nyata | dalam kenyataan | N/A (Latin script) | in reality, in fact | Prepositional phrase contrasting reality with expectation ("dalam kenyataan tidak demikian" = "in reality it's not so"). | [CORE] |
| nyata | kenyataan atau khayalan | N/A (Latin script) | reality or fantasy, real or imaginary | Contrastive pair distinguishing real from imaginary ("ini kenyataan atau khayalan?" = "is this reality or fantasy?"). | [CORE] |
| sejati | cinta sejati | N/A (Latin script) | true love | Fixed romantic expression. Very common in literary and popular discourse ("mencari cinta sejati" = "seeking true love"). | [CORE] |
| sejati | teman sejati | N/A (Latin script) | true friend, genuine friend | Expression for authentic friendship ("dia teman sejati" = "he's a true friend"). | [CORE] |
| sejati | diri sejati | N/A (Latin script) | true self, authentic self | Philosophical/psychological expression ("menemukan diri sejati" = "finding one's true self"). | [CORE] |
| sungguh | sungguh atau tidak | N/A (Latin script) | serious or not, genuine or not | Question about seriousness or genuineness ("kamu sungguh atau tidak?" = "are you serious or not?"). | [CORE] |
| sungguh | tidak sungguh | N/A (Latin script) | not serious, not genuine | Negation indicating lack of seriousness ("dia tidak sungguh" = "he's not serious"). | [CORE] |
| sungguh | sungguh begitu | N/A (Latin script) | really so, truly like that | Confirmatory expression ("sungguh begitu?" = "is it really so?"). | [CORE] |
| keliru | tidak keliru | N/A (Latin script) | not mistaken, correct | Negation asserting correctness ("saya tidak keliru" = "I'm not mistaken"). | [CORE] |
| keliru | keliru paham | N/A (Latin script) | misunderstand, mistaken understanding | Synonym of salah paham, indicating misunderstanding ("ada keliru paham" = "there's a misunderstanding"). | [CORE] |
| sah | sah atau tidak | N/A (Latin script) | valid or not, legal or not | Question about validity or legality ("dokumen ini sah atau tidak?" = "is this document valid or not?"). | [CORE] |
| sah | tidak sah | N/A (Latin script) | invalid, illegal, illegitimate | Standard negation indicating invalidity ("pernikahan tidak sah" = "invalid marriage"). | [CORE] |
| sah | secara sah | N/A (Latin script) | legally, legitimately, validly | Adverbial phrase indicating legal manner ("secara sah diakui" = "legally recognized"). | [CORE] |
| sah | sah secara hukum | N/A (Latin script) | legally valid, valid under law | Legal expression emphasizing legal validity ("sah secara hukum" = "legally valid"). | [CORE] |
| absah | absah atau tidak | N/A (Latin script) | valid or not, legitimate or not | Formal variant of "sah atau tidak" ("dokumen absah atau tidak?" = "is the document valid or not?"). | [CORE] |
| absah | tidak absah | N/A (Latin script) | invalid, illegitimate | Formal negation of validity ("tindakan tidak absah" = "invalid action"). | [CORE] |
| batal | dinyatakan batal | N/A (Latin script) | declared void, declared cancelled | Official expression for cancellation ("kontrak dinyatakan batal" = "contract is declared void"). | [CORE] |
| batal | batal demi hukum | N/A (Latin script) | null and void by law, void ab initio | Legal term for automatic invalidity ("perjanjian batal demi hukum" = "agreement is null and void by law"). | [CORE] |
| batal | tidak jadi / batal | N/A (Latin script) | cancelled, not happening | Colloquial expression for cancellation ("acara tidak jadi" = "event is cancelled"). Note: "tidak jadi" and "batal" used interchangeably. | [CORE] |
| mirip | mirip sekali | N/A (Latin script) | very similar, closely resembling | Intensified similarity ("mereka mirip sekali" = "they're very similar"). | [CORE] |
| mirip | tidak mirip | N/A (Latin script) | not similar, dissimilar | Standard negation of similarity ("tidak mirip sama sekali" = "not similar at all"). | [CORE] |
| mirip | mirip dengan | N/A (Latin script) | similar to, resembling | Prepositional construction for comparison ("dia mirip dengan ayahnya" = "he resembles his father"). | [CORE] |
| sama | sama dengan | N/A (Latin script) | same as, equal to | Very common prepositional construction for equality ("A sama dengan B" = "A equals B"). | [CORE] |
| sama | tidak sama | N/A (Latin script) | not the same, different | Standard negation indicating difference ("mereka tidak sama" = "they're not the same"). | [CORE] |
| sama | sama saja | N/A (Latin script) | just the same, makes no difference | Expression indicating equivalence or indifference ("sama saja hasilnya" = "the result is just the same"). | [CORE] |
| sama | sama sekali tidak | N/A (Latin script) | not at all, absolutely not | Emphatic negation ("sama sekali tidak benar" = "not true at all"). | [CORE] |
| sama | sama persis | N/A (Latin script) | exactly the same, identical | Emphatic expression of identity ("sama persis!" = "exactly the same!"). | [CORE] |
| sama | sama-sama enak | N/A (Latin script) | both good, equally good | Expression of equal quality ("kedua pilihan sama-sama enak" = "both choices are equally good"). | [CORE] |
| sama | tidak sama sekali | N/A (Latin script) | not at all the same, completely different | Emphatic negation of similarity ("tidak sama sekali" = "not at all the same"). | [CORE] |
| hakikat | hakikat sebenarnya | N/A (Latin script) | true essence, actual nature | Philosophical expression for underlying truth ("hakikat sebenarnya dari masalah" = "the true essence of the problem"). | [CORE] |
| hakikat | pada hakikatnya | N/A (Latin script) | essentially, in essence, fundamentally | Adverbial phrase indicating essential nature ("pada hakikatnya sama" = "essentially the same"). | [CORE] |
| sebenarnya | yang sebenarnya | N/A (Latin script) | the real one, the actual one, the truth | Relative construction identifying actual state ("cerita yang sebenarnya" = "the real story"). | [CORE] |
| sebenarnya | sebenarnya tidak | N/A (Latin script) | actually not, in fact not | Contrastive construction ("sebenarnya tidak begitu" = "actually it's not like that"). | [CORE] |
| sesungguhnya | yang sesungguhnya | N/A (Latin script) | the true one, the real one | Formal variant of "yang sebenarnya" ("keadaan yang sesungguhnya" = "the true situation"). | [CORE] |
| betul | betul tidak | N/A (Latin script) | right or not, correct or not | Question seeking confirmation ("betul tidak?" = "is that right?"). | [CORE] |
| betul | tidak betul | N/A (Latin script) | not correct, wrong | Standard negation ("itu tidak betul" = "that's not correct"). | [CORE] |
| betul | betul juga | N/A (Latin script) | that's right too, you're right | Concessive agreement ("betul juga ya" = "you're right about that"). | [CORE] |
| betul | betul sekali | N/A (Latin script) | exactly right, absolutely correct | Strong affirmation ("betul sekali!" = "exactly right!"). | [CORE] |
| cocok | cocok sekali | N/A (Latin script) | very suitable, perfect match | Emphatic expression of suitability ("cocok sekali untukmu" = "very suitable for you"). | [CORE] |
| cocok | tidak cocok | N/A (Latin script) | not suitable, doesn't match, incompatible | Standard negation of suitability ("tidak cocok dengan saya" = "not suitable for me"). | [CORE] |
| cocok | cocok atau tidak | N/A (Latin script) | suitable or not, matching or not | Question about suitability ("cocok atau tidak dengan kebutuhan?" = "suitable or not for the needs?"). | [CORE] |
| cocok | kurang cocok | N/A (Latin script) | not quite suitable, somewhat unsuitable | Hedged negation ("warna ini kurang cocok" = "this color is not quite suitable"). | [CORE] |
| pas | pas sekali | N/A (Latin script) | exactly right, perfect fit | Emphatic expression of exact fit ("pas sekali ukurannya" = "the size is exactly right"). | [CORE] |
| pas | tidak pas | N/A (Latin script) | doesn't fit, not exact, inappropriate | Standard negation ("tidak pas dengan situasi" = "doesn't fit the situation"). | [CORE] |
| pas | pas banget | N/A (Latin script) | really perfect, exactly right (colloquial) | Colloquial emphatic form ("pas banget!" = "really perfect!"). Note: "banget" is colloquial intensifier. | [CORE] |
| valid | tidak valid | N/A (Latin script) | invalid, not valid | Standard negation in technical contexts ("data tidak valid" = "data is invalid"). | [CORE] |
| valid | valid atau tidak | N/A (Latin script) | valid or not | Question about validity in technical contexts ("argumen valid atau tidak?" = "is the argument valid or not?"). | [CORE] |
| dusta | penuh dusta | N/A (Latin script) | full of lies, deceitful | Literary expression for pervasive lying ("kata-kata penuh dusta" = "words full of lies"). | [CORE] |
| tulen | emas tulen | N/A (Latin script) | pure gold | Fixed expression for pure gold ("emas tulen 24 karat" = "24-karat pure gold"). | [CORE] |
| tulen | benar-benar tulen | N/A (Latin script) | genuinely pure, truly authentic | Emphatic construction emphasizing purity ("benar-benar tulen asli" = "genuinely pure and authentic"). | [MARGINAL] |
| faktual | secara faktual | N/A (Latin script) | factually, based on facts | Adverbial phrase in formal discourse ("secara faktual benar" = "factually correct"). | [CORE] |
| faktual | tidak faktual | N/A (Latin script) | not factual, unfactual | Formal negation ("laporan tidak faktual" = "unfactual report"). | [CORE] |
| wajar | tidak wajar | N/A (Latin script) | unreasonable, unnatural, abnormal | Standard negation ("harga tidak wajar" = "unreasonable price"). | [CORE] |
| wajar | wajar saja | N/A (Latin script) | it's natural, it's reasonable, no wonder | Expression accepting something as natural ("wajar saja dia marah" = "it's natural he's angry"). | [CORE] |
| wajar | sangat wajar | N/A (Latin script) | very reasonable, very natural | Intensified form ("sangat wajar kalau begitu" = "very reasonable if so"). | [CORE] |
| wajar | kurang wajar | N/A (Latin script) | somewhat unreasonable, not quite natural | Hedged negation ("tindakan itu kurang wajar" = "that action is somewhat unreasonable"). | [CORE] |
| pantas | tidak pantas | N/A (Latin script) | inappropriate, improper, undeserved | Standard negation ("tidak pantas dilakukan" = "inappropriate to do"). | [CORE] |
| pantas | pantas saja | N/A (Latin script) | no wonder, serves right, naturally | Expression indicating expected consequence ("pantas saja dia gagal" = "no wonder he failed"). | [CORE] |
| pantas | pantas atau tidak | N/A (Latin script) | appropriate or not, proper or not | Question about appropriateness ("pantas atau tidak untuk anak-anak?" = "appropriate or not for children?"). | [CORE] |
| pantas | kurang pantas | N/A (Latin script) | somewhat inappropriate, not quite proper | Hedged negation ("pakaian itu kurang pantas" = "that clothing is somewhat inappropriate"). | [CORE] |
