# CLCA Protocol v3.4 — F2a Derivational Table
# Language: Indonesian (id)

| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| asli | keaslian | N/A (Latin script) | ke- + asli + -an (nominalization) | authenticity, originality, genuineness | Abstract noun for quality of being authentic or original. Common in evaluations of products and documents ("keaslian produk" = "product authenticity"). | [CORE] |
| asli | mengaslikan | N/A (Latin script) | meN- + asli + -kan (causative verb) | to authenticate, to make original | Rare causative form meaning to authenticate or restore to original state. Limited usage in formal or technical contexts. | [MARGINAL] |
| palsu | kepalsuan | N/A (Latin script) | ke- + palsu + -an (nominalization) | falseness, fakeness, counterfeit nature | Abstract noun for quality of being false or fake. Used in formal discourse ("kepalsuan dokumen" = "falseness of documents"). | [CORE] |
| palsu | memalsu | N/A (Latin script) | meN- + palsu (transitive verb) | to forge, to counterfeit, to falsify | Transitive verb meaning to create forgeries or counterfeits. Common in legal contexts ("memalsu tanda tangan" = "to forge a signature"). | [CORE] |
| palsu | memalsukan | N/A (Latin script) | meN- + palsu + -kan (causative verb) | to falsify, to counterfeit, to forge | Causative variant of memalsu with similar meaning. Used interchangeably in many contexts ("memalsukan dokumen" = "to falsify documents"). | [CORE] |
| palsu | pemalsuan | N/A (Latin script) | peN- + palsu + -an (nominalization of action) | forgery, counterfeiting, falsification | Noun referring to act of forging or counterfeiting. Common in legal discourse ("pemalsuan uang" = "counterfeiting money"). | [CORE] |
| palsu | pemalsu | N/A (Latin script) | peN- + palsu (agent noun) | forger, counterfeiter, falsifier | Agent noun referring to person who forges or counterfeits. Used in legal and criminal contexts ("pemalsu dokumen" = "document forger"). | [CORE] |
| palsu | dipalsu | N/A (Latin script) | di- + palsu (passive voice) | to be forged, to be counterfeited | Passive form indicating something is forged or counterfeited. Standard in reports of forgery ("uang itu dipalsu" = "that money was counterfeited"). | [CORE] |
| palsu | dipalsukan | N/A (Latin script) | di- + palsu + -kan (passive voice) | to be falsified, to be forged | Passive variant with -kan suffix. Used interchangeably with dipalsu ("dokumen dipalsukan" = "document was falsified"). | [CORE] |
| bohong | kebohongan | N/A (Latin script) | ke- + bohong + -an (nominalization) | lie, falsehood, deception | Abstract noun for lies or deception. Very common in everyday speech ("kebohongan besar" = "big lie") and moral discourse. | [CORE] |
| bohong | membohongi | N/A (Latin script) | meN- + bohong + -i (applicative verb) | to lie to, to deceive | Transitive verb meaning to lie to someone. Common in interpersonal contexts ("jangan membohongi saya" = "don't lie to me"). | [CORE] |
| bohong | berbohong | N/A (Latin script) | ber- + bohong (intransitive verb) | to lie, to tell lies | Intransitive verb meaning to tell lies. Very common in everyday speech ("dia berbohong" = "he/she is lying"). | [CORE] |
| bohong | pembohong | N/A (Latin script) | peN- + bohong (agent noun) | liar, deceiver | Agent noun referring to person who lies. Common in accusations and character descriptions ("dia pembohong" = "he/she is a liar"). | [CORE] |
| bohong | dibohongi | N/A (Latin script) | di- + bohong + -i (passive voice) | to be lied to, to be deceived | Passive form indicating someone is lied to. Common in narratives of deception ("saya dibohongi" = "I was lied to"). | [CORE] |
| bohong | bohong-bohongan | N/A (Latin script) | bohong + reduplication + -an | fake, pretend, not serious | Reduplicated form indicating something is fake or pretend. Common in colloquial speech ("cuma bohong-bohongan" = "just pretending/not serious"). | [CORE] |
| jujur | kejujuran | N/A (Latin script) | ke- + jujur + -an (nominalization) | honesty, truthfulness, sincerity | Abstract noun for quality of being honest. Very common in moral discourse ("kejujuran adalah penting" = "honesty is important"). | [CORE] |
| jujur | berjujur | N/A (Latin script) | ber- + jujur (stative verb) | to be honest, to act honestly | Verbal form indicating state or action of being honest. Used in exhortations and descriptions ("berjujurlah" = "be honest"). | [CORE] |
| jujur | jujur-jujur | N/A (Latin script) | jujur + reduplication | honestly speaking, to be frank | Reduplicated form used as discourse marker for frankness. Common in conversational contexts ("jujur-jujur saja" = "honestly speaking"). | [CORE] |
| tepat | ketepatan | N/A (Latin script) | ke- + tepat + -an (nominalization) | accuracy, precision, exactness, appropriateness | Abstract noun for quality of being accurate or appropriate. Common in technical and evaluative contexts ("ketepatan waktu" = "punctuality/timeliness"). | [CORE] |
| tepat | menetapkan | N/A (Latin script) | meN- + tepat + -kan (causative verb) | to determine, to establish, to set, to decide | Transitive verb meaning to establish or determine something. Very common in administrative and decision-making contexts ("menetapkan aturan" = "to establish rules"). | [CORE] |
| tepat | penetapan | N/A (Latin script) | peN- + tepat + -an (nominalization of action) | determination, establishment, decision, stipulation | Noun referring to act of determining or establishing. Common in legal and administrative discourse ("penetapan harga" = "price determination"). | [CORE] |
| tepat | ditetapkan | N/A (Latin script) | di- + tepat + -kan (passive voice) | to be determined, to be established, to be set | Passive form indicating something is determined or established. Standard in official announcements ("telah ditetapkan" = "has been determined"). | [CORE] |
| tepat | penentu | N/A (Latin script) | peN- + tentu (related root, agent noun) | determiner, deciding factor | Agent noun referring to determining factor or decision-maker. Common in analytical contexts ("faktor penentu" = "determining factor"). Note: derived from related root "tentu" (certain/definite). | [CORE] |
| tepat | setepat | N/A (Latin script) | se- + tepat (equative prefix) | as accurate as, as precise as | Comparative form indicating equal precision. Used in comparisons ("setepat mungkin" = "as accurate as possible"). | [CORE] |
| tepat | bertepatan | N/A (Latin script) | ber- + tepat + -an (reciprocal/coincidental verb) | to coincide, to fall on the same time | Verbal form indicating coincidence in time or place. Common in temporal contexts ("bertepatan dengan hari raya" = "coinciding with the holiday"). | [CORE] |
| akurat | keakuratan | N/A (Latin script) | ke- + akurat + -an (nominalization) | accuracy, precision | Abstract noun for quality of being accurate. Common in technical and scientific contexts ("keakuratan data" = "data accuracy"). | [CORE] |
| akurat | mengakuratkan | N/A (Latin script) | meN- + akurat + -kan (causative verb) | to make accurate, to refine accuracy | Causative verb meaning to make something more accurate. Used in technical contexts ("mengakuratkan pengukuran" = "to make measurements more accurate"). | [MARGINAL] |
| nyata | kenyataan | N/A (Latin script) | ke- + nyata + -an (nominalization) | reality, fact, truth | Abstract noun for reality or factual state. Very common in everyday speech ("kenyataan hidup" = "reality of life") and philosophical discourse. | [CORE] |
| nyata | menyatakan | N/A (Latin script) | meN- + nyata + -kan (causative verb) | to state, to declare, to express | Transitive verb meaning to state or declare something. Very common in formal and informal discourse ("menyatakan pendapat" = "to express an opinion"). | [CORE] |
| nyata | pernyataan | N/A (Latin script) | peN- + nyata + -an (nominalization of action) | statement, declaration, expression | Noun referring to a statement or declaration. Very common in formal discourse ("pernyataan resmi" = "official statement"). | [CORE] |
| nyata | dinyatakan | N/A (Latin script) | di- + nyata + -kan (passive voice) | to be stated, to be declared | Passive form indicating something is stated or declared. Standard in formal announcements ("dinyatakan lulus" = "declared to have passed"). | [CORE] |
| nyata | ternyata | N/A (Latin script) | ter- + nyata (resultative/evidential) | apparently, it turns out, evidently | Evidential marker indicating discovered reality. Very common in narrative and discourse ("ternyata dia benar" = "it turns out he was right"). | [CORE] |
| nyata | nyata-nyata | N/A (Latin script) | nyata + reduplication | clearly, obviously, evidently | Reduplicated form emphasizing obviousness. Used in assertions ("nyata-nyata salah" = "clearly wrong"). | [CORE] |
| nyata | senyatanya | N/A (Latin script) | se- + nyata + -nya (emphatic/superlative) | as real as it is, in reality, actually | Emphatic form emphasizing actual reality. Used in formal or emphatic contexts ("senyatanya demikian" = "in reality it is so"). | [MARGINAL] |
| sejati | kesejatian | N/A (Latin script) | ke- + sejati + -an (nominalization) | genuineness, authenticity, true nature | Abstract noun for quality of being genuine or true. Used in philosophical and literary contexts ("kesejatian cinta" = "genuineness of love"). | [MARGINAL] |
| keliru | kekeliruaan | N/A (Latin script) | ke- + keliru + -an (nominalization) | mistake, error, confusion | Abstract noun for state of being mistaken. Less common than kesalahan but used in formal contexts ("kekeliruaan pemahaman" = "misunderstanding"). | [MARGINAL] |
| keliru | mengelirukan | N/A (Latin script) | meN- + keliru + -kan (causative verb) | to confuse, to mislead, to cause error | Causative verb meaning to cause confusion or error. Common in contexts of deception or confusion ("mengelirukan orang" = "to mislead people"). | [CORE] |
| keliru | terkeliru | N/A (Latin script) | ter- + keliru (accidental passive) | mistaken, confused (accidentally) | Indicates accidental mistake or confusion. Used when someone is mistaken unintentionally ("saya terkeliru" = "I was mistaken"). | [CORE] |
| absah | keabsahan | N/A (Latin script) | ke- + absah + -an (nominalization) | validity, legitimacy, legality | Abstract noun for quality of being valid or legitimate. Common in legal contexts ("keabsahan dokumen" = "validity of documents"). (Documented in P1b expansion) | [CORE] |
| absah | mengabsahkan | N/A (Latin script) | meN- + absah + -kan (causative verb) | to validate, to legalize, to legitimize | Causative verb meaning to make valid or legitimate. Used interchangeably with mengesahkan in formal contexts ("mengabsahkan pernikahan" = "to legalize marriage"). | [CORE] |
| batal | pembatalan | N/A (Latin script) | peN- + batal + -an (nominalization of action) | cancellation, annulment, invalidation | Noun referring to act of cancelling or invalidating. Common in administrative and legal contexts ("pembatalan kontrak" = "contract cancellation"). | [CORE] |
| batal | membatalkan | N/A (Latin script) | meN- + batal + -kan (causative verb) | to cancel, to annul, to invalidate | Transitive verb meaning to cancel or invalidate something. Very common in administrative contexts ("membatalkan pesanan" = "to cancel an order"). | [CORE] |
| batal | dibatalkan | N/A (Latin script) | di- + batal + -kan (passive voice) | to be cancelled, to be annulled | Passive form indicating something is cancelled. Standard in announcements ("acara dibatalkan" = "event is cancelled"). | [CORE] |
| batal | kebatalan | N/A (Latin script) | ke- + batal + -an (nominalization) | invalidity, nullity, voidness | Abstract noun for state of being invalid or void. Used in legal contexts ("kebatalan kontrak" = "invalidity of contract"). | [MARGINAL] |
| mirip | kemiripan | N/A (Latin script) | ke- + mirip + -an (nominalization) | similarity, resemblance, likeness | Abstract noun for quality of being similar. Common in comparisons ("kemiripan wajah" = "facial resemblance"). | [CORE] |
| mirip | menyerupai | N/A (Latin script) | meN- + serupa + -i (applicative verb, related root) | to resemble, to be similar to | Transitive verb meaning to resemble. Common in descriptions ("dia menyerupai ayahnya" = "he resembles his father"). Note: uses related root "serupa" (similar). | [CORE] |
| mirip | mirip-mirip | N/A (Latin script) | mirip + reduplication | somewhat similar, kind of alike | Reduplicated form indicating approximate or partial similarity. Used in casual comparisons ("mirip-mirip lah" = "kind of similar"). | [MARGINAL] |
| sama | kesamaan | N/A (Latin script) | ke- + sama + -an (nominalization) | similarity, equality, sameness | Abstract noun for quality of being same or equal. Very common in analytical discourse ("kesamaan hak" = "equality of rights"). | [CORE] |
| sama | menyamakan | N/A (Latin script) | meN- + sama + -kan (causative verb) | to equate, to make equal, to treat as same | Transitive verb meaning to equate or make equal. Common in comparisons and arguments ("menyamakan dua hal" = "to equate two things"). | [CORE] |
| sama | persamaan | N/A (Latin script) | per- + sama + -an (nominalization) | equation, similarity, equality | Noun referring to equation or similarity. Common in mathematics ("persamaan matematika" = "mathematical equation") and social discourse ("persamaan derajat" = "equality of status"). | [CORE] |
| sama | bersama | N/A (Latin script) | ber- + sama (stative/reciprocal) | together, jointly, with | Indicates togetherness or joint action. Very common in everyday speech ("bersama-sama" = "together") and as preposition ("bersama dengan" = "together with"). | [CORE] |
| sama | bersama-sama | N/A (Latin script) | ber- + sama + reduplication | together, jointly, collectively | Reduplicated form emphasizing collective action. Very common in exhortations and descriptions ("bekerja bersama-sama" = "work together"). | [CORE] |
| sama | disamakan | N/A (Latin script) | di- + sama + -kan (passive voice) | to be equated, to be made equal | Passive form indicating something is equated or made equal. Common in analytical discourse ("tidak dapat disamakan" = "cannot be equated"). | [CORE] |
| sama | penyamaan | N/A (Latin script) | peN- + sama + -an (nominalization of action) | equalization, equating, making equal | Noun referring to act of equalizing. Used in technical and administrative contexts ("penyamaan persepsi" = "alignment of perception"). | [CORE] |
| sama | sama-sama | N/A (Latin script) | sama + reduplication | you're welcome, mutually, equally | Reduplicated form with multiple functions: response to thanks ("terima kasih" - "sama-sama" = "thank you" - "you're welcome") and indicating mutuality ("sama-sama senang" = "mutually happy"). | [CORE] |
| sama | sesama | N/A (Latin script) | se- + sama (reciprocal/collective) | fellow, one another, mutual | Indicates fellow members or mutual relationship. Common in social contexts ("sesama manusia" = "fellow humans," "tolong-menolong sesama" = "help one another"). | [CORE] |
| hakikat | menghakiki | N/A (Latin script) | meN- + hakiki (related form, transitive verb) | to verify, to ascertain the truth | Formal verb meaning to verify or ascertain truth. Used in investigative contexts ("menghakiki kebenaran" = "to verify the truth"). Note: uses related form "hakiki." | [MARGINAL] |
| betul | kebetul-betulan | N/A (Latin script) | ke- + betul + reduplication + -an | by chance, coincidentally, accidentally | Colloquial form indicating something happening by chance. Used in casual speech ("kebetul-betulan ketemu" = "happened to meet by chance"). | [MARGINAL] |
| betul | membetulan | N/A (Latin script) | meN- + betul + -an (variant causative) | to correct, to fix, to repair | Colloquial variant meaning to correct or fix. Common in everyday speech ("membetulan kesalahan" = "to correct mistakes"). | [CORE] |
| betul | membetulkan | N/A (Latin script) | meN- + betul + -kan (causative verb) | to correct, to fix, to repair | Standard causative form meaning to correct or fix. Very common in everyday speech ("membetulkan jam" = "to fix a clock"). | [CORE] |
| betul | pembetulan | N/A (Latin script) | peN- + betul + -an (nominalization of action) | correction, amendment, rectification | Noun referring to act of correcting. Common in administrative contexts ("pembetulan data" = "data correction"). | [CORE] |
| betul | betul-betul | N/A (Latin script) | betul + reduplication | really, truly, very | Reduplicated intensifier similar to benar-benar. Very common in everyday speech ("betul-betul capek" = "really tired"). | [CORE] |
| betul | sebetulnya | N/A (Latin script) | se- + betul + -nya (adverbial) | actually, in fact, really | Adverbial form similar to sebenarnya. Common in everyday speech ("sebetulnya saya setuju" = "actually I agree"). | [CORE] |
| cocok | kecocokan | N/A (Latin script) | ke- + cocok + -an (nominalization) | compatibility, suitability, match | Abstract noun for quality of being compatible or suitable. Common in relationship and technical contexts ("kecocokan pasangan" = "couple compatibility"). | [CORE] |
| cocok | mencocokkan | N/A (Latin script) | meN- + cocok + -kan (causative verb) | to match, to fit, to make compatible | Transitive verb meaning to match or make compatible. Common in practical contexts ("mencocokkan warna" = "to match colors"). | [CORE] |
| cocok | dicocokkan | N/A (Latin script) | di- + cocok + -kan (passive voice) | to be matched, to be fitted | Passive form indicating something is matched or fitted. Standard usage ("data dicocokkan" = "data is matched"). | [CORE] |
| cocok | pencocokan | N/A (Latin script) | peN- + cocok + -an (nominalization of action) | matching, fitting, verification | Noun referring to act of matching or verifying. Used in technical contexts ("pencocokan data" = "data matching"). | [CORE] |
| cocok | bercocok | N/A (Latin script) | ber- + cocok (stative verb) | to cultivate, to farm (specialized meaning) | Specialized verbal form primarily in "bercocok tanam" (to cultivate/farm). Semantic shift from matching to agricultural cultivation. | [CORE] |
| pas | kepasan | N/A (Latin script) | ke- + pas + -an (nominalization) | exactness, precision of fit | Abstract noun for quality of exact fit. Less common than other nominalizations, used mainly in technical contexts. | [MARGINAL] |
| pas | mempaskan | N/A (Latin script) | meN- + pas + -kan (causative verb) | to fit, to adjust to fit exactly | Causative verb meaning to make something fit exactly. Used in practical contexts ("mempaskan baju" = "to fit clothes"). | [MARGINAL] |
| pas | pas-pasan | N/A (Latin script) | pas + reduplication + -an | barely enough, just adequate, mediocre | Reduplicated form indicating minimal adequacy. Common in economic contexts ("penghasilan pas-pasan" = "barely adequate income"). | [CORE] |
| valid | validitas | N/A (Latin script) | valid + -itas (borrowed nominalization suffix) | validity | Abstract noun for quality of being valid. Common in academic and technical contexts ("validitas penelitian" = "research validity"). | [CORE] |
| valid | memvalidasi | N/A (Latin script) | meN- + validasi (borrowed verb base) | to validate | Transitive verb meaning to validate. Used in technical and academic contexts ("memvalidasi data" = "to validate data"). | [CORE] |
| valid | validasi | N/A (Latin script) | valid + -asi (borrowed nominalization) | validation | Noun referring to act of validation. Common in technical contexts ("validasi sistem" = "system validation"). | [CORE] |
| dusta | berdusta | N/A (Latin script) | ber- + dusta (intransitive verb) | to lie, to tell falsehoods | Formal intransitive verb meaning to lie. More literary than bohong ("dia berdusta" = "he tells lies"). | [CORE] |
| dusta | pendusta | N/A (Latin script) | peN- + dusta (agent noun) | liar, deceiver | Formal agent noun for liar. More literary register ("pendusta besar" = "great liar/deceiver"). | [CORE] |
| dusta | mendustakan | N/A (Latin script) | meN- + dusta + -kan (causative verb) | to deny, to belie, to call a lie | Transitive verb meaning to deny or call something a lie. Formal register ("mendustakan tuduhan" = "to deny accusations"). | [CORE] |
| khilaf | berkhilaf | N/A (Latin script) | ber- + khilaf (stative verb) | to err, to make a mistake, to lapse | Formal verbal form meaning to make an error. Used in formal or religious contexts ("saya berkhilaf" = "I erred"). | [MARGINAL] |
| tulen | ketulen | N/A (Latin script) | ke- + tulen (nominalization, rare) | purity, genuineness | Rare nominalized form for quality of being pure. Limited usage compared to other nominalizations. | [UNCERTAIN] |
| faktual | faktualitas | N/A (Latin script) | faktual + -itas (borrowed nominalization) | factuality, factual nature | Abstract noun for quality of being factual. Used in academic and formal contexts ("faktualitas laporan" = "factuality of report"). | [MARGINAL] |
| wajar | kewajaran | N/A (Latin script) | ke- + wajar + -an (nominalization) | reasonableness, naturalness, propriety | Abstract noun for quality of being reasonable or natural. Common in evaluative discourse ("kewajaran harga" = "reasonableness of price"). | [CORE] |
| wajar | mewajarkan | N/A (Latin script) | meN- + wajar + -kan (causative verb) | to normalize, to make reasonable, to justify | Causative verb meaning to make reasonable or normalize. Used in social and economic contexts ("mewajarkan situasi" = "to normalize situation"). | [CORE] |
| pantas | kepantasan | N/A (Latin script) | ke- + pantas + -an (nominalization) | propriety, appropriateness, decency | Abstract noun for quality of being appropriate or proper. Common in moral discourse ("kepantasan berpakaian" = "propriety of dress"). | [CORE] |
| pantas | memantaskan | N/A (Latin script) | meN- + pantas + -kan (causative verb) | to make appropriate, to make fitting | Causative verb meaning to make appropriate or fitting. Used in contexts of preparation or adjustment ("memantaskan diri" = "to make oneself presentable"). | [MARGINAL] |
| pantas | sepantasnya | N/A (Latin script) | se- + pantas + -nya (adverbial) | as is appropriate, as is fitting, properly | Adverbial form indicating appropriate manner. Common in prescriptive contexts ("bertindak sepantasnya" = "to act as is appropriate"). | [CORE] |
