| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| ყალბი | *q’albi* | adjective | false; fake; counterfeit | This is a common term for forged money, fake documents, insincere behavior, or false representations. It applies both to material counterfeits and to figurative falseness, such as artificial emotion or deceptive appearance. | [CORE] |
| სიყალბე | *siq’albe* | abstract noun from **ყალბი** | falseness; counterfeit nature; insincerity | Refers to the quality of being false, fake, or insincere. It is used for forged or inauthentic things as well as for hypocrisy, artificiality, or deceptive representation in personal and aesthetic contexts. | [CORE] |
| უტყუარი | *ut’q’uari* | negative/prefixal formation; “not deceptive / not failing” in established usage | reliable; unfailing; certain; trustworthy | This adjective is used for evidence, signs, methods, or sources that can be trusted and do not mislead. It often appears in formal or written language and conveys strong reliability or certainty. | [CORE] |
| სარწმუნო | *sarč’muno* | adjective; historically related to belief/trust | credible; trustworthy; reliable | Used for testimony, information, sources, or evidence judged worthy of belief. It is common in formal, journalistic, legal, and scholarly contexts where credibility or trustworthiness is being assessed. | [CORE] |
| სარწმუნოება | *sarč’munoeba* | abstract noun from **სარწმუნო** | religion; creed; belief | In modern Georgian this usually means “religion” or “confession,” but it is relevant because it concerns what is held as true or authoritative in doctrinal contexts. Its evaluative connection to truth is indirect in ordinary use, so it is less central for this semantic area. | [MARGINAL] |
| დამაჯერებელი | *damajerebeli* | “causing belief / convincing” | convincing; credible; persuasive | This adjective is used when an argument, explanation, performance, or representation seems believable or persuasive. It evaluates whether something appears sufficiently supported or lifelike to be accepted as true or plausible. | [CORE] |
| სარწმუნოდ | *sarč’munod* | adverb from **სარწმუნო** | credibly; reliably | Used adverbially to describe how something is presented, established, or attested in a believable and trustworthy way. It is more common in formal written usage than in casual conversation. | [MARGINAL] |
| ზუსტი | *zust’i* | adjective | exact; precise; accurate | A very common adjective for factual, numerical, descriptive, or technical accuracy. It is used for measurements, statements, descriptions, and reproductions when closeness to the actual facts or form is being evaluated. | [CORE] |
| სიზუსტე | *sizust’e* | abstract noun from **ზუსტი** | accuracy; precision; exactness | Refers to the degree of exactness in information, representation, measurement, or execution. It is frequent in education, science, administration, and any context where correctness of detail matters. | [CORE] |
| მსგავსი | *msgavsi* | adjective | similar; resembling; like | This word is used when evaluating resemblance between persons, objects, images, or situations. It does not itself mean “true” or “correct,” but it is central in judgments about whether a representation or thing matches another in appearance or character. | [CORE] |
| მსგავსება | *msgavseba* | abstract noun from **მსგავსი** | resemblance; similarity; likeness | Used for the relation of likeness between originals and copies, people and portraits, or one case and another. It is common in ordinary and literary usage when discussing how closely something corresponds in form or appearance. | [CORE] |
| არსი | *arsi* | essence; being | essence; core nature; substance | This noun is used in philosophical, literary, and reflective contexts for what something fundamentally is. It is relevant where evaluation concerns not surface appearance but underlying nature or essential character. | [CORE] |
| არსებითი | *arsebiti* | adjective from **არსი / არსებ-** | essential; substantial; fundamental | Used for features, distinctions, or properties considered basic rather than accidental. It appears in philosophical, legal, and formal explanatory contexts when identifying what is fundamentally important or constitutive. | [CORE] |
| მართლმსაჯულება | *martlmsajuleba* | compound involving **მართალ-** “just/right” + judging | justice; administration of justice | This is a standard legal and institutional term for justice in the judicial sense. It belongs especially to legal and political discourse, where rightness and proper judgment are evaluated in relation to law and fairness. | [CORE] |
| მართებულობა | *martebuloba* | abstract noun from **მართებული** | validity; appropriateness; correctness; justification | Used in formal and argumentative contexts for whether a claim, action, interpretation, or decision is justified or proper. It often appears in academic, legal, and critical writing rather than in casual speech. | [CORE] |
| მართებული | *martebuli* | adjective related to **მართ-** | proper; justified; valid; appropriate | This adjective is used when assessing whether an action, argument, wording, or decision is appropriate or well-founded. It is especially common in formal discussion, criticism, and institutional language. | [CORE] |
