| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| მართალი | მართალი კაცი | *martali k’atsi* | righteous man; honest person | Refers to a morally upright or fair person. Common in moral, religious, and literary contexts. | [CORE] |
| მართალი | მართალი საქმე | *martali sakme* | just cause; right cause | Used for a morally justified cause, action, or position. Common in rhetorical, ethical, and public discourse. | [CORE] |
| მართალი | მართალი პასუხი | *martali pasuxi* | correct answer | Natural in educational and conversational contexts, though **სწორი პასუხი** is often more neutral and common for school-type correctness. This one remains attested and understandable. | [MARGINAL] |
| ჭეშმარიტება | ჭეშმარიტების ძიება | *č’ešmarit’ebis dzieba* | search for truth | Common in philosophical, religious, literary, and intellectual discourse. More elevated than the corresponding **სიმართლის ძიება**. | [CORE] |
| ჭეშმარიტება | ჭეშმარიტების დადგენა | *č’ešmarit’ebis dadgena* | establishment of the truth; determination of truth | Used in legal, investigative, scholarly, and formal contexts. Stylistically more elevated than **სიმართლის დადგენა**. | [CORE] |
| ჭეშმარიტება | ჭეშმარიტების თქმა | *č’ešmarit’ebis tkma* | speaking the truth; telling the truth | Attested but stylistically elevated. More likely in literary, moral, or religious language than in casual conversation. | [CORE] |
| ჭეშმარიტება | ჭეშმარიტების გზა | *č’ešmarit’ebis gza* | path of truth | Used in religious, moral, and literary discourse. It is not a neutral everyday phrase. | [MARGINAL] |
| ჭეშმარიტი | ჭეშმარიტი ღმერთი | *č’ešmarit’i ghmerti* | true God | Common in Christian theological and liturgical discourse. Strongly associated with religious register. | [CORE] |
| ჭეშმარიტი | ჭეშმარიტი სარწმუნოება | *č’ešmarit’i sarč’munoeba* | true faith; true religion | Used in confessional and theological contexts. Not common in neutral everyday speech. | [CORE] |
| ჭეშმარიტი | ჭეშმარიტი სიყვარული | *č’ešmarit’i siq’varuli* | true love | Used in literary, emotional, and rhetorical contexts. More elevated or stylized than **ნამდვილი სიყვარული**. | [MARGINAL] |
| ჭეშმარიტი | ჭეშმარიტი მეგობარი | *č’ešmarit’i megobari* | true friend | Attested in literary and evaluative language, though less everyday than **ნამდვილი მეგობარი**. | [MARGINAL] |
| ჭეშმარიტი | ჭეშმარიტი სახე | *č’ešmarit’i sakhe* | true face; real nature | Figurative expression for underlying nature or actual character. Found especially in rhetoric, journalism, and literary prose. | [MARGINAL] |
| სწორი | სწორი პასუხი | *sts’ori pasuxi* | correct answer | Very common in education, testing, and everyday evaluation. One of the most basic correctness constructions. | [CORE] |
| სწორი | სწორი გადაწყვეტილება | *sts’ori gadats'q'vetileba* | right decision; correct decision | Common in everyday, professional, and public evaluative language. Can imply practical, moral, or procedural rightness depending on context. | [CORE] |
| სწორი | სწორი გზა | *sts’ori gza* | right way; correct path | Used both literally and figuratively. Common in advice, instruction, and moral or strategic evaluation. | [CORE] |
| სწორი | სწორი მიმართულება | *sts’ori mimartuleba* | right direction | Used literally for orientation and figuratively for policy, strategy, or life choices. Common in speech and writing. | [CORE] |
| სწორი | სწორი არჩევანი | *sts’ori archevani* | right choice | Common in everyday and persuasive language. Used for practical, moral, or strategic selection. | [CORE] |
| სწორი | სწორი პასუხი გასცა | *sts’ori pasuxi gasts’a* | gave the correct answer | Natural verbal construction in educational and conversational contexts. Straightforwardly evaluates factual correctness. | [CORE] |
| სწორი | სწორი არ არის | *sts’ori ar aris* | is not right; is not correct | Very common evaluative phrase. Depending on context, it may refer to factual error, impropriety, or moral objection. | [CORE] |
| სწორი | სწორად მოიქცა | *sts’orad მოიქცა / sts’orad მოiktsa* | acted correctly; did the right thing | Common for evaluating behavior as proper or justified. Uses the adverbial form in a multi-word predicate. | [CORE] |
| სისწორე | სისწორის შემოწმება | *sists’oris shemots’meba* | checking correctness | Used in educational, technical, editorial, and administrative contexts. Refers to verifying whether something is correct. | [CORE] |
| სისწორე | სისწორეში ეჭვის შეტანა | *sists’oreshi echvis shet’ana* | to cast doubt on the correctness | Formal evaluative construction used for arguments, data, procedures, or judgments. More common in written or analytical contexts. | [MARGINAL] |
| სისწორე | სისწორე და სიზუსტე | *sists’ore da sizust’e* | correctness and accuracy | Common paired expression in education, technical writing, and evaluation. Used where both general correctness and precision matter. | [CORE] |
| ნამდვილი | ნამდვილი ამბავი | *namdvili ამბავი / namdvili ambavi* | true story; real story | Common in media, literature, and conversation for a story based on actual events. | [CORE] |
| ნამდვილი | ნამდვილი მიზეზი | *namdvili mizezi* | real reason; actual cause | Used when distinguishing the actual underlying reason from a stated or apparent one. Common in explanation and argument. | [CORE] |
| ნამდვილი | ნამდვილი სახე | *namdvili sakhe* | true face; real nature | Common figurative expression for someone’s or something’s actual nature becoming visible. Frequent in journalism and rhetoric. | [CORE] |
| ნამდვილი | ნამდვილი სახელი | *namdvili sakheli* | real name | Very common in everyday, literary, journalistic, and legal contexts to distinguish an actual name from an alias or pseudonym. | [CORE] |
| ნამდვილი | ნამდვილი მეგობარი | *namdvili megobari* | true friend; real friend | Very common in everyday and literary language for a genuinely loyal friend. | [CORE] |
| ნამდვილი | ნამდვილი სიყვარული | *namdvili siq’varuli* | true love; real love | Common in everyday speech, songs, literature, and emotional evaluation. More colloquial and natural than the elevated **ჭეშმარიტი სიყვარული**. | [CORE] |
| ნამდვილი | ნამდვილი პროფესიონალი | *namdvili propesionali* | a real professional | Common colloquial evaluative phrase praising someone as genuinely skilled or exemplary. | [CORE] |
| ნამდვილი | ნამდვილი ოქრო | *namdvili ოქრო / namdvili oqro* | real gold | Used literally for authenticity of material and figuratively for genuine value. Common and natural. | [CORE] |
| ნამდვილი | ნამდვილი ტყავი | *namdvili t’q’avi* | genuine leather | Common in commerce, product descriptions, and everyday buying contexts. | [CORE] |
| ნამდვილი | ნამდვილი დოკუმენტი | *namdvili dok’ument’i* | authentic document | Used in legal, administrative, and forensic contexts to distinguish authentic documents from forged ones. | [CORE] |
| ნამდვილი | ნამდვილი ხელმოწერა | *namdvili khelmots’era* | genuine signature | Used in documentary authentication and legal evaluation. | [CORE] |
| ნამდვილად | ნამდვილად ასეა | *namdvilad asea* | that is really so; that is indeed the case | Common affirming construction in speech and writing. Used to strengthen agreement or factual assertion. | [CORE] |
| ნამდვილად | ნამდვილად არსებობს | *namdvilad arsebobs* | really exists | Used to emphasize actual existence rather than rumor, doubt, or imagination. Natural in both everyday and explanatory contexts. | [CORE] |
| ნამდვილად | ნამდვილად არ ვიცი | *namdvilad ar vitsi* | I really do not know | Common emphatic denial of certainty or knowledge. Conversational and natural. | [CORE] |
| ნამდვილობა | ნამდვილობის დადგენა | *namdvilobis dadgena* | establishment of authenticity; determining genuineness | Used in legal, forensic, documentary, and commercial contexts. Refers to verifying whether something is genuine. | [CORE] |
| ნამდვილობა | ნამდვილობის შემოწმება | *namdvilobis shemots’meba* | checking authenticity | Common in document review, product verification, and authentication procedures. | [CORE] |
| ნამდვილობა | ნამდვილობაში ეჭვის შეტანა | *namdvilobashi echvis shet’ana* | to cast doubt on authenticity | Formal evaluative construction used when genuineness is questioned. Typical in legal, journalistic, and expert contexts. | [MARGINAL] |
| ყალბი | ყალბი დოკუმენტი | *q’albi dok’ument’i* | fake document; forged document | Common in legal, administrative, and journalistic contexts. Refers to inauthentic or forged paperwork. | [CORE] |
| ყალბი | ყალბი ფული | *q’albi puli* | counterfeit money | Standard expression for forged currency. Common in law enforcement and everyday reporting. | [CORE] |
| ყალბი | ყალბი ხელმოწერა | *q’albi khelmots’era* | forged signature | Used in legal and documentary contexts. Refers to a signature that is not genuine. | [CORE] |
| ყალბი | ყალბი ინფორმაცია | *q’albi informatsia* | false information | Common in media, public discourse, and institutional communication. Used for misinformation or fabricated information. | [CORE] |
| ყალბი | ყალბი ბრალდება | *q’albi braldeba* | false accusation | Common in legal and public discourse. Refers to an accusation that is untrue or fabricated. | [CORE] |
| ყალბი | ყალბი ღიმილი | *q’albi ghimili* | fake smile | Common figurative and everyday expression for insincere emotional display. | [CORE] |
| სიყალბე | სიყალბის განცდა | *siq’albis gantsda* | sense of falseness; feeling of artificiality | Used in literary, aesthetic, and psychological evaluation when something feels insincere or fake. | [MARGINAL] |
| სიყალბე | სიყალბე და თვალთმაქცობა | *siq’albe da tvaltmak’tsoba* | falseness and hypocrisy | Common rhetorical pairing in moral criticism. More characteristic of written or emphatic speech. | [MARGINAL] |
| სიყალბე | სიყალბე იგრძნობა | *siq’albe igrdznoba* | falseness is felt; one can sense the insincerity | Natural evaluative construction for speech, behavior, art, or emotion perceived as artificial. | [CORE] |
| უტყუარი | უტყუარი მტკიცებულება | *ut’q’uari mtkitsebuleba* | conclusive evidence; irrefutable evidence | Common in formal, legal, and analytical contexts for evidence that cannot reasonably be doubted. | [CORE] |
| უტყუარი | უტყუარი ნიშანი | *ut’q’uari nishani* | sure sign; unmistakable sign | Used in formal and literary language for a sign that reliably indicates something. | [CORE] |
| უტყუარი | უტყუარი ფაქტი | *ut’q’uari pak’t’i* | indisputable fact | Used rhetorically and analytically for a fact presented as beyond doubt. More formal than everyday speech. | [MARGINAL] |
| სარწმუნო | სარწმუნო წყარო | *sarč’muno ts’q’aro* | reliable source; credible source | Very common in journalism, scholarship, and formal evaluation of information. | [CORE] |
| სარწმუნო | სარწმუნო ინფორმაცია | *sarč’muno informatsia* | reliable information; credible information | Used in media, administration, and analytical writing for information judged worthy of belief. | [CORE] |
| სარწმუნო | სარწმუნო მტკიცებულება | *sarč’muno mtkitsebuleba* | credible evidence | Used in legal, scholarly, and investigative contexts. Weaker than **უტყუარი მტკიცებულება**, since it stresses credibility rather than conclusiveness. | [CORE] |
| სარწმუნო | სარწმუნო მონაცემები | *sarč’muno monatsemebi* | reliable data | Common in research, administration, and reporting. Refers to data considered trustworthy. | [CORE] |
| სარწმუნოება | ქრისტიანული სარწმუნოება | *krist’ianuli sarč’munoeba* | Christian faith / Christianity | Common religious expression. In modern use this base form usually belongs to religion rather than general truth evaluation. | [CORE] |
| სარწმუნოება | მართლმადიდებლური სარწმუნოება | *martlmadidebluri sarč’munoeba* | Orthodox faith | Standard confessional expression in religious discourse. Semantically only indirectly tied to truth evaluation. | [CORE] |
| დამაჯერებელი | დამაჯერებელი არგუმენტი | *damajerebeli argument’i* | convincing argument | Common in debate, criticism, scholarship, and everyday evaluation. Refers to an argument that seems believable and persuasive. | [CORE] |
| დამაჯერებელი | დამაჯერებელი ახსნა | *damajerebeli akhsna* | convincing explanation | Used when an explanation appears plausible and sufficient. Common in both formal and everyday contexts. | [CORE] |
| დამაჯერებელი | დამაჯერებელი მტკიცებულება | *damajerebeli mtkitsebuleba* | convincing evidence | Used in legal, journalistic, and analytical contexts. Focuses on persuasive force rather than absolute certainty. | [CORE] |
| დამაჯერებელი | დამაჯერებელი თამაში | *damajerebeli tamashi* | convincing performance/acting | Common in theater, film, and criticism for acting that appears lifelike and believable. | [MARGINAL] |
| სარწმუნოდ | სარწმუნოდ არის დადასტურებული | *sarč’munod aris dadast’urebuli* | is credibly confirmed; is reliably attested | Formal written construction used in scholarship, reporting, and documentation. More typical of written than spoken language. | [MARGINAL] |
| სარწმუნოდ | სარწმუნოდ ვერ დასტურდება | *sarč’munod ver dast’urdeba* | cannot be reliably confirmed | Common in formal evaluative prose where evidence is judged insufficient for credible confirmation. | [MARGINAL] |
| ზუსტი | ზუსტი პასუხი | *zust’i pasuxi* | exact answer; precise answer | Common where precision matters, especially in technical, mathematical, or factual contexts. | [CORE] |
| ზუსტი | ზუსტი ინფორმაცია | *zust’i informatsia* | accurate information | Very common in journalism, administration, and everyday communication. | [CORE] |
| ზუსტი | ზუსტი დრო | *zust’i dro* | exact time | Common in scheduling, instructions, and factual reporting. | [CORE] |
| ზუსტი | ზუსტი მისამართი | *zust’i misamarti* | exact address | Common in practical and administrative contexts. | [CORE] |
| ზუსტი | ზუსტი მონაცემები | *zust’i monatsemebi* | accurate data | Common in research, statistics, administration, and reporting. | [CORE] |
| სიზუსტე | სიზუსტის დაცვა | *sizust’is datsva* | maintaining accuracy; preserving precision | Common in technical, editorial, scientific, and procedural contexts. | [CORE] |
| სიზუსტე | სიზუსტის შემოწმება | *sizust’is shemots’meba* | checking accuracy | Used in science, administration, editing, and quality control. | [CORE] |
| სიზუსტე | მაღალი სიზუსტე | *maghali sizust’e* | high accuracy; high precision | Very common in technical and evaluative language for measurements, instruments, descriptions, or execution. | [CORE] |
| მსგავსი | ერთმანეთის მსგავსი | *ertmanetis msgavsi* | similar to each other | Very common descriptive construction for people, objects, or situations. | [CORE] |
| მსგავსი | ამის მსგავსი | *amis msgavsi* | similar to this; something like this | Common in everyday speech and writing for approximate comparison. | [CORE] |
| მსგავსი | ძალიან მსგავსი | *dzalian msgavsi* | very similar | Common scalar modification of resemblance. Used broadly in ordinary description. | [CORE] |
| მსგავსი | მსგავსი რამ | *msgavsi ram* | something similar; such a thing | Common in everyday speech for referring to comparable cases or objects. | [CORE] |
| მსგავსება | მსგავსება აქვს | *msgavseba akvs* | has resemblance; is similar | Common predicate construction for noting likeness between people, objects, or cases. | [CORE] |
| მსგავსება | დიდი მსგავსება | *didi msgavseba* | great resemblance; strong similarity | Common descriptive phrase in everyday and formal comparison. | [CORE] |
| მსგავსება | გარეგნული მსგავსება | *garegnuli msgavseba* | outward resemblance; physical similarity | Used especially for visual or bodily likeness. | [CORE] |
| მსგავსება | მსგავსების პოვნა | *msgavsebis povna* | finding similarities | Common in analysis, comparison, criticism, and everyday observation. | [CORE] |
| არსი | საქმის არსი | *sakmis arsi* | the essence of the matter | Very common in formal explanation, argument, journalism, and everyday summarizing. | [CORE] |
| არსი | საკითხის არსი | *sakitkhis arsi* | the essence of the issue | Common in analytical and explanatory discourse. | [CORE] |
| არსი | არსში გარკვევა | *arsshi garkveva* | understanding the essence; getting to the heart of it | Used when someone comes to understand the core nature of a matter. Common in explanatory and reflective contexts. | [CORE] |
| არსი | არსს არ ცვლის | *arss ar tsvlis* | does not change the essence | Common rhetorical expression in argument and commentary. Used to say that surface changes do not affect the fundamental issue. | [CORE] |
| არსებითი | არსებითი მნიშვნელობა | *arsebiti mnishvneloba* | essential importance; substantial significance | Common in formal, academic, legal, and analytical writing. | [CORE] |
| არსებითი | არსებითი განსხვავება | *arsebiti ganskhvaveba* | essential difference; substantial difference | Very common in comparison, law, philosophy, and formal explanation. | [CORE] |
| არსებითი | არსებითი ნაწილი | *arsebiti nats’ili* | essential part | Used for a component considered fundamental rather than incidental. | [CORE] |
| მართლმსაჯულება | მართლმსაჯულების სისტემა | *martlmsajulebis sistema* | justice system | Standard legal and political expression for the judicial system. | [CORE] |
| მართლმსაჯულება | მართლმსაჯულების აღსრულება | *martlmsajulebis aghsruleba* | administration of justice; execution of justice | Formal legal and governmental phrase for carrying out judicial process or judgment. | [CORE] |
| მართლმსაჯულება | მართლმსაჯულების განხორციელება | *martlmsajulebis ganxortsieleba* | administration of justice | Formal institutional phrase used in legal and constitutional contexts. | [CORE] |
| მართებულობა | მართებულობის საკითხი | *martebulobis sakitkhi* | question of validity / appropriateness | Formal analytical construction used in academic, legal, and critical writing. | [CORE] |
| მართებულობა | მართებულობის შეფასება | *martebulobis shepaseba* | assessment of validity / appropriateness | Used in formal evaluation of arguments, decisions, interpretations, or actions. | [CORE] |
| მართებული | მართებული შენიშვნა | *martebuli shenishvna* | valid remark; justified observation | Common in academic, editorial, and conversational settings to acknowledge a well-founded comment. | [CORE] |
| მართებული | მართებული კითხვა | *martebuli kitxva* | valid question; fair question | Used in teaching, journalism, debate, and formal discussion to recognize a question as appropriate or well-placed. | [CORE] |
| მართებული | მართებული გადაწყვეტილება | *martebuli gadats'q'vetileba* | justified decision; proper decision | Used in administration, law, criticism, and public commentary for a decision considered appropriate or well-grounded. | [CORE] |
| მართებული | მართებული არ არის | *martebuli ar aris* | is not appropriate; is not justified | Common formal evaluative predicate in criticism, institutional language, and public commentary. | [CORE] |
