# CLCA Protocol v3.2 — F1 Vocabulary Table
# Language: Greek (el)

| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| πλαστός | plastós | molded, formed, fabricated | fake, forged, counterfeit, false | Denotes something artificially made to deceive, especially forged documents or counterfeit objects. Carries connotation of deliberate fabrication. | [CORE] |
| κίβδηλος | kívdilos | adulterated, debased (originally of coins) | counterfeit, spurious, adulterated, fake | Applied to objects or claims that are not genuine, especially those mixed with inferior material. More formal or literary than πλαστός. | [MARGINAL] |
| αυθεντικός | afthentikós | authentic, original (from αυθέντης "master, author") | authentic, genuine, original | Marks something as original rather than copied, or as having verified provenance. Common in discussions of art, documents, and historical artifacts. | [CORE] |
| ακριβής | akrivís | exact, precise | accurate, exact, precise, correct | Denotes precision and exactness in measurement, description, or representation. Used when correspondence to detail is emphasized. | [CORE] |
| εικονικός | eikonikós | pertaining to images (from εικόνα "image") | virtual, notional, apparent, seeming | Marks something as having appearance without substance, or existing in representation rather than reality. Used in modern contexts for virtual reality and apparent phenomena. | [CORE] |
| πραγματικός | pragmatikós | pertaining to things/facts (from πράγμα "thing, fact") | real, actual, true, genuine | Denotes what actually exists or occurred as opposed to what is imagined, claimed, or apparent. Common across all registers. | [CORE] |
| δίκαιος | díkaios | just, righteous | just, fair, righteous, right | Marks conformity to justice, fairness, or moral rightness. Applied to persons, actions, and judgments in moral and legal evaluation. | [CORE] |
| άδικος | ádikos | unjust (α- privative + δίκη "justice") | unjust, unfair, wrong | Denotes violation of justice or fairness. Used in moral and legal contexts to evaluate actions and persons negatively. | [CORE] |
| ειλικρινής | eilikrinís | judged in sunlight, pure (disputed etymology) | sincere, honest, genuine, frank | Marks sincerity in speech and conduct, absence of deception or hidden motives. Applied to persons, statements, and emotions. | [CORE] |
| υποκριτής | ipokritís | actor, one who answers (from υποκρίνομαι) | hypocrite, pretender | Denotes someone who pretends to have qualities or beliefs they lack. Used in moral evaluation of inconsistency between profession and practice. | [CORE] |
| νόθος | nóthos | bastard, illegitimate | spurious, illegitimate, bastard, counterfeit | Marks illegitimate birth or spurious origin. Extended to denote anything not genuine or of questionable provenance. | [MARGINAL] |
| έγκυρος | énkyros | valid, having authority | valid, legitimate, authoritative | Denotes legal or logical validity, proper authorization. Common in legal and administrative contexts for valid documents and arguments. | [CORE] |
| άκυρος | ákyros | invalid, without authority (α- privative + κύρος "authority") | invalid, null, void | Marks lack of legal or logical validity. Used for invalidated documents, void contracts, and fallacious arguments. | [CORE] |
| ψευδώνυμο | psevdónymo | false name (ψευδής + όνομα) | pseudonym, pen name, alias | Denotes a name used instead of one's real name. Fixed expression for assumed names in literary and other contexts. | [CORE] |
| απατηλός | apatilós | deceptive (from απάτη "deception") | deceptive, misleading, deceitful | Marks something as likely to deceive or mislead. Applied to appearances, arguments, and persons who create false impressions. | [CORE] |
| βέβαιος | vévaios | firm, steady, certain | certain, sure, reliable, confirmed | Denotes certainty, reliability, or confirmation. Used for verified information and trustworthy sources. | [CORE] |
| αμφίβολος | amfívolos | thrown both ways, ambiguous | doubtful, dubious, ambiguous, questionable | Marks uncertainty, ambiguity, or questionable status. Applied to claims, evidence, and situations lacking clarity or reliability. | [CORE] |
| καταχρηστικός | katachristikós | pertaining to misuse (from καταχρώμαι "to misuse") | improper, abusive, catachrestic | Denotes improper or abusive use, especially of language or authority. More technical or formal register. | [MARGINAL] |
| ουσιαστικός | ousiastikós | pertaining to essence (from ουσία "essence, substance") | substantial, essential, real, actual | Marks what is essential or substantial rather than superficial or nominal. Used to distinguish real from apparent significance. | [CORE] |
| ψεύδομαι | psévomai | ψευδ- + -ομαι (middle/passive verb ending) | to lie, to tell lies, to deceive | Primary verb for the act of lying or deceiving through false statements. Used across all registers from everyday conversation to formal discourse. | [CORE] |
| ψευδολογία | psevdología | ψευδ- + λογ- (speech) + -ία (noun suffix) | lying, mendacity, false speech | Formal or literary term for the practice or habit of lying. Used in moral and psychological discourse to describe patterns of deceptive speech. | [CORE] |
| ψευδολόγος | psevdológos | ψευδ- + λογ- (speech) + -ος (adjective/noun suffix) | lying, mendacious; liar | Adjective or noun marking someone who speaks falsely. More formal or literary than ψεύτης, used in written discourse and moral evaluation. | [CORE] |
| ψευδορκία | psevdorkía | ψευδ- + ορκ- (oath) + -ία | perjury, false oath | Legal term for the crime of lying under oath. Used in judicial contexts and legal documents to denote false testimony. | [CORE] |
| ψευδόρκος | psevdórkos | ψευδ- + ορκ- (oath) + -ος | perjured, forsworn; perjurer | Legal term for someone who has committed perjury or broken an oath. Used in legal proceedings and moral condemnation of oath-breaking. | [CORE] |
| ψευδομαρτυρία | psevdomartyría | ψευδ- + μαρτυρ- (witness) + -ία | false testimony, false witness | Legal and religious term for giving false evidence or testimony. Common in judicial contexts and biblical/religious discourse. | [CORE] |
| ψευδομάρτυρας | psevdomártyras | ψευδ- + μάρτυρ- (witness) + -ας | false witness, perjurer | Legal and religious term for one who gives false testimony. Used in court proceedings and moral/religious condemnation. | [CORE] |
| ψευδεπίγραφος | psevdepígrafos | ψευδ- + επι- (upon) + γραφ- (writing) + -ος | falsely attributed, pseudepigraphic | Technical term in textual criticism and religious studies for texts falsely attributed to a particular author. Used in academic and scholarly discourse. | [CORE] |
| ψευδώνυμος | psevdónymos | ψευδ- + ονυμ- (name) + -ος | pseudonymous, using a false name | Adjective form related to ψευδώνυμο, describing someone writing or acting under an assumed name. Used in literary and journalistic contexts. | [CORE] |
| ψευδαίσθηση | psevdaísthisi | ψευδ- + αισθη- (perception) + -ση | illusion, false perception, hallucination | Psychological and philosophical term for perceptions that do not correspond to reality. Used in psychology, philosophy of mind, and everyday discussion of optical illusions or misperceptions. | [CORE] |
| ψευδοεπιστήμη | psevdoepistími | ψευδ- + επιστημ- (science/knowledge) + -η | pseudoscience | Academic and critical term for practices or beliefs falsely presented as scientific. Used in scientific discourse and skeptical evaluation of claims. | [CORE] |
| ψευδοϊστορία | psevdoïstoría | ψευδ- + ιστορ- (history) + -ία | false history, pseudohistory | Academic term for historical narratives that are fabricated or lack proper evidence. Used in historiography and critical evaluation of historical claims. | [CORE] |
| ψευδοφιλόσοφος | psevdofílósofos | ψευδ- + φιλοσοφ- (philosopher) + -ος | pseudo-philosopher, false philosopher | Polemical term for someone who claims philosophical authority without genuine philosophical understanding. Used in philosophical critique and intellectual debate. | [CORE] |
| ψευδοδιανοούμενος | psevdodianoúmenos | ψευδ- + διανοουμεν- (intellectual, participle) + -ος | pseudo-intellectual | Critical term for someone who pretends to intellectual sophistication without substance. Used in cultural criticism and social commentary. | [CORE] |
| ψευδοκαλλιτέχνης | psevdokallitéchnis | ψευδ- + καλλι- (beauty) + τεχν- (art) + -ης | pseudo-artist, charlatan artist | Critical term in art discourse for someone who poses as an artist without genuine artistic merit. Used in art criticism and aesthetic evaluation. | [MARGINAL] |
| ψευδοπροφήτης | psevdoprofítis | ψευδ- + προφητ- (prophet) + -ης | false prophet | Religious term for someone who falsely claims prophetic authority or makes false predictions. Common in biblical and religious discourse, also used metaphorically for misleading leaders. | [CORE] |
| ψευδοδιάγνωση | psevdodiágnosi | ψευδ- + δια- (through) + γνω- (know) + -ση | misdiagnosis, false diagnosis | Medical term for an incorrect diagnosis. Used in healthcare contexts to describe diagnostic errors. | [CORE] |
| ψευδοπαράδειγμα | psevdoparádegma | ψευδ- + παρα- (beside) + δειγμ- (show) + -α | false example, spurious paradigm | Academic term for an example that appears to support a theory but actually does not. Used in scholarly argumentation and logical analysis. | [MARGINAL] |
| ψευδοεντύπωση | psevdoentýposi | ψευδ- + εν- (in) + τυπω- (strike/impress) + -ση | false impression, misleading appearance | Common term for an impression or appearance that does not correspond to reality. Used in everyday discourse about misunderstandings and deceptive appearances. | [CORE] |
| ψευδοπληροφορία | psevdopliροforía | ψευδ- + πληροφορ- (information) + -ία | misinformation, false information | Contemporary term for false or inaccurate information, especially in media and digital contexts. Increasingly common in discussions of news media and online content. | [CORE] |
| ψευδοείδηση | psevdoéidisi | ψευδ- + ειδη- (news) + -ση | fake news, false news | Contemporary term for deliberately fabricated news stories. Common in media criticism and political discourse about information manipulation. | [CORE] |
| ψευδοπατριωτισμός | psevdopatriotismós | ψευδ- + πατριωτ- (patriot) + -ισμ- (ism) + -ός | false patriotism, pseudo-patriotism | Political term for superficial or self-serving displays of patriotism. Used in political critique and social commentary. | [MARGINAL] |
| ψευδοδημοκρατία | psevdodimokratía | ψευδ- + δημο- (people) + κρατ- (rule) + -ία | pseudo-democracy, sham democracy | Political science term for regimes that maintain democratic appearances without genuine democratic substance. Used in political analysis and critique of authoritarian systems. | [CORE] |
| ψευδοανάλυση | psevdoanálysi | ψευδ- + ανα- (up/again) + λυ- (loosen) + -ση | false analysis, spurious analysis | Academic and critical term for analysis that appears rigorous but is fundamentally flawed. Used in scholarly critique and methodological discussion. | [MARGINAL] |
| ψευδοεπιχείρημα | psevdoepichírima | ψευδ- + επι- (upon) + χειρ- (hand) + -ημα | false argument, fallacious argument | Logical and rhetorical term for arguments that appear valid but contain logical flaws. Used in logic, philosophy, and critical thinking instruction. | [CORE] |
| ψευδοσοφία | psevdosofía | ψευδ- + σοφ- (wisdom) + -ία | false wisdom, pseudo-wisdom | Philosophical and critical term for claims to wisdom that lack genuine understanding. Used in philosophical critique and evaluation of intellectual pretension. | [MARGINAL] |
| ψευδοπρόβλημα | psevdopróvlima | ψευδ- + προ- (before) + βλη- (throw) + -μα | pseudo-problem, false problem | Philosophical term for problems that appear significant but are based on conceptual confusion. Used in philosophical analysis and problem-solving discourse. | [MARGINAL] |
| ψευδοσύμπτωμα | psevdosýmptoma | ψευδ- + συν- (together) + πτω- (fall) + -μα | false symptom, pseudo-symptom | Medical and psychological term for symptoms that appear genuine but have no organic basis or are fabricated. Used in clinical diagnosis and psychosomatic medicine. | [CORE] |
| ψευδοκύηση | psevdokýisi | ψευδ- + κυη- (pregnancy) + -ση | false pregnancy, pseudocyesis | Medical term for a condition where someone believes they are pregnant without actual pregnancy. Used in medical and psychological contexts. | [MARGINAL] |
| ψευδοπόδιο | psevdopódio | ψευδ- + ποδ- (foot) + -ιο (diminutive) | pseudopod, false foot | Biological term for temporary projections of certain cells used for movement. Technical term in cell biology and protozoology. | [MARGINAL] |
| αληθεύω | alithévo | αληθ- + -ευω (verb suffix) | to tell the truth, to speak truly | Verb for the act of telling truth or being truthful. Used across registers from everyday conversation to formal discourse, often in contrast to lying. | [CORE] |
| αληθολογώ | alithologó | αληθ- + λογ- (speech) + -ω | to speak the truth, to be truthful | Synonym of αληθεύω, perhaps slightly more formal or emphatic. Used in contexts emphasizing truthful speech as a practice or habit. | [CORE] |
| αλήθευμα | alíthevma | αληθ- + -ευμα (result noun suffix) | truth, true statement | Formal or literary term for a true statement or truth. Less common than αλήθεια, used in elevated discourse. | [MARGINAL] |
| αληθοφάνεια | alithofáneia | αληθ- + φαν- (appear) + -εια | verisimilitude, appearance of truth | Literary and philosophical term for something that appears true or plausible without necessarily being true. Used in literary criticism and epistemology. | [CORE] |
| αληθοφανής | alithofanís | αληθ- + φαν- (appear) + -ης | verisimilar, truth-like, plausible | Adjective for something that has the appearance of truth. Used in literary analysis, rhetoric, and epistemological discussion of plausibility versus truth. | [CORE] |
| αληθώς | alithós | αληθ- + -ως (adverb suffix) | truly, in truth, really | Adverb marking truth or reality of a statement. Used for emphasis or confirmation across all registers, from everyday speech to formal writing. | [CORE] |
| αληθολογία | alithología | αληθ- + λογ- (speech) + -ία | truthfulness, truth-telling | Formal term for the practice or quality of speaking truth. Used in moral and philosophical discourse about truthfulness as a virtue. | [MARGINAL] |
| αληθοποιώ | alithopoió | αληθ- + ποι- (make) + -ω | to verify, to make true, to confirm | Formal or technical term for the process of verifying or confirming something as true. Used in legal, administrative, and scholarly contexts. | [CORE] |
| αληθοποίηση | alithopoíisi | αληθ- + ποι- (make) + -ηση (action noun) | verification, confirmation, validation | Formal term for the act or process of verifying truth. Common in legal, administrative, and academic contexts for validation procedures. | [CORE] |
| αληθοφιλής | alithofilís | αληθ- + φιλ- (love) + -ης | truth-loving, devoted to truth | Formal or literary term for someone who loves or seeks truth. Used in philosophical and moral discourse to characterize intellectual virtue. | [MARGINAL] |
| αληθοφιλία | alithofilía | αληθ- + φιλ- (love) + -ία | love of truth, devotion to truth | Philosophical term for the disposition or virtue of loving truth. Used in ethical and epistemological discourse about intellectual virtues. | [MARGINAL] |
| αλήθεια; | alítheia? | αληθ- + -εια (as interjection) | really?, truly?, is that so? | Colloquial interjection expressing surprise, doubt, or request for confirmation. Common in everyday spoken Greek as a discourse marker. | [CORE] |
| στ' αλήθεια | st' alítheia | σε (in) + την (the) + αληθ- + -εια | really, truly, in truth | Common colloquial expression for emphasis or confirmation. Used in everyday speech to mark sincerity or genuine surprise. | [CORE] |
| κατ' αλήθεια | kat' alítheia | κατα (according to) + αληθ- + -εια | in truth, truly, actually | Formal or emphatic expression marking truth or reality. Used across registers for emphasis or to distinguish truth from appearance. | [CORE] |
| επ' αληθείας | ep' alithías | επι (upon) + αληθ- + -ειας (genitive) | in truth, truly, honestly | Formal or archaic expression marking truthfulness. More common in written or elevated discourse than everyday speech. | [MARGINAL] |
| αληθινά | alithiná | αληθ- + -ινα (adverb from adjective) | truly, really, genuinely | Adverb derived from αληθινός, used for emphasis or confirmation. Common in everyday speech and writing across registers. | [CORE] |
| αληθινότητα | alithinótita | αληθ- + -ιν- + -οτητα (abstract noun suffix) | truthfulness, genuineness, authenticity | Abstract noun for the quality of being true or genuine. Used in philosophical, aesthetic, and evaluative discourse. | [CORE] |
| αληθοδιψής | alithodipsís | αληθ- + διψ- (thirst) + -ης | thirsting for truth, truth-seeking | Literary or philosophical term for someone who ardently seeks truth. Used in elevated discourse about intellectual or spiritual seeking. | [MARGINAL] |
| ορθότητα | orthótita | ορθ- + -οτητα (abstract noun suffix) | correctness, rightness, accuracy | Abstract noun for the quality of being correct or right. Used across contexts from grammatical correctness to moral rightness. | [CORE] |
| ορθώς | orthós | ορθ- + -ως (adverb suffix) | correctly, rightly, properly | Adverb marking correct manner or proper execution. Used across all registers for confirmation or evaluation of correctness. | [CORE] |
| ορθογραφία | orthografía | ορθ- + γραφ- (writing) + -ία | orthography, correct spelling | Standard term for correct spelling and writing conventions. Used in education, linguistics, and everyday discussion of written language. | [CORE] |
| ορθογραφικός | orthografikós | ορθ- + γραφ- + -ικος (adjective suffix) | orthographic, spelling (adj.) | Adjective relating to spelling and orthography. Common in educational and linguistic contexts. | [CORE] |
| ορθογραφώ | orthografó | ορθ- + γραφ- + -ω | to spell correctly | Verb for the act of spelling words correctly. Used in educational contexts and discussions of literacy. | [CORE] |
| ορθοδοξία | orthodoxía | ορθ- + δοξ- (opinion/belief) + -ία | orthodoxy, correct belief | Religious and ideological term for adherence to established or correct doctrine. Central in Eastern Orthodox Christianity, also used for conventional views in any domain. | [CORE] |
| ορθόδοξος | orthódoxos | ορθ- + δοξ- + -ος | orthodox, holding correct belief | Adjective for conformity to established doctrine or conventional views. Used in religious contexts (especially Eastern Orthodox Church) and for conventional approaches in any field. | [CORE] |
| ορθοπεδικός | orthopedikós | ορθ- + παιδ- (child) + -ικος | orthopedic | Medical term for the branch of medicine dealing with correction of skeletal deformities. Standard medical terminology. | [CORE] |
| ορθοπεδική | orthopedikí | ορθ- + παιδ- + -ική (feminine noun from adjective) | orthopedics | Medical specialty dealing with musculoskeletal system. Used in healthcare contexts. | [CORE] |
| ορθοπραξία | orthopraxía | ορθ- + πραξ- (action/practice) + -ία | orthopraxy, correct practice | Religious and philosophical term for correct practice or conduct, as opposed to correct belief. Used in religious studies and ethical discourse. | [MARGINAL] |
| ορθολογισμός | orthologismós | ορθ- + λογ- (reason) + -ισμος (ism suffix) | rationalism, rationality | Philosophical term for reliance on reason and rational principles. Used in philosophy, economics, and general discourse about rational approaches. | [CORE] |
| ορθολογικός | orthologikós | ορθ- + λογ- + -ικος | rational, reasonable | Adjective for conformity to reason or rational principles. Used in philosophical, scientific, and everyday evaluative discourse. | [CORE] |
| ορθολογιστής | orthologistís | ορθ- + λογ- + -ιστης (agent noun) | rationalist | Philosophical term for someone who emphasizes reason and rational principles. Used in philosophical and intellectual discourse. | [MARGINAL] |
| ορθοφωνία | orthofōnía | ορθ- + φων- (voice/sound) + -ία | correct pronunciation, speech therapy | Technical term in linguistics and speech therapy for correct pronunciation or the correction of speech defects. Used in educational and clinical contexts. | [CORE] |
| ορθοεπεία | orthoepía | ορθ- + επ- (upon) + -εια (from έπος "word") | correct pronunciation, orthoepy | Linguistic term for correct or standard pronunciation. More technical than ορθοφωνία, used in linguistics and language instruction. | [MARGINAL] |
| ορθοτομία | orthotomía | ορθ- + τομ- (cut) + -ία | correct division, right handling | Religious and technical term for correct division or handling, especially of scripture or texts. Used in biblical studies and technical contexts. | [MARGINAL] |
| ορθοστασία | orthostasía | ορθ- + στα- (stand) + -σία | upright posture, standing position | Medical and physical term for standing upright or maintaining vertical posture. Used in medical examination and physical assessment. | [MARGINAL] |
| ορθοστάτης | orthostátis | ορθ- + στα- + -της | upright stone, orthostatic | Archaeological term for standing stones or vertical architectural elements. Technical term in archaeology and architecture. | [MARGINAL] |
| ορθογώνιος | orthogṓnios | ορθ- + γων- (angle) + -ιος | right-angled, rectangular, orthogonal | Geometric term for right angles or perpendicular relationships. Used in mathematics, geometry, and technical drawing. | [CORE] |
| ορθογώνιο | orthogṓnio | ορθ- + γων- + -ιο (noun form) | rectangle | Geometric term for a four-sided figure with right angles. Standard mathematical terminology. | [CORE] |
| ορθοκανονικός | orthokanonikós | ορθ- + κανον- (rule) + -ικος | orthodox, canonical, according to proper rules | Religious and formal term for conformity to established canons or rules. Used in ecclesiastical and formal regulatory contexts. | [MARGINAL] |
| ορθοπνοια | orthópnoia | ορθ- + πνο- (breathe) + -ια | orthopnea (difficulty breathing except when upright) | Medical term for a condition where breathing is easier in upright position. Technical medical terminology. | [MARGINAL] |
| ορθόπτερα | orthóptera | ορθ- + πτερ- (wing) + -α (plural) | Orthoptera (grasshoppers, crickets) | Biological taxonomic term for an order of insects with straight wings. Technical term in entomology and biology. | [MARGINAL] |
| ορθοδοντικός | orthodontikós | ορθ- + οδοντ- (tooth) + -ικος | orthodontic | Dental term for the specialty dealing with alignment of teeth. Standard dental and medical terminology. | [CORE] |
| ορθοδοντική | orthodontikí | ορθ- + οδοντ- + -ική | orthodontics | Dental specialty focused on correcting tooth alignment. Used in healthcare and dental contexts. | [CORE] |
| ορθοπροσωπία | orthoprosōpía | ορθ- + προσωπ- (face) + -ία | looking straight ahead, facing forward | Formal or technical term for forward-facing orientation. Used in anatomical and formal descriptive contexts. | [MARGINAL] |
| ορθοφρονώ | orthofronó | ορθ- + φρον- (mind/think) + -ω | to think correctly, to be of sound mind | Formal or philosophical term for correct thinking or sound judgment. Used in philosophical and moral discourse. | [MARGINAL] |
| ορθοφροσύνη | orthofrosýni | ορθ- + φρον- + -συνη (abstract noun) | soundness of mind, correct thinking | Philosophical and moral term for the quality of thinking correctly or having sound judgment. Used in ethical and philosophical discourse. | [MARGINAL] |
| ορθοποδώ | orthopodó | ορθ- + ποδ- (foot) + -ω | to walk straight, to proceed correctly | Biblical and formal term for walking uprightly or proceeding correctly in conduct. Used in religious and moral discourse. | [MARGINAL] |
| ορθοποδία | orthopodía | ορθ- + ποδ- + -ία | walking straight, upright conduct | Biblical and moral term for upright conduct or correct behavior. Used in religious and ethical discourse. | [MARGINAL] |
