# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Greek (el)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| λάθος | ανθρώπινο λάθος | anthrópino láthos | human error | Expression attributing error to human fallibility. Common in technical and excusatory contexts. | [CORE] |
| λάθος | λάθος υπολογισμός | láthos ypologismós | miscalculation, calculation error | Technical expression for computational error. Common in mathematical and planning contexts. | [CORE] |
| ορθός | ορθή γνώμη | orthí gnómi | correct opinion, right judgment | Formal expression for sound judgment. Common in philosophical and evaluative discourse. | [CORE] |
| ορθός | ορθός λόγος | orthós lógos | right reason, correct reasoning | Philosophical and formal expression for sound reasoning. Used in academic and intellectual discourse. | [CORE] |
| ορθός | ορθή χρήση | orthí chrísi | correct use, proper usage | Common expression for appropriate use. Used in instructional and normative contexts. | [CORE] |
| ορθός | ορθή στάση | orthí stási | upright posture, correct stance | Expression for physical posture or metaphorical position. Used in physical and moral contexts. | [CORE] |
| ορθός | ορθή γωνία | orthí gonía | right angle | Standard geometric term. Common in mathematical and technical contexts. | [CORE] |
| γνήσιος | γνήσιο προϊόν | gnísio proïón | genuine product, authentic item | Commercial expression distinguishing authentic from counterfeit goods. Common in retail and consumer contexts. | [CORE] |
| γνήσιος | γνήσια υπογραφή | gnísια ypografí | genuine signature | Legal and administrative expression for authentic signature. Common in document verification. | [CORE] |
| γνήσιος | γνήσιο ενδιαφέρον | gnísio endiaféron | genuine interest | Expression for authentic interest or concern. Common in interpersonal and evaluative contexts. | [CORE] |
| πλαστός | πλαστά χαρτονομίσματα | plastá chartonomísmata | counterfeit banknotes, fake money | Standard expression for forged currency. Common in legal and financial contexts. | [CORE] |
| πλαστός | πλαστή ταυτότητα | plastí taftótita | fake identity, forged ID | Legal expression for fraudulent identification. Common in criminal and security contexts. | [CORE] |
| πλαστός | πλαστά έγγραφα | plastá éngrafa | forged documents | Legal expression for fraudulent documents. Common in judicial and administrative contexts. | [CORE] |
| πλαστός | πλαστή υπογραφή | plastí ypografí | forged signature | Legal expression for fraudulent signature. Common in document fraud cases. | [CORE] |
| αυθεντικός | αυθεντικό έργο τέχνης | afthentikó érgo téchnis | authentic work of art | Art historical expression for genuine artwork. Common in museum and auction contexts. | [CORE] |
| αυθεντικός | αυθεντικό αντίγραφο | afthentikó antígrafo | certified copy, authenticated copy | Legal and administrative expression for officially verified copy. Common in document certification. | [CORE] |
| αυθεντικός | αυθεντική πηγή | afthentikí pigí | authentic source, authoritative source | Academic expression for reliable source. Common in scholarly and journalistic contexts. | [CORE] |
| ακριβής | ακριβής ώρα | akrivís óra | exact time | Common expression for precise time. Used in scheduling and temporal contexts. | [CORE] |
| ακριβής | ακριβής αριθμός | akrivís arithmós | exact number | Expression for precise numerical value. Common in quantitative and statistical contexts. | [CORE] |
| ακριβής | ακριβής περιγραφή | akrivís perigrafí | accurate description, precise description | Expression for detailed and accurate description. Common in technical and legal contexts. | [CORE] |
| εικονικός | εικονική πραγματικότητα | eikonikí pragmatikótita | virtual reality | Standard technical term for VR technology. Common in technology and gaming contexts. | [CORE] |
| εικονικός | εικονικός κόσμος | eikonikós kósmos | virtual world | Expression for digital or simulated environments. Common in technology and gaming discourse. | [CORE] |
| εικονικός | εικονική συνάντηση | eikonikí synántisi | virtual meeting | Contemporary expression for online meetings. Common in professional and educational contexts. | [CORE] |
| πραγματικός | πραγματικός κόσμος | pragmatikós kósmos | real world | Common expression contrasting reality with imagination or virtuality. Used across registers. | [CORE] |
| πραγματικός | πραγματική ζωή | pragmatikí zoí | real life | Common expression for actual lived experience versus fiction or theory. Used across registers. | [CORE] |
| πραγματικός | πραγματικό γεγονός | pragmatikó gegonós | real event, actual fact | Expression for verified occurrence. Common in journalistic and historical contexts. | [CORE] |
| πραγματικός | πραγματική αξία | pragmatikí axía | real value, actual worth | Economic expression for true value. Common in financial and evaluative contexts. | [CORE] |
| πραγματικός | στον πραγματικό κόσμο | ston pragmatikó kósmo | in the real world | Common prepositional phrase contrasting reality with theory or ideals. Used across registers. | [CORE] |
| δίκαιος | δίκαιη κρίση | díkαii krísi | fair judgment, just decision | Legal and moral expression for equitable judgment. Common in judicial and ethical discourse. | [CORE] |
| δίκαιος | δίκαιη τιμωρία | díkaii timoría | just punishment | Legal and moral expression for appropriate penalty. Common in judicial and ethical contexts. | [CORE] |
| δίκαιος | δίκαιη υπόθεση | díkaii ypóthesi | just cause | Expression for morally justified cause or case. Common in political and moral discourse. | [CORE] |
| δίκαιος | δίκαιος άνθρωπος | díkaios ánthrοpos | just person, righteous person | Moral characterization of person. Common in ethical and religious discourse. | [CORE] |
| άδικος | άδικη μεταχείριση | ádiki metachírisi | unfair treatment, unjust treatment | Common expression for inequitable treatment. Used in moral, legal, and interpersonal contexts. | [CORE] |
| άδικος | άδικη κατηγορία | ádiki katigoría | unjust accusation, unfair charge | Legal and moral expression for unwarranted accusation. Common in defensive and critical discourse. | [CORE] |
| άδικος | άδικος κόσμος | ádikos kósmos | unjust world | Expression lamenting unfairness of world. Common in moral and philosophical discourse. | [CORE] |
| ειλικρινής | ειλικρινής απάντηση | eilikrinís apántisi | honest answer, sincere response | Common expression for truthful response. Used across registers in interpersonal contexts. | [CORE] |
| ειλικρινής | ειλικρινής συγγνώμη | eilikrinís syngnómi | sincere apology | Expression for genuine apology. Common in interpersonal and public contexts. | [CORE] |
| ειλικρινής | ειλικρινής φίλος | eilikrinís fílos | sincere friend, honest friend | Expression for genuine friendship. Common in evaluative and emotional contexts. | [CORE] |
| ειλικρινής | να είμαι ειλικρινής | na íme eilikrinís | to be honest, frankly speaking | Common discourse marker introducing frank statement. Used across registers for emphasis. | [CORE] |
| υποκριτής | είναι υποκριτής | íne ipokritís | he/she is a hypocrite | Standard predicative construction for identifying hypocrisy. Common in moral criticism. | [CORE] |
| υποκριτής | μεγάλος υποκριτής | megálos ipokritís | big hypocrite, great hypocrite | Intensified expression for blatant hypocrisy. Common in critical and moral discourse. | [CORE] |
| έγκυρος | έγκυρο έγγραφο | énkyro éngrafo | valid document | Legal and administrative expression for legally valid document. Common in official contexts. | [CORE] |
| έγκυρος | έγκυρη πηγή | énkyri pigí | valid source, authoritative source | Academic expression for reliable source. Common in scholarly and journalistic contexts. | [CORE] |
| έγκυρος | έγκυρο επιχείρημα | énkyro epichírima | valid argument | Logical and rhetorical expression for sound argument. Common in academic and debate contexts. | [CORE] |
| άκυρος | άκυρο έγγραφο | ákyro éngrafo | invalid document | Legal and administrative expression for legally void document. Common in official contexts. | [CORE] |
| άκυρος | άκυρη ψήφος | ákyri psífos | invalid vote, spoiled ballot | Electoral expression for vote that doesn't count. Common in voting and political contexts. | [CORE] |
| άκυρος | άκυρο συμβόλαιο | ákyro symvóleo | void contract, null contract | Legal expression for invalidated contract. Common in contractual and legal contexts. | [CORE] |
| ψευδώνυμο | γράφω με ψευδώνυμο | gráfo me psevdónymo | to write under a pseudonym | Literary expression for using assumed name. Common in publishing and authorship contexts. | [CORE] |
| ψευδώνυμο | χρησιμοποιώ ψευδώνυμο | chrisimοpoió psevdónymo | to use a pseudonym | Expression for adopting assumed name. Common in literary and online contexts. | [CORE] |
| απατηλός | απατηλή διαφήμιση | apatilí diafímisi | deceptive advertising, misleading advertisement | Commercial and legal expression for fraudulent advertising. Common in consumer protection contexts. | [CORE] |
| απατηλός | απατηλή εμφάνιση | apatilí emfánisi | deceptive appearance | Expression for misleading appearance. Common in evaluative and critical discourse. | [CORE] |
| βέβαιος | είμαι βέβαιος | íme vévaios | I am certain, I am sure | Standard expression of certainty. Extremely common across all registers. | [CORE] |
| βέβαιος | βέβαιη πληροφορία | vévaii pliροforía | reliable information, confirmed information | Expression for verified information. Common in journalistic and informational contexts. | [CORE] |
| βέβαιος | βέβαιη πηγή | vévaii pigí | reliable source | Expression for trustworthy source. Common in journalistic and academic contexts. | [CORE] |
| αμφίβολος | αμφίβολη προέλευση | amfívoli proélefsi | dubious origin, questionable provenance | Expression for uncertain origin. Common in evaluative and investigative contexts. | [CORE] |
| αμφίβολος | αμφίβολη αξία | amfívoli axía | doubtful value, questionable worth | Evaluative expression for uncertain value. Common in critical and commercial contexts. | [CORE] |
| ουσιαστικός | ουσιαστική διαφορά | ousiastikí diaforá | substantial difference, essential difference | Expression for significant difference. Common in analytical and evaluative discourse. | [CORE] |
| ουσιαστικός | ουσιαστική αλλαγή | ousiastikí allagí | substantial change, real change | Expression for significant change. Common in political and social discourse. | [CORE] |
| ουσιαστικός | ουσιαστική βοήθεια | ousiastikí voíthia | substantial help, real assistance | Expression for meaningful assistance. Common in evaluative and interpersonal contexts. | [CORE] |
