# F4 Construction Table — Greek (el)

| Construction Type | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| **CAUSATIVE** | Ακυρώνω το έγγραφο | Akyróno to éngrafo | I invalidate the document | Administrative/legal register. Marks institutional authority to cancel validity. | [CORE] |
| **CAUSATIVE** | Βεβαιώνω την πληροφορία | Vevaióno tin pliροforía | I confirm the information | Formal/administrative. Used for official confirmation or certification. | [CORE] |
| **ABSTRACT NOMINALIZATION** | αληθινότητα | alithinótita | truthfulness, genuineness | Productive pattern. -ότητα suffix standard with -ός adjectives. Common in philosophical/abstract discourse. | [CORE] |
| **ABSTRACT NOMINALIZATION** | ειλικρίνεια | eilikríneia | sincerity | High-frequency in interpersonal contexts. -εια suffix with -ής adjectives. | [CORE] |
| **ABSTRACT NOMINALIZATION** | ακρίβεια | akríveia | accuracy, precision | Technical and everyday use. Emphasizes exactness rather than truth per se. | [CORE] |
| **ABSTRACT NOMINALIZATION** | βεβαιότητα | vevaiótita | certainty | Epistemic vocabulary. Common in philosophical and everyday contexts. | [CORE] |
| **ABSTRACT NOMINALIZATION** | δικαιοσύνη | dikaiosýni | justice | -οσύνη suffix for moral/character qualities. Fundamental moral concept. | [CORE] |
| **AGENTIVE NOMINALIZATION** | ψεύτης | pséftis | liar (m.) | Highly productive for negative behaviors. Strong pejorative force. Gender-marked forms obligatory. | [CORE] |
| **AGENTIVE NOMINALIZATION** | ψεύτρα | pséftra | liar (f.) | Feminine form. Equally pejorative. -τρια suffix less common than -τρα for this root. | [CORE] |
| **AGENTIVE NOMINALIZATION** | υποκριτής | ipokritís | hypocrite | Strong negative evaluation. Common in moral/political discourse. | [CORE] |
| **AGENTIVE NOMINALIZATION** | απατεώνας | apateónas | swindler, fraud | Legal and colloquial. Marks criminal deception. -ώνας suffix for professional/habitual agents. | [CORE] |
| **AGENTIVE NOMINALIZATION** | (no common expression for "truth-teller") | (*αληθευτής not standard) | truth-teller | No single-word equivalent exists. Circumlocution required: αυτός που λέει την αλήθεια "the one who tells the truth". Pattern productive for negative agents but blocked for positive agents. | [GAP] |
| **LIGHT VERB (TRUTH/LIE)** | λέω την αλήθεια | léo tin alítheia | tell the truth | Unmarked construction for truth-telling. Extremely high-frequency across all registers. | [CORE] |
| **LIGHT VERB (TRUTH/LIE)** | λέω ψέματα | léo psémata | tell lies | Note obligatory plural ψέματα in this construction. Singular possible but less common. | [CORE] |
| **LIGHT VERB (TRUTH/LIE)** | λέω το ψέμα | léo to pséma | tell the lie | Singular with definite article for specific lie. Less frequent than plural form. | [CORE] |
| **LIGHT VERB (ERROR)** | κάνω λάθος | káno láthos | make a mistake, be wrong | Extremely high-frequency. Unmarked expression for error-making. No article on λάθος. | [CORE] |
| **LIGHT VERB (ERROR)** | κάνω μεγάλο λάθος | káno megálo láthos | make a big mistake | Adjective modification common for emphasis. Article still absent. | [CORE] |
| **LIGHT VERB (ERROR)** | έκανα λάθος | ékana láthos | I made a mistake | Past tense extremely common in admissions/apologies. | [CORE] |
| **PREPOSITIONAL PHRASES** | στην αλήθεια | stin alítheia | in truth, actually | Grammaticalized as discourse marker. Very high-frequency in spoken Greek. | [CORE] |
| **PREPOSITIONAL PHRASES** | κατά την αλήθεια | katá tin alítheia | according to truth, truthfully | More formal than στην αλήθεια. Emphasizes veracity. | [CORE] |
| **PREPOSITIONAL PHRASES** | κατά λάθος | katá láthos | by mistake, accidentally | Extremely common manner adverbial. Fully grammaticalized. | [CORE] |
| **PREPOSITIONAL PHRASES** | εκ λάθους | ek láthous | by mistake | Archaic/formal register. Genitive case. Legal and administrative writing only. | [MARGINAL] |
| **REVELATION/DISCOVERY** | βγαίνει η αλήθεια στη φόρα | vgaíni i alítheia sti fóra | the truth comes out/to light | Highly idiomatic. στη φόρα (literally "to surface") obligatory in this construction. | [CORE] |
| **REVELATION/DISCOVERY** | φέρνω την αλήθεια στο φως | férno tin alítheia sto fos | bring the truth to light | Metaphorical construction. φως "light" common target domain for truth revelation. | [CORE] |
| **REVELATION/DISCOVERY** | αποκαλύπτω την αλήθεια | apokalýpto tin alítheia | reveal the truth | Standard verb for revelation. Common in investigative and narrative contexts. | [CORE] |
| **DETECTION/EXPOSURE** | πιάνω κάποιον στο ψέμα | piáno kápion sto pséma | catch someone in a lie | Highly idiomatic. στο ψέμα obligatory. Common in narrative and confrontational contexts. | [CORE] |
| **DETECTION/EXPOSURE** | ξεσκεπάζω το ψέμα | xeskepázo to pséma | expose/uncover the lie | Metaphorical "uncovering." Common in investigative journalism and political discourse. | [CORE] |
| **INTENSIFICATION** | η γυμνή αλήθεια | i gymní alítheia | the naked truth | Fixed collocation. γυμνή emphasizes bareness/directness. Common in emphatic statements. | [CORE] |
| **INTENSIFICATION** | η πικρή αλήθεια | i pikrí alítheia | the bitter truth | Fixed collocation. Emphasizes unpleasantness of truth. High-frequency. | [CORE] |
| **INTENSIFICATION** | η σκληρή αλήθεια | i sklirí alítheia | the harsh truth | Similar to πικρή but emphasizes harshness. Common collocation. | [CORE] |
| **INTENSIFICATION** | άσπρο ψέμα | áspro pséma | white lie | Calque from English/French. Marks harmless/socially acceptable lies. | [CORE] |
| **INTENSIFICATION** | κοτσάνα ψέματα | kotsána psémata | whopping lies | Colloquial intensifier. κοτσάνα literally "big/thick." Informal register only. | [CORE] |
| **PROVERBIAL/GNOMIC** | το ψέμα έχει κοντά ποδάρια | to pséma échi kontá podária | lies have short legs | Fixed proverb. Means lies are eventually discovered. High cultural salience. | [CORE] |
| **PROVERBIAL/GNOMIC** | η αλήθεια πονάει | i alítheia ponáei | the truth hurts | Common saying. Acknowledges painful nature of truth. Used in consolation/warning. | [CORE] |
| **PROVERBIAL/GNOMIC** | η αλήθεια θα σε ελευθερώσει | i alítheia tha se eleftherósi | the truth will set you free | Biblical origin (John 8:32). Used in moral/philosophical discourse. | [CORE] |
| **COMPOUND (ψευδ-)** | ψευδοεπιστήμη | psevdoepistími | pseudoscience | Highly productive pattern. ψευδ- marks false claim to category. Common in academic/critical discourse. | [CORE] |
| **COMPOUND (ψευδ-)** | ψευδοδημοκρατία | psevdodimokratía | pseudo-democracy | Political discourse. Marks illegitimate claim to democratic status. | [CORE] |
| **COMPOUND (ψευδ-)** | ψευδοδιανοούμενος | psevdodianoúmenos | pseudo-intellectual | Pejorative. Common in cultural/political criticism. | [CORE] |
| **COMPOUND (ψευδ-)** | ψευδοπληροφορία | psevdopliροforía | misinformation | Contemporary term. Increasingly common in media/digital contexts. | [CORE] |
| **COMPOUND (ορθ-)** | ορθογραφία | orthografía | orthography, correct spelling | Standard linguistic term. Everyday and technical use. | [CORE] |
| **COMPOUND (ορθ-)** | ορθοδοξία | orthodoxía | orthodoxy | Religious and general use. Marks correct belief/practice. | [CORE] |
| **COMPOUND (ορθ-)** | ορθολογισμός | orthologismós | rationalism | Philosophical term. ορθ- marks correct reasoning. | [CORE] |
| **COMPOUND (ορθ-)** | ορθοπεδική | orthopedikí | orthopedics | Medical term. ορθ- marks correction/straightening. | [CORE] |
| **DISCOURSE MARKERS** | αλήθεια; | alítheia? | really? is that so? | Fully grammaticalized question particle. Expresses surprise or requests confirmation. Very high-frequency in spoken Greek. | [CORE] |
| **DISCOURSE MARKERS** | πραγματικά | pragmatiká | really, actually | Epistemic marker. Confirms or emphasizes truth. Extremely common in all spoken registers. | [CORE] |
| **DISCOURSE MARKERS** | ουσιαστικά | ousiastiká | basically, essentially | Reformulation marker. Introduces essential point. High-frequency in explanatory discourse. | [CORE] |
| **DISCOURSE MARKERS** | ακριβώς | akrivós | exactly | Agreement/confirmation marker. Extremely common in conversation. | [CORE] |
| **CORRECTION** | διορθώνω το λάθος | diorthóno to láthos | I correct the mistake | Standard correction verb. Common in educational and editorial contexts. | [CORE] |
| **CORRECTION** | σωστεύω την απάντηση | sostévo tin apántisi | I correct the answer | Educational contexts. Less formal than διορθώνω. | [CORE] |
| **CORRECTION** | διόρθωση λαθών | diórthosi lathón | correction of errors | Nominal form. Common in editorial notes and educational materials. Genitive plural λαθών standard. | [CORE] |
| **VALIDATION/INVALIDATION** | βεβαιώνω την πληροφορία | vevaióno tin pliροforía | I confirm the information | Administrative/formal register. Marks official confirmation. | [CORE] |
| **VALIDATION/INVALIDATION** | ακυρώνω το έγγραφο | akyróno to éngrafo | I invalidate/cancel the document | Legal/administrative. Marks institutional authority to cancel. | [CORE] |
| **VALIDATION/INVALIDATION** | βεβαίωση γνησιότητας | vevaíosi gnisiótitas | certificate of authenticity | Official documents. Genitive γνησιότητας standard in this collocation. | [CORE] |
| **ADMISSION/ACKNOWLEDGMENT** | παραδέχομαι το λάθος μου | paradéchome to láthos mou | I admit my mistake | Common in apologies and conflict resolution. Possessive μου typical. | [CORE] |
| **ADMISSION/ACKNOWLEDGMENT** | ομολογώ την αλήθεια | omologó tin alítheia | I confess the truth | More formal/solemn than παραδέχομαι. Religious and legal connotations. | [CORE] |
| **ADMISSION/ACKNOWLEDGMENT** | παραδέχομαι ότι είχα άδικο | paradéchome óti ícha ádiko | I admit that I was wrong | Complement clause with ότι common. είχα άδικο "I was wrong" (literally "had injustice"). | [CORE] |
