| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| kebenaran formal | kebenaran materiil | N/A | formal truth / procedural correctness — material truth / substantive truth | *Kebenaran formal* refers to truth established through proper legal procedure, while *kebenaran materiil* refers to the actual facts of a case as they occurred. The CONTEXT documents this as a distinction in Indonesian criminal procedure, where the two terms are explicitly contrasted: *kebenaran formal* may be established without *kebenaran materiil* and vice versa. | constructional | [CORE] |
| bukti langsung | bukti tidak langsung | N/A | direct evidence — indirect / circumstantial evidence | *Bukti langsung* is described as "evidence that directly establishes a fact without requiring inference" and *bukti tidak langsung* as "evidence that supports an inference rather than directly establishing a fact." Both are listed as [CORE] legal terms within legal terminology. | constructional | [CORE] |
| bukti nyata | bukti anekdotal | N/A | concrete / tangible evidence — anecdotal evidence | *Bukti nyata* ("concrete/tangible evidence") emphasizes that evidence is "material and observable rather than circumstantial or inferential," while *bukti anekdotal* ("anecdotal evidence") is described as "evidence based on individual cases or personal testimony rather than systematic data" and is noted as "often used critically." Both are listed as [CORE]. | constructional | [CORE] |
| bohong | dusta | N/A | lie (everyday) — lie / falsehood (formal/literary) | *Bohong* and *dusta* are near-synonyms both denoting deliberate untruth, but they are distinguished by register: *bohong* is the everyday term used across spoken and informal written contexts, while *dusta* is more formal, literary, and common in religious (especially Islamic) discourse. The CONTEXT notes that most constructions involving lying in everyday discourse use *bohong* while *dusta* appears in formal, religious, and literary contexts. The multi-word constructions available to *dusta* are a subset of those available to *bohong*, and constructions common with *bohong* (e.g., *ketahuan bohong*, *jangan bohong*) do not have equally common *dusta* equivalents. *Dusta*, *berdusta*, and *pendusta* have "characteristic collocations in Islamic religious discourse" that distinguish their distribution from *bohong* and its derivatives. | lexical | [CORE] |
| pembohong | pendusta | N/A | liar (everyday) — liar (formal/literary/religious) | *Pembohong* is described as "the everyday term" and *pendusta* as "more elevated in register than *pembohong*; common in Islamic moral discourse." The CONTEXT explicitly states they are "not interchangeable" in everyday speech. | lexical | [CORE] |
| sah | absah | N/A | valid / legitimate (everyday-formal) — valid / legitimate (formal-legal) | *Sah* and *absah* are near-synonyms both derived from Arabic *ṣaḥḥ*, both denoting legal or formal validity, but *absah* is documented as slightly more formal in register and restricted to "formal written registers." The CONTEXT notes that the verbal and process nominal derivations (*mengesahkan*, *pengesahan*) are generated from *sah* rather than from *absah*, and that most constructions involving legal validity use *sah* rather than *absah*. The CONTEXT also notes that the primary *ke-...-an* nominalization for the concept of validity (*keabsahan*) is built on *absah* rather than directly on *sah*, creating a morphological asymmetry between the two near-synonyms. The asymmetry is explicitly preserved in the CONTEXT. | lexical | [UNCERTAIN] |
| sah | sahih | N/A | valid / legitimate (legal-administrative) — sound / authentic (Islamic scholarly) | Both terms derive from Arabic roots related to validity and soundness, but the CONTEXT documents them as occupying distinct register and domain positions: *sah* is the general-purpose term across legal, administrative, and religious contexts, while *sahih* is restricted to Islamic religious scholarship and academic research methodology. The CONTEXT explicitly states "the overlap is etymological rather than functional" and that they are "not interchangeable." | lexical | [CORE] |
| sahih | valid | N/A | sound / valid (Islamic/academic) — valid (academic/scientific, loanword) | Both terms are used in academic and research methodology contexts to evaluate validity, but the CONTEXT documents them as register- and domain-differentiated: *sahih* is used in Islamic scholarship and Indonesian academic methodology with a longer history of integration, while *valid* is a more recent loanword restricted to academic and scientific registers. The CONTEXT notes that in most everyday contexts both are replaced by *sah*. | lexical | [MARGINAL] |
| keliru | salah | N/A | mistaken / erroneous (without implying deception) — wrong / incorrect (neutral to deception) | Both terms indicate incorrectness, but the CONTEXT explicitly distinguishes them: *keliru* "evaluates a belief, statement, or action as based on error or misunderstanding, often without implying deliberate deception," while *salah* is the more general and less register-marked term that can imply moral fault or blame in addition to factual incorrectness. The CONTEXT notes *keliru* is "slightly more formal than *salah* in some registers" and appears in hedging constructions (*kalau tidak keliru*, "if I'm not mistaken") that are not attested with *salah*. | lexical | [CORE] |
| keliru | bohong / dusta | N/A | mistaken / erroneous (without implied intent) — lying / falsehood (with implied intent) | *Keliru* indicates that a person's belief, judgment, or action is based on error or misunderstanding, often without implying deliberate deception; *bohong* and *dusta* characterize statements as deliberately untrue. The CONTEXT documents this distinction where *keliru* is explicitly described as "often without implying deliberate deception," and the distinction between innocent error and deliberate falsehood is the organizing principle separating relevant groups in the CONTEXT. | lexical | [CORE] |
| asli | otentik | N/A | genuine / original (everyday) — authentic (formal/legal/academic) | Both terms describe genuineness or authenticity, but the CONTEXT explicitly documents *otentik* as more restricted in register than *asli*, used primarily in formal, legal, and academic contexts. The CONTEXT notes that *keaslian* (from *asli*) is "the more common nominal form" for the concept of authenticity associated with *otentik*, and that *otentik* does not generate the productive collocation network that *asli* does. The abstract noun for *otentik* in common usage is *keaslian* (from *asli*) rather than *keotentikan*, indicating that *asli* dominates the derivational family even where *otentik* is used attributively. | lexical | [CORE] |
| terpercaya | kredibel | N/A | trusted / reliable (native form) — credible / trustworthy (loanword) | *Terpercaya* and *kredibel* are near-synonyms both used to evaluate whether a person, source, or institution can be relied upon, but *terpercaya* is the native Indonesian form while *kredibel* is a loanword from English/Dutch. The CONTEXT documents that *kredibel* is slightly more restricted to formal and institutional registers, while *terpercaya* is the native form used more broadly. | lexical | [CORE] |
| tulus | ikhlas | N/A | sincere (inner motivation) — selflessly sincere (without expectation of reward) | Both terms evaluate sincerity, and the CONTEXT documents them as frequently paired (*tulus ikhlas*), but also distinguishes them: *ikhlas* carries a stronger connotation of selfless acceptance and performing acts without expectation of reward, particularly in religious contexts, while *tulus* evaluates inner motivation as free from hidden agenda without the specifically religious or selfless-acceptance dimension. The CONTEXT states *ikhlas* carries "a stronger connotation of selfless acceptance than *tulus*." | lexical | [CORE] |
| hakikat / pada hakikatnya | esensi / pada esensinya | N/A | essential nature / in essence (philosophically charged) — essence / in essence (more neutral) | *Hakikat* and *esensi* are near-synonyms both denoting the fundamental or essential nature of something, but the CONTEXT documents a register distinction: *hakikat* carries stronger philosophical and Islamic connotations and is more common in religious and Sufi literary discourse, while *esensi* is more neutral and academic. The CONTEXT notes that *pada hakikatnya* is more common in formal and written registers while *pada esensinya* appears to be less frequent and more restricted to formal written registers. *Pada hakikatnya* is assigned [CORE] status while *pada esensinya* is assigned [MARGINAL] status. | lexical | [CORE] |
| salah informasi | manipulasi | N/A | misinformation (not necessarily intentional) — manipulation (deliberate distortion) | *Salah informasi* describes the circulation of inaccurate information without necessarily implying intent to deceive; *manipulasi* describes the deliberate distortion of facts, data, or situations to produce a false impression. The CONTEXT explicitly contrasts the two, noting that *salah informasi* does not necessarily imply intent while *manipulasi* more strongly implies deliberate action. | lexical | [CORE] |
| salah kaprah | benar | N/A | commonly accepted error — correct | *Salah kaprah* describes an error or misconception that has become so widespread that it is accepted as correct by most people, creating a situation where the socially normalized form is factually wrong. The CONTEXT documents this as distinctive within the error-characterization group: unlike other *salah* compounds, *salah kaprah* describes error that has achieved the social status of correctness, placing it in tension with *benar* in a way that is not merely individual but systemic. | lexical | [CORE] |
| tepat sasaran | salah sasaran | N/A | on target — off target | *Tepat sasaran* indicates that an action, policy, or criticism is directed at the correct target; *salah sasaran* indicates it is misdirected. The CONTEXT documents both as fixed constructions using the same noun *sasaran* ("target") with contrasting modifiers, attested in policy, military, and journalistic discourse. | constructional | [CORE] |
| menyesatkan (unintentional) | sengaja menyesatkan (intentional) | N/A | misleading (without implied intent) — deliberately misleading | *Menyesatkan* describes statements or representations that lead others to incorrect conclusions whether intentionally or not; the addition of *sengaja* (deliberately, intentionally) to form *sengaja menyesatkan* marks the deception as intentional, which the CONTEXT notes is relevant in legal contexts where intent to mislead affects culpability. | constructional | [CORE] |
| kebenaran mutlak | kebenaran sejati | N/A | absolute truth — genuine / authentic truth | Both are documented as collocations that qualify *kebenaran* against an implied less-complete or less-fundamental form of truth. *Kebenaran sejati* is documented where *sejati* modifies *kebenaran* to indicate "truth in its deepest or most authentic form, as opposed to partial or apparent truth." The CONTEXT also documents *kebenaran hakiki* as a parallel construction. *Kebenaran mutlak* and *kebenaran relatif* are documented as a paired contrast, while *kebenaran sejati* and *kebenaran hakiki* are documented as parallel constructions that similarly qualify *kebenaran*. | constructional | [CORE] |
| kebenaran sejati | kebenaran (unmodified) | N/A | genuine / authentic truth — truth (unqualified) | *Sejati* modifies *kebenaran* to indicate "truth in its deepest or most authentic form, as opposed to partial or apparent truth," implying that unmodified *kebenaran* may refer to a less complete or less fundamental form of truth. The CONTEXT documents this as a contrast between qualified and unqualified uses of *kebenaran* in philosophical and literary discourse. | constructional | [CORE] |
