| Form | Transliteration | Literal Meaning | Common Translations | Usage Description | Epistemic Status |
| akurat | N/A | accurate (from Dutch *accuraat*) | accurate, precise | Used in technical, journalistic, and scientific contexts to evaluate data, reports, or measurements as free from error and closely corresponding to fact. More domain-specific than *tepat* and less common in everyday speech. Related: *keakuratan* (accuracy). | [CORE] |
| jujur | N/A | honest, straightforward | honest, truthful, sincere, candid, frank | Evaluates a person's conduct or statements as free from deception or concealment. A central term in moral evaluation, used in moral, interpersonal, and institutional contexts. Productive: *kejujuran* (honesty), *ketidakjujuran* (dishonesty), *berjujur* (to be honest, to confess). | [CORE] |
| bohong | N/A | lie, untruth | lie, false, untrue, untruthful | Used to evaluate a statement or person as deliberately untruthful. Functions as both noun (a lie) and predicate adjective (it is false/a lie). Contrasts with *jujur*. Related: *berbohong* (to lie), *pembohong* (liar), *membohongi* (to deceive, to lie to someone), *kebohongan* (lie, falsehood). | [CORE] |
| dusta | N/A | lie, falsehood | lie, falsehood, untruth | A near-synonym of *bohong*, somewhat more formal or literary in register. Used in moral and religious discourse to evaluate statements or conduct as deliberately deceptive. Related: *berdusta* (to lie), *mendustakan* (to deny, to call a liar), *pendusta* (liar). | [CORE] |
| tulus | N/A | sincere, pure | sincere, genuine, wholehearted | Used to evaluate the inner motivation or intention behind an action or statement as free from hidden agenda or pretense. Often applied to feelings, intentions, and expressions. Related form: *ketulusan* (sincerity). | [CORE] |
| ikhlas | N/A (from Arabic *ikhlāṣ*) | sincerity, purity of intention (Arabic: purification) | sincere, wholehearted, selfless, accepting | Used to describe actions or attitudes performed without expectation of reward or recognition, particularly in religious and moral contexts. Carries a stronger connotation of selfless acceptance than *tulus*. Related form: *keikhlasan* (sincerity, selflessness). | [CORE] |
| murni | N/A | pure, unadulterated | pure, genuine, unadulterated, sheer | Applied to substances, motives, and abstract qualities to indicate freedom from contamination, mixture, or corruption. Used in both physical and figurative senses. Related form: *kemurnian* (purity). | [CORE] |
| tiruan | N/A | imitation, copy (from *tiru* — to imitate + *-an* nominalizer) | imitation, copy, replica, fake | Evaluates an object as a reproduction or copy rather than an original. Used in commercial, artistic, and legal contexts. Does not necessarily imply deceptive intent, unlike *palsu*; *tiruan* may be acknowledged openly. Contrasts with *asli*. Base: *meniru* (to imitate, to copy), *peniru* (imitator), *peniruan* (imitation, copying). | [CORE] |
| otentik | N/A | authentic (from Dutch *authentiek*) | authentic, genuine | Used in formal, academic, legal, and journalistic registers to evaluate documents, artworks, or statements as genuine and not fabricated or falsified. Less common in everyday speech than *asli*. *Keaslian* is the more common nominal form in informal contexts; *otentisitas* is used in academic registers. | [MARGINAL] |
| valid | N/A | valid (from English/Dutch *valid*) | valid | Used in academic, scientific, and administrative contexts to evaluate instruments, arguments, or procedures as meeting required standards of soundness or correctness. More restricted in distribution than *sah*; primarily found in technical and formal writing. Related: *validitas* (validity), *memvalidasi* (to validate). | [MARGINAL] |
| sahih | N/A | sound, authentic, correct (from Arabic *ṣaḥīḥ*) | sound, authentic, correct, valid | Used primarily in Islamic religious and scholarly discourse to evaluate hadith (prophetic traditions) or religious texts as meeting criteria of authenticity and reliability through established chains of transmission. Also appears in broader formal contexts meaning "correct" or "sound." Related: *kesahihan* (soundness, authenticity), *mengesahkan* (to validate, to ratify). | [MARGINAL] |
| keliru | N/A | mistaken, in error | mistaken, erroneous, wrong | Evaluates a belief, statement, or action as based on error or misunderstanding, often without implying deliberate deception. Contrasts with *salah* in that it more strongly foregrounds inadvertent error. Slightly more formal than *salah* in some registers. Related: *kekeliruan* (error, mistake), *mengelirukan* (to mislead, to confuse). | [CORE] |
| sesuai | N/A | in accordance with, fitting (from *sui* — to suit, to match) | in accordance with, appropriate, conforming, matching | Evaluates whether something corresponds to, matches, or conforms to a standard, rule, or expectation. Used in legal, administrative, and everyday contexts. Productive: *kesesuaian* (conformity, correspondence), *menyesuaikan* (to adjust, to conform). | [CORE] |
| wajar | N/A | natural, reasonable, proper | reasonable, natural, proper, fair | Evaluates conduct, outcomes, or claims as falling within normal, expected, or acceptable bounds. Used in moral, social, and evaluative contexts. Related: *kewajaran* (reasonableness, normality), *tidak wajar* (unreasonable, improper). | [CORE] |
| pantas | N/A | fitting, deserved, appropriate | fitting, appropriate, deserved, proper | Evaluates whether something is suitable, becoming, or merited in a given context — applied to conduct, appearance, or outcomes. Overlaps with *wajar* but carries a stronger sense of social propriety or desert. Related: *kepantasan* (propriety, fittingness). | [CORE] |
| adil | N/A | just, fair (from Arabic *ʿādil*) | just, fair, equitable | Evaluates treatment, decisions, or distributions as conforming to principles of fairness or justice. Central in legal, moral, and political discourse. Productive: *keadilan* (justice, fairness), *mengadili* (to judge, to try in court), *ketidakadilan* (injustice). | [CORE] |
| terbukti | N/A | proven, demonstrated (passive of *membuktikan* — to prove; root *bukti* — evidence) | proven, demonstrated, established | Evaluates a claim or fact as having been established through evidence. Widely used in legal, journalistic, and scientific contexts. Base noun *bukti* (evidence, proof) is independently productive. | [CORE] |
| terpercaya | N/A | trusted, reliable (passive of *mempercayai* — to trust; root *percaya* — to believe, to trust) | trustworthy, reliable, credible, trusted, dependable | Evaluates a person, source, or institution as worthy of trust or reliance. Commonly used in media and institutional contexts: *sumber terpercaya* (reliable source). Used in journalistic, institutional, and interpersonal contexts. Related: *kepercayaan* (trust, belief), *mempercayai* (to trust, to believe), *tidak terpercaya* (untrustworthy). | [CORE] |
| kredibel | N/A | credible (from Dutch/English *credibel*) | credible, trustworthy, reliable | Used in formal, journalistic, political, and academic registers to evaluate persons, institutions, or sources as worthy of belief or trust. More restricted to formal registers than *terpercaya*. Related: *kredibilitas* (credibility). | [MARGINAL] |
| mirip | N/A | resembling, similar | resembling, similar to, like | Evaluates the degree of resemblance between two entities — used in contexts of identification, comparison, and assessment of likeness. Relevant in legal (identification of persons) and aesthetic contexts, as well as in assessing whether a copy, portrait, or description accurately reflects its subject. Related: *kemiripan* (resemblance, similarity). | [CORE] |
| serupa | N/A | of the same form/kind (from *se-* — same + *rupa* — form, appearance) | similar, alike, resembling | Near-synonym of *mirip*, evaluating resemblance or likeness between entities. Slightly more formal in register and more explicitly grounded in the notion of shared form or appearance. *Rupa* (form, appearance) is independently productive in compounds and derivations. Related: *keserupaan* (similarity, resemblance). | [CORE] |
| hakikat | N/A | essence, fundamental nature (from Arabic *ḥaqīqa*) | essence, true nature, fundamental reality, truth | Used in philosophical, religious, and formal discourse to refer to what something fundamentally is, as opposed to its surface appearance. Appears in evaluative contexts where the question is whether something's true nature has been correctly identified. Often appears in the phrase *pada hakikatnya* (in essence, fundamentally). Related: *hakiki*. | [MARGINAL] |
| esensi | N/A | essence (from Dutch *essentie*) | essence, essential nature | Near-synonym of *hakikat* in philosophical and formal registers, used to refer to the fundamental nature of something. More common in academic and secular discourse; *hakikat* is more common in religious and traditional contexts. More neutral in register and less tied to philosophical or religious tradition than *hakikat*. Related: *esensial* (essential). | [MARGINAL] |
| hakiki | N/A (from Arabic *ḥaqīqī*) | real, essential (Arabic: relating to truth/reality) | true, real, essential, fundamental | Used in philosophical, religious, and formal literary contexts to indicate the essential or fundamental nature of something, as opposed to its surface appearance. Related to *hakikat* (essence, true nature). More restricted to formal registers. | [MARGINAL] |
| kebenaran | N/A | *ke-benar-an* (nominalization of *benar*) | truth, correctness, rightness, validity | The nominalized form of *benar*, used to refer to truth as an abstract quality or to the correctness of a specific claim or state of affairs. Widely used in moral, legal, philosophical, and everyday contexts. A highly productive and central form. | [CORE] |
| sebenarnya | N/A | *se-benar-nya* (in its truth/correctness) | actually, in truth, in fact, really | A fixed adverbial form derived from *benar*, used to introduce a correction, clarification, or disclosure of what is actually the case. Extremely common in spoken and written Indonesian. Functions as a discourse marker signaling contrast with prior assumption. | [CORE] |
| cermat | N/A | careful, meticulous | careful, meticulous, precise, accurate | Used to evaluate conduct, work, or observation as attentive to detail and free from careless error. Applied to persons, procedures, and descriptions. Related form: *kecermatan* (carefulness, precision, meticulousness). | [CORE] |
| manipulasi | N/A | manipulation (from Dutch *manipulatie*) | manipulation, falsification, distortion | Used in formal, journalistic, legal, and political contexts to describe deliberate distortion or misrepresentation of data, images, or facts. Carries a strong connotation of intentional deception. Related: *memanipulasi* (to manipulate, to falsify), *manipulatif* (manipulative). | [CORE] |
| menyimpang | N/A | to deviate, to diverge (*me-* + *simpang*, fork/divergence) | to deviate, to diverge, to be aberrant, to distort | Used to describe conduct, statements, or interpretations that depart from a correct, standard, or expected norm. Applied in moral, legal, doctrinal, and factual contexts. Related forms: *penyimpangan* (deviation, distortion, aberration). | [CORE] |
| distorsi | N/A | distortion (from Dutch/English *distorsie/distortion*) | distortion, misrepresentation | Used in formal, journalistic, political, and academic registers to describe the inaccurate or misleading representation of facts, events, images, or information. Overlaps with *manipulasi* but focuses more specifically on the warping of an original form or content. Related: *mendistorsi* (to distort). | [MARGINAL] |
| menyesatkan | N/A | causing to go astray (from *sesat*, astray + *me-...-kan*) | misleading, deceptive, erroneous | Used to describe statements, representations, or actions that lead others to incorrect beliefs or conclusions, whether intentionally or not. The base *sesat* also carries moral connotations of being led astray from correct conduct or belief. | [CORE] |
| palsu belaka | N/A | entirely false/fake (*palsu* + *belaka*, entirely, nothing but) | entirely fake, nothing but a lie, pure fabrication | A fixed evaluative expression used to dismiss a claim, object, or representation as wholly without genuine basis. *Belaka* functions as an intensifier meaning "nothing but" or "entirely." Used in both spoken and written registers for emphatic rejection. | [CORE] |
| tidak berdasar | N/A | without basis (*tidak*, not + *berdasar*, having a basis) | unfounded, baseless, unsubstantiated, groundless | Used to evaluate claims, accusations, or allegations as lacking evidentiary or logical support. Common in legal, journalistic, and formal argumentative contexts. The base *dasar* (foundation, basis) participates in extensive derivation. | [CORE] |
| benar (root entry) | N/A | true, correct, right | true, correct, right | Base adjective/predicate used to affirm factual accuracy or moral correctness in everyday and formal speech. The unmarked positive evaluator of truth in Indonesian. Appears across all registers from casual conversation to formal writing. | [CORE] |
| kebenaran (root entry) | N/A | *ke-* (nominalizer circumfix) + *benar* + *-an* | truth, correctness, rightness | Abstract noun used in philosophical, religious, legal, and everyday discourse to refer to the property of being true or correct, or to a specific true fact. *Mencari kebenaran* (to seek the truth) is a common collocation. Already listed in P1 (item 24); included here as the central nominal of the family. | [CORE] |
| membenarkan | N/A | *mem-* (active verb prefix) + *benar* + *-kan* (causative/applicative suffix) | to confirm, to justify, to validate, to correct (something/someone) | Used in institutional, journalistic, and interpersonal contexts to mean either "to confirm that something is true" or "to justify/excuse an action." *Pihak berwenang membenarkan laporan itu* (The authorities confirmed the report). Also used in moral contexts: *tidak ada yang bisa membenarkan tindakan itu* (nothing can justify that action). The dual sense (epistemic confirmation vs. moral justification) is well established. | [CORE] |
| dibenarkan | N/A | *di-* (passive prefix) + *benar* + *-kan* | to be confirmed; to be permitted, to be justified | Passive form of *membenarkan*. Widely used in legal and administrative contexts: *tidak dibenarkan* (not permitted, not justified) is a standard formula in regulations and official documents. *Hal ini tidak dibenarkan oleh hukum* (This is not sanctioned by law). | [CORE] |
| sebenarnya (root entry) | N/A | *se-* (equative/intensifying prefix) + *benar* + *-nya* (nominalizing/specifying suffix) | actually, in truth, in fact, to tell the truth, really | Discourse marker used to introduce a correction, clarification, or revelation of what is actually the case, often contrasting with a prior assumption. Extremely common in spoken and written Indonesian. *Sebenarnya, saya tidak setuju* (Actually, I disagree). Already listed in P1 (item 25). | [CORE] |
| sebenar-benarnya | N/A | *se-* + *benar* + reduplication of *benar* + *-nya* | the absolute truth, truly and completely, in all honesty, in all truth | Emphatic form of *sebenarnya*, used in formal declarations, oaths, and solemn statements to assert that what follows is the complete and unqualified truth. Common in legal testimony and formal written declarations. | [CORE] |
| benar-benar | N/A | *benar* + full reduplication | truly, really, genuinely, absolutely | Intensifying adverb used to emphasize the degree or genuineness of a quality or action. *Dia benar-benar tidak tahu* (He truly did not know). Very common in everyday speech and writing across all registers. | [CORE] |
| pembenaran | N/A | *pem-* (agentive/process nominalizer) + *benar* + *-an* | justification, confirmation, validation, rationalization | Used in moral, psychological, legal, and philosophical discourse to refer to the act or process of justifying or confirming something. *Pembenaran diri* (self-justification) is a common collocation in psychological and moral contexts. | [CORE] |
| pembenaran diri | N/A | *pembenaran* (justification) + *diri* (self) | self-justification, rationalization | Used in psychological, moral, and journalistic discourse to describe the tendency to justify one's own actions or beliefs, often without adequate grounds. A stable collocation in psychological and moral commentary. | [CORE] |
| kebenaran hakiki | N/A | *kebenaran* (truth) + *hakiki* (fundamental, essential — from Arabic *ḥaqīqī*) | fundamental truth, ultimate truth, essential truth | Used in philosophical, theological, and literary discourse to refer to truth at its deepest or most essential level, as opposed to surface or partial truth. Common in Sufi and Islamic philosophical writing. | [MARGINAL] |
| kebenaran mutlak | N/A | *kebenaran* (truth) + *mutlak* (absolute — from Arabic *muṭlaq*) | absolute truth | Used in philosophical, theological, and political discourse to refer to truth that is unconditional and not relative to perspective or context. Contrasts with *kebenaran relatif* (relative truth). Common in Islamic theological contexts and in philosophical debate. | [CORE] |
| kebenaran relatif | N/A | *kebenaran* (truth) + *relatif* (relative — from Dutch *relatief*) | relative truth | Used in philosophical and academic discourse to refer to truth that is conditioned by perspective, context, or framework. Appears in epistemology, social science, and popular intellectual writing. The counterpart to *kebenaran mutlak*. | [CORE] |
| membenarkan diri | N/A | *membenarkan* (to justify) + *diri* (self) | to justify oneself, to vindicate oneself | Used in moral and interpersonal contexts to describe the act of defending or excusing one's own conduct. Carries a slightly negative connotation of self-serving rationalization. | [CORE] |
| tidak benar | N/A | *tidak* (negation) + *benar* (correct) | not true, incorrect, untrue, false | Standard negation used in everyday and formal speech to deny the truth of a claim. *Hal itu tidak benar* (That is not true). *Informasi itu tidak benar* (That information is not true). Common in official denials and corrections across all registers. | [CORE] |
| ada benarnya | N/A | *ada* (there is/exists) + *benar* + *-nya* (specifying suffix) | there is some truth to it, it has a point | Colloquial expression used to partially concede the validity of a claim or argument without fully endorsing it. Very common in everyday spoken Indonesian and editorial discourse. *Ada benarnya juga pendapat itu* (There is some truth to that view as well). | [CORE] |
| benar adanya | N/A | *benar* (true) + *adanya* (*ada* + *-nya* — as it exists/is) | true as it is, genuinely true, factually the case, really so | Used to assert that something is true in its actual state, without embellishment or distortion. Appears in formal declarations, journalism, and literary prose. *Hal itu memang benar adanya* (That is indeed genuinely the case). | [CORE] |
| yang benar | N/A | *yang* (relativizer) + *benar* (correct, true) | the correct one, the true one, what is right | Noun phrase used to refer to the correct option, the true version, or the right course of action. *Pilihlah yang benar* (Choose what is right/correct). Common in educational, moral, and instructional contexts. | [CORE] |
| jalan yang benar | N/A | *jalan* (path, way) + *yang* (relativizer) + *benar* (right, correct) | the right path, the correct way | Used in moral, religious (especially Islamic), and figurative contexts to refer to the correct course of action or the righteous path. A stable collocation in religious discourse and general moral instruction. | [CORE] |
| lurus dan benar | N/A | *lurus* (straight) + *dan* (and) + *benar* (right, correct) | straight and true, upright and correct | Fixed collocation used in moral and character evaluation to describe someone of upright and honest character. Appears in formal speeches, eulogies, and moral discourse. | [CORE] |
| benar atau salah | N/A | *benar* (true/right) + *atau* (or) + *salah* (false/wrong) | right or wrong, true or false | Standard binary framing used in logical, moral, legal, and educational contexts to pose questions of correctness or moral evaluation. Appears in test formats (*soal benar atau salah*, true-or-false questions) and in ethical deliberation. *Benar atau salah, ia harus bertanggung jawab* (Right or wrong, he must be held accountable). | [CORE] |
| kebenaran ilmiah | N/A | *kebenaran* (truth) + *ilmiah* (scientific — from Arabic *ʿilm*, knowledge) | scientific truth | Used in academic and scientific discourse to refer to truth established through scientific method and empirical evidence. Appears in research methodology discussions, science education, and epistemology. | [CORE] |
| kebenaran universal | N/A | *kebenaran* (truth) + *universal* (universal — from Dutch/English) | universal truth | Used in philosophical, religious, literary, and moral discourse to refer to truths held to apply across all contexts, cultures, or times. Common in ethical and theological writing. | [CORE] |
| menegakkan kebenaran | N/A | *menegakkan* (to uphold, to enforce — from *tegak*, upright) + *kebenaran* (truth) | to uphold the truth, to stand up for what is right | Used in legal, moral, religious, and political discourse to describe the act of defending or enforcing truth and justice. Common in formal speeches, journalism, advocacy writing, and Islamic moral discourse. | [CORE] |
| mencari kebenaran | N/A | *mencari* (to seek) + *kebenaran* (truth) | to seek the truth | Used in philosophical, journalistic, legal, and religious contexts to describe the pursuit of truth. A very common collocation in Indonesian intellectual and moral discourse. *Jurnalis mencari kebenaran* (Journalists seek the truth). | [CORE] |
| kebenaran sejati | N/A | *kebenaran* (truth) + *sejati* (true, genuine) | genuine truth, true truth, authentic truth | Used in philosophical, literary, and religious discourse to refer to truth in its deepest or most authentic form, as opposed to partial or apparent truth. Common in Sufi literature and philosophical essays. | [CORE] |
| benar-benar terjadi | N/A | *benar-benar* (truly, really) + *terjadi* (happened, occurred) | it really happened, it truly occurred | Common collocation in journalistic, testimonial, and narrative contexts to assert the factual occurrence of an event, often in response to doubt or disbelief. | [CORE] |
| diakui kebenarannya | N/A | *diakui* (acknowledged, recognized — passive) + *kebenaran* + *-nya* (its) | its truth is acknowledged, recognized as true, whose truth is acknowledged | Used in legal, academic, and formal contexts to state that the truth or validity of something has been officially or formally recognized. *Fakta yang telah diakui kebenarannya* (facts whose truth has been acknowledged). | [CORE] |
| kebenaran faktual | N/A | *kebenaran* (truth) + *faktual* (factual — from Dutch *feitelijk*/English *factual*) | factual truth, factual accuracy | Used in journalistic, legal, and academic contexts to distinguish truth based on verifiable facts from interpretive or normative claims. | [CORE] |
| memang benar | N/A | *memang* (indeed, as expected) + *benar* | it is indeed true, it is certainly correct, indeed true, as expected | A fixed collocation used to concede or affirm a point, often in argumentative or conversational contexts. Signals that the speaker accepts the truth of a claim, sometimes with a concessive nuance. *Memang benar bahwa harga naik* (It is indeed true that prices have risen). | [CORE] |
| kurang benar | N/A | *kurang* (less, insufficient) + *benar* | not quite right, somewhat incorrect, not entirely accurate | A softened negation used to politely indicate that something is not fully correct without a direct denial. Common in conversational and journalistic registers. | [CORE] |
| menyembunyikan kebenaran | N/A | *menyembunyikan* (to hide, to conceal) + *kebenaran* (truth) | to conceal the truth, to hide the truth | Used in legal, journalistic, and moral contexts to describe deliberate suppression of true information. A stable collocation in investigative journalism and legal discourse. | [CORE] |
| mengungkap kebenaran | N/A | *mengungkap* (to reveal, to uncover) + *kebenaran* (truth) | to reveal the truth, to uncover the truth | Used in journalistic, legal, and narrative contexts. A very common collocation in news reporting and legal proceedings. | [CORE] |
| yang benar saja | N/A | *yang* (relativizer) + *benar* + *saja* (only, just) | tell the truth, be honest now, come on, really? | A colloquial fixed expression used to challenge someone to be honest or to express mild disbelief. Common in informal spoken Indonesian. | [CORE] |
| niat yang benar | N/A | *niat* (intention, from Arabic *niyya*) + *yang* + *benar* | the right intention, a sincere intention | Used in religious and moral discourse to evaluate whether an action is motivated by correct or sincere intent. Common in Islamic ethical discourse. | [CORE] |
| informasi yang benar | N/A | *informasi* (information) + *yang* + *benar* | accurate information, correct information | Used in journalistic, governmental, and public health contexts to distinguish reliable information from misinformation. Highly frequent in contemporary media discourse. | [CORE] |
| berita yang benar | N/A | *berita* (news) + *yang* + *benar* | accurate news, true news, factual reporting | Used in media literacy and journalistic discourse to distinguish factual reporting from misinformation or *hoaks* (hoaxes). Appears frequently in public communication campaigns. | [CORE] |
| kebenaran formal | N/A | *kebenaran* (truth/correctness) + *formal* (formal) | formal validity, formal correctness, procedural correctness | Used in legal and logical contexts to distinguish correctness of form or procedure from substantive truth. Appears in legal commentary and academic writing on logic. In Indonesian criminal procedure, *kebenaran formal* may be contrasted with *kebenaran materiil*. | [MARGINAL] |
| kebenaran materiil | N/A | *kebenaran* (truth) + *materiil* (material, substantive) | material truth, substantive truth | A legal term used in Indonesian criminal procedure to refer to the actual facts of a case, as opposed to truth established only by formal procedural standards. Contrasts with *kebenaran formal*. | [CORE] |
| berkata benar | N/A | *berkata* (to speak) + *benar* (true, correct) | to speak the truth, to tell the truth | Used in everyday and moral contexts to describe the act of making truthful statements. Slightly more formal than *jujur* in some registers. | [CORE] |
| pembuktian kebenaran | N/A | *pembuktian* (proof, verification) + *kebenaran* (truth) | verification of truth, proof of correctness | Used in legal and scientific contexts to refer to the process of establishing that something is true or correct through evidence or demonstration. | [CORE] |
| benar secara hukum | N/A | *benar* (correct) + *secara* (in the manner of) + *hukum* (law) | legally correct, lawfully proper | Used in legal discourse to evaluate whether an action or claim is correct according to legal standards, as distinct from moral or factual correctness. | [CORE] |
| memperbaiki kebenaran | N/A | *memperbaiki* (to improve/correct) + *kebenaran* (truth) | to correct the record, to rectify the truth | Used in journalistic and legal contexts to describe the act of correcting a false or inaccurate statement. Less fixed than some other collocations but attested. | [MARGINAL] |
| sah (root entry) | N/A | *sah* (root — valid, lawful; from Arabic *ṣaḥḥ*) | valid, legitimate, lawful, official | Base adjective/predicate used in legal, religious, and administrative contexts to evaluate whether an act or status meets required conditions. *Pernikahan itu sah* (The marriage is valid/legal). Already listed in P1 (item 10). | [CORE] |
| mengesahkan | N/A | *meng-* (active verb prefix) + *e* (linking vowel) + *sah* + *-kan* (causative suffix) | to validate, to ratify, to legalize, to authenticate, to endorse | Used in legal, administrative, and political contexts to describe the act of officially approving or ratifying a document, law, or decision. *DPR mengesahkan undang-undang baru* (The parliament ratified the new law). Standard term in legislative and notarial language. | [CORE] |
| disahkan | N/A | *di-* (passive prefix) + *sah* + *-kan* | to be ratified, to be validated, to be legalized | Passive form of *mengesahkan*, used in official announcements, legal documents, and news reporting. *Undang-undang itu telah disahkan* (The law has been ratified). Extremely common in legislative and administrative language. | [CORE] |
| pengesahan | N/A | *peng-* (process nominalizer) + *e* + *sah* + *-an* | ratification, validation, legalization, authentication | Noun referring to the act or process of official validation or ratification. Used in legal, administrative, and political contexts. *Pengesahan undang-undang* (ratification of a law) is a standard phrase. | [CORE] |
| keabsahan | N/A | *ke-* + *absah* (variant of *sah*) + *-an* | validity, legitimacy, lawfulness | Abstract noun used in legal, political, academic, and philosophical contexts to refer to the property of being valid or legitimate. *Keabsahan kontrak itu dipertanyakan* (The validity of the contract was questioned). *Keabsahan pemilu* (validity/legitimacy of an election) is a common collocation in political discourse. | [CORE] |
| tidak sah | N/A | *tidak* (negation) + *sah* (valid) | invalid, illegitimate, unlawful, void, null and void | Standard negation used in legal, administrative, and religious contexts to declare that an act, document, or status does not meet required conditions. *Pernikahan itu tidak sah* (That marriage is invalid). A standard legal and religious formula. | [CORE] |
| sah secara hukum | N/A | *sah* (valid) + *secara* (in the manner of, by way of) + *hukum* (law) | legally valid, lawful, legally recognized | Used in legal and administrative contexts to specify that validity is assessed according to formal legal standards, as opposed to merely morally or religiously valid. Common in contracts, official documents, and legal commentary. | [CORE] |
| sah menurut agama | N/A | *sah* (valid) + *menurut* (according to) + *agama* (religion) | valid according to religion, religiously legitimate | Used in Indonesian contexts where religious and civil law intersect, particularly regarding marriage, divorce, and inheritance. Common in Islamic family law discourse. | [CORE] |
| sah menurut undang-undang | N/A | *sah* (valid) + *menurut* (according to) + *undang-undang* (law, legislation) | valid under the law, legally valid | Legal formula used in contracts, official documents, and court decisions to specify statutory validity. | [CORE] |
| absah (root entry) | N/A | *absah* (variant of *sah*; from Arabic *ṣaḥḥ*) | valid, legitimate, lawful | More formal variant of *sah*, used in legal writing, academic discourse, and formal administrative language. *Tindakan itu tidak absah* (That action is not legitimate). Already listed in P1 (item 11). | [MARGINAL] |
| mengabsahkan | N/A | *meng-* + *absah* + *-kan* | to validate, to legitimize, to authorize | Formal verb used in legal and academic contexts. | [MARGINAL] |
