| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| benar | Sejauh yang saya tahu, hal itu benar adanya. | N/A | As far as I know, that is indeed the case. | *Sejauh yang saya tahu* (as far as I know) is an epistemic hedge that qualifies the speaker's commitment to the truth claim introduced by *benar adanya*. Common in spoken and written registers where the speaker signals limited but genuine confidence. | [CORE] |
| benar | Pada dasarnya benar, tetapi ada beberapa detail yang perlu dikoreksi. | N/A | Essentially correct, but there are some details that need to be corrected. | *Pada dasarnya benar* (essentially/fundamentally correct) is a partial concession construction used in academic, journalistic, and deliberative contexts to acknowledge the core truth of a claim while reserving the right to qualify it. | [CORE] |
| benar | Saya rasa ada benarnya juga pendapat itu. | N/A | I think there is something to that view as well. | *Ada benarnya* (there is some truth/correctness to it) is a partial concession expression used in conversational and deliberative contexts to acknowledge partial validity without full endorsement. The addition of *juga* (also) softens the concession further. | [CORE] |
| benar | Saya rasa ada benarnya pendapat itu. | N/A | I think there is some truth to that opinion. | A hedged partial-endorsement construction combining *saya rasa* (I think/feel) + *ada benarnya* (there is some truth to it) + the evaluated item. The hedge *saya rasa* marks the speaker's epistemic tentativeness. Common in conversational and opinion discourse. | [CORE] |
| benar | Itu benar, tapi tidak lengkap. | N/A | That is true, but incomplete. | *Benar, tapi* (true, but) is a standard concessive construction used to acknowledge a truth claim while introducing a qualification. Extremely common in argumentation, debate, and commentary across all registers. | [CORE] |
| benar | Demi kebenaran dan keadilan, ia bersedia bersaksi. | N/A | For the sake of truth and justice, he was willing to testify. | *Demi kebenaran dan keadilan* (for the sake of truth and justice) is a fixed collocation used in legal, moral, and political discourse to invoke truth and justice as paired values motivating an action. The pairing of *kebenaran* and *keadilan* is stable and frequent. Also appears as the shorter formula *Demi kebenaran dan keadilan* in formal speeches, court proceedings, and activist discourse. | [CORE] |
| benar | Kebenarannya belum dapat dipastikan. | N/A | Its truth has not yet been established / confirmed. | *Kebenaran* + *-nya* (its truth) + *belum dapat dipastikan* (cannot yet be confirmed) is a standard journalistic and legal formula for suspending judgment on an unverified claim. Common in news reporting and official statements. | [CORE] |
| benar | Itu benar adanya. | N/A | That is genuinely the case. / That is true as it stands. | A fixed predicate construction used to assert that something is factually and genuinely so, often in formal or emphatic contexts. The element *adanya* (*ada* + *-nya*) adds a sense of existential factuality; the construction as a whole is more emphatic than bare *itu benar*. Common in formal speech and writing. | [CORE] |
| benar | Ada benarnya juga. | N/A | There is something to that. / That has a point. / That's not entirely wrong. | A fixed concessive construction used to partially acknowledge the validity of a claim or argument without fully endorsing it. The particle *juga* ("also, too") softens the concession further. Extremely common in conversational and editorial discourse. | [CORE] |
| benar | Yang benar saja. | N/A | Come on, be serious. / Really? / Tell the truth now. | A colloquial fixed expression used to challenge someone to be honest or to express mild disbelief at a claim. The construction is pragmatically ambiguous between a challenge to honesty and an expression of incredulity. Restricted to informal spoken registers. | [CORE] |
| benar | Benar atau salah, itu pilihannya. | N/A | Right or wrong, that is his/her choice. | The binary formula *benar atau salah* (true or false / right or wrong) used in a concessive frame. The formula itself is fixed; its embedding in larger constructions is syntactically free. Common in moral and deliberative discourse. | [CORE] |
| benar | Kalau memang benar, buktikan. | N/A | If it is indeed true, prove it. | A conditional challenge construction common in journalistic, legal, and political discourse. The combination *kalau memang benar* is a semi-fixed frame used to demand evidence for a claim. | [CORE] |
| benar | Sebenarnya, saya tidak setuju. | N/A | Actually, I disagree. / In truth, I don't agree. | *Sebenarnya* functioning as a sentence-initial discourse marker introducing a correction or disclosure. This is the canonical use of the form; included here as a construction rather than a derivation because its function is pragmatic-discoursal rather than purely morphological. | [CORE] |
| benar | Atas nama kebenaran. | N/A | In the name of truth. | A prepositional formula used in moral, religious, and political rhetoric to invoke truth as a justifying principle for an action or stance. Appears in formal speeches, editorials, and religious discourse. | [CORE] |
| benar | Kebenaran akan terungkap pada akhirnya. | N/A | The truth will come out in the end. / Truth will eventually be revealed. | A semi-proverbial construction expressing the belief that truth cannot be permanently concealed. The verb *terungkap* (to be revealed, to come to light) is the standard collocate for *kebenaran* in this construction. Common in journalistic and moral discourse. | [CORE] |
| benar | Tidak dibenarkan untuk... | N/A | It is not permitted to... / One is not justified in... | A fixed regulatory formula using the passive *dibenarkan* in negated form to prohibit or disallow an action. Standard in official regulations, institutional rules, and legal documents. The deontic (permissive/prohibitive) use of *benar* is well established in this construction. | [CORE] |
| benar | Tidak dapat dibenarkan dengan alasan apa pun. | N/A | It cannot be justified by any reason whatsoever. | A modal negation construction used in legal, moral, and journalistic discourse to declare that an action or claim is wholly without justification. *Tidak dapat dibenarkan* (cannot be justified/confirmed) is a fixed evaluative unit; the addition of *dengan alasan apa pun* (by any reason whatsoever) intensifies the rejection. | [CORE] |
| benar | Sudah terbukti benar. | N/A | It has already been proven true. / It has been verified as correct. | A resultative construction combining *sudah* (already) + *terbukti* (proven, verified) + *benar* (true) to indicate that the truth of something has been established through evidence. Common in journalistic, legal, and scientific discourse. | [CORE] |
| salah | Kalau saya tidak salah, pertemuan itu dijadwalkan hari Kamis. | N/A | If I am not mistaken, the meeting is scheduled for Thursday. | *Kalau saya tidak salah* (if I am not mistaken) is a standard epistemic hedge used in spoken and written Indonesian to qualify a claim the speaker is not fully certain about. Extremely common across all registers. | [CORE] |
| salah | Ia mengakui bahwa ia salah. | N/A | He admitted that he was wrong. | *Mengakui bahwa ia salah* (to admit that one is wrong) is a standard construction for expressing acknowledgment of error or fault. *Mengakui kesalahan* (to admit one's mistake) is the nominalized variant. Both are common in interpersonal, legal, and moral discourse. | [CORE] |
| salah | Bukan salah saya kalau informasinya tidak akurat. | N/A | It is not my fault if the information is inaccurate. | *Bukan salah* + possessive (not [someone's] fault) is a standard construction for deflecting blame. Common in interpersonal and institutional discourse. | [CORE] |
| salah | Siapa yang salah dalam kasus ini masih diperdebatkan. | N/A | Who is at fault in this case is still being debated. | *Siapa yang salah* (who is wrong/at fault) is a standard interrogative frame used in legal, journalistic, and interpersonal contexts to open the question of culpability. *Yang salah* (the one who is wrong/at fault) is a productive relative-clause construction that can be nominalized: *yang salah harus bertanggung jawab* (the one who is wrong must take responsibility). Common in news reporting and legal commentary. | [CORE] |
| salah | Salah besar jika kita mengabaikan masalah ini. | N/A | It would be a serious mistake to ignore this problem. | *Salah besar* (a big/serious mistake) is a fixed intensified construction used in moral, political, and practical discourse to characterize an error as grave or consequential. Common in editorial and advisory writing. | [CORE] |
| salah | Tidak ada yang salah dengan pendekatan itu. | N/A | There is nothing wrong with that approach. | *Tidak ada yang salah dengan* (there is nothing wrong with) is a standard construction for defending a practice or position against implied criticism. Common in argumentative and advisory discourse. | [CORE] |
| salah | Ia salah mengerti maksud saya. | N/A | He misunderstood my meaning. | *Salah* + verb (to wrongly/mistakenly do something) is a productive construction where *salah* functions as a pre-verbal modifier meaning "wrongly" or "mistakenly." *Salah mengerti* (to misunderstand), *salah membaca* (to misread), *salah mengira* (to mistakenly think) are all attested. Common across registers. | [CORE] |
| salah | Salah langkah bisa berakibat fatal. | N/A | A wrong step could have fatal consequences. | *Salah langkah* (wrong step, misstep) is a fixed compound used in practical, political, and moral discourse to describe a consequential error in judgment or action. Common in advisory and journalistic writing. | [CORE] |
| salah | Itu bukan salah satu alasan yang saya maksud. | N/A | That is not one of the reasons I meant. | *Salah satu* (one of) in its grammaticalized partitive use, combined with negation. The negated form *bukan salah satu* (not one of) is equally common. The partitive meaning of *salah* in this construction is fully grammaticalized. The truth-evaluative meaning of *salah* is absent in this construction. | [CORE] |
| salah | Salah satu dari mereka. | N/A | One of them. | The construction *salah satu* (literally "one wrong" or "one of") is a fully grammaticalized quantifier meaning "one of (a set)." The truth-evaluative meaning of *salah* is absent in this construction. | [CORE] |
| salah | Salah paham. | N/A | Misunderstanding. / To misunderstand. | A fixed compound construction (*salah* + *paham*, "understanding") meaning "misunderstanding." Functions as both a noun and a verb (*terjadi salah paham*, "a misunderstanding occurred"; *saya salah paham*, "I misunderstood"). Extremely common across all registers. | [CORE] |
| salah | Salah kaprah. | N/A | A widespread misconception. / A commonly accepted error. | A fixed idiomatic construction meaning a mistaken belief or practice that has become so widespread it is accepted as correct. *Kaprah* means "common, widespread." Used in journalistic, educational, and analytical discourse to identify entrenched errors. | [CORE] |
| salah | Salah sasaran. | N/A | Off-target. / Misdirected. / Hitting the wrong target. | A fixed construction (*salah* + *sasaran*, "target") meaning that an action, policy, or criticism is directed at the wrong target or fails to address the right issue. Common in journalistic and policy discourse. | [CORE] |
| salah | Salah tafsir. | N/A | Misinterpretation. / To misinterpret. | A fixed construction (*salah* + *tafsir*, "interpretation") meaning misinterpretation. Used in legal, religious, and academic contexts to describe incorrect readings of texts, laws, or statements. | [CORE] |
| salah | Bukan salah saya. | N/A | It's not my fault. / I'm not to blame. | A fixed denial-of-responsibility construction. *Bukan salah* + possessive is a standard formula for disclaiming fault. Extremely common in everyday, legal, and journalistic registers. | [CORE] |
| salah | Mengakui kesalahan. | N/A | To admit one's mistake. / To acknowledge wrongdoing. | A stable verb-object construction (*mengakui* "to admit/acknowledge" + *kesalahan* "mistake/fault") used in moral, legal, and political discourse. *Mengakui kesalahan* is a standard formula in apologies, confessions, and accountability discourse. | [CORE] |
| salah | Salah dalam bertindak. | N/A | Wrong in one's actions. / Mistaken in acting. | A predicative construction using *salah* as a predicate adjective followed by a prepositional phrase specifying the domain of error. Syntactically productive; the pattern *salah dalam* + verbal noun is common in moral and legal evaluation. | [CORE] |
| salah | Salah alamat. | N/A | Wrong address. / Barking up the wrong tree. / You've got the wrong person/place. | A fixed construction (*salah* + *alamat*, "address") used both literally (wrong address) and figuratively (directing a complaint, accusation, or request to the wrong person or place). The figurative use is common in everyday and journalistic registers. | [CORE] |
| salah | Itu bukan salah saya. | N/A | That is not my fault. / That is not my mistake. | A denial-of-responsibility construction using *bukan salah* + possessive to reject attribution of fault. *Bukan salah saya* is a fixed unit in interpersonal and legal discourse. The construction *bukan salah X* (not X's fault) is fully productive with any possessive. | [CORE] |
| salah | Tidak ada salahnya mencoba. | N/A | There is no harm in trying. / It is not wrong to try. | A permission-granting construction using *tidak ada salahnya* + infinitive to suggest that a proposed action is unobjectionable. *Tidak ada salahnya* is a fixed unit; the following verb phrase is open. Common in motivational and advisory discourse. | [CORE] |
| salah | Jangan salahkan diri sendiri. | N/A | Don't blame yourself. | An imperative construction using *jangan* (don't) + *salahkan* (blame) + reflexive *diri sendiri* (oneself). A common expression in interpersonal and psychological discourse. The construction *jangan salahkan* + object is fully productive. | [CORE] |
| salah | Kalau salah, harus diakui. | N/A | If wrong, it must be acknowledged. / If mistaken, one must admit it. | A conditional moral construction used in ethical and interpersonal discourse to assert the obligation to acknowledge error. *Kalau salah* (if wrong) is a fixed conditional opener in moral argumentation. | [CORE] |
| salah | Itu salah besar. | N/A | That is a serious mistake. / That is gravely wrong. | An intensified error-evaluation construction using *salah* + *besar* (big, great) to characterize an error or moral wrong as serious. *Salah besar* is a fixed evaluative unit used in moral, legal, and everyday discourse. | [CORE] |
| salah | Bukan berarti dia salah. | N/A | That does not mean he is wrong. / It does not follow that he is at fault. | A logical-denial construction using *bukan berarti* (does not mean) + *salah* to block an inference from a prior claim to a conclusion of fault or error. Common in argumentative and legal discourse. | [CORE] |
| asli | Apakah dokumen ini asli atau palsu? | N/A | Is this document genuine or fake? | *Asli atau palsu* (genuine or fake) is the standard binary opposition used in legal, commercial, and administrative contexts to frame the question of authenticity. The pairing is stable and highly frequent. | [CORE] |
| asli | Barang ini dijamin asli. | N/A | This item is guaranteed to be genuine. | *Dijamin asli* (guaranteed genuine) is a common commercial formula used in retail and online commerce to assert authenticity. The passive *dijamin* (guaranteed) combined with *asli* is a stable collocation in commercial language. | [CORE] |
| asli | Ia orang Jawa asli. | N/A | He is a genuine/native Javanese person. | *[Ethnonym/origin] + asli* is a construction used to assert that a person is a native or authentic member of an ethnic, regional, or national group, as opposed to someone with partial or adopted affiliation. Common in identity and demographic discourse. | [CORE] |
| asli | Versi aslinya berbeda dari yang beredar sekarang. | N/A | The original version differs from what is currently circulating. | *Versi aslinya* (the original version of it) is a common construction in journalistic, legal, and academic contexts to distinguish an original document, text, or recording from later versions or copies. | [CORE] |
| asli | Produk ini bukan produk asli. | N/A | This product is not a genuine product. | *Bukan [noun] asli* (not a genuine [noun]) is a standard negation construction used in commercial and legal contexts to identify counterfeit or inauthentic goods. Common in consumer protection and legal discourse. | [CORE] |
| asli | Sertifikat asli harus diserahkan kepada panitia. | N/A | The original certificate must be submitted to the committee. | *[Document noun] + asli* (original [document]) is a standard administrative construction distinguishing the original document from copies (*salinan* or *fotokopi*). Extremely common in administrative and legal language. | [CORE] |
| asli | Dijamin asli. | N/A | Guaranteed genuine. / Authenticity guaranteed. | A fixed commercial formula used in product marketing and sales to assert that a product is genuine. *Dijamin* (guaranteed) + *asli* is a stable collocation in Indonesian commercial discourse, appearing on product labels, advertisements, and market stalls. | [CORE] |
| asli | Asli atau palsu? | N/A | Genuine or fake? / Real or counterfeit? | A fixed binary interrogative formula used in commercial, legal, and administrative contexts to frame the question of authenticity. | [CORE] |
