| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| keaslian | meragukan keaslian ... | — | “to doubt the authenticity of ...” | Common in disputes over documents, artifacts, and evidence. It signals suspicion that something may be forged or not original. | [CORE] |
| keaslian | memeriksa keaslian ... | — | “to check the authenticity of ...” | Common in administration, law enforcement, collecting, and scholarship. It refers to verification procedures for genuineness. | [CORE] |
| palsu | palsu atau asli | — | “fake or genuine” | The reverse ordering of the same common contrastive pair is also natural. It is frequent in practical verification contexts. | [CORE] |
| palsu | diduga palsu | — | “suspected to be fake/forged” | Common in journalism and legal reporting for documents, goods, or identities under suspicion. It marks provisional judgment rather than confirmed falsity. | [CORE] |
| palsu | terbukti palsu | — | “proven to be fake/false” | Common in legal and evidential contexts after verification or investigation. It contrasts with earlier suspicion or uncertainty. | [CORE] |
| sah | sah secara hukum | — | “legally valid” | A very common construction used to distinguish legal validity from moral approval or social acceptance. It is central in legal explanation and public commentary. | [CORE] |
| sah | sah menurut hukum | — | “valid according to law” | Common in legal and administrative contexts where the relevant normative framework is made explicit. It is close in meaning to *sah secara hukum*. | [CORE] |
| sah | sah menurut agama | — | “valid according to religion” | Very common in discussions of marriage, ritual, and religious procedure. It is important where religious and civil validity are distinguished. | [CORE] |
| sah | tidak sah secara hukum | — | “legally invalid” | A standard negative legal construction for acts, documents, or statuses lacking valid standing. It is common in legal commentary and disputes. | [CORE] |
| sah | dianggap sah | — | “considered valid”; “deemed legitimate” | Common in legal, administrative, and institutional contexts. It indicates recognition of validity by an authority or framework. | [CORE] |
| sah | dinyatakan sah | — | “declared valid”; “officially declared legitimate” | Very common in formal decisions, elections, court-related language, and administrative acts. It implies an explicit authoritative declaration. | [CORE] |
| keabsahan | keabsahan dokumen / bukti / data | — | “the validity of a document / evidence / data” | A common formal construction in legal, academic, and administrative writing. It specifies the object whose validity is under scrutiny. | [CORE] |
| keabsahan | menguji keabsahan ... | — | “to test the validity of ...” | Common in legal reasoning, research, and formal evaluation. It presents validity as something to be examined against standards. | [CORE] |
| keabsahan | mempertanyakan keabsahan ... | — | “to question the validity of ...” | Common in disputes, criticism, and academic argument. It signals that the legitimacy or formal acceptability of something is doubtful. | [CORE] |
| absah | secara absah | — | “validly”; “legitimately” | This occurs in formal prose, but it is less common and less idiomatic than constructions with *sah* or *valid*. It should be treated as peripheral. | [MARGINAL] |
| absah | tidak absah | — | “invalid”; “not legitimate” | A common formal negative construction in legal and academic writing. It is more technical in tone than *tidak sah*. | [CORE] |
| absah | dianggap absah | — | “considered valid” | Used in formal legal and institutional contexts, though less common than *dianggap sah*. It is clearly attested in bureaucratic and academic prose. | [CORE] |
| valid | valid secara statistik | — | “statistically valid” | A common technical construction in research and data analysis. It belongs to methodological validity rather than everyday truth evaluation. | [CORE] |
| valid | valid secara ilmiah | — | “scientifically valid” | Used in academic and public-science contexts for claims, methods, or conclusions accepted by scientific standards. It is formal and evaluative. | [CORE] |
| valid | dianggap valid | — | “considered valid” | Very common in research, administration, and technical evaluation. It indicates acceptance under relevant criteria. | [CORE] |
| valid | tidak valid | — | “invalid”; “not valid” | A standard negative construction in academic, bureaucratic, and digital contexts. It is used for arguments, data, forms, and system inputs. | [CORE] |
| valid | belum valid | — | “not yet valid” | Common where validation is pending, incomplete, or provisional. It is especially frequent in administrative and digital workflows. | [CORE] |
| validitas | validitas data / instrumen / konstruk | — | “the validity of data / an instrument / a construct” | Very common in research methodology and formal evaluation. It specifies the object whose validity is being assessed. | [CORE] |
| validitas | uji validitas | — | “validity test” | A standard methodological expression in education, psychology, and survey research. It refers to procedures for assessing whether an instrument or item is valid. | [CORE] |
| validitas | memiliki validitas tinggi | — | “to have high validity” | Common in academic writing when comparing methods, instruments, or findings. It treats validity as a gradable property. | [CORE] |
| akurat | akurat tentang ... | — | “accurate about ...” | Used when a report, statement, or description is accurate concerning a particular matter. It is natural, though often less frequent than *akurat dalam* or predicate uses with nouns. | [MARGINAL] |
| akurat | akurat dalam ... | — | “accurate in ...” | Common in formal and evaluative contexts for precision in reporting, measuring, identifying, or describing. It specifies the domain of accuracy. | [CORE] |
| akurat | secara akurat | — | “accurately” | Common in formal prose, especially in journalism, science, and technical explanation. It marks factual or representational precision. | [CORE] |
| akurat | dengan akurat | — | “accurately” | Also common, especially with verbs like measure, identify, predict, and describe. It is slightly less formal in feel than *secara akurat*. | [CORE] |
| akurat | kurang akurat | — | “less accurate”; “not quite accurate” | A common softened criticism in journalism, research, and public communication. It often implies partial reliability rather than total error. | [CORE] |
| akurat | tidak akurat | — | “inaccurate” | A standard negative construction for information, reporting, or measurement that does not match the facts. It is common across formal registers. | [CORE] |
| keakuratan | keakuratan data / informasi / prediksi | — | “the accuracy of data / information / a prediction” | Common in technical and evaluative writing. It specifies what is being measured for factual precision. | [CORE] |
| keakuratan | tingkat keakuratan | — | “level of accuracy” | Frequent in scientific, technical, and performance-assessment contexts. It presents accuracy as quantifiable. | [CORE] |
| andal | andal dalam ... | — | “reliable in ...” | Common for people, systems, and methods that perform dependably in a given domain. It is evaluative rather than directly truth-conditional. | [CORE] |
| andal | cukup andal | — | “fairly reliable” | Common in technical and practical evaluation. It gives a moderate positive assessment of dependability. | [CORE] |
| andal | kurang andal | — | “less reliable” | A common softened negative judgment for systems, sources, or methods. It often implies inconsistency rather than total failure. | [CORE] |
| andal | tidak andal | — | “unreliable” | Used for sources, devices, methods, or persons that cannot be depended on. It is common in technical and evaluative contexts. | [CORE] |
| keandalan | keandalan sistem / mesin / sumber data | — | “the reliability of a system / machine / data source” | Common in technical, scientific, and evaluative writing. It specifies the entity whose reliability is being assessed. | [CORE] |
| keandalan | tingkat keandalan | — | “level of reliability” | Frequent in engineering, quality control, and formal assessment. It treats reliability as measurable. | [CORE] |
| mirip | mirip dengan ... | — | “similar to ...”; “looks like ...” | The most common construction with *mirip*. It is used for resemblance in appearance, style, narrative, or pattern. | [CORE] |
| mirip | sangat mirip | — | “very similar” | Common in both everyday and formal comparison. It intensifies the degree of resemblance. | [CORE] |
| mirip | tidak mirip | — | “not similar”; “doesn’t look like” | A standard negative construction for denying resemblance. It is common in identification and comparison. | [CORE] |
| kemiripan | kemiripan antara X dan Y | — | “the similarity between X and Y” | A common formal and semi-formal comparison construction. It is used in visual, textual, conceptual, and forensic contexts. | [CORE] |
| kemiripan | tingkat kemiripan | — | “degree of similarity” | Common where resemblance is measured or discussed comparatively. It is frequent in technical and analytical contexts. | [CORE] |
| hakikat | hakikat dari ... | — | “the essence of ...”; “the true nature of ...” | Common in philosophical, religious, and reflective discourse. It frames a topic in terms of its fundamental nature rather than surface appearance. | [CORE] |
| hakikat | pada hakikatnya | — | “essentially”; “in essence” | A very common formal-discursive construction used to state what is fundamentally the case. It often contrasts essence with outward form or incidental detail. | [CORE] |
| hakikat | memahami hakikat ... | — | “to understand the essence of ...” | Common in educational, philosophical, and religious writing. It presents essence as something requiring reflection or insight. | [CORE] |
| jati diri | mencari jati diri | — | “to search for one’s true identity” | A very common expression in educational, psychological, and cultural discourse. It refers to identity formation or self-discovery. | [CORE] |
| jati diri | menemukan jati diri | — | “to find one’s true identity” | Common in personal-development, literary, and cultural contexts. It often implies successful self-recognition after uncertainty or growth. | [CORE] |
| jati diri | kehilangan jati diri | — | “to lose one’s identity” | Common in moral, cultural, and social criticism. It suggests alienation from one’s authentic character or heritage. | [CORE] |
| jati diri | menjaga jati diri | — | “to preserve one’s identity” | Common in cultural, educational, and national discourse. It emphasizes maintaining authentic character amid outside pressures. | [CORE] |
| sejati | cinta sejati | — | “true love” | A very common fixed expression in literary, popular, and everyday romantic discourse. It uses *sejati* in an elevated sense of genuineness. | [CORE] |
| sejati | sahabat sejati | — | “true friend” | A common expression for genuine, loyal friendship. It is frequent in everyday, literary, and educational contexts. | [CORE] |
| sejati | wajah sejati | — | “true face”; “real face” | Used in reflective, rhetorical, and journalistic contexts for someone’s or something’s real nature as opposed to appearance. It is established but less fixed than *cinta sejati*. | [MARGINAL] |
| patut | patut untuk ... | — | “proper/fitting to ...”; “deserving to ...” | Common in formal and evaluative Indonesian. It is used for actions, responses, and judgments considered proper or warranted. | [CORE] |
| patut | patut diduga ... | — | “reasonably suspected to ...”; “there are grounds to suspect ...” | A very common legal and journalistic construction. It signals justified suspicion rather than established proof. | [CORE] |
| patut | patut dicurigai ... | — | “reasonably suspected of ...” | Common in legal, policing, and news contexts. It is close to *patut diduga* but often more specifically tied to suspicion. | [CORE] |
| patut | tidak patut | — | “improper”; “inappropriate” | A standard negative moral-social evaluation. It is common in criticism of behavior, language, and treatment. | [CORE] |
| patut | kurang patut | — | “less proper”; “not quite appropriate” | A softened form of criticism, common in polite or formal discourse. It often evaluates conduct or wording against social norms. | [CORE] |
