# F6 — NATURALNESS TABLE

| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 10.3 | Anatoa ushahidi wa ukweli | a-na-toa ushahidi wa ukweli | [CORE] | Uses verb toa (to give, provide) + ushahidi (evidence). Common in legal and investigative contexts for presenting proof. |
| 11.1 | Tunahakikisha ukweli wa taarifa | tu-na-hakikisha ukweli wa taarifa | [CORE] | Causative verb hakikisha (to ensure, verify, ascertain). Extremely common in verification and quality control contexts. |
| 11.2 | Angalia usahihi wa hesabu | angalia usahihi wa hesabu | [CORE] | Verb angalia (to look at, check, examine). Common in review and verification procedures. Less formal than hakikisha. |
| 11.3 | Wathibitisha usahihi wa hati | wa-thibitisha usahihi wa hati | [CORE] | Uses thibitisha + usahihi (correctness/validity). Common in formal certification and authentication procedures. |
| 12.1 | Wamevunja haki zake | wa-me-vunja haki zake | [CORE] | Verb vunja (to break, violate). Very common in human rights and legal discourse for rights violations. |
| 12.2 | Umemkosa haki | u-me-m-kosa haki | [CORE] | Verb kosa (to err, wrong). Common in moral accusations and complaints of injustice. Takes object marking for person wronged. |
| 12.3a | Tunalinda haki za watu | tu-na-linda haki za watu | [CORE] | Verb linda — "to protect, defend" (active protection). Both common in rights discourse. |
| 12.3b | Tunaheshimu haki za watu | tu-na-heshimu haki za watu | [CORE] | Verb heshimu — "to respect, honor" (recognition). Both common in rights discourse. |
| 12.4a | Serikali inatoa haki | serikali i-na-toa haki | [CORE] | Verb toa — "to give" (general). Both used for conferring rights. |
| 12.4b | Serikali inawapatia haki | serikali i-na-wa-patia haki | [CORE] | Verb patia — "to give to" (applicative, takes object marking). Both used for conferring rights. |
| 13.1a | Amekuwa adilifu | a-me-kuwa adilifu | [CORE] | Uses kuwa + character adjective. Common in moral transformation narratives. Both adjectives indicate moral uprightness. |
| 13.1b | Amekuwa mnyofu | a-me-kuwa mnyofu | [CORE] | Uses kuwa + character adjective. Common in moral transformation narratives. Both adjectives indicate moral uprightness. |
| 13.2a | Amebovu | a-me-bovu | [CORE] | Verb bovu — inherent stative verb for moral corruption. Both used for moral decline. |
| 13.2b | Ameharibika | a-me-haribika | [CORE] | Verb haribika — stative "to become spoiled/ruined" (more general). Both used for moral decline. |
| 13.3a | Rushwa inamboza | rushwa i-na-m-boza | [CORE] | Verb boza — from -bovu, specialized for moral corruption. Both take object marking. Haribu more common. |
| 13.3b | Rushwa inamharibu | rushwa i-na-m-haribu | [CORE] | Verb haribu — general "to spoil/ruin." Both take object marking. Haribu more common. |
| 14.1 | Ukweli unakuwa wazi polepole | ukweli u-na-kuwa wazi polepole | [CORE] | Uses kuwa wazi (become clear) + adverb polepole (slowly, gradually). Common in narratives of gradual revelation or understanding. |
| 14.2 | Ukweli unajitokeza polepole | ukweli u-na-jitokeza polepole | [CORE] | Reflexive verb jitokeza (to reveal oneself, emerge) + polepole. Common in contexts where truth emerges gradually without active revelation. |
| 15.1 | — | — | [MARGINAL] | While grammatically possible to say "kuwa na busara" (to become with wisdom) or "kuwa mwenye busara" (to become one having wisdom), these are not commonly attested as dynamic expressions. More natural to use acquisition verbs: "kupata busara" (to acquire wisdom). Grammatically possible but not commonly used. |
| 15.2 | — | — | [ABSENT] | No attested causative form from busara. Concept expressed periphrastically: "kumfanya awe na busara" (to make him be with wisdom) or through teaching/education verbs. No dedicated causative form. |
| 15.3 | — | — | [MARGINAL] | While "kuwa haki" (to become a right) is grammatically possible, it's rarely used. Rights are typically described as existing or being granted rather than becoming. More natural: "kupata haki" (to get rights) or "kuwa na haki" (to have rights). Grammatically possible but uncommon. |
