# CLCA Protocol v3.4 — F2b Constructions Table
# Language: Swahili (sw)

| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| kweli (#1) | Ni kweli kwamba alifika jana | ni kweli kwamba a-li-fika jana | It's true that he arrived yesterday | Introduces truth-valued complement clause. Very common construction for affirming propositional content. | [CORE] |
| kweli (#1) | Si kweli kwamba alifanya hivyo | si kweli kwamba a-li-fanya hivyo | It's not true that he did that | Introduces negated truth-valued complement. Common in denials and corrections. | [CORE] |
| dhahiri (#11) | Ni dhahiri kwamba hawajui | ni dhahiri kwamba ha-wa-jui | It's evident that they don't know | Introduces evidentially-marked complement. Used to point out obvious facts. | [CORE] |
| hakika (#16) | Ni hakika kwamba atarudi | ni hakika kwamba a-ta-rudi | It's certain that he will return | Introduces certainty-marked complement. Common in confident predictions. | [CORE] |
| haki (#6) | Haki ni kwamba tulishindwa | haki ni kwamba tu-li-shindwa | The truth is that we lost | Introduces truth-revealing complement. Used when stating uncomfortable or important truths. | [CORE] |
| -a kweli (#5) | rafiki wa kweli, habari za kweli, dhahabu ya kweli | rafiki wa kweli, habari za kweli, dhahabu ya kweli | true friend, true news, genuine gold | Associative construction marking genuineness or authenticity. Highly productive across noun classes. | [CORE] |
| -a uongo (#13) | habari za uongo, ushahidi wa uongo | habari za uongo, ushahidi wa uongo | false news, false testimony | Associative construction marking falsity or deception. Productive across noun classes. | [CORE] |
| -a haki (#25) | mwenye haki, mtu wa haki | mwenye haki, mtu wa haki | rightful person, just person | Associative construction marking rightfulness or justice. Common in moral and legal contexts. | [CORE] |
| -a dhati (#26) | sifa za dhati, utu wa dhati | sifa za dhati, utu wa dhati | essential qualities, genuine humanity | Associative construction marking essential or inherent nature. Used in philosophical and evaluative contexts. | [CORE] |
| -a busara (#28) | mtu wa busara, uamuzi wa busara | mtu wa busara, uamuzi wa busara | reasonable person, reasonable decision | Associative construction marking reasonableness or wisdom. Common in evaluative contexts. | [CORE] |
| -enye haki (#10) | Mwenye haki atashinda | m-enye haki a-ta-shinda | The one who is right will win | Possessive construction identifying person with justice/rightness on their side. Common in disputes. | [CORE] |
| kweli (#1) | Mwenye kweli hatakufa | m-enye kweli ha-ta-kufa | The truthful one will not die (proverb) | Possessive construction identifying truthful person. Used in moral discourse and proverbs. | [CORE] |
| uongo (#4) | Wale wenye uongo watajua | wale wenye uongo wa-ta-jua | Those who lie will find out | Possessive construction identifying liars. Used in warnings and moral instruction. | [CORE] |
| busara (#28) | Mtu mwenye busara | mtu m-enye busara | A reasonable person, a wise person | Possessive construction identifying person with wisdom/reason. Common in character descriptions. | [CORE] |
| kweli (#1) | Ni kweli kabisa | ni kweli kabisa | It's absolutely true, it's completely true | Intensified affirmation of truth. Common in emphatic confirmations. | [CORE] |
| -a kweli kabisa (#22) | rafiki wa kweli kabisa | rafiki wa kweli kabisa | absolutely true friend, completely genuine friend | Intensified associative construction. Used for strong emphasis on authenticity. | [CORE] |
| sahihi (#3) | Jibu lako ni sahihi kabisa | jibu lako ni sahihi kabisa | Your answer is completely correct | Intensified affirmation of correctness. Common in evaluations and confirmations. | [CORE] |
| kweli (#1) | Si kweli kabisa | si kweli kabisa | Not true at all, completely false | Intensified negation of truth. Used in strong denials. | [CORE] |
| hakika (#16) | Kwa hakika kabisa, nitakuja | kwa hakika kabisa, ni-ta-kuja | Most certainly, I will come; Absolutely surely, I will come | Intensified certainty expression. Used for strongest affirmations. | [CORE] |
| kweli (#1) | Ni kweli kweli! | ni kweli kweli | It's really true! It's very true! | Emphatic reduplication expressing strong affirmation or surprise. Common in informal speech. | [CORE] |
| sawa (#7) | Ni sawa sawa | ni sawa sawa | It's perfectly fine, it's exactly right | Emphatic reduplication expressing complete correctness or acceptability. Common in confirmations. | [CORE] |
| kweli (#1) | Lazima useme kweli | lazima u-seme kweli | You must tell the truth | Verbal construction for truthful speech. Very common in moral instruction and requests for honesty. | [CORE] |
| kweli (#1) | Niambie kweli | ni-ambi-e kweli | Tell me the truth | Applicative verbal construction for telling truth to someone. Common in direct requests. | [CORE] |
| kweli (#1) | Yeye huongea kweli | yeye hu-ongea kweli | He speaks truthfully, he tells the truth | Verbal construction describing habitual truthful speech. Used in character evaluations. | [CORE] |
| uongo (#4) | Usiseme uongo | u-si-seme uongo | Don't tell lies, don't lie | Verbal construction for lying. Common in prohibitions and moral instruction. | [CORE] |
| uongo (#4) | Ameniambia uongo | a-me-ni-ambi-a uongo | He told me a lie, he lied to me | Applicative verbal construction for lying to someone. Common in accusations. | [CORE] |
| ukweli (#2) | Wanatafuta ukweli | wa-na-tafuta ukweli | They are seeking the truth | Verbal construction for truth-seeking. Common in investigative and philosophical contexts. | [CORE] |
| ukweli (#2) | Tuligundua ukweli | tu-li-gundua ukweli | We discovered the truth | Verbal construction for discovering truth. Common in investigative narratives. | [CORE] |
| ukweli (#2) | Nataka kujua ukweli | na-taka ku-jua ukweli | I want to know the truth | Verbal construction for knowing truth. Very common in epistemic contexts. | [CORE] |
| ukweli (#2) | Sasa naelewa ukweli | sasa na-elewa ukweli | Now I understand the truth | Verbal construction for understanding truth. Common in moments of realization. | [CORE] |
| ukweli (#2) | Lazima watambue ukweli | lazima wa-tambue ukweli | They must recognize the truth | Verbal construction for recognizing/acknowledging truth. Common in persuasive contexts. | [CORE] |
| ukweli (#2) | Amekubali ukweli | a-me-kubali ukweli | He has accepted the truth | Verbal construction for accepting truth. Common in contexts of admission or acknowledgment. | [CORE] |
| ukweli (#2) | Alikiri ukweli | a-li-kiri ukweli | He confessed the truth, he admitted the truth | Verbal construction for confessing truth. Common in legal and moral contexts. | [CORE] |
| ukweli (#2) | Anajaribu kuficha ukweli | a-na-jaribu ku-ficha ukweli | He is trying to hide the truth | Verbal construction for concealing truth. Common in accusations of deception. | [CORE] |
| ukweli (#2) | Hawezi kupinga ukweli | ha-wezi ku-pinga ukweli | He cannot oppose the truth, he cannot deny the truth | Verbal construction for opposing/denying truth. Used in contexts of resistance to facts. | [CORE] |
| haki (#6) | Anadai haki yake | a-na-dai haki yake | He is claiming his right, he is demanding justice | Verbal construction for claiming rights. Common in advocacy and legal contexts. | [CORE] |
| haki (#6) | Mhukumu alitoa haki | m-hukumu a-li-toa haki | The judge rendered justice, the judge gave rights | Verbal construction for granting justice/rights. Common in legal outcomes. | [CORE] |
| haki (#6) | Hatimaye alipata haki yake | hatimaye a-li-pata haki yake | Finally he got his rights, finally he got justice | Verbal construction for obtaining justice. Common in resolution narratives. | [CORE] |
| haki (#6) | Wamepokea haki zao | wa-me-pokea haki zao | They have received their rights | Verbal construction for receiving justice/rights. Used in formal contexts. | [CORE] |
| haki (#6) | Tunalinda haki za binadamu | tu-na-linda haki za binadamu | We are protecting human rights | Verbal construction for protecting rights. Common in advocacy and human rights work. | [CORE] |
| haki (#6) | Wamevunja haki zake | wa-me-vunja haki zake | They have violated his rights | Verbal construction for violating rights. Common in accusations and legal complaints. | [CORE] |
| haki (#6) | Umemkosa haki | u-me-m-kosa haki | You have wronged him, you have done him injustice | Verbal construction for committing injustice. Common in moral accusations. | [CORE] |
| ukweli (#2) | Ukweli wa jambo ni huu | ukweli wa jambo ni huu | The truth of the matter is this | Possessive construction referring to truth about specific matter. Common in explanations. | [CORE] |
| ukweli (#2) | Ukweli wa mambo ni tofauti | ukweli wa mambo ni tofauti | The truth about things is different | Possessive construction referring to truth about multiple matters. Used in broader explanations. | [CORE] |
| ukweli (#2) | Ukweli wa historia hauwezi kufichwa | ukweli wa historia ha-u-wezi ku-fichwa | Historical truth cannot be hidden | Possessive construction for historical truth. Common in historical and educational discourse. | [CORE] |
| ukweli (#2) | Ukweli wa Mungu ni wa milele | ukweli wa Mungu ni wa milele | God's truth is eternal | Possessive construction for divine truth. Common in religious discourse. | [CORE] |
| haki (#6) | Haki ya kura ni muhimu | haki ya kura ni muhimu | The right to vote is important | Possessive construction for voting rights. Common in political discourse. | [CORE] |
| haki (#6) | Haki ya kujieleza ni haki ya msingi | haki ya kujieleza ni haki ya msingi | Freedom of expression is a fundamental right | Possessive construction for expression rights. Common in civil liberties discourse. | [CORE] |
| haki (#6) | Haki ya kumiliki mali | haki ya kumiliki mali | The right to own property | Possessive construction for property rights. Common in legal and economic contexts. | [CORE] |
| haki (#6) | Haki ya ardhi ni suala zito | haki ya ardhi ni suala zito | Land rights are a serious issue | Possessive construction for land rights. Important in property law discourse. | [CORE] |
| haki (#6) | Haki ya kazi zilindwe | haki ya kazi zi-lindwe | Labor rights should be protected | Possessive construction for labor rights. Common in workers' rights discourse. | [CORE] |
| haki (#6) | Haki ya elimu ni haki ya kila mtoto | haki ya elimu ni haki ya kila mtoto | The right to education is every child's right | Possessive construction for education rights. Common in educational advocacy. | [CORE] |
| haki (#6) | Haki ya afya ni haki ya binadamu | haki ya afya ni haki ya binadamu | The right to health is a human right | Possessive construction for health rights. Common in public health discourse. | [CORE] |
| haki (#6) | Haki za binadamu zilindwe | haki za binadamu zi-lindwe | Human rights should be protected | Standard term for human rights. Central to legal and political discourse. | [CORE] |
| haki (#6) | Haki za wanawake ni muhimu | haki za wanawake ni muhimu | Women's rights are important | Possessive construction for women's rights. Common in gender equality discourse. | [CORE] |
| haki (#6) | Haki za watoto zilindwe | haki za watoto zi-lindwe | Children's rights should be protected | Possessive construction for children's rights. Common in child protection discourse. | [CORE] |
| usahihi (#24) | Usahihi wa taarifa ni muhimu | usahihi wa taarifa ni muhimu | Accuracy of information is important | Possessive construction for information accuracy. Common in data quality discussions. | [CORE] |
| usahihi (#24) | Usahihi wa habari unahitajika | usahihi wa habari u-na-hitajika | Accuracy of news is needed | Possessive construction for news accuracy. Important in journalism discourse. | [CORE] |
| usahihi (#24) | Angalia usahihi wa hesabu | angalia usahihi wa hesabu | Check the accuracy of the calculation | Possessive construction for computational accuracy. Common in accounting contexts. | [CORE] |
| sahihi (#3) | Hili ndilo jibu sahihi | hili ndi-lo jibu sahihi | This is the correct answer | Adjectival modification for correct answer. Very common in educational contexts. | [CORE] |
| sahihi (#3) | Majibu sahihi ni haya | majibu sahihi ni haya | The correct answers are these | Plural form for correct answers. Common in testing and grading. | [CORE] |
| sahihi (#3) | Toa taarifa sahihi | toa taarifa sahihi | Give accurate information | Adjectival modification for accurate information. Common in administrative contexts. | [CORE] |
| sahihi (#3) | Tunahitaji habari sahihi | tu-na-hitaji habari sahihi | We need accurate news | Adjectival modification for accurate news. Common in journalism contexts. | [CORE] |
| sahihi (#3) | Takwimu sahihi zinaonyesha | takwimu sahihi zi-na-onyesha | Accurate statistics show | Adjectival modification for accurate statistics. Common in research contexts. | [CORE] |
| sahihi (#3) | Fanya hesabu sahihi | fanya hesabu sahihi | Do accurate calculations | Adjectival modification for accurate calculation. Common in mathematical contexts. | [CORE] |
| sahihi (#3) | Andika tarehe sahihi | andika tarehe sahihi | Write the correct date | Adjectival modification for correct date. Common in administrative contexts. | [CORE] |
| sahihi (#3) | Wakati sahihi ni sasa | wakati sahihi ni sasa | The right time is now | Adjectival modification for correct/right time. Common in timing contexts. | [CORE] |
| sahihi (#3) | Weka mahali sahihi | weka mahali sahihi | Put it in the correct place | Adjectival modification for correct place. Common in positioning contexts. | [CORE] |
| sahihi (#3) | Njia sahihi ni hii | njia sahihi ni hii | The correct way is this | Adjectival modification for correct method. Common in instructional contexts. | [CORE] |
| sahihi (#3) | Fanya kwa namna sahihi | fanya kwa namna sahihi | Do it in the correct manner | Adjectival modification for correct manner. Common in procedural contexts. | [CORE] |
| sahihi (#3) | Toa ufafanuzi sahihi | toa ufafanuzi sahihi | Give the correct explanation | Adjectival modification for correct explanation. Common in analytical contexts. | [CORE] |
| sahihi (#3) | Tafsiri sahihi ni muhimu | tafsiri sahihi ni muhimu | Accurate translation is important | Adjectival modification for accurate translation. Common in translation work. | [CORE] |
| sahihi (#3) | Toa maelezo sahihi | toa maelezo sahihi | Give accurate explanations | Adjectival modification for accurate explanations. Common in instructional contexts. | [CORE] |
| sahihi (#3) | Saini sahihi inahitajika | saini sahihi i-na-hitajika | A valid signature is required | Adjectival modification for valid signature. Common in document verification. | [CORE] |
| sahihi (#3) | Hati sahihi tu zinakubaliwa | hati sahihi tu zi-na-kubaliwa | Only valid documents are accepted | Adjectival modification for valid documents. Common in legal/administrative contexts. | [CORE] |
| sahihi (#3) | Nakala sahihi ya hati | nakala sahihi ya hati | Certified copy of the document | Adjectival modification for certified copy. Common in legal procedures. | [CORE] |
| sahihi (#3) | Chapa sahihi inahitajika | chapa sahihi i-na-hitajika | A valid stamp is required | Adjectival modification for valid stamp. Common in authentication processes. | [CORE] |
| sahihi (#3) | Uthibitisho sahihi umepatikana | uthibitisho sahihi u-me-patikana | Valid verification has been obtained | Adjectival modification for valid verification. Common in validation contexts. | [CORE] |
| halisi (#8) | Hii ni dhahabu halisi | hii ni dhahabu halisi | This is genuine gold | Adjectival modification for genuine gold. Common in commercial contexts. | [CORE] |
| halisi (#8) | Ukweli halisi ni huu | ukweli halisi ni huu | The genuine truth is this | Adjectival modification emphasizing authentic truth. Used for emphasis. | [CORE] |
| kamili (#9) | Toa taarifa kamili | toa taarifa kamili | Give complete information | Adjectival modification for complete information. Common in reporting contexts. | [CORE] |
| ukweli (#2) | Huu ni ukweli mkubwa | huu ni ukweli mkubwa | This is a great truth | Adjectival modification indicating important truth. Common in philosophical contexts. | [CORE] |
| ukweli (#2) | Ni ukweli mdogo tu | ni ukweli mdogo tu | It's just a small truth, it's a minor truth | Adjectival modification indicating less significant truth. Used to minimize importance. | [CORE] |
| -adilifu (#17) | Yeye ni mtu adilifu | yeye ni mtu adilifu | He is an honest person, he is a just person | Adjectival modification for honest/just person. Common in character descriptions. | [CORE] |
| kweli (#1) | Yeye ni mtu wa kweli | yeye ni mtu wa kweli | He is a truthful person, he is a person of integrity | Associative construction for truthful person. Common in character references. | [CORE] |
| kweli (#1) | Yeye ni rafiki wa kweli | yeye ni rafiki wa kweli | He is a true friend | Associative construction for genuine friend. Very common in friendship discourse. | [CORE] |
| kweli (#1) | Huu ndio upendo wa kweli | huu ndi-o upendo wa kweli | This is true love | Associative construction for genuine love. Common in romantic contexts. | [CORE] |
| kweli (#1) | Jina lako la kweli ni nani? | jina lako la kweli ni nani | What is your real name? | Associative construction for real name. Common in identification contexts. | [CORE] |
| kweli (#1) | Sababu ya kweli ni nini? | sababu ya kweli ni nini | What is the real reason? | Associative construction for real reason. Common in investigative contexts. | [CORE] |
| kweli (#1) | Maana ya kweli ni hii | maana ya kweli ni hii | The true meaning is this | Associative construction for true meaning. Common in interpretive contexts. | [CORE] |
| haki (#6) | Amefanya bila haki | a-me-fanya bila haki | He has acted unjustly, he has acted without justification | Prepositional phrase indicating lack of justification. Common in criticisms. | [CORE] |
| (shaka = doubt) | Bila shaka, ni kweli | bila shaka, ni kweli | Without doubt, it's true; Undoubtedly, it's true | Prepositional phrase expressing certainty. Very common in affirmations. | [CORE] |
| ukweli (#2) | Huu ni ukweli ulio wazi | huu ni ukweli u-lio wazi | This is an obvious truth, this is a clear truth | Relative clause construction marking evident truth. Common in arguments. | [CORE] |
| ukweli (#2) | Huu ni ukweli usio na shaka | huu ni ukweli u-sio na shaka | This is an undoubted truth, this is a certain truth | Negative relative clause emphasizing certainty. Common in strong affirmations. | [CORE] |
| kweli (#1) | Ni zaidi ya kweli | ni zaidi ya kweli | It's more than true, it's beyond true | Comparative construction emphasizing degree of truth. Used for strong emphasis. | [MARGINAL] |
| kweli (#1) | Kama ni kweli, tutafanya nini? | kama ni kweli, tu-ta-fanya nini | If it's true, what will we do? | Conditional construction with truth predicate. Common in hypothetical reasoning. | [CORE] |
| kweli (#1) | Kama si kweli, niambie | kama si kweli, ni-ambi-e | If it's not true, tell me | Negative conditional with truth predicate. Common in verification requests. | [CORE] |
| kweli (#1) | Sema kweli! | sema kweli | Tell the truth! Speak truthfully! | Imperative construction commanding truthful speech. Very common in moral instruction. | [CORE] |
| kweli (#1) | Niambie kweli | ni-ambi-e kweli | Tell me the truth | Applicative imperative for telling truth to someone. Common in direct requests. | [CORE] |
| uongo (#4) | Usiseme uongo | u-si-seme uongo | Don't tell lies, don't lie | Negative imperative prohibiting lying. Common in moral instruction. | [CORE] |
| usahihi (#24) | Hakikisha usahihi wa taarifa | hakikisha usahihi wa taarifa | Ensure the accuracy of the information | Imperative construction for ensuring accuracy. Common in quality control. | [CORE] |
| usahihi (#24) | Angalia usahihi wa hesabu | angalia usahihi wa hesabu | Check the accuracy of the calculation | Imperative construction for checking accuracy. Common in verification procedures. | [CORE] |
| usahihi (#24) | Thibitisha usahihi wa hati | thibitisha usahihi wa hati | Confirm the validity of the document | Imperative construction for confirming accuracy. Common in certification procedures. | [CORE] |
| kweli (#1) | Je, ni kweli kwamba alifika? | je, ni kweli kwamba a-li-fika | Is it true that he arrived? | Question construction verifying truth. Very common in confirmations. | [CORE] |
| kweli (#1) | Ni kweli au si kweli? | ni kweli au si kweli | Is it true or not true? True or false? | Alternative question construction. Common in verification and testing. | [CORE] |
| sahihi (#3) | Jibu langu ni sahihi? | jibu langu ni sahihi | Is my answer correct? | Question construction verifying correctness. Common in educational contexts. | [CORE] |
| kweli (#1) | Kweli! | kweli | Really! Truly! Indeed! | Exclamatory expression of surprise or affirmation. Common in informal speech. | [CORE] |
| kweli (#1) | Kweli kabisa! | kweli kabisa | Absolutely true! Really indeed! | Intensified exclamatory expression. Common in emphatic reactions. | [CORE] |
| kweli (#1) | Ni kweli kweli! | ni kweli kweli | It's really true! It's very true! | Reduplicated exclamatory expression. Common in surprised affirmations. | [CORE] |
| ukweli (#2) | Ukweli ni uchungu | ukweli ni uchungu | Truth is bitter (proverb) | Fixed proverbial expression about difficulty of truth. Common in moral discourse. | [CORE] |
| ukweli (#2) | Ukweli hauna miguu | ukweli ha-u-na miguu | Truth has no legs (proverb - meaning truth doesn't run away) | Fixed proverbial expression about permanence of truth. Used in moral instruction. | [CORE] |
| kweli (#1) | Mwenye kweli hatakufa | m-enye kweli ha-ta-kufa | The truthful one will not die (proverb) | Fixed proverbial expression about virtue of truthfulness. Common in moral teaching. | [CORE] |
| ukweli (#2) | Kuhusu ukweli, ni lazima tujue | kuhusu ukweli, ni lazima tu-jue | Concerning the truth, we must know | Topic-marking construction introducing truth as topic. Common in formal discourse. | [CORE] |
| ukweli (#2) | Kwa upande wa ukweli, mambo ni tofauti | kwa upande wa ukweli, mambo ni tofauti | On the side of truth, things are different; As for the truth, things are different | Topic-marking construction contrasting truth with other perspectives. Used in arguments. | [CORE] |
| kweli (#1) | Lazima ni kweli | lazima ni kweli | It must be true | Necessity modal with truth predicate. Common in deductive reasoning. | [CORE] |
| kweli (#1) | Inawezekana ni kweli | i-na-wezekana ni kweli | It's possible it's true, it may be true | Possibility modal with truth predicate. Common in uncertain evaluations. | [CORE] |
| kweli (#1) | Labda ni kweli | labda ni kweli | Perhaps it's true, maybe it's true | Epistemic modal expressing uncertainty. Common in tentative affirmations. | [CORE] |
| kweli (#1) | Ni zaidi ya kweli | ni zaidi ya kweli | It's more than true, it's beyond true | Degree construction emphasizing exceptional truth. Used for strong emphasis. | [MARGINAL] |
| ukweli (#2) | Kuna kiasi fulani cha ukweli | kuna kiasi fulani cha ukweli | There is a certain amount of truth | Degree construction indicating partial truth. Used in qualified affirmations. | [CORE] |
| kweli (#1) | Ninaamini kwa sababu ni kweli | ni-na-amini kwa sababu ni kweli | I believe because it's true | Causal construction with truth as reason. Common in justifications. | [CORE] |
| kweli (#1) | Ingawa ni kweli, haiwezi kukubaliwa | ingawa ni kweli, ha-i-wezi ku-kubaliwa | Although it's true, it cannot be accepted | Concessive construction acknowledging truth while contrasting. Common in arguments. | [CORE] |
| kweli (#1) | Hata kama ni kweli, sitaamini | hata kama ni kweli, si-ta-amini | Even if it's true, I won't believe | Concessive conditional construction. Used in resistant statements. | [CORE] |
