| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| 失实 | 该说法有失实之处 | gāi shuōfǎ yǒu shīshí zhī chù | that statement contains inaccuracies | Common formal and somewhat mitigated way to criticize a statement as not fully factual. It is less blunt than directly calling something false. | [CORE] |
| 可信 | 可信度不高 | kěxìndù bù gāo | the credibility is not high | Very common evaluative phrase for testimony, rumors, reports, and sources. Because it uses the derivative 可信度, it overlaps with P2a but is a highly established construction in actual use. | [CORE] |
| 可信 | 来源可信 | láiyuán kěxìn | the source is credible | Common in journalism, research, and everyday evaluation of information. It focuses on whether the origin of information deserves belief. | [CORE] |
| 可信 | 这一说法不太可信 | zhè yī shuōfǎ bù tài kěxìn | this claim is not very believable | Common colloquial and written evaluative pattern. It is used when a statement seems doubtful without necessarily being disproven. | [CORE] |
| 可靠 | 证据可靠 | zhèngjù kěkào | the evidence is reliable | Common in legal, investigative, and analytical contexts. It evaluates whether evidence can be depended on as a basis for judgment. | [CORE] |
| 可靠 | 消息可靠吗？ | xiāoxi kěkào ma | is the information reliable? | Very natural everyday and journalistic question. It asks about dependability rather than merely surface plausibility. | [CORE] |
| 可靠 | 提供可靠依据 | tígōng kěkào yījù | provide a reliable basis | Common in academic, legal, and policy writing. It refers to supplying dependable grounds for an argument or decision. | [CORE] |
| 伪造 | 伪造证件 | wěizào zhèngjiàn | forge documents | Extremely common legal and policing expression. It refers to making fake official papers, IDs, licenses, and similar materials. | [CORE] |
| 伪造 | 伪造签名 | wěizào qiānmíng | forge a signature | Common in legal, forensic, and administrative contexts. It refers specifically to falsifying another person’s signature. | [CORE] |
| 伪造 | 伪造事实 | wěizào shìshí | fabricate facts | Common in criticism of testimony, reporting, or accusation. It is stronger than merely saying something is inaccurate, since it implies deliberate invention. | [CORE] |
| 仿真 | 仿真模型 | fǎngzhēn móxíng | simulation model; realistic model | Common in engineering, education, and product description. It refers either to a model used for simulation or to a model made to resemble reality closely. | [CORE] |
| 仿真 | 仿真机器人 | fǎngzhēn jīqìrén | humanoid / lifelike robot | Common in technology and media contexts for robots designed to imitate real human appearance or behavior. The emphasis is resemblance, not authenticity. | [CORE] |
| 仿真 | 高仿真 | gāo fǎngzhēn | highly realistic; high-fidelity simulation | Common modifier in technical and commercial contexts, as in 高仿真产品 or 高仿真模拟. It evaluates the degree of resemblance to reality. | [CORE] |
| 逼真 | 形象逼真 | xíngxiàng bīzhēn | the image is lifelike | Common in art criticism, media description, and product evaluation. It is used for depictions, models, and performances that closely resemble reality. | [CORE] |
| 逼真 | 描写得很逼真 | miáoxiě de hěn bīzhēn | described very vividly / realistically | Common in literary criticism and everyday evaluation of writing. It praises representation that feels close to real life. | [CORE] |
| 逼真 | 效果逼真 | xiàoguǒ bīzhēn | the effect is realistic | Common in film, gaming, design, and advertising. It evaluates visual, audio, or performative realism. | [CORE] |
| 名副其实 | 名副其实的专家 | míng fù qí shí de zhuānjiā | an expert worthy of the name | Very common attributive use for a person or thing that truly lives up to its title or reputation. It is often used in praise. | [CORE] |
| 名副其实 | 可谓名副其实 | kěwèi míng fù qí shí | can truly be called worthy of the name | Common formal evaluative phrasing in reviews, journalism, and speeches. It often follows a description that justifies the label. | [CORE] |
| 名副其实 | 这才是名副其实的…… | zhè cái shì míng fù qí shí de ... | this is what you truly call a real ... | Common emphatic spoken and written pattern used to highlight a particularly exemplary case. It is often expressive and evaluative. | [CORE] |
| 货真价实 | 东西货真价实 | dōngxi huò zhēn jià shí | the goods are genuine and worth the price | Very common in commerce and consumer evaluation. It can also be extended figuratively to people, credentials, or achievements. | [CORE] |
| 货真价实 | 货真价实的产品 | huò zhēn jià shí de chǎnpǐn | a genuine, good-value product | Common attributive use in advertising and recommendation. It emphasizes both authenticity and substantive value. | [CORE] |
| 货真价实 | 他可是货真价实的博士 | tā kě shì huò zhēn jià shí de bóshì | he is a bona fide PhD / a genuine doctor | Common figurative extension in colloquial speech. It stresses that a title or qualification is real, not inflated or fake. | [CORE] |
| 如实 | 如实回答 | rúshí huídá | answer truthfully | Very common in interviews, investigations, forms, and everyday requests. It asks the addressee to respond according to the facts. | [CORE] |
| 如实 | 如实报告 | rúshí bàogào | report truthfully | Common in administrative, workplace, and legal contexts. It is used when accurate reporting of facts is expected or required. | [CORE] |
| 如实 | 如实说明情况 | rúshí shuōmíng qíngkuàng | explain the situation truthfully | Very common in official notices, investigations, and interpersonal disputes. It often appears when clarification is demanded. | [CORE] |
| 失真 | 声音失真 | shēngyīn shīzhēn | the sound is distorted | Extremely common in audio and electronics contexts. It refers to loss of fidelity relative to the original signal. | [CORE] |
| 失真 | 图像失真 | túxiàng shīzhēn | the image is distorted | Common in photography, video, printing, and digital media. It refers to visual distortion or inaccurate reproduction. | [CORE] |
| 失真 | 信息传递过程中发生失真 | xìnxī chuándì guòchéng zhōng fāshēng shīzhēn | distortion occurs in the process of information transmission | Common in communication theory, media studies, and organizational analysis. It extends technical distortion to the distortion of messages or meaning. | [CORE] |
| 本质 | 从本质上看 | cóng běnzhì shàng kàn | essentially speaking; from the standpoint of essence | Very common analytical frame in formal and argumentative writing. It introduces a claim about the fundamental nature of something. | [CORE] |
| 本质 | 揭示本质 | jiēshì běnzhì | reveal the essence | Common in philosophy, criticism, and political discourse. It refers to exposing the underlying nature behind appearances. | [CORE] |
| 本质 | 看清问题的本质 | kànqīng wèntí de běnzhì | see clearly the essence of the problem | Common in analytical, educational, and rhetorical contexts. It emphasizes deep understanding rather than surface observation. | [CORE] |
| 实质 | 从实质上看 | cóng shízhì shàng kàn | in substance; substantively speaking | Very common in legal, policy, and analytical writing. It shifts attention from formal appearance to actual content. | [CORE] |
| 实质 | 没有实质区别 | méiyǒu shízhì qūbié | there is no substantive difference | Common in argumentation, law, and academic prose. It is used when differences are judged superficial rather than meaningful. | [CORE] |
| 实质 | 取得实质进展 | qǔdé shízhì jìnzhǎn | make substantive progress | Very common in diplomacy, policy, and project evaluation. It emphasizes real progress rather than symbolic or procedural movement. | [CORE] |
| 正当 | 正当理由 | zhèngdàng lǐyóu | legitimate reason | Extremely common legal and formal expression. It is used to justify an action, refusal, absence, or procedural exception. | [CORE] |
| 正当 | 正当权益 | zhèngdàng quányì | lawful and legitimate rights/interests | Very common in legal, labor, and public-policy discourse. It refers to rights and interests recognized as proper and deserving protection. | [CORE] |
| 正当 | 属于正当防卫 | shǔyú zhèngdàng fángwèi | constitute justifiable self-defense | Standard legal phrasing in criminal-law discussion. It classifies an act as justified defensive conduct rather than unlawful aggression. | [CORE] |
| 不实 | 内容不实 | nèiróng bùshí | the content is untrue | Very common in formal rebuttals, notices, and media statements. It is a standard concise way to deny factual accuracy. | [CORE] |
| 不实 | 报道不实 | bàodào bùshí | the report is untrue / inaccurate | Common in official responses to journalism or online claims. It often implies that the report does not accord with the facts. | [CORE] |
| 不实 | 纯属不实 | chúnshǔ bùshí | entirely untrue | Strong formal denial used in rebuttals and public statements. It is emphatic and often appears in legalistic or defensive contexts. | [CORE] |
| 冒牌 | 冒牌货 | màopáihuò | counterfeit item; fake; impostor | Very common for fake goods and figuratively for bogus people or identities. Although lexicalized, it is a highly established multi-character expression built from 冒牌 in actual usage. | [CORE] |
| 冒牌 | 冒牌专家 | màopái zhuānjiā | fake expert | Common figurative extension in media and everyday criticism. It refers to someone falsely presenting themselves as an expert. | [CORE] |
| 冒牌 | 冒牌产品 | màopái chǎnpǐn | counterfeit product | Common in consumer protection and market-regulation contexts. It refers to products falsely presented as belonging to a legitimate brand or source. | [CORE] |
| 原汁原味 | 保留原汁原味 | bǎoliú yuán zhī yuán wèi | preserve the original flavor/style | Very common in food, translation, and cultural presentation. It emphasizes retaining original character without dilution or excessive adaptation. | [CORE] |
| 原汁原味 | 原汁原味地呈现 | yuán zhī yuán wèi de chéngxiàn | present in an authentic, original way | Common in media, performance, and translation commentary. It refers to reproducing something with minimal alteration. | [CORE] |
| 原汁原味 | 充满原汁原味的地方特色 | chōngmǎn yuán zhī yuán wèi de dìfāng tèsè | full of authentic local character | Common promotional and descriptive phrasing in tourism, food writing, and cultural commentary. It highlights authenticity of style or flavor. | [CORE] |
| 道地 | 道地药材 | dàodì yàocái | genuine medicinal materials of authentic origin | Highly established specialist collocation in traditional Chinese medicine. It refers to medicinal materials considered authentic to a specific producing region and standard. | [CORE] |
| 道地 | 味道很道地 | wèidào hěn dàodì | the taste is very authentic | Natural colloquial use, especially in food evaluation. It refers to flavor judged true to an original regional or traditional standard. | [CORE] |
| 道地 | 做得很道地 | zuò de hěn dàodì | made very authentically | Common in food and craft contexts for something prepared in a genuinely local or traditional way. Its distribution is narrower than 正宗 but clearly attested. | [MARGINAL] |
