| Base Form | Derived Form | Transliteration | Literal Breakdown | Translation | Usage Description | Epistemic Status |
| sound | soundly | N/A | sound + -ly | soundly | In the relevant evaluative sense, it is used for reasoning, judgment, or construction that is well founded or solid. This use exists, though the adverb is also very common in unrelated senses such as “sleep soundly.” | [MARGINAL] |
| sound | soundness | N/A | sound + -ness | soundness | Refers to the quality of being sound, especially in reasoning, judgment, finance, or structure. It is well established in logic, criticism, and formal evaluation. | [CORE] |
| sound | unsound | N/A | un- + sound | unsound | Used for arguments, methods, structures, or judgments that are not sound or dependable. It is common in logic, criticism, and practical assessment. | [CORE] |
| sound | unsoundness | N/A | un- + sound + -ness | unsoundness | Refers to the quality of being unsound, whether intellectually, structurally, or financially. It is established but more formal and less frequent than *unsound*. | [MARGINAL] |
| reliable | reliability | N/A | reliable + -ity | reliability | Very common noun for the quality of being reliable in persons, sources, instruments, or systems. It is central in technical, scientific, and everyday evaluation. | [CORE] |
| reliable | reliably | N/A | reliable + -ly | reliably | Common adverb for functioning or reporting in a dependable way. It is frequent in technical description and practical evaluation. | [CORE] |
| reliable | unreliability | N/A | un- + reliability | unreliability | Refers to the quality of not being reliable. It is common in criticism of sources, systems, methods, or persons. | [CORE] |
| reliable | unreliable | N/A | un- + reliable | unreliable | Common adjective for sources, devices, methods, or people that cannot be depended on. It is standard across registers. | [CORE] |
| reliable | unreliably | N/A | unreliable + -ly | unreliably | Used for functioning or behaving in an unreliable way. It is attested and natural, though less frequent than the adjective and noun forms. | [CORE] |
| trustworthy | trustworthiness | N/A | trustworthy + -ness | trustworthiness | Refers to the quality of deserving trust. It is common in moral, institutional, and epistemic evaluation. | [CORE] |
| trustworthy | untrustworthy | N/A | un- + trustworthy | untrustworthy | Common adjective for persons, sources, or institutions that do not deserve trust. It is standard in both everyday and formal usage. | [CORE] |
| trustworthy | untrustworthiness | N/A | un- + trustworthy + -ness | untrustworthiness | Refers to the quality of being untrustworthy. It is established, especially in formal or evaluative prose. | [CORE] |
| credible | credibility | N/A | credible + -ity | credibility | Very common noun for the quality of being believable or worthy of trust. It is central in legal, political, journalistic, and academic contexts. | [CORE] |
| credible | credibly | N/A | credible + -ly | credibly | Used for presenting or explaining something in a believable way. It is common in journalism, criticism, and argumentation. | [CORE] |
| credible | incredible | N/A | in- + credible | incredible; not credible | Historically and still in formal contexts it can mean “not credible,” though in everyday modern English it more often means “astonishing.” The non-credible sense remains attested but is less dominant in ordinary speech. | [MARGINAL] |
| credible | incredibility | N/A | incredible + -ity | incredibility | Refers to the quality of being not credible or hard to believe. It is established but less common than *credibility* and often stylistically formal. | [MARGINAL] |
| faithful | faithfully | N/A | faithful + -ly | faithfully; loyally; accurately | Used both for loyal conduct and for accurate reproduction or representation. It is common in descriptions of translation, depiction, and adherence. | [CORE] |
| faithful | faithfulness | N/A | faithful + -ness | faithfulness | Refers to loyalty or to fidelity in representation. It is common in religious, moral, literary, and descriptive contexts. | [CORE] |
| faithful | unfaithful | N/A | un- + faithful | unfaithful | Commonly used for disloyal persons, especially in relationships, and also for inaccurate or unfaithful representations. The representational sense is established but less common than the interpersonal one. | [CORE] |
| faithful | unfaithfulness | N/A | un- + faithful + -ness | unfaithfulness | Refers to the quality or act of being unfaithful. It is common in moral and religious discourse and also possible in representational contexts. | [CORE] |
| exact | exactly | N/A | exact + -ly | exactly | Very common adverb for precise correspondence, agreement, or specification. It is frequent in technical, mathematical, and everyday speech. | [CORE] |
| exact | exactness | N/A | exact + -ness | exactness | Refers to the quality of being exact. It is established in formal, technical, and stylistically careful prose. | [CORE] |
| exact | inexact | N/A | in- + exact | inexact | Used for wording, measurement, or description that is not exact. It is standard but more formal than everyday *not exact*. | [CORE] |
| exact | inexactly | N/A | inexact + -ly | inexactly | Used for expressing or measuring something in a way that lacks exactness. It is attested but less common than the adjective. | [MARGINAL] |
| exact | inexactness | N/A | in- + exact + -ness | inexactness | Refers to the quality of being inexact. It is established in formal and technical discussion. | [CORE] |
| precise | precisely | N/A | precise + -ly | precisely | Very common adverb for exact wording, timing, measurement, or identification. It is frequent in both formal and everyday use. | [CORE] |
| precise | precision | N/A | precise + -ion | precision | Refers to exactness or fine-grained accuracy. It is central in science, engineering, mathematics, and careful descriptive prose. | [CORE] |
| precise | imprecise | N/A | im- + precise | imprecise | Common adjective for language, measurement, or description that lacks precision. It is standard in criticism and technical evaluation. | [CORE] |
| precise | imprecisely | N/A | imprecise + -ly | imprecisely | Used for speaking, measuring, or defining something without precision. It is established but less frequent than *imprecise*. | [CORE] |
| precise | imprecision | N/A | im- + precision | imprecision | Refers to lack of precision in language, data, or method. It is common in technical and analytical writing. | [CORE] |
| proper | properly | N/A | proper + -ly | properly; correctly; appropriately | Very common adverb for doing something in the correct or appropriate way. It is used across practical, social, and formal contexts. | [CORE] |
| proper | propriety | N/A | proper + -iety / historical Latinate formation | propriety; appropriateness | Refers to correctness or appropriateness according to social, moral, or formal norms. It is well established, especially in formal and literary usage. | [CORE] |
| proper | improper | N/A | im- + proper | improper | Common adjective for conduct, language, procedures, or uses judged inappropriate or incorrect by relevant standards. It is standard across formal and everyday registers. | [CORE] |
| proper | improperly | N/A | improper + -ly | improperly | Common adverb for acting or handling something in an inappropriate or incorrect way. It is frequent in legal, technical, and practical contexts. | [CORE] |
| proper | impropriety | N/A | im- + propriety | impropriety | Refers to inappropriate conduct or a breach of proper standards. It is common in legal, political, and formal evaluative language. | [CORE] |
| legitimate | legitimately | N/A | legitimate + -ly | legitimately | Used for actions, claims, or authority exercised in a legitimate way. It is common in legal, political, and argumentative prose. | [CORE] |
| legitimate | legitimacy | N/A | legitimate + -cy | legitimacy | Refers to the quality of being legitimate, lawful, or properly grounded. It is very common in political, legal, and social analysis. | [CORE] |
| legitimate | illegitimate | N/A | il- + legitimate | illegitimate | Common adjective for authority, claims, uses, or actions judged not legitimate. It is standard in legal, political, and moral evaluation. | [CORE] |
| legitimate | illegitimately | N/A | illegitimate + -ly | illegitimately | Used for acting or claiming in a way lacking legitimacy. It is established in formal and analytical prose. | [CORE] |
| legitimate | illegitimacy | N/A | il- + legitimacy / historical formation | illegitimacy | Refers to lack of legitimacy. It is common in political, legal, and historical discussion. | [CORE] |
| legitimate | legitimize / legitimise | N/A | legitimate + -ize | legitimize; make legitimate | Common verb for conferring legitimacy on a claim, institution, practice, or authority. It is frequent in political and sociological writing. | [CORE] |
| legitimate | legitimization / legitimisation | N/A | legitimize + -ation | legitimization | Refers to the process of making something legitimate or accepted as legitimate. It is common in academic and political discourse. | [CORE] |
| lawful | lawfully | N/A | lawful + -ly | lawfully | Common adverb for acting or possessing something in accordance with law. It is standard in legal and administrative language. | [CORE] |
| lawful | lawfulness | N/A | lawful + -ness | lawfulness | Refers to the quality of being lawful. It is established in legal, political, and formal evaluative contexts. | [CORE] |
| lawful | unlawful | N/A | un- + lawful | unlawful | Very common adjective for acts, possession, authority, or status contrary to law. It is standard in legal and public discourse. | [CORE] |
| lawful | unlawfully | N/A | unlawful + -ly | unlawfully | Common adverb for acting in violation of law. It is frequent in legal reporting and formal accusation. | [CORE] |
| lawful | unlawfulness | N/A | unlawful + -ness | unlawfulness | Refers to the quality or condition of being unlawful. It is established but more formal and less frequent than *illegality*. | [CORE] |
| just | justly | N/A | just + -ly | justly; fairly; rightly | Used for acting, judging, or rewarding in a just manner. It is common in moral, legal, and literary contexts. | [CORE] |
| just | justice | N/A | historical derivation from same stem family | justice | Central noun for fairness, rightful order, or the administration of law. It is extremely common in legal, political, and moral discourse. | [CORE] |
| just | justify | N/A | just + -ify | justify; show to be right | Very common verb for showing that an action, claim, or decision is right or warranted. It is used in law, ethics, theology, and everyday argument. | [CORE] |
| just | justification | N/A | justify + -ation | justification | Refers to a reasoned defense or the act of showing something to be justified. It is common in philosophy, law, religion, and ordinary explanation. | [CORE] |
| just | unjust | N/A | un- + just | unjust | Common adjective for actions, laws, punishments, or arrangements judged not fair or rightful. It is standard in moral and political evaluation. | [CORE] |
| just | unjustly | N/A | unjust + -ly | unjustly | Used for treating, judging, or punishing someone in an unjust way. It is common in legal, political, and rhetorical contexts. | [CORE] |
| just | injustice | N/A | in- + justice | injustice | Refers to unfairness or a specific unjust act or condition. It is extremely common in moral, legal, and political discourse. | [CORE] |
| fair | fairly | N/A | fair + -ly | fairly; impartially; reasonably | In the relevant evaluative sense, it means in a fair or impartial way. It is very common, though it also has unrelated degree uses such as “fairly large.” | [CORE] |
| fair | fairness | N/A | fair + -ness | fairness | Refers to the quality of being fair, impartial, or reasonable. It is central in everyday moral and legal evaluation. | [CORE] |
| fair | unfair | N/A | un- + fair | unfair | Very common adjective for treatment, rules, or outcomes judged not fair. It is standard in everyday, legal, and political language. | [CORE] |
| fair | unfairly | N/A | unfair + -ly | unfairly | Common adverb for acting or judging in a way that lacks fairness. It is frequent in complaint, criticism, and legal discussion. | [CORE] |
| fair | unfairness | N/A | unfair + -ness | unfairness | Refers to the quality or instance of being unfair. It is common in everyday and formal evaluative language. | [CORE] |
| counterfeit | (no common derivation identified) |  |  |  |  |  |
| fake | fakery | N/A | fake + -ery | fakery; deception; fake behavior or products | Refers to the practice or result of faking, especially deceptive imitation or insincerity. It is established but somewhat stylistically marked. | [CORE] |
| fake | fakeness | N/A | fake + -ness | fakeness | Used for the quality of seeming fake or insincere. It is attested and natural in contemporary usage, though less formal than *inauthenticity*. | [MARGINAL] |
| forgery | forger | N/A | forge + -er | forger | Refers to a person who produces forgeries. It is common in legal, artistic, and historical contexts. | [CORE] |
| forgery | forge | N/A | back-formation from forgery / related stem | forge; falsify | Used as a verb for producing a false signature, document, artwork, or similar item intended to pass as genuine. It is standard in legal and historical discussion. | [CORE] |
| forgery | forged | N/A | forge + past participial -ed | forged; falsified | Used adjectivally for documents, signatures, artworks, and goods that have been forged. It is very common in legal and journalistic contexts. | [CORE] |
| semblance | (no common derivation identified) |  |  |  |  |  |
| verisimilitude | verisimilar | N/A | from the same Latinate stem family | verisimilar; having the appearance of truth | Used in literary and philosophical discussion for something resembling truth or reality. It is clearly attested but specialized and uncommon. | [MARGINAL] |
| true to life | (no common derivation identified) |  |  |  |  |  |
| ring true | (no common derivation identified) |  |  |  |  |  |
| the real thing | (no common derivation identified) |  |  |  |  |  |
