| Term A | Term B | Transliteration | Translation | Contrast Description | Contrast Type | Epistemic Status |
| proper | improper | N/A | proper ↔ improper | The context explicitly includes *improper* as the negative counterpart of *proper*. The contrast concerns appropriateness or correctness according to norms, conventions, or procedures. | morphological | [CORE] |
| propriety | impropriety | N/A | propriety ↔ impropriety | The derivational inventory explicitly gives *impropriety* as the negative counterpart of *propriety*. This opposition is common in formal, legal, and political evaluation. | morphological | [CORE] |
| legitimate | illegitimate | N/A | legitimate ↔ illegitimate | The context explicitly lists *illegitimate* as the negative counterpart of *legitimate*. The contrast concerns lawful, justified, or properly grounded standing. | morphological | [CORE] |
| legitimacy | illegitimacy | N/A | legitimacy ↔ illegitimacy | The derivational system explicitly includes *illegitimacy* as the negative counterpart of *legitimacy*. This opposition is common in political, legal, and historical discussion. | morphological | [CORE] |
| lawful | unlawful | N/A | lawful ↔ unlawful | The context explicitly lists *unlawful* as the negative counterpart of *lawful*. The contrast is specifically legal, not merely moral or factual. | morphological | [CORE] |
| lawfulness | unlawfulness | N/A | lawfulness ↔ unlawfulness | The derivational inventory explicitly gives *unlawfulness* as the negative counterpart of *lawfulness*. This is an established formal opposition in legal and political evaluation. | morphological | [CORE] |
| just | unjust | N/A | just ↔ unjust | The context explicitly includes *unjust* as the negative counterpart of *just*. The opposition concerns fairness and rightful treatment rather than factual truth. | morphological | [CORE] |
| justice | injustice | N/A | justice ↔ injustice | The derivational system explicitly lists *injustice* as the negative counterpart of *justice*. This is a central opposition in moral, legal, and political discourse. | morphological | [CORE] |
| fair | unfair | N/A | fair ↔ unfair | The context explicitly gives *unfair* as the negative counterpart of *fair*. The contrast concerns impartiality, reasonableness, and just treatment. | morphological | [CORE] |
| fairness | unfairness | N/A | fairness ↔ unfairness | The derivational inventory explicitly lists *unfairness* as the negative counterpart of *fairness*. This is a common opposition in everyday and formal evaluative language. | morphological | [CORE] |
| genuine / authentic / real | fake / counterfeit / forgery | N/A | genuine/authentic/real ↔ fake/counterfeit/forgery | The semantic grouping explicitly states that fake, forged, and deceptive-imitation language “pair closely with the previous group, often as direct opposites.” This is a lexical opposition between genuineness and deceptive imitation. | lexical | [CORE] |
| true | false | N/A | true ↔ false | The context repeatedly frames truth evaluation in terms of “true or false,” including *truth value* and negative attribution notes. This is a basic lexical opposition in propositional evaluation. | lexical | [CORE] |
| tell the truth | tell an untruth | N/A | tell the truth ↔ tell an untruth / speak falsely | The context strongly supports *tell the truth* and also lists *untruth* as a false statement. While not presented as a fixed paired idiom, the opposition between truth-telling and uttering an untruth is clearly supported. | constructional | [MARGINAL] |
| NP + be + true / correct / right / accurate / valid / genuine / authentic / real / reliable / credible | NP + be + not true / untrue / false / incorrect / inaccurate / invalid / fake / counterfeit / inauthentic / unreliable / untrustworthy | N/A | positive attribution ↔ negative attribution | P4a explicitly presents these as contrasting construction types: ATTRIBUTION versus NEGATIVE ATTRIBUTION. The opposition is constructional, with positive evaluative predication contrasted against analytic or lexical negation. | constructional | [CORE] |
| seem credible / seem genuine / ring true / have a ring of truth | be true | N/A | seeming true / seeming genuine ↔ being true | P4a explicitly distinguishes “appearance-of-truth / plausibility” from direct attribution. The contrast is between intuitive plausibility or felt authenticity and established truth. | constructional | [CORE] |
| be faithful to / true to + source/original/reality | be true | N/A | fidelity to source ↔ propositional truth | P4a explicitly notes that the fidelity-to-source construction expresses representational fidelity “rather than simple factual truth.” This is a constructional contrast between resemblance/preservation and statement-truth. | constructional | [CORE] |
| accurate / exact / precise | true / correct | N/A | precision/exactness ↔ broader truth/correctness | P3 explicitly states that something may be broadly correct without being exact or precise. This is a supported lexical contrast between narrow precision language and broader correctness language. | lexical | [CORE] |
| lawful | right / proper | N/A | lawful ↔ right/proper | The P1 entry for *lawful* explicitly says it is “narrower than right or proper,” since it concerns conformity to law rather than morality or accuracy in general. This is a lexical contrast in evaluative scope. | lexical | [CORE] |
| valid | true | N/A | valid ↔ true | P3 explicitly notes that validity and soundness “often differ from true by evaluating standing, structure, or admissibility rather than direct fact-matching.” This is a lexical contrast between formal acceptability and propositional truth. | lexical | [CORE] |
