| Prompt # | Expression (Native Script) | Transliteration | Naturalness Rating | Notes |
| 5 | Η υπογραφή είναι γνήσια. | *I ypografí eínai gnísia.* | [CORE] | For authenticity-related meanings, the context most clearly supports **discovery/result** rather than true inchoative change: **αποδείχθηκε πλαστή**; static contrasts such as **γνήσια υπογραφή / πλαστή υπογραφή**; **αυθεντικό έγγραφο / παραποιημένο έγγραφο**. There is no common dedicated expression in the context meaning “make something authentic” or “become authentic” in a general way. So the dynamic profile here is mainly: **verification**; **exposure**; **result of examination** rather than spontaneous change of state. |
| 6 | παραποιώ τα στοιχεία | *parapoió ta stoicheía* | [CORE] | This is the clearest causative area in the dataset. Greek does not use one general causative verb meaning “make false” across all truth-related vocabulary here. Instead it uses specific lexical verbs: **παραποιώ** for falsifying / tampering with; **πλαστογραφώ** for forging, especially in writing/signatures/documents. These are subtype-specific causatives and are strongly established. |
| 6 | πλαστογραφώ την υπογραφή | *plastografó tin ypografí* | [CORE] | This is the clearest causative area in the dataset. Greek does not use one general causative verb meaning “make false” across all truth-related vocabulary here. Instead it uses specific lexical verbs: **παραποιώ** for falsifying / tampering with; **πλαστογραφώ** for forging, especially in writing/signatures/documents. These are subtype-specific causatives and are strongly established. |
| 7 | (no common expression identified) |  |  | The context provides expressions for: checking validity; disputing authenticity; evaluating whether something is valid or authentic. But it does **not** provide a common dedicated causative expression like: “make valid”; “make authentic”; “make genuine”. So here it should be stated explicitly: **No common causative expression is identified in the context for causing something to become έγκυρος, αυθεντικός, or γνήσιος.** |
| 7 | ελέγχω την εγκυρότητα | *eléncho tin enkyrótita* | [CORE] | The context provides expressions for: checking validity; disputing authenticity; evaluating whether something is valid or authentic. But it does **not** provide a common dedicated causative expression like: “make valid”; “make authentic”; “make genuine”. So here it should be stated explicitly: **No common causative expression is identified in the context for causing something to become έγκυρος, αυθεντικός, or γνήσιος.** |
| 7 | αμφισβητείται η αυθεντικότητα | *amfisviteítai i afthentikótita* | [CORE] | The context provides expressions for: checking validity; disputing authenticity; evaluating whether something is valid or authentic. But it does **not** provide a common dedicated causative expression like: “make valid”; “make authentic”; “make genuine”. So here it should be stated explicitly: **No common causative expression is identified in the context for causing something to become έγκυρος, αυθεντικός, or γνήσιος.** |
| 8 | Στην πραγματικότητα, δεν συμφωνούν. | *Stin pragmatikótita, den symfonoún.* | [CORE] | This group is dynamic mainly at the discourse level: correction of prior impression; contrast between appearance and reality; alignment with what is actually the case. The context supports **ανταποκρίνεται στην πραγματικότητα** as a correspondence relation, but not a dedicated “become real” expression within the listed truth-related vocabulary. |
| 8 | Η πραγματικότητα είναι ότι άργησε. | *I pragmatikótita eínai óti árghise.* | [CORE] | This group is dynamic mainly at the discourse level: correction of prior impression; contrast between appearance and reality; alignment with what is actually the case. The context supports **ανταποκρίνεται στην πραγματικότητα** as a correspondence relation, but not a dedicated “become real” expression within the listed truth-related vocabulary. |
| 8 | Αυτό ανταποκρίνεται στην πραγματικότητα. | *Aftó antapokrínetai stin pragmatikótita.* | [CORE] | This group is dynamic mainly at the discourse level: correction of prior impression; contrast between appearance and reality; alignment with what is actually the case. The context supports **ανταποκρίνεται στην πραγματικότητα** as a correspondence relation, but not a dedicated “become real” expression within the listed truth-related vocabulary. |
| 9 | Στην ουσία, είναι το ίδιο. | *Stin ousía, eínai to ídio.* | [CORE] | These are not change-of-state expressions in a narrow sense. Instead, they encode a **discursive shift**: from wording to substance; from form to essence; from peripheral matters to the core issue. So the dynamism here is rhetorical and interpretive, not lexical causation. |
| 9 | Κατ’ ουσίαν πρόκειται για... | *Kat’ ousían prókeitai gia...* | [CORE] | These are not change-of-state expressions in a narrow sense. Instead, they encode a **discursive shift**: from wording to substance; from form to essence; from peripheral matters to the core issue. So the dynamism here is rhetorical and interpretive, not lexical causation. |
| 9 | Επί της ουσίας, διαφέρει. | *Epí tis ousías, diaféri.* | [CORE] | These are not change-of-state expressions in a narrow sense. Instead, they encode a **discursive shift**: from wording to substance; from form to essence; from peripheral matters to the core issue. So the dynamism here is rhetorical and interpretive, not lexical causation. |
| 10 | Είναι πιστός στο πρωτότυπο. | *Eínai pistós sto protótypo.* | [CORE] | This is the clearest stability-oriented area in the material. Greek encodes non-change and exact correspondence through: **πιστός / πιστότητα** for fidelity to an original; **απαράλλακτος** for unchanged exact sameness; **κατά γράμμα** for literal, exact adherence. These do not describe becoming true, but they are central dynamic opposites to alteration and falsification. |
| 10 | Με πιστότητα. | *Me pistótita.* | [CORE] | This is the clearest stability-oriented area in the material. Greek encodes non-change and exact correspondence through: **πιστός / πιστότητα** for fidelity to an original; **απαράλλακτος** for unchanged exact sameness; **κατά γράμμα** for literal, exact adherence. These do not describe becoming true, but they are central dynamic opposites to alteration and falsification. |
| 10 | Απαράλλακτο αντίγραφο. | *Aparállakto antígrafo.* | [CORE] | This is the clearest stability-oriented area in the material. Greek encodes non-change and exact correspondence through: **πιστός / πιστότητα** for fidelity to an original; **απαράλλακτος** for unchanged exact sameness; **κατά γράμμα** for literal, exact adherence. These do not describe becoming true, but they are central dynamic opposites to alteration and falsification. |
| 10 | Ακολουθώ κατά γράμμα τις οδηγίες. | *Akolouthó katá grámma tis odigíes.* | [CORE] | This is the clearest stability-oriented area in the material. Greek encodes non-change and exact correspondence through: **πιστός / πιστότητα** for fidelity to an original; **απαράλλακτος** for unchanged exact sameness; **κατά γράμμα** for literal, exact adherence. These do not describe becoming true, but they are central dynamic opposites to alteration and falsification. |
| 11 | Παραποιημένα στοιχεία. | *Parapoïiména stoicheía.* | [CORE] | This is a strongly dynamic subdomain: something originally given is altered deceptively. The context explicitly distinguishes: **παραποιημένος** = altered/tampered with; **πλαστός** = fake/forged more generally. So Greek encodes change here not as neutral transformation, but as **deceptive modification**. |
| 11 | Παραποιημένο έγγραφο. | *Parapoïiméno éngrafo.* | [CORE] | This is a strongly dynamic subdomain: something originally given is altered deceptively. The context explicitly distinguishes: **παραποιημένος** = altered/tampered with; **πλαστός** = fake/forged more generally. So Greek encodes change here not as neutral transformation, but as **deceptive modification**. |
| 11 | Παραποιημένη εικόνα της πραγματικότητας. | *Parapoïiméni eikóna tis pragmatikótitas.* | [CORE] | This is a strongly dynamic subdomain: something originally given is altered deceptively. The context explicitly distinguishes: **παραποιημένος** = altered/tampered with; **πλαστός** = fake/forged more generally. So Greek encodes change here not as neutral transformation, but as **deceptive modification**. |
