| Base Form | Example | Transliteration | Translation | Usage Notes | Epistemic Status |
| αυθεντικότητα | η αυθεντικότητα του έργου | i afthentikótita tou érgou | the authenticity of the work | Common in art history, criticism, and heritage contexts. It concerns whether a work is original and genuine. | [CORE] |
| αυθεντικότητα | αμφισβητείται η αυθεντικότητα | amfisviteítai i afthentikótita | the authenticity is disputed | Common in formal evaluative contexts involving documents, artifacts, and claims of originality. It often appears in journalistic and expert discussion. | [CORE] |
| γνήσιος | γνήσιο προϊόν | gnísio proïón | genuine product | Common in commerce and consumer evaluation. It contrasts with counterfeit or imitation goods. | [CORE] |
| γνήσιος | γνήσια υπογραφή | gnísia ypografí | genuine signature | Standard in legal and administrative contexts. It marks a signature as authentic rather than forged. | [CORE] |
| γνήσιος | γνήσιο ενδιαφέρον | gnísio endiaféron | genuine interest | Common in interpersonal and evaluative discourse. It refers to sincerity and authenticity of feeling or intention. | [CORE] |
| γνησιότητα | γνησιότητα της υπογραφής | gnisiótita tis ypografís | authenticity of the signature | Common in legal, forensic, and administrative contexts. It concerns whether a signature is genuine. | [CORE] |
| γνησιότητα | πιστοποιητικό γνησιότητας | pistopoiitikó gnisiótitas | certificate of authenticity | Very common in commerce, art, and collectibles. It is a standard document certifying genuineness. | [CORE] |
| γνησιότητα | έλεγχος γνησιότητας | élenchos gnisiótitas | authenticity check | Common in technical, legal, and commercial settings. It refers to verification that an item or document is genuine. | [CORE] |
| πραγματικός | πραγματικός κόσμος | pragmatikós kósmos | real world | Common in everyday and theoretical discourse. It contrasts reality with fiction, abstraction, or simulation. | [CORE] |
| πραγματικός | πραγματικό πρόβλημα | pragmatikó próvlima | real problem | Common evaluative phrase for a problem judged actual and serious rather than apparent or trivial. Widely used in speech and writing. | [CORE] |
| πραγματικός | πραγματικός λόγος | pragmatikós lógos | real reason | Common in explanatory discourse when distinguishing the actual cause or motive from an apparent one. Often contrastive. | [CORE] |
| πραγματικός | ο πραγματικός εαυτός | o pragmatikós eaftós | the real self | Attested in reflective and psychological discourse. It overlaps semantically with *αληθινός εαυτός*. | [MARGINAL] |
| πραγματικότητα | στην πραγματικότητα | stin pragmatikótita | in reality; actually | Extremely common discourse adverbial in speech and writing. It introduces what is really the case, often correcting an impression. | [CORE] |
| πραγματικότητα | ανταποκρίνεται στην πραγματικότητα | antapokrínetai stin pragmatikótita | corresponds to reality | Common in journalism, criticism, and argumentation. It evaluates whether a statement, image, or account matches actual conditions. | [CORE] |
| πραγματικότητα | η πραγματικότητα είναι ότι... | i pragmatikótita eínai óti... | the reality is that... | Very common discourse formula, often used rhetorically to foreground facts or practical constraints. Similar in function to *η αλήθεια είναι ότι...*. | [CORE] |
| πραγματικότητα | έρχομαι αντιμέτωπος με την πραγματικότητα | érchomai antimetópos me tin pragmatikótita | come face to face with reality | Established idiomatic construction for confronting actual conditions after illusion or denial. Common in everyday and journalistic language. | [CORE] |
| ουσία | στην ουσία | stin ousía | essentially; basically; at the core | Extremely common discourse expression in both everyday and formal Greek. It shifts focus from details to the main point. | [CORE] |
| ουσία | η ουσία είναι ότι... | i ousía eínai óti... | the point is that... | Very common formula in speech and writing. It introduces what the speaker takes to be the substantive issue. | [CORE] |
| ουσία | ουσία της υπόθεσης | ousía tis ypóthesis | substance of the matter | Common in argumentation, law, and everyday discussion. It refers to the core issue rather than peripheral details. | [CORE] |
| ουσία | ουσία και τύπος | ousía kai týpos | substance and form | Established contrast in law, philosophy, criticism, and public discourse. It opposes what is substantive to what is merely formal. | [CORE] |
| ουσία | επί της ουσίας | epí tis ousías | on the substance; on the merits | Common in legal, parliamentary, and formal argumentative settings. It distinguishes substantive discussion from procedural or peripheral matters. | [CORE] |
| ουσιώδης | ουσιώδης διαφορά | ousiódis diaforá | essential difference | Common in law, philosophy, and formal comparison. It marks a difference affecting substance rather than detail. | [CORE] |
| ουσιώδης | ουσιώδες στοιχείο | ousiódes stoichío | essential element | Standard in legal, technical, and analytical writing. It refers to a component that is fundamentally necessary or defining. | [CORE] |
| ουσιώδης | ουσιώδης όρος | ousiódis óros | essential term | Common in legal and contractual language. It refers to a condition central to the validity or substance of an agreement. | [CORE] |
| ουσιώδης | ουσιώδης πλάνη | ousiódis pláni | material error | Legal and formal expression for an error affecting substance rather than a minor detail. It is specialized but established. | [CORE] |
| ουσιώδης | ουσιώδης τύπος | ousiódis týpos | essential formality | Standard legal-administrative phrase. It refers to a formal requirement whose breach affects substantive validity. | [CORE] |
| πιστός | πιστή μετάφραση | pistí metáfrasi | faithful translation | Common in literary, editorial, and evaluative contexts. It refers to close fidelity to the original text. | [CORE] |
| πιστός | πιστή αναπαραγωγή | pistí anaparagogí | faithful reproduction | Common in art, media, sound, and technical contexts. It evaluates how closely a reproduction matches the original. | [CORE] |
| πιστός | πιστός στο πρωτότυπο | pistós sto protótypo | faithful to the original | Very common evaluative construction for translations, depictions, adaptations, and reproductions. It marks close correspondence. | [CORE] |
| πιστός | πιστός φίλος | pistós fílos | faithful/loyal friend | Common interpersonal use of *πιστός*, though this belongs more to loyalty than truth or accuracy. Still clearly attested. | [CORE] |
| πιστότητα | πιστότητα ήχου | pistótita íchou | sound fidelity | Standard in audio and technical evaluation. It refers to how faithfully sound is reproduced. | [CORE] |
| πιστότητα | πιστότητα εικόνας | pistótita eikónas | image fidelity | Common in visual media and technical contexts. It evaluates closeness to the original visual source. | [CORE] |
| πιστότητα | με πιστότητα | me pistótita | faithfully; with fidelity | Common adverbial prepositional phrase in formal and evaluative prose. It is used for accurate or faithful rendering. | [CORE] |
| απαράλλακτος | απαράλλακτο αντίγραφο | aparállakto antígrafo | exact copy | Common in formal and evaluative contexts where exact sameness is stressed. It marks absence of alteration or variation. | [CORE] |
| απαράλλακτος | απαράλλακτος με... | aparállaktos me... | identical to... | Common comparative construction in descriptive and evaluative use. It emphasizes exact resemblance. | [CORE] |
| απαράλλακτος | σχεδόν απαράλλακτος | schedón aparállaktos | almost identical | Natural scalar modification of the adjective in descriptive contexts. It is common when near-exact sameness is intended. | [CORE] |
| παραποιημένος | παραποιημένα στοιχεία | parapoïiména stoicheía | falsified data | Common in journalism, law, and administration. It refers to data altered deceptively. | [CORE] |
| παραποιημένος | παραποιημένο έγγραφο | parapoïiméno éngrafo | falsified document | Standard in legal and administrative contexts. It marks a document as tampered with or altered. | [CORE] |
| παραποιημένος | παραποιημένη εικόνα της πραγματικότητας | parapoïiméni eikóna tis pragmatikótitas | distorted/falsified picture of reality | Common in journalism and political criticism. It refers to a misleading representation rather than a neutral inaccuracy. | [CORE] |
| πλαστός | πλαστό διαβατήριο | plastó diavatírio | fake passport | Very common in legal, journalistic, and everyday usage. It refers to forged official documents. | [CORE] |
| πλαστός | πλαστή υπογραφή | plastí ypografí | forged signature | Standard legal and administrative phrase. It marks a signature as not genuine. | [CORE] |
| πλαστός | πλαστά στοιχεία | plastá stoicheía | false/fake details; forged data | Common in reporting and administration for fabricated identifying details or falsified information. Exact nuance depends on context. | [CORE] |
| πλαστός | πλαστό χαρτονόμισμα | plastó chartonómisma | counterfeit banknote | Standard phrase in legal and everyday contexts. It refers to counterfeit currency. | [CORE] |
| ψευδής | ψευδής δήλωση | psevdís dílosi | false statement | Common in legal, administrative, and formal evaluative language. It refers to a statement that does not correspond to the facts. | [CORE] |
| ψευδής | ψευδής εντύπωση | psevdís entýposi | false impression | Common in journalism, criticism, and everyday argumentation. It refers to a misleading appearance or inference. | [CORE] |
| ψευδής | ψευδείς ειδήσεις | psevdís eidíseis | false news | Attested in formal and media discourse, though colloquial usage may prefer other phrasings. It refers to factually false reporting or claims. | [CORE] |
| ψευδής | αποδεικνύεται ψευδής | apodeiknýetai psevdís | proves false | Common predicative construction in formal prose and reporting. It is used for allegations, assumptions, or impressions shown to be untrue. | [CORE] |
| ψέμα | λέω ψέματα | léo psémata | lie; tell lies | Extremely common everyday predicate. This is the ordinary colloquial way to say that someone is lying. | [CORE] |
| ψέμα | λευκό ψέμα | lefkó pséma | white lie | Established idiomatic expression for a minor or socially motivated lie. Common in everyday moral evaluation. | [CORE] |
| ψέμα | ψέματα και δικαιολογίες | psémata kai dikaiologías | lies and excuses | Common rhetorical pairing in everyday speech. It is used dismissively for dishonest or evasive behavior. | [CORE] |
| ψέμα | ζω σε ένα ψέμα | zo se éna pséma | live in a lie | Established figurative expression for living under deception or self-deception. Common in emotional and reflective discourse. | [CORE] |
| ψέμα | είναι ψέμα ότι... | eínai pséma óti... | it is a lie / it is false that... | Common construction for direct rejection of a claim. It can sound stronger and more accusatory than neutral falsity marking. | [CORE] |
| ειλικρινής | ειλικρινής απάντηση | eilikrinís apántisi | sincere answer | Common in interpersonal and evaluative contexts. It refers to candor rather than factual precision. | [CORE] |
| ειλικρινής | ειλικρινής συζήτηση | eilikrinís syzítisi | honest/sincere discussion | Common in personal, political, and media discourse. It implies openness and lack of concealment. | [CORE] |
| ειλικρινής | για να είμαι ειλικρινής | gia na eímai eilikrinís | to be honest | Very common discourse formula in speech and writing. It introduces a candid opinion, admission, or reservation. | [CORE] |
| ειλικρινής | ειλικρινής με κάποιον | eilikrinís me kápoion | honest with someone | Common complement pattern for interpersonal honesty. It is used for openness in relationships and conversation. | [CORE] |
| ειλικρίνεια | με ειλικρίνεια | me eilikríneia | sincerely; with honesty | Common adverbial prepositional phrase in both everyday and formal discourse. It marks frankness and genuineness of expression. | [CORE] |
| ειλικρίνεια | δείχνω ειλικρίνεια | deíchno eilikríneia | show sincerity | Common evaluative construction for conduct or speech. It refers to perceived honesty of intention or expression. | [CORE] |
| ειλικρίνεια | μιλώ με ειλικρίνεια | miló me eilikríneia | speak with sincerity / speak honestly | Common in interpersonal and rhetorical contexts. It foregrounds frankness rather than technical truth conditions. | [CORE] |
| κατά γράμμα | ακολουθώ κατά γράμμα τις οδηγίες | akolouthó katá grámma tis odigíes | follow the instructions to the letter | Very common fixed expression in everyday, legal, and procedural contexts. It means exact compliance with wording or instruction. | [CORE] |
| κατά γράμμα | ερμηνεύω κάτι κατά γράμμα | erminevo káti katá grámma | interpret something literally | Common in interpretive, legal, and everyday contexts. It contrasts literal reading with broader or intended meaning. | [CORE] |
| κατά γράμμα | μετάφραση κατά γράμμα | metáfrasi katá grámma | literal translation | Standard phrase in translation and language discussion. It often implies strict verbal correspondence, sometimes at the expense of naturalness. | [CORE] |
| κατ’ ουσίαν | είναι κατ’ ουσίαν το ίδιο | eínai kat’ ousían to ídio | it is essentially the same | Common formal evaluative construction. It marks substantive equivalence despite possible formal differences. | [CORE] |
| κατ’ ουσίαν | διαφέρει κατ’ ουσίαν | diaféri kat’ ousían | differs in substance | Common in legal, academic, and analytical prose. It distinguishes substantive difference from superficial variation. | [CORE] |
| κατ’ ουσίαν | κατ’ ουσίαν πρόκειται για... | kat’ ousían prókeitai gia... | in essence, it is... | Very common formal discourse frame for stating what something really amounts to. Frequent in law, politics, and argumentation. | [CORE] |
